,Unnamed: 0.1,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,AdvCircAllEds,NatlLineRateAllEds,SpotColourAllEds,ProcessColourAllEds,MarketAndNewspaper,_merge1,Removable,ADVCSD,ADVOwner,EDITION,Unnamed: 0,FreeCirculation,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,Daily,SwapNotInclude,Swap2017Affected,CSDs,first_year,equal_to_previous,FreeCircAllEds,PaidCircAllEds,TotalCircAllEds,EDITION2,_merge2,ID,ID2,EverPaidEDITION,EverFreeEDITION,EverPaid,EverFree,OpCross2017ID,OpCross2017ID2,FreeCirc_Cross17_ID2,PaidCirc_Cross17_ID2,Rate_Cross17_ID2,TotalCirc_Cross17_ID2,OpPost2017,CDs
731,731,exeter times advocate,2538.0,1.05,1160.0,1160.0,10.0,161.0,10.0,2015,2014.0,1.0,Wednesday,2538.0,1.05,1160.0,1160.0,exeter times advocate,both,,[nan],,Wednesday,2593.0,37.0,T,exeter,times advocate,metroland media group ltd.,2476.0,ON,2513.0,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2013.0,0.0,37.0,2476.0,2513.0,Wednesday,perfect_match,137,100,1,1,1,1,1,1,1,1,1,1,1,['Huron']
732,732,exeter times advocate,2621.25,1.05,,1160.0,10.0,161.0,10.0,2016,2014.0,2.0,Wednesday,2621.25,1.05,,1160.0,exeter times advocate,both,,[nan],,Wednesday,2594.0,84.0,T,exeter,times advocate,metroland media group ltd.,2158.0,ON,2242.0,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2013.0,0.0,84.0,2158.0,2242.0,Wednesday,perfect_match,137,100,1,1,1,1,1,1,1,1,1,1,1,['Huron']
733,733,exeter times advocate,2704.5,1.05,,1160.0,10.0,161.0,10.0,2017,2015.0,2.0,Wednesday,2704.5,1.05,,1160.0,exeter times advocate,both,,[nan],,Wednesday,2595.0,93.0,T,exeter,times advocate,metroland media group ltd.,1912.0,ON,2005.0,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2013.0,0.0,93.0,1912.0,2005.0,Wednesday,perfect_match,137,100,1,1,1,1,1,1,1,1,1,1,1,['Huron']
734,734,exeter times advocate,2787.75,1.05,,118.0,10.0,161.0,10.0,2018,2016.0,2.0,Wednesday,2787.75,1.05,,118.0,exeter times advocate,both,,[nan],,Wednesday,2596.0,108.0,T,exeter,times advocate,postmedia network inc.,2763.0,ON,2871.0,postmedia network inc.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2013.0,0.0,108.0,2763.0,2871.0,Wednesday,perfect_match,137,100,1,1,1,1,1,1,1,1,1,1,1,['Huron']
735,735,exeter times advocate,2871.0,1.05,,118.0,10.0,161.0,10.0,2019,2018.0,1.0,Wednesday,2871.0,1.05,,118.0,exeter times advocate,both,,[nan],,Wednesday,2597.0,32.0,T,exeter,times advocate,postmedia network inc.,1948.0,ON,1980.0,postmedia network inc.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2013.0,0.0,32.0,1948.0,1980.0,Wednesday,perfect_match,137,100,1,1,1,1,1,1,1,1,1,1,1,['Huron']
736,736,exeter times advocate weekender,,1.06,335.0,1160.0,10.0,175.0,10.0,2013,0.0,2013.0,Friday,,1.06,335.0,1160.0,exeter times advocate weekender,both,,[nan],,Friday,2598.0,,T,exeter,times advocate weekender,metroland media group ltd.,,ON,,,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,0.0,,,,Friday,left_only,138,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
737,737,exeter times advocate weekender,,1.16,1160.0,1160.0,10.0,161.0,10,2014,0.0,2014.0,Thursday,,1.16,1160.0,1160.0,exeter times advocate weekender,both,,[nan],,Friday,2598.0,10500.0,T,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,10500.0,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,0.0,10500.0,0.0,10500.0,Friday,right_imperfect_match,138,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
738,738,exeter times advocate weekender,,1.16,1160.0,1160.0,10.0,161.0,10,2014,0.0,2014.0,Thursday,,1.16,1160.0,1160.0,exeter times advocate weekender,both,,[nan],,Friday,2599.0,10500.0,T,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,10500.0,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,10500.0,0.0,10500.0,Friday,right_imperfect_match,138,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
739,747,exeter times advocate weekender,,1.16,1160.0,1160.0,10.0,161.0,10,2014,0.0,2014.0,Thursday,,1.16,1160.0,1160.0,exeter times advocate weekender,both,,[nan],,Thursday,2598.0,10500.0,T,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,10500.0,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,0.0,10500.0,0.0,10500.0,Friday,left_imperfect_match,139,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
740,739,exeter times advocate weekender,,1.16,1160.0,1160.0,10.0,161.0,10.0,2015,0.0,2015.0,Thursday,,1.16,1160.0,1160.0,exeter times advocate weekender,both,,[nan],,Friday,2600.0,,T,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,right_imperfect_match,138,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
741,740,exeter times advocate weekender,,1.16,1160.0,1160.0,10.0,161.0,10.0,2015,0.0,2015.0,Thursday,,1.16,1160.0,1160.0,exeter times advocate weekender,both,,[nan],,Friday,2601.0,,T,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,right_imperfect_match,138,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
742,748,exeter times advocate weekender,,1.16,1160.0,1160.0,10.0,161.0,10.0,2015,0.0,2015.0,Thursday,,1.16,1160.0,1160.0,exeter times advocate weekender,both,,[nan],,Thursday,2600.0,,T,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,left_imperfect_match,139,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
743,741,exeter times advocate weekender,,1.16,,1160.0,10.0,161.0,10.0,2016,0.0,2016.0,Thursday,,1.16,,1160.0,exeter times advocate weekender,both,,[nan],,Friday,2602.0,,T,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,right_imperfect_match,138,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
744,742,exeter times advocate weekender,,1.16,,1160.0,10.0,161.0,10.0,2016,0.0,2016.0,Thursday,,1.16,,1160.0,exeter times advocate weekender,both,,[nan],,Friday,2603.0,,T,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,right_imperfect_match,138,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
745,749,exeter times advocate weekender,,1.16,,1160.0,10.0,161.0,10.0,2016,0.0,2016.0,Thursday,,1.16,,1160.0,exeter times advocate weekender,both,,[nan],,Thursday,2602.0,,T,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,left_imperfect_match,139,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
746,743,exeter times advocate weekender,,1.16,,1160.0,10.0,161.0,10.0,2017,0.0,2017.0,Thursday,,1.16,,1160.0,exeter times advocate weekender,both,,[nan],,Friday,2604.0,,T,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,right_imperfect_match,138,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
747,744,exeter times advocate weekender,,1.16,,1160.0,10.0,161.0,10.0,2017,0.0,2017.0,Thursday,,1.16,,1160.0,exeter times advocate weekender,both,,[nan],,Friday,2605.0,,T,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,right_imperfect_match,138,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
748,750,exeter times advocate weekender,,1.16,,1160.0,10.0,161.0,10.0,2017,0.0,2017.0,Thursday,,1.16,,1160.0,exeter times advocate weekender,both,,[nan],,Thursday,2604.0,,T,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,left_imperfect_match,139,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
749,745,exeter times advocate weekender,,1.05,,118.0,10.0,161.0,10.0,2018,0.0,2018.0,Thursday,,1.05,,118.0,exeter times advocate weekender,both,,[nan],,Friday,2606.0,,T,exeter,times advocate weekender,postmedia network inc.,0.0,ON,,postmedia network inc.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,right_imperfect_match,138,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
750,751,exeter times advocate weekender,,1.05,,118.0,10.0,161.0,10.0,2018,0.0,2018.0,Thursday,,1.05,,118.0,exeter times advocate weekender,both,,[nan],,Thursday,2606.0,,T,exeter,times advocate weekender,postmedia network inc.,0.0,ON,,postmedia network inc.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,left_imperfect_match,139,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
751,746,exeter times advocate weekender,,1.05,,118.0,10.0,161.0,10.0,2019,0.0,2019.0,Thursday,,1.05,,118.0,exeter times advocate weekender,both,,[nan],,Friday,2607.0,,T,exeter,times advocate weekender,postmedia network inc.,0.0,ON,,postmedia network inc.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,right_imperfect_match,138,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
752,752,exeter times advocate weekender,,1.05,,118.0,10.0,161.0,10.0,2019,0.0,2019.0,Thursday,,1.05,,118.0,exeter times advocate weekender,both,,[nan],,Thursday,2607.0,,T,exeter,times advocate weekender,postmedia network inc.,0.0,ON,,postmedia network inc.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",times advocate weekender,,,,,1.0,exeter,0.0,0.0,1,['South Huron'],2014.0,1.0,,0.0,,Friday,left_imperfect_match,139,101,0,1,0,1,1,1,0,0,1,0,1,['Huron']
753,753,fergus elora news express,8070.0,1.11,116.0,294.0,10.0,175.0,10.0,2013,2012.0,1.0,Wednesday,8070.0,1.11,116.0,294.0,fergus elora news express,both,,[nan],,Wednesday,1330.0,7850.0,T,fergus&elora,news express,metroland media group ltd.,322.0,ON,8172.0,metroland media group ltd.,"['fergus ,ON, Canada', 'elora ,ON, Canada']",28191.0,26693.0,5.6,11499.0,10823.0,69.2,407.54,42.6,22740.0,3930.0,6730.0,12080.0,400.0,4240.0,22740.0,22035.0,39963.0,27635.0,24775.0,2810.0,"[(43.7059439, -80.3779366), (43.681148, -80.429581)]",news express,,,,,0.0,fergus elora,0.0,0.0,0,['Centre Wellington'],2013.0,0.0,7850.0,322.0,8172.0,Wednesday,perfect_match,140,102,1,1,1,1,0,0,0,0,0,0,0,['Wellington']
754,754,fergus elora news express,8172.0,1.21,294.0,294.0,10.0,161.0,10,2014,2013.0,1.0,Wednesday,8172.0,1.21,294.0,294.0,fergus elora news express,both,,[nan],,Wednesday,1331.0,7875.0,T,fergus&elora,news express,metroland media group ltd.,221.0,ON,8096.0,metroland media group ltd.,"['fergus ,ON, Canada', 'elora ,ON, Canada']",28191.0,26693.0,5.6,11499.0,10823.0,69.2,407.54,42.6,22740.0,3930.0,6730.0,12080.0,400.0,4240.0,22740.0,22035.0,39963.0,27635.0,24775.0,2810.0,"[(43.7059439, -80.3779366), (43.681148, -80.429581)]",news express,,,,,0.0,fergus elora,0.0,0.0,0,['Centre Wellington'],2013.0,0.0,7875.0,221.0,8096.0,Wednesday,perfect_match,140,102,1,1,1,1,0,0,0,0,0,0,0,['Wellington']
755,755,fergus elora news express,8072.5,1.21,294.0,294.0,10.0,161.0,10.0,2015,2013.0,2.0,Wednesday,8072.5,1.21,294.0,294.0,fergus elora news express,both,,[nan],,Wednesday,1332.0,7900.0,T,fergus&elora,news express,metroland media group ltd.,73.0,ON,7973.0,metroland media group ltd.,"['fergus ,ON, Canada', 'elora ,ON, Canada']",28191.0,26693.0,5.6,11499.0,10823.0,69.2,407.54,42.6,22740.0,3930.0,6730.0,12080.0,400.0,4240.0,22740.0,22035.0,39963.0,27635.0,24775.0,2810.0,"[(43.7059439, -80.3779366), (43.681148, -80.429581)]",news express,,,,,0.0,fergus elora,0.0,0.0,0,['Centre Wellington'],2013.0,0.0,7900.0,73.0,7973.0,Wednesday,perfect_match,140,102,1,1,1,1,0,0,0,0,0,0,0,['Wellington']
756,756,fergus elora news express,7973.0,1.21,,294.0,10.0,161.0,10.0,2016,2015.0,1.0,Wednesday,7973.0,1.21,,294.0,fergus elora news express,both,,[nan],,Wednesday,1333.0,8255.0,T,fergus&elora,news express,metroland media group ltd.,48.0,ON,8303.0,metroland media group ltd.,"['fergus ,ON, Canada', 'elora ,ON, Canada']",28191.0,26693.0,5.6,11499.0,10823.0,69.2,407.54,42.6,22740.0,3930.0,6730.0,12080.0,400.0,4240.0,22740.0,22035.0,39963.0,27635.0,24775.0,2810.0,"[(43.7059439, -80.3779366), (43.681148, -80.429581)]",news express,,,,,0.0,fergus elora,0.0,0.0,0,['Centre Wellington'],2013.0,0.0,8255.0,48.0,8303.0,Wednesday,perfect_match,140,102,1,1,1,1,0,0,0,0,0,0,0,['Wellington']
757,757,fergus elora news express,,1.21,,294.0,10.0,161.0,10.0,2017,2015.0,2.0,Wednesday,,1.21,,294.0,fergus elora news express,both,,[nan],,Wednesday,1333.0,,T,fergus&elora,news express,metroland media group ltd.,,ON,,,"['fergus ,ON, Canada', 'elora ,ON, Canada']",28191.0,26693.0,5.6,11499.0,10823.0,69.2,407.54,42.6,22740.0,3930.0,6730.0,12080.0,400.0,4240.0,22740.0,22035.0,39963.0,27635.0,24775.0,2810.0,"[(43.7059439, -80.3779366), (43.681148, -80.429581)]",news express,,,,,0.0,fergus elora,0.0,0.0,0,['Centre Wellington'],2013.0,0.0,,,,Wednesday,left_only,140,102,1,1,1,1,0,0,0,0,0,0,0,['Wellington']
758,758,fergus wellington advertiser,40314.0,1.61,282.0,282.0,6.0,220.0,5.0,2013,2012.0,1.0,Friday,40314.0,1.61,282.0,282.0,fergus wellington advertiser,both,,[nan],,Friday,2750.0,40276.0,T,fergus,wellington advertiser,w.h.a. publications ltd.,38.0,ON,40314.0,w.h.a. publications ltd.,"['fergus ,ON, Canada']",28191.0,26693.0,5.6,11499.0,10823.0,69.2,407.54,42.6,22740.0,3930.0,6730.0,12080.0,400.0,4240.0,22740.0,22035.0,39963.0,27635.0,24775.0,2810.0,"[(43.7059439, -80.3779366)]",wellington advertiser,,,,,0.0,fergus,0.0,0.0,0,['Centre Wellington'],2013.0,0.0,40276.0,38.0,40314.0,Friday,perfect_match,141,103,1,1,1,1,1,1,1,1,1,1,1,['Wellington']
759,759,fergus wellington advertiser,40068.0,1.61,282.0,282.0,6.0,220.0,5,2014,2013.0,1.0,Friday,40068.0,1.61,282.0,282.0,fergus wellington advertiser,both,,[nan],,Friday,2751.0,40429.0,T,fergus,wellington advertiser,w.h.a. publications ltd.,41.0,ON,40470.0,w.h.a. publications ltd.,"['fergus ,ON, Canada']",28191.0,26693.0,5.6,11499.0,10823.0,69.2,407.54,42.6,22740.0,3930.0,6730.0,12080.0,400.0,4240.0,22740.0,22035.0,39963.0,27635.0,24775.0,2810.0,"[(43.7059439, -80.3779366)]",wellington advertiser,,,,,0.0,fergus,0.0,0.0,0,['Centre Wellington'],2013.0,0.0,40429.0,41.0,40470.0,Friday,perfect_match,141,103,1,1,1,1,1,1,1,1,1,1,1,['Wellington']
760,760,fergus wellington advertiser,40470.0,1.64,282.0,282.0,6.0,220.0,5.0,2015,2014.0,1.0,Friday,40470.0,1.64,282.0,282.0,fergus wellington advertiser,both,,[nan],,Friday,2752.0,40138.0,T,fergus,wellington advertiser,w.h.a. publications ltd.,35.0,ON,40173.0,w.h.a. publications ltd.,"['fergus ,ON, Canada']",28191.0,26693.0,5.6,11499.0,10823.0,69.2,407.54,42.6,22740.0,3930.0,6730.0,12080.0,400.0,4240.0,22740.0,22035.0,39963.0,27635.0,24775.0,2810.0,"[(43.7059439, -80.3779366)]",wellington advertiser,,,,,0.0,fergus,0.0,0.0,0,['Centre Wellington'],2013.0,0.0,40138.0,35.0,40173.0,Friday,perfect_match,141,103,1,1,1,1,1,1,1,1,1,1,1,['Wellington']
761,761,fergus wellington advertiser,40208.0,1.64,,282.0,6.0,220.0,5.0,2016,2015.0,1.0,Friday,40208.0,1.64,,282.0,fergus wellington advertiser,both,,[nan],,Friday,2753.0,39898.0,T,fergus,wellington advertiser,w.h.a. publications ltd.,31.0,ON,39929.0,w.h.a. publications ltd.,"['fergus ,ON, Canada']",28191.0,26693.0,5.6,11499.0,10823.0,69.2,407.54,42.6,22740.0,3930.0,6730.0,12080.0,400.0,4240.0,22740.0,22035.0,39963.0,27635.0,24775.0,2810.0,"[(43.7059439, -80.3779366)]",wellington advertiser,,,,,0.0,fergus,0.0,0.0,0,['Centre Wellington'],2013.0,0.0,39898.0,31.0,39929.0,Friday,perfect_match,141,103,1,1,1,1,1,1,1,1,1,1,1,['Wellington']
762,762,fergus wellington advertiser,39929.0,1.71,,282.0,6.0,220.0,5.0,2017,2016.0,1.0,Friday,39929.0,1.71,,282.0,fergus wellington advertiser,both,,[nan],,Friday,2754.0,39894.0,T,fergus,wellington advertiser,w.h.a. publications ltd.,31.666666666666668,ON,39925.66666666666,w.h.a. publications ltd.,"['fergus ,ON, Canada']",28191.0,26693.0,5.6,11499.0,10823.0,69.2,407.54,42.6,22740.0,3930.0,6730.0,12080.0,400.0,4240.0,22740.0,22035.0,39963.0,27635.0,24775.0,2810.0,"[(43.7059439, -80.3779366)]",wellington advertiser,,,,,0.0,fergus,0.0,0.0,0,['Centre Wellington'],2013.0,0.0,39894.0,31.666666666666668,39925.66666666666,Friday,perfect_match,141,103,1,1,1,1,1,1,1,1,1,1,1,['Wellington']
763,763,fergus wellington advertiser,39925.0,1.76,,282.0,6.0,220.0,5.0,2018,2017.0,1.0,Friday,39925.0,1.76,,282.0,fergus wellington advertiser,both,,[nan],,Friday,2755.0,40220.0,T,fergus,wellington advertiser,w.h.a. publications ltd.,32.333333333333336,ON,40252.333333333336,w.h.a. publications ltd.,"['fergus ,ON, Canada']",28191.0,26693.0,5.6,11499.0,10823.0,69.2,407.54,42.6,22740.0,3930.0,6730.0,12080.0,400.0,4240.0,22740.0,22035.0,39963.0,27635.0,24775.0,2810.0,"[(43.7059439, -80.3779366)]",wellington advertiser,,,,,0.0,fergus,0.0,0.0,0,['Centre Wellington'],2013.0,0.0,40220.0,32.333333333333336,40252.333333333336,Friday,perfect_match,141,103,1,1,1,1,1,1,1,1,1,1,1,['Wellington']
