,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,MarketAndNewspaper,CSDs,ID,Swap2017Affected,first_year,equal_to_previous
579,,Tuesday,T,2018,toronto,express l,l'express,,ON,,l'express,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",express l,,,,,0.0,toronto,toronto express l,['Toronto'],118,0,2013,True
580,,Tuesday,T,2019,toronto,express l,l'express,,ON,,l'express,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",express l,,,,,0.0,toronto,toronto express l,['Toronto'],118,0,2013,True
581,13725.0,Thursday,T,2013,waterdown,flamborough review,metroland media group ltd.,90.0,ON,13815.0,metroland media group ltd.,"['waterdown ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.3314156, -79.8956803)]",,,,,,0.0,waterdown,waterdown flamborough review,['Hamilton'],119,0,2013,False
582,13791.0,Thursday,T,2014,waterdown,flamborough review,metroland media group ltd.,65.0,ON,13856.0,metroland media group ltd.,"['waterdown ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.3314156, -79.8956803)]",,,,,,0.0,waterdown,waterdown flamborough review,['Hamilton'],119,0,2013,False
583,13755.0,Thursday,T,2015,waterdown,flamborough review,metroland media group ltd.,52.0,ON,13807.0,metroland media group ltd.,"['waterdown ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.3314156, -79.8956803)]",,,,,,0.0,waterdown,waterdown flamborough review,['Hamilton'],119,0,2013,False
584,13766.0,Thursday,T,2016,waterdown,flamborough review,metroland media group ltd.,25.0,ON,13791.0,metroland media group ltd.,"['waterdown ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.3314156, -79.8956803)]",,,,,,0.0,waterdown,waterdown flamborough review,['Hamilton'],119,0,2013,False
585,,Thursday,T,2017,waterdown,flamborough review,metroland media group ltd.,,ON,,metroland media group ltd.,"['waterdown ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.3314156, -79.8956803)]",,,,,,0.0,waterdown,waterdown flamborough review,['Hamilton'],119,0,2013,True
586,,Thursday,T,2018,waterdown,flamborough review,metroland media group ltd.,,ON,,metroland media group ltd.,"['waterdown ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.3314156, -79.8956803)]",,,,,,0.0,waterdown,waterdown flamborough review,['Hamilton'],119,0,2013,True
587,14155.0,Thursday,T,2019,waterdown,flamborough review,metroland media group ltd.,0.0,ON,14155.0,metroland media group ltd.,"['waterdown ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.3314156, -79.8956803)]",,,,,,0.0,waterdown,waterdown flamborough review,['Hamilton'],119,0,2013,False
588,19000.0,Monthly,T,2015,toronto,forest hill town crier,streeter publications ltd.,0.0,ON,19000.0,streeter publications ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto forest hill town crier,['Toronto'],120,0,2015,False
589,,Monthly,T,2016,toronto,forest hill town crier,streeter publications ltd.,,ON,,streeter publications ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto forest hill town crier,['Toronto'],120,0,2015,True
590,,Monthly,T,2017,toronto,forest hill town crier,streeter publications ltd.,,ON,,streeter publications ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto forest hill town crier,['Toronto'],120,0,2015,True
591,,Monthly,T,2018,toronto,forest hill town crier,streeter publications ltd.,,ON,,streeter publications ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto forest hill town crier,['Toronto'],120,0,2015,True
592,12168.0,Saturday,T,2013,fort%20erie,fort erie times,sun media corporation,15.0,ON,12183.0,sun media corporation,"['fort erie ,ON, Canada']",30710.0,29960.0,2.5,15345.0,13184.0,184.7,166.27,46.0,26020.0,4840.0,8805.0,12375.0,520.0,3380.0,26020.0,25070.0,30591.0,30280.0,25235.0,4835.0,"[(42.91308, -78.918611)]",,,,,,1.0,fort erie,fort erie times,['Fort Erie'],121,1,2013,False
593,12335.0,Thursday,T,2014,fort%20erie,fort erie times,sun media corporation,14.0,ON,12349.0,sun media corporation,"['fort erie ,ON, Canada']",30710.0,29960.0,2.5,15345.0,13184.0,184.7,166.27,46.0,26020.0,4840.0,8805.0,12375.0,520.0,3380.0,26020.0,25070.0,30591.0,30280.0,25235.0,4835.0,"[(42.91308, -78.918611)]",,,,,,1.0,fort erie,fort erie times,['Fort Erie'],122,1,2014,False
594,12471.0,Thursday,T,2015,fort%20erie,fort erie times,sun media corporation,11.0,ON,12482.0,sun media corporation,"['fort erie ,ON, Canada']",30710.0,29960.0,2.5,15345.0,13184.0,184.7,166.27,46.0,26020.0,4840.0,8805.0,12375.0,520.0,3380.0,26020.0,25070.0,30591.0,30280.0,25235.0,4835.0,"[(42.91308, -78.918611)]",,,,,,1.0,fort erie,fort erie times,['Fort Erie'],122,1,2014,False
595,12520.0,Thursday,T,2016,fort%20erie,fort erie times,sun media corporation,10.0,ON,12530.0,postmedia network inc.,"['fort erie ,ON, Canada']",30710.0,29960.0,2.5,15345.0,13184.0,184.7,166.27,46.0,26020.0,4840.0,8805.0,12375.0,520.0,3380.0,26020.0,25070.0,30591.0,30280.0,25235.0,4835.0,"[(42.91308, -78.918611)]",,,,,,1.0,fort erie,fort erie times,['Fort Erie'],122,1,2014,False
596,12488.0,Thursday,T,2017,fort%20erie,fort erie times,postmedia network inc.,8.0,ON,12496.0,postmedia network inc.,"['fort erie ,ON, Canada']",30710.0,29960.0,2.5,15345.0,13184.0,184.7,166.27,46.0,26020.0,4840.0,8805.0,12375.0,520.0,3380.0,26020.0,25070.0,30591.0,30280.0,25235.0,4835.0,"[(42.91308, -78.918611)]",,,,,,1.0,fort erie,fort erie times,['Fort Erie'],122,1,2014,False
597,230.0,Wednesday,B,2013,fort%20frances,fort frances times,fort frances times ltd.,4007.0,ON,4237.0,fort frances times ltd.,"['fort frances ,ON, Canada']",7739.0,7952.0,-2.7,3758.0,3449.0,303.4,25.51,43.3,6315.0,1370.0,1885.0,3060.0,80.0,850.0,6315.0,6130.0,36703.0,7555.0,7135.0,385.0,"[(48.6114425, -93.3967615)]",,,,,,0.0,fort frances,fort frances times,['Fort Frances'],123,0,2013,False
598,,Wednesday,B,2014,fort%20frances,fort frances times,fort frances times ltd.,3777.0,ON,4007.0,fort frances times ltd.,"['fort frances ,ON, Canada']",7739.0,7952.0,-2.7,3758.0,3449.0,303.4,25.51,43.3,6315.0,1370.0,1885.0,3060.0,80.0,850.0,6315.0,6130.0,36703.0,7555.0,7135.0,385.0,"[(48.6114425, -93.3967615)]",,,,,,0.0,fort frances,fort frances times,['Fort Frances'],123,0,2013,False
599,50.0,Wednesday,B,2015,fort%20frances,fort frances times,fort frances times ltd.,3344.0,ON,3394.0,fort frances times ltd.,"['fort frances ,ON, Canada']",7739.0,7952.0,-2.7,3758.0,3449.0,303.4,25.51,43.3,6315.0,1370.0,1885.0,3060.0,80.0,850.0,6315.0,6130.0,36703.0,7555.0,7135.0,385.0,"[(48.6114425, -93.3967615)]",,,,,,0.0,fort frances,fort frances times,['Fort Frances'],123,0,2013,False
600,130.0,Wednesday,B,2016,fort%20frances,fort frances times,fort frances times ltd.,3134.0,ON,3264.0,fort frances times ltd.,"['fort frances ,ON, Canada']",7739.0,7952.0,-2.7,3758.0,3449.0,303.4,25.51,43.3,6315.0,1370.0,1885.0,3060.0,80.0,850.0,6315.0,6130.0,36703.0,7555.0,7135.0,385.0,"[(48.6114425, -93.3967615)]",,,,,,0.0,fort frances,fort frances times,['Fort Frances'],123,0,2013,False
601,133.0,Wednesday,B,2017,fort%20frances,fort frances times,fort frances times ltd.,3287.0,ON,3420.0,fort frances times ltd.,"['fort frances ,ON, Canada']",7739.0,7952.0,-2.7,3758.0,3449.0,303.4,25.51,43.3,6315.0,1370.0,1885.0,3060.0,80.0,850.0,6315.0,6130.0,36703.0,7555.0,7135.0,385.0,"[(48.6114425, -93.3967615)]",,,,,,0.0,fort frances,fort frances times,['Fort Frances'],123,0,2013,False
602,137.0,Wednesday,B,2018,fort%20frances,fort frances times,fort frances times ltd.,3244.0,ON,3381.0,fort frances times ltd.,"['fort frances ,ON, Canada']",7739.0,7952.0,-2.7,3758.0,3449.0,303.4,25.51,43.3,6315.0,1370.0,1885.0,3060.0,80.0,850.0,6315.0,6130.0,36703.0,7555.0,7135.0,385.0,"[(48.6114425, -93.3967615)]",,,,,,0.0,fort frances,fort frances times,['Fort Frances'],123,0,2013,False
603,136.0,Wednesday,B,2019,fort%20frances,fort frances times,fort frances times ltd.,2723.0,ON,2859.0,fort frances times ltd.,"['fort frances ,ON, Canada']",7739.0,7952.0,-2.7,3758.0,3449.0,303.4,25.51,43.3,6315.0,1370.0,1885.0,3060.0,80.0,850.0,6315.0,6130.0,36703.0,7555.0,7135.0,385.0,"[(48.6114425, -93.3967615)]",,,,,,0.0,fort frances,fort frances times,['Fort Frances'],123,0,2013,False
604,8515.0,Thursday,T,2013,frontenac,frontenac gazette,metroland media group ltd.,0.0,ON,8515.0,metroland media group ltd.,"['frontenac ,ON, Canada']",18646.0,18113.0,2.9,9213.0,7186.0,19.2,971.56,43.0,15600.0,2255.0,4475.0,8870.0,340.0,2660.0,15600.0,14980.0,40681.0,18590.0,17375.0,1185.0,"[(44.6102902, -76.6330415)]",,,,,,1.0,frontenac,frontenac gazette,['South Frontenac'],124,1,2013,False
605,8727.0,Thursday,T,2014,frontenac,frontenac gazette,metroland media group ltd.,,ON,8727.0,metroland media group ltd.,"['frontenac ,ON, Canada']",18646.0,18113.0,2.9,9213.0,7186.0,19.2,971.56,43.0,15600.0,2255.0,4475.0,8870.0,340.0,2660.0,15600.0,14980.0,40681.0,18590.0,17375.0,1185.0,"[(44.6102902, -76.6330415)]",,,,,,1.0,frontenac,frontenac gazette,['South Frontenac'],124,1,2013,False
606,8882.0,Thursday,T,2015,frontenac,frontenac gazette,metroland media group ltd.,,ON,8882.0,metroland media group ltd.,"['frontenac ,ON, Canada']",18646.0,18113.0,2.9,9213.0,7186.0,19.2,971.56,43.0,15600.0,2255.0,4475.0,8870.0,340.0,2660.0,15600.0,14980.0,40681.0,18590.0,17375.0,1185.0,"[(44.6102902, -76.6330415)]",,,,,,1.0,frontenac,frontenac gazette,['South Frontenac'],124,1,2013,False
607,8622.0,Thursday,T,2016,frontenac,frontenac gazette,metroland media group ltd.,,ON,8622.0,metroland media group ltd.,"['frontenac ,ON, Canada']",18646.0,18113.0,2.9,9213.0,7186.0,19.2,971.56,43.0,15600.0,2255.0,4475.0,8870.0,340.0,2660.0,15600.0,14980.0,40681.0,18590.0,17375.0,1185.0,"[(44.6102902, -76.6330415)]",,,,,,1.0,frontenac,frontenac gazette,['South Frontenac'],124,1,2013,False
608,8101.0,Thursday,T,2017,frontenac,frontenac gazette,metroland media group ltd.,,ON,8101.0,metroland media group ltd.,"['frontenac ,ON, Canada']",18646.0,18113.0,2.9,9213.0,7186.0,19.2,971.56,43.0,15600.0,2255.0,4475.0,8870.0,340.0,2660.0,15600.0,14980.0,40681.0,18590.0,17375.0,1185.0,"[(44.6102902, -76.6330415)]",,,,,,1.0,frontenac,frontenac gazette,['South Frontenac'],124,1,2013,False
609,0.0,Thursday,T,2013,parkhill,gazette,hayter-walden publications inc.,928.0,ON,928.0,hayter-walden publications inc.,"['parkhill ,ON, Canada']",6352.0,6658.0,-4.6,2399.0,2336.0,10.6,597.88,41.5,4980.0,1045.0,1300.0,2635.0,70.0,610.0,4995.0,4860.0,35537.0,6140.0,5690.0,440.0,"[(43.1622799, -81.6842168)]",gazette,,,,,0.0,parkhill,parkhill gazette,['North Middlesex'],125,0,2013,False
610,,Thursday,T,2014,parkhill,gazette,hayter-walden publications inc.,890.0,ON,890.0,hayter-walden publications inc.,"['parkhill ,ON, Canada']",6352.0,6658.0,-4.6,2399.0,2336.0,10.6,597.88,41.5,4980.0,1045.0,1300.0,2635.0,70.0,610.0,4995.0,4860.0,35537.0,6140.0,5690.0,440.0,"[(43.1622799, -81.6842168)]",gazette,,,,,0.0,parkhill,parkhill gazette,['North Middlesex'],125,0,2013,False
611,,Thursday,T,2015,parkhill,gazette,hayter-walden publications inc.,706.0,ON,706.0,hayter-walden publications inc.,"['parkhill ,ON, Canada']",6352.0,6658.0,-4.6,2399.0,2336.0,10.6,597.88,41.5,4980.0,1045.0,1300.0,2635.0,70.0,610.0,4995.0,4860.0,35537.0,6140.0,5690.0,440.0,"[(43.1622799, -81.6842168)]",gazette,,,,,0.0,parkhill,parkhill gazette,['North Middlesex'],125,0,2013,False
612,0.0,Tuesday,T,2013,nipigon&red%20rock,gazette,lakeshore community publishing ltd.,843.0,ON,843.0,lakeshore community publishing,"['nipigon ,ON, Canada', 'red rock ,ON, Canada']",1268.5,1286.5,-2.15,624.0,551.0,14.7,85.66,44.5,1012.5,255.0,252.5,502.5,32.5,102.5,1030.0,1005.0,33909.5,1235.0,1175.0,55.0,"[(49.0155918, -88.2610663), (48.9425393, -88.2592117)]",gazette,lakeshore community publishing ltd.,,,,0.0,nipigon red rock,nipigon red rock gazette,"['Red Rock', 'Nipigon']",126,0,2013,False
613,,Tuesday,T,2014,nipigon&red%20rock,gazette,lakeshore community publishing,810.0,ON,810.0,lakeshore community publishing,"['nipigon ,ON, Canada', 'red rock ,ON, Canada']",1268.5,1286.5,-2.15,624.0,551.0,14.7,85.66,44.5,1012.5,255.0,252.5,502.5,32.5,102.5,1030.0,1005.0,33909.5,1235.0,1175.0,55.0,"[(49.0155918, -88.2610663), (48.9425393, -88.2592117)]",,,,,,0.0,nipigon red rock,nipigon red rock gazette,"['Red Rock', 'Nipigon']",126,0,2013,False
614,17.0,Tuesday,T,2015,nipigon&red%20rock,gazette,lakeshore community publishing,559.0,ON,576.0,lakeshore community publishing,"['nipigon ,ON, Canada', 'red rock ,ON, Canada']",1268.5,1286.5,-2.15,624.0,551.0,14.7,85.66,44.5,1012.5,255.0,252.5,502.5,32.5,102.5,1030.0,1005.0,33909.5,1235.0,1175.0,55.0,"[(49.0155918, -88.2610663), (48.9425393, -88.2592117)]",,,,,,0.0,nipigon red rock,nipigon red rock gazette,"['Red Rock', 'Nipigon']",126,0,2013,False
615,,Tuesday,T,2016,nipigon&red%20rock,gazette,lakeshore community publishing,496.0,ON,513.0,lakeshore community publishing,"['nipigon ,ON, Canada', 'red rock ,ON, Canada']",1268.5,1286.5,-2.15,624.0,551.0,14.7,85.66,44.5,1012.5,255.0,252.5,502.5,32.5,102.5,1030.0,1005.0,33909.5,1235.0,1175.0,55.0,"[(49.0155918, -88.2610663), (48.9425393, -88.2592117)]",,,,,,0.0,nipigon red rock,nipigon red rock gazette,"['Red Rock', 'Nipigon']",126,0,2013,False
616,,Tuesday,T,2017,nipigon&red%20rock,gazette,lakeshore community publishing,498.0,ON,515.0,lakeshore community publishing,"['nipigon ,ON, Canada', 'red rock ,ON, Canada']",1268.5,1286.5,-2.15,624.0,551.0,14.7,85.66,44.5,1012.5,255.0,252.5,502.5,32.5,102.5,1030.0,1005.0,33909.5,1235.0,1175.0,55.0,"[(49.0155918, -88.2610663), (48.9425393, -88.2592117)]",,,,,,0.0,nipigon red rock,nipigon red rock gazette,"['Red Rock', 'Nipigon']",126,0,2013,False
617,,Tuesday,T,2018,nipigon&red%20rock,gazette,lakeshore community publishing,480.0,ON,497.0,lakeshore community publishing,"['nipigon ,ON, Canada', 'red rock ,ON, Canada']",1268.5,1286.5,-2.15,624.0,551.0,14.7,85.66,44.5,1012.5,255.0,252.5,502.5,32.5,102.5,1030.0,1005.0,33909.5,1235.0,1175.0,55.0,"[(49.0155918, -88.2610663), (48.9425393, -88.2592117)]",,,,,,0.0,nipigon red rock,nipigon red rock gazette,"['Red Rock', 'Nipigon']",126,0,2013,False
618,,Tuesday,T,2019,nipigon&red%20rock,gazette,lakeshore community publishing ltd.,477.0,ON,494.0,lakeshore community publishing ltd.,"['nipigon ,ON, Canada', 'red rock ,ON, Canada']",1268.5,1286.5,-2.15,624.0,551.0,14.7,85.66,44.5,1012.5,255.0,252.5,502.5,32.5,102.5,1030.0,1005.0,33909.5,1235.0,1175.0,55.0,"[(49.0155918, -88.2610663), (48.9425393, -88.2592117)]",gazette,,,,,0.0,nipigon red rock,nipigon red rock gazette,"['Red Rock', 'Nipigon']",126,0,2013,False
619,0.0,Wednesday,T,2013,norwich,gazette,sun media corporation,899.0,ON,899.0,sun media corporation,"['norwich ,ON, Canada']",11001.0,10721.0,2.6,3826.0,3712.0,25.5,431.27,37.0,8325.0,2195.0,2525.0,3605.0,130.0,715.0,8325.0,8070.0,34009.0,10945.0,9725.0,1215.0,"[(42.987699, -80.59756)]",gazette,,,,,0.0,norwich,norwich gazette,['Norwich'],127,0,2013,False
620,0.0,Wednesday,T,2013,tavistock,gazette,tavistock gazette ltd.,1261.0,ON,1261.0,tavistock gazette ltd.,"['tavistock ,ON, Canada']",7129.0,6836.0,4.3,2774.0,2703.0,29.4,242.3,42.4,5755.0,1290.0,1640.0,2830.0,135.0,630.0,5760.0,5605.0,38279.0,6945.0,6430.0,520.0,"[(43.32104, -80.8363123)]",gazette,,,,,0.0,tavistock,tavistock gazette,['East Zorra-Tavistock'],128,0,2013,False
621,0.0,Wednesday,T,2014,norwich,gazette,sun media corporation,822.0,ON,822.0,sun media corporation,"['norwich ,ON, Canada']",11001.0,10721.0,2.6,3826.0,3712.0,25.5,431.27,37.0,8325.0,2195.0,2525.0,3605.0,130.0,715.0,8325.0,8070.0,34009.0,10945.0,9725.0,1215.0,"[(42.987699, -80.59756)]",,,,,,0.0,norwich,norwich gazette,['Norwich'],129,0,2014,False
622,0.0,Wednesday,T,2014,tavistock,gazette,tavistock gazette ltd.,1251.0,ON,1251.0,tavistock gazette ltd.,"['tavistock ,ON, Canada']",7129.0,6836.0,4.3,2774.0,2703.0,29.4,242.3,42.4,5755.0,1290.0,1640.0,2830.0,135.0,630.0,5760.0,5605.0,38279.0,6945.0,6430.0,520.0,"[(43.32104, -80.8363123)]",,,,,,0.0,tavistock,tavistock gazette,['East Zorra-Tavistock'],130,0,2014,False
623,0.0,Wednesday,T,2015,norwich,gazette,sun media corporation,758.0,ON,758.0,sun media corporation,"['norwich ,ON, Canada']",11001.0,10721.0,2.6,3826.0,3712.0,25.5,431.27,37.0,8325.0,2195.0,2525.0,3605.0,130.0,715.0,8325.0,8070.0,34009.0,10945.0,9725.0,1215.0,"[(42.987699, -80.59756)]",,,,,,0.0,norwich,norwich gazette,['Norwich'],131,0,2015,False
624,0.0,Wednesday,T,2015,tavistock,gazette,tavistock gazette ltd.,1239.0,ON,1239.0,tavistock gazette ltd.,"['tavistock ,ON, Canada']",7129.0,6836.0,4.3,2774.0,2703.0,29.4,242.3,42.4,5755.0,1290.0,1640.0,2830.0,135.0,630.0,5760.0,5605.0,38279.0,6945.0,6430.0,520.0,"[(43.32104, -80.8363123)]",,,,,,0.0,tavistock,tavistock gazette,['East Zorra-Tavistock'],132,0,2015,False
625,0.0,Wednesday,T,2016,norwich,gazette,sun media corporation,713.0,ON,713.0,postmedia network inc.,"['norwich ,ON, Canada']",11001.0,10721.0,2.6,3826.0,3712.0,25.5,431.27,37.0,8325.0,2195.0,2525.0,3605.0,130.0,715.0,8325.0,8070.0,34009.0,10945.0,9725.0,1215.0,"[(42.987699, -80.59756)]",,,,,,0.0,norwich,norwich gazette,['Norwich'],133,0,2016,False
626,0.0,Wednesday,T,2016,tavistock,gazette,tavistock gazette ltd.,1208.0,ON,1208.0,tavistock gazette ltd.,"['tavistock ,ON, Canada']",7129.0,6836.0,4.3,2774.0,2703.0,29.4,242.3,42.4,5755.0,1290.0,1640.0,2830.0,135.0,630.0,5760.0,5605.0,38279.0,6945.0,6430.0,520.0,"[(43.32104, -80.8363123)]",,,,,,0.0,tavistock,tavistock gazette,['East Zorra-Tavistock'],134,0,2016,False
627,0.0,Wednesday,T,2017,norwich,gazette,postmedia network inc.,713.0,ON,713.0,postmedia network inc.,"['norwich ,ON, Canada']",11001.0,10721.0,2.6,3826.0,3712.0,25.5,431.27,37.0,8325.0,2195.0,2525.0,3605.0,130.0,715.0,8325.0,8070.0,34009.0,10945.0,9725.0,1215.0,"[(42.987699, -80.59756)]",,,,,,0.0,norwich,norwich gazette,['Norwich'],135,0,2017,False
628,2.0,Wednesday,T,2017,tavistock,gazette,tavistock gazette ltd.,1179.0,ON,1181.0,tavistock gazette ltd.,"['tavistock ,ON, Canada']",7129.0,6836.0,4.3,2774.0,2703.0,29.4,242.3,42.4,5755.0,1290.0,1640.0,2830.0,135.0,630.0,5760.0,5605.0,38279.0,6945.0,6430.0,520.0,"[(43.32104, -80.8363123)]",,,,,,0.0,tavistock,tavistock gazette,['East Zorra-Tavistock'],136,0,2017,False
629,0.0,Wednesday,T,2018,norwich,gazette,postmedia network inc.,713.0,ON,713.0,postmedia network inc.,"['norwich ,ON, Canada']",11001.0,10721.0,2.6,3826.0,3712.0,25.5,431.27,37.0,8325.0,2195.0,2525.0,3605.0,130.0,715.0,8325.0,8070.0,34009.0,10945.0,9725.0,1215.0,"[(42.987699, -80.59756)]",,,,,,0.0,norwich,norwich gazette,['Norwich'],137,0,2018,False
630,2.0,Wednesday,T,2018,tavistock,gazette,tavistock gazette ltd.,1169.0,ON,1171.0,tavistock gazette ltd.,"['tavistock ,ON, Canada']",7129.0,6836.0,4.3,2774.0,2703.0,29.4,242.3,42.4,5755.0,1290.0,1640.0,2830.0,135.0,630.0,5760.0,5605.0,38279.0,6945.0,6430.0,520.0,"[(43.32104, -80.8363123)]",gazette,,,,,0.0,tavistock,tavistock gazette,['East Zorra-Tavistock'],138,0,2018,False
631,,Wednesday,T,2019,tavistock,gazette,tavistock gazette ltd.,1160.0,ON,1162.0,tavistock gazette ltd.,"['tavistock ,ON, Canada']",7129.0,6836.0,4.3,2774.0,2703.0,29.4,242.3,42.4,5755.0,1290.0,1640.0,2830.0,135.0,630.0,5760.0,5605.0,38279.0,6945.0,6430.0,520.0,"[(43.32104, -80.8363123)]",gazette,,,,,0.0,tavistock,tavistock gazette,['East Zorra-Tavistock'],138,0,2018,False
632,1702.0,Thursday,T,2016,parkhill&glencoe,gazette transcript  free press,hayter-walden publications inc.,0.0,ON,1702.0,,"['parkhill ,ON, Canada', 'glencoe ,ON, Canada']",6037.5,6259.0,-3.45,2452.0,2345.0,12.0,512.88,42.25,4827.5,1047.5,1322.5,2455.0,85.0,547.5,4832.5,4677.5,34010.0,5877.5,5455.0,407.5,"[(43.1622799, -81.6842168), (42.7481918, -81.711159)]",,hayter-walden publications inc.,,,,0.0,parkhill glencoe,parkhill glencoe gazette transcript free press,"['Southwest Middlesex', 'North Middlesex']",139,0,2016,False
633,0.0,Thursday,T,2017,parkhill&glencoe,gazette transcript  free press,hayter-walden publications inc.,1183.0,ON,1183.0,,"['parkhill ,ON, Canada', 'glencoe ,ON, Canada']",6037.5,6259.0,-3.45,2452.0,2345.0,12.0,512.88,42.25,4827.5,1047.5,1322.5,2455.0,85.0,547.5,4832.5,4677.5,34010.0,5877.5,5455.0,407.5,"[(43.1622799, -81.6842168), (42.7481918, -81.711159)]",,,,,,0.0,parkhill glencoe,parkhill glencoe gazette transcript free press,"['Southwest Middlesex', 'North Middlesex']",139,0,2016,False
