AdvNewspaper,Issued,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,MarketAndNewspaper,_merge1,FreeCirculation,EDITION,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,CSDs,ID,ID2,Swap2017Affected,_merge2,first_year,equal_to_previous,EverPaid,EverFree,OpCross2017,OpPost2017
burlington post,Friday,49456.0,5.64,1160.0,1160.0,10.0,161.0,10.0,2016,burlington post,both,48669.0,Friday,T,burlington,burlington post,metroland media group ltd.,121.0,ON,48790.0,metroland media group ltd.,"['burlington ,ON, Canada']",183314.0,175779.0,4.3,72535.0,71373.0,987.3,185.66,42.3,149495.0,18150.0,38915.0,92430.0,3470.0,46090.0,149495.0,144535.0,42551.0,180125.0,136680.0,42470.0,"[(43.3248924, -79.7966835)]",,,,,,0.0,burlington,['Burlington'],51.0,43.0,0.0,both,2013.0,0.0,1.0,1.0,0.0,0.0
burlington post,Friday,48790.0,5.64,1160.0,1160.0,10.0,161.0,10.0,2017,burlington post,both,48669.0,Friday,T,burlington,burlington post,metroland media group ltd.,121.0,ON,48790.0,metroland media group ltd.,"['burlington ,ON, Canada']",183314.0,175779.0,4.3,72535.0,71373.0,987.3,185.66,42.3,149495.0,18150.0,38915.0,92430.0,3470.0,46090.0,149495.0,144535.0,42551.0,180125.0,136680.0,42470.0,"[(43.3248924, -79.7966835)]",,,,,,0.0,burlington,['Burlington'],51.0,43.0,0.0,both,2013.0,1.0,1.0,1.0,0.0,0.0
burlington post,Thursday,60967.0,5.17,335.0,1160.0,10.0,175.0,10.0,2013,burlington post,both,60922.0,Thursday,B,burlington,burlington post,metroland media group ltd.,58.0,ON,60980.0,metroland media group ltd.,"['burlington ,ON, Canada']",183314.0,175779.0,4.3,72535.0,71373.0,987.3,185.66,42.3,149495.0,18150.0,38915.0,92430.0,3470.0,46090.0,149495.0,144535.0,42551.0,180125.0,136680.0,42470.0,"[(43.3248924, -79.7966835)]",,,,,,0.0,burlington,['Burlington'],52.0,43.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
burlington post,Thursday,60973.0,5.64,1160.0,1160.0,10.0,161.0,10,2014,burlington post,both,60342.0,Thursday,B,burlington,burlington post,metroland media group ltd.,36.0,ON,60378.0,metroland media group ltd.,"['burlington ,ON, Canada']",183314.0,175779.0,4.3,72535.0,71373.0,987.3,185.66,42.3,149495.0,18150.0,38915.0,92430.0,3470.0,46090.0,149495.0,144535.0,42551.0,180125.0,136680.0,42470.0,"[(43.3248924, -79.7966835)]",,,,,,0.0,burlington,['Burlington'],52.0,43.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
burlington post,Thursday,60379.0,5.64,1160.0,1160.0,10.0,161.0,10.0,2015,burlington post,both,60229.0,Thursday,B,burlington,burlington post,metroland media group ltd.,45.0,ON,60274.0,metroland media group ltd.,"['burlington ,ON, Canada']",183314.0,175779.0,4.3,72535.0,71373.0,987.3,185.66,42.3,149495.0,18150.0,38915.0,92430.0,3470.0,46090.0,149495.0,144535.0,42551.0,180125.0,136680.0,42470.0,"[(43.3248924, -79.7966835)]",,,,,,0.0,burlington,['Burlington'],52.0,43.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
burlington post,Thursday,60227.0,5.64,1160.0,1160.0,10.0,161.0,10.0,2016,burlington post,both,59201.0,Thursday,B,burlington,burlington post,metroland media group ltd.,44.0,ON,59245.0,metroland media group ltd.,"['burlington ,ON, Canada']",183314.0,175779.0,4.3,72535.0,71373.0,987.3,185.66,42.3,149495.0,18150.0,38915.0,92430.0,3470.0,46090.0,149495.0,144535.0,42551.0,180125.0,136680.0,42470.0,"[(43.3248924, -79.7966835)]",,,,,,0.0,burlington,['Burlington'],52.0,43.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
burlington post,Thursday,59245.0,5.64,1160.0,1160.0,10.0,161.0,10.0,2017,burlington post,both,58498.333333333336,Thursday,B,burlington,burlington post,metroland media group ltd.,29.333333333333336,ON,58527.666666666664,metroland media group ltd.,"['burlington ,ON, Canada']",183314.0,175779.0,4.3,72535.0,71373.0,987.3,185.66,42.3,149495.0,18150.0,38915.0,92430.0,3470.0,46090.0,149495.0,144535.0,42551.0,180125.0,136680.0,42470.0,"[(43.3248924, -79.7966835)]",,,,,,0.0,burlington,['Burlington'],52.0,43.0,0.0,both,2013.0,1.0,1.0,1.0,1.0,1.0
burlington post,Thursday,57872.0,5.64,1160.0,1160.0,10.0,161.0,10.0,2018,burlington post,both,57795.666666666664,Thursday,B,burlington,burlington post,metroland media group ltd.,14.666666666666668,ON,57810.333333333336,metroland media group ltd.,"['burlington ,ON, Canada']",183314.0,175779.0,4.3,72535.0,71373.0,987.3,185.66,42.3,149495.0,18150.0,38915.0,92430.0,3470.0,46090.0,149495.0,144535.0,42551.0,180125.0,136680.0,42470.0,"[(43.3248924, -79.7966835)]",,,,,,0.0,burlington,['Burlington'],52.0,43.0,0.0,both,2013.0,1.0,1.0,1.0,1.0,1.0
burlington post,Thursday,57606.0,5.64,1160.0,1160.0,10.0,161.0,10.0,2019,burlington post,both,57093.0,Thursday,B,burlington,burlington post,metroland media group ltd.,0.0,ON,57093.0,metroland media group ltd.,"['burlington ,ON, Canada']",183314.0,175779.0,4.3,72535.0,71373.0,987.3,185.66,42.3,149495.0,18150.0,38915.0,92430.0,3470.0,46090.0,149495.0,144535.0,42551.0,180125.0,136680.0,42470.0,"[(43.3248924, -79.7966835)]",,,,,,0.0,burlington,['Burlington'],52.0,43.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
burlington post,Wednesday,49598.0,5.03,335.0,1160.0,10.0,175.0,10.0,2013,burlington post,both,49500.0,Wednesday,T,burlington,burlington post,metroland media group ltd.,70.0,ON,49570.0,metroland media group ltd.,"['burlington ,ON, Canada']",183314.0,175779.0,4.3,72535.0,71373.0,987.3,185.66,42.3,149495.0,18150.0,38915.0,92430.0,3470.0,46090.0,149495.0,144535.0,42551.0,180125.0,136680.0,42470.0,"[(43.3248924, -79.7966835)]",,,,,,0.0,burlington,['Burlington'],53.0,43.0,0.0,both,2013.0,0.0,1.0,1.0,0.0,0.0
burlington post,Wednesday,49808.0,5.49,1160.0,1160.0,10.0,161.0,10,2014,burlington post,both,37991.0,Wednesday,T,burlington,burlington post,metroland media group ltd.,58.0,ON,38049.0,metroland media group ltd.,"['burlington ,ON, Canada']",183314.0,175779.0,4.3,72535.0,71373.0,987.3,185.66,42.3,149495.0,18150.0,38915.0,92430.0,3470.0,46090.0,149495.0,144535.0,42551.0,180125.0,136680.0,42470.0,"[(43.3248924, -79.7966835)]",,,,,,0.0,burlington,['Burlington'],53.0,43.0,0.0,both,2013.0,0.0,1.0,1.0,0.0,0.0
caledon citizen,Thursday,15965.0,0.8,59.0,235.0,8.0,276.0,6.0,2013,caledon citizen,both,14941.0,Thursday,T,caledon,caledon citizen,london publishing corporation,285.0,ON,15226.0,london publishing corporation,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],54.0,44.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
caledon citizen,Thursday,16226.0,0.8,59.0,235.0,8.0,300.0,6.0,2014,caledon citizen,both,12240.0,Thursday,T,caledon,caledon citizen,london publishing corporation,0.0,ON,12240.0,london publishing corporation,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],54.0,44.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
caledon citizen,Thursday,12240.0,0.8,59.0,235.0,8.0,300.0,6.0,2015,caledon citizen,both,18566.0,Thursday,T,caledon,caledon citizen,london publishing corporation,0.0,ON,18566.0,london publishing corporation,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],54.0,44.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
caledon citizen,Thursday,18566.0,0.8,59.0,235.0,8.0,300.0,9.0,2016,caledon citizen,both,18566.0,Thursday,T,caledon,caledon citizen,london publishing corporation,0.0,ON,18566.0,london publishing corporation,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],54.0,44.0,0.0,both,2013.0,1.0,1.0,1.0,1.0,1.0
caledon citizen,Thursday,18566.0,0.8,59.0,235.0,8.0,300.0,9.0,2017,caledon citizen,both,18566.0,Thursday,T,caledon,caledon citizen,london publishing corporation,0.0,ON,18566.0,london publishing corporation,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],54.0,44.0,0.0,both,2013.0,1.0,1.0,1.0,1.0,1.0
caledon citizen,Thursday,18566.0,0.8,59.0,235.0,8.0,300.0,9.0,2018,caledon citizen,both,18566.0,Thursday,T,caledon,caledon citizen,london publishing corporation,0.0,ON,18566.0,london publishing corporation,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],54.0,44.0,0.0,both,2013.0,1.0,1.0,1.0,1.0,1.0
caledon citizen,Thursday,18566.0,0.8,59.0,235.0,8.0,300.0,9.0,2019,caledon citizen,both,18566.0,Thursday,T,caledon,caledon citizen,london publishing corporation,0.0,ON,18566.0,london publishing corporation,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],54.0,44.0,0.0,both,2013.0,1.0,1.0,1.0,1.0,1.0
caledon enterprise,Thursday,16892.0,1.83,335.0,1160.0,10.0,175.0,10.0,2013,caledon enterprise,both,17008.0,Thursday,T,caledon,caledon enterprise,metroland media group ltd.,0.0,ON,17008.0,metroland media group ltd.,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],55.0,45.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
caledon enterprise,Thursday,17140.0,2.0,1160.0,1160.0,10.0,161.0,10,2014,caledon enterprise,both,17194.0,Thursday,T,caledon,caledon enterprise,metroland media group ltd.,0.0,ON,17194.0,metroland media group ltd.,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],55.0,45.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
caledon enterprise,Thursday,17089.0,2.06,1160.0,1160.0,10.0,161.0,10.0,2015,caledon enterprise,both,18629.0,Thursday,T,caledon,caledon enterprise,metroland media group ltd.,0.0,ON,18629.0,metroland media group ltd.,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],55.0,45.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
caledon enterprise,Thursday,17951.0,2.06,1160.0,1160.0,10.0,161.0,10.0,2016,caledon enterprise,both,18657.0,Thursday,T,caledon,caledon enterprise,metroland media group ltd.,0.0,ON,18657.0,metroland media group ltd.,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],55.0,45.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
caledon enterprise,Thursday,18657.0,2.06,1160.0,1160.0,10.0,161.0,10.0,2017,caledon enterprise,both,18360.0,Thursday,T,caledon,caledon enterprise,metroland media group ltd.,0.0,ON,18360.0,metroland media group ltd.,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],55.0,45.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
caledon enterprise,Thursday,18437.0,2.06,1160.0,1160.0,10.0,161.0,10.0,2018,caledon enterprise,both,19199.0,Thursday,T,caledon,caledon enterprise,metroland media group ltd.,0.0,ON,19199.0,metroland media group ltd.,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],55.0,45.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
caledon enterprise,Thursday,19199.0,2.06,1160.0,1160.0,10.0,161.0,10.0,2019,caledon enterprise,both,19290.0,Thursday,T,caledon,caledon enterprise,metroland media group ltd.,0.0,ON,19290.0,metroland media group ltd.,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],55.0,45.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
caledon enterprise,Tuesday,12988.0,1.83,335.0,1160.0,10.0,175.0,10.0,2013,caledon enterprise,both,12955.0,Tuesday,T,caledon,caledon enterprise,metroland media group ltd.,0.0,ON,12955.0,metroland media group ltd.,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],56.0,45.0,0.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
caledon enterprise,Tuesday,13161.0,2.0,1160.0,1160.0,10.0,161.0,10,2014,caledon enterprise,both,12939.0,Tuesday,T,caledon,caledon enterprise,metroland media group ltd.,0.0,ON,12939.0,metroland media group ltd.,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],56.0,45.0,0.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
caledon enterprise,Tuesday,13067.0,2.0,1160.0,1160.0,10.0,161.0,10.0,2015,caledon enterprise,both,10526.0,Tuesday,T,caledon,caledon enterprise,metroland media group ltd.,0.0,ON,10526.0,metroland media group ltd.,"['caledon ,ON, Canada']",66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0,"[(43.8246618, -79.90582572471894)]",,,,,,0.0,caledon,['Caledon'],56.0,45.0,0.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
cambridge times,Friday,43059.0,1.84,335.0,1160.0,10.0,175.0,10.0,2013,cambridge times,both,42992.0,Friday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,42992.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],57.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
cambridge times,Friday,42992.0,2.01,1160.0,1160.0,10.0,161.0,10,2014,cambridge times,both,43183.0,Friday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,43183.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],57.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
cambridge times,Friday,43070.0,2.01,1160.0,1160.0,10.0,161.0,10.0,2015,cambridge times,both,42969.0,Friday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,42969.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],57.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
cambridge times,Thursday,48159.0,1.84,335.0,1160.0,10.0,175.0,10.0,2013,cambridge times,both,48113.0,Thursday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,48113.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],58.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
cambridge times,Thursday,48113.0,2.22,1160.0,1160.0,10.0,161.0,10,2014,cambridge times,both,48367.0,Thursday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,48367.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],58.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
cambridge times,Thursday,48224.0,2.22,1160.0,1160.0,10.0,161.0,10.0,2015,cambridge times,both,48168.0,Thursday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,48168.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],58.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
cambridge times,Thursday,48168.0,2.22,1160.0,1160.0,10.0,161.0,10.0,2016,cambridge times,both,46877.0,Thursday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,46877.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],58.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
cambridge times,Thursday,46877.0,2.22,1160.0,1160.0,10.0,161.0,10.0,2017,cambridge times,both,46295.0,Thursday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,46295.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],58.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
cambridge times,Thursday,46295.0,2.22,1160.0,1160.0,10.0,161.0,10.0,2018,cambridge times,both,45733.0,Thursday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,45733.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],58.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
cambridge times,Thursday,46295.0,2.22,1160.0,1160.0,10.0,161.0,10.0,2019,cambridge times,both,44949.0,Thursday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,44949.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],58.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
cambridge times,Tuesday,43045.0,1.84,335.0,1160.0,10.0,175.0,10.0,2013,cambridge times,both,43185.0,Tuesday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,43185.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],59.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
cambridge times,Tuesday,43185.0,2.01,1160.0,1160.0,10.0,161.0,10,2014,cambridge times,both,43389.0,Tuesday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,43389.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],59.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
cambridge times,Tuesday,43067.0,2.01,1160.0,1160.0,10.0,161.0,10.0,2015,cambridge times,both,42956.0,Tuesday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,42956.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],59.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
cambridge times,Tuesday,42956.0,2.01,1160.0,1160.0,10.0,161.0,10.0,2016,cambridge times,both,41666.0,Tuesday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,41666.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],59.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
cambridge times,Tuesday,41666.0,2.01,1160.0,1160.0,10.0,161.0,10.0,2017,cambridge times,both,41054.0,Tuesday,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,41054.0,metroland media group ltd.,"['cambridge ,ON, Canada']",129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0,"[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,['Cambridge'],59.0,46.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
