AdvNewspaper,Issued,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,MarketAndNewspaper,_merge1,FreeCirculation,EDITION,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,CSDs,ID,ID2,Swap2017Affected,_merge2,first_year,equal_to_previous,EverPaid,EverFree,OpCross2017,OpPost2017
stouffville sun tribune,Thursday,14097.0,1.75,1160.0,1160.0,10.0,161.0,10.0,2017,stouffville sun tribune,both,14090.333333333334,Thursday,T,stouffville,sun tribune,metroland media group ltd.,0.0,ON,14090.333333333334,metroland media group ltd.,"['stouffville ,ON, Canada']",45837.0,37628.0,21.8,15712.0,15355.0,222.3,206.22,39.6,36040.0,5265.0,10130.0,20640.0,945.0,10540.0,36040.0,34610.0,40915.0,45345.0,30315.0,14740.0,"[(43.9717581, -79.2454446)]",sun tribune,,,,,0.0,stouffville,['Whitchurch-Stouffville'],478.0,411.0,0.0,both,2014.0,1.0,1.0,1.0,1.0,1.0
stouffville sun tribune,Thursday,14097.0,1.75,1160.0,1160.0,10.0,161.0,10.0,2018,stouffville sun tribune,both,14083.666666666666,Thursday,T,stouffville,sun tribune,metroland media group ltd.,0.0,ON,14083.666666666666,metroland media group ltd.,"['stouffville ,ON, Canada']",45837.0,37628.0,21.8,15712.0,15355.0,222.3,206.22,39.6,36040.0,5265.0,10130.0,20640.0,945.0,10540.0,36040.0,34610.0,40915.0,45345.0,30315.0,14740.0,"[(43.9717581, -79.2454446)]",sun tribune,,,,,0.0,stouffville,['Whitchurch-Stouffville'],478.0,411.0,0.0,both,2014.0,1.0,1.0,1.0,1.0,1.0
stouffville sun tribune,Thursday,14074.0,1.75,1160.0,1160.0,10.0,161.0,10.0,2019,stouffville sun tribune,both,14077.0,Thursday,T,stouffville,sun tribune,metroland media group ltd.,0.0,ON,14077.0,metroland media group ltd.,"['stouffville ,ON, Canada']",45837.0,37628.0,21.8,15712.0,15355.0,222.3,206.22,39.6,36040.0,5265.0,10130.0,20640.0,945.0,10540.0,36040.0,34610.0,40915.0,45345.0,30315.0,14740.0,"[(43.9717581, -79.2454446)]",sun tribune,,,,,0.0,stouffville,['Whitchurch-Stouffville'],478.0,411.0,0.0,both,2014.0,0.0,1.0,1.0,1.0,1.0
new liskeard temiskaming speaker,Wednesday,3653.0,1.59,265.0,559.0,5.0,220.0,4.0,2013,new liskeard temiskaming speaker,both,54.0,Wednesday,B,new%20liskeard,temiskaming speaker,london publishing corporation,3446.0,ON,3500.0,london publishing corporation,"['new liskeard ,ON, Canada']",9920.0,10400.0,-4.6,4673.0,4379.0,55.7,178.11,44.5,8170.0,2015.0,2125.0,4035.0,155.0,1090.0,8205.0,7975.0,32142.0,9680.0,9375.0,280.0,"[(47.508731, -79.6789029)]",,,,,,0.0,new liskeard,['Temiskaming Shores'],480.0,413.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
new liskeard temiskaming speaker,Wednesday,3500.0,1.61,265.0,559.0,5.0,220.0,4,2014,new liskeard temiskaming speaker,both,82.0,Wednesday,B,new%20liskeard,temiskaming speaker,london publishing corporation,3262.0,ON,3316.0,london publishing corporation,"['new liskeard ,ON, Canada']",9920.0,10400.0,-4.6,4673.0,4379.0,55.7,178.11,44.5,8170.0,2015.0,2125.0,4035.0,155.0,1090.0,8205.0,7975.0,32142.0,9680.0,9375.0,280.0,"[(47.508731, -79.6789029)]",,,,,,0.0,new liskeard,['Temiskaming Shores'],480.0,413.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
new liskeard temiskaming speaker,Wednesday,3316.0,1.64,265.0,559.0,5.0,220.0,4.0,2015,new liskeard temiskaming speaker,both,110.0,Wednesday,B,new%20liskeard,temiskaming speaker,london publishing corporation,3024.0,ON,3078.0,london publishing corporation,"['new liskeard ,ON, Canada']",9920.0,10400.0,-4.6,4673.0,4379.0,55.7,178.11,44.5,8170.0,2015.0,2125.0,4035.0,155.0,1090.0,8205.0,7975.0,32142.0,9680.0,9375.0,280.0,"[(47.508731, -79.6789029)]",,,,,,0.0,new liskeard,['Temiskaming Shores'],480.0,413.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
new liskeard temiskaming speaker,Wednesday,3078.0,1.67,265.0,559.0,5.0,220.0,4.0,2016,new liskeard temiskaming speaker,both,138.0,Wednesday,B,new%20liskeard,temiskaming speaker,london publishing corporation,3021.0,ON,3159.0,london publishing corporation,"['new liskeard ,ON, Canada']",9920.0,10400.0,-4.6,4673.0,4379.0,55.7,178.11,44.5,8170.0,2015.0,2125.0,4035.0,155.0,1090.0,8205.0,7975.0,32142.0,9680.0,9375.0,280.0,"[(47.508731, -79.6789029)]",,,,,,0.0,new liskeard,['Temiskaming Shores'],480.0,413.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
new liskeard temiskaming speaker,Wednesday,2169.0,1.71,265.0,559.0,5.0,220.0,4.0,2017,new liskeard temiskaming speaker,both,106.0,Wednesday,B,new%20liskeard,temiskaming speaker,london publishing corporation,2859.0,ON,2965.0,london publishing corporation,"['new liskeard ,ON, Canada']",9920.0,10400.0,-4.6,4673.0,4379.0,55.7,178.11,44.5,8170.0,2015.0,2125.0,4035.0,155.0,1090.0,8205.0,7975.0,32142.0,9680.0,9375.0,280.0,"[(47.508731, -79.6789029)]",,,,,,0.0,new liskeard,['Temiskaming Shores'],480.0,413.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
new liskeard temiskaming speaker,Wednesday,2965.0,1.74,265.0,559.0,5.0,220.0,4.0,2018,new liskeard temiskaming speaker,both,167.0,Wednesday,B,new%20liskeard,temiskaming speaker,temiskaming printing co. ltd.,2747.0,ON,2914.0,london publishing corporation,"['new liskeard ,ON, Canada']",9920.0,10400.0,-4.6,4673.0,4379.0,55.7,178.11,44.5,8170.0,2015.0,2125.0,4035.0,155.0,1090.0,8205.0,7975.0,32142.0,9680.0,9375.0,280.0,"[(47.508731, -79.6789029)]",,,,,,0.0,new liskeard,['Temiskaming Shores'],480.0,413.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
new liskeard temiskaming speaker,Wednesday,2914.0,1.76,265.0,559.0,5.0,220.0,4.0,2019,new liskeard temiskaming speaker,both,150.0,Wednesday,B,new%20liskeard,temiskaming speaker,temiskaming printing co. ltd.,2358.0,ON,2508.0,temiskaming printing co. ltd.,"['new liskeard ,ON, Canada']",9920.0,10400.0,-4.6,4673.0,4379.0,55.7,178.11,44.5,8170.0,2015.0,2125.0,4035.0,155.0,1090.0,8205.0,7975.0,32142.0,9680.0,9375.0,280.0,"[(47.508731, -79.6789029)]",,,,,,0.0,new liskeard,['Temiskaming Shores'],480.0,413.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
erin advocate,Wednesday,1698.0,1.84,335.0,1160.0,10.0,175.0,10.0,2013,erin the advocate,both,0.0,Wednesday,T,erin,the advocate,metroland media group ltd.,1750.0,ON,1750.0,metroland media group ltd.,"['erin ,ON, Canada']",11439.0,10770.0,6.2,4258.0,4108.0,38.4,297.76,42.1,9660.0,1535.0,2825.0,5300.0,235.0,1940.0,9660.0,9265.0,41216.0,11405.0,9805.0,1550.0,"[(43.77506, -80.070076)]",the advocate,,,,,0.0,erin,['Erin'],482.0,415.0,0.0,both,2013.0,0.0,1.0,0.0,0.0,0.0
erin advocate,Wednesday,1750.0,2.01,1160.0,1160.0,10.0,161.0,10,2014,erin the advocate,both,0.0,Wednesday,T,erin,the advocate,metroland media group ltd.,1529.0,ON,1529.0,metroland media group ltd.,"['erin ,ON, Canada']",11439.0,10770.0,6.2,4258.0,4108.0,38.4,297.76,42.1,9660.0,1535.0,2825.0,5300.0,235.0,1940.0,9660.0,9265.0,41216.0,11405.0,9805.0,1550.0,"[(43.77506, -80.070076)]",the advocate,,,,,0.0,erin,['Erin'],482.0,415.0,0.0,both,2013.0,0.0,1.0,0.0,0.0,0.0
erin advocate,Wednesday,1384.0,2.01,1160.0,1160.0,10.0,161.0,10.0,2015,erin the advocate,both,0.0,Wednesday,T,erin,the advocate,metroland media group ltd.,1250.0,ON,1250.0,metroland media group ltd.,"['erin ,ON, Canada']",11439.0,10770.0,6.2,4258.0,4108.0,38.4,297.76,42.1,9660.0,1535.0,2825.0,5300.0,235.0,1940.0,9660.0,9265.0,41216.0,11405.0,9805.0,1550.0,"[(43.77506, -80.070076)]",the advocate,,,,,0.0,erin,['Erin'],482.0,415.0,0.0,both,2013.0,0.0,1.0,0.0,0.0,0.0
erin advocate,Wednesday,1250.0,2.01,1160.0,1160.0,10.0,161.0,10.0,2016,erin the advocate,both,0.0,Wednesday,T,erin,the advocate,metroland media group ltd.,1074.0,ON,1074.0,metroland media group ltd.,"['erin ,ON, Canada']",11439.0,10770.0,6.2,4258.0,4108.0,38.4,297.76,42.1,9660.0,1535.0,2825.0,5300.0,235.0,1940.0,9660.0,9265.0,41216.0,11405.0,9805.0,1550.0,"[(43.77506, -80.070076)]",the advocate,,,,,0.0,erin,['Erin'],482.0,415.0,0.0,both,2013.0,0.0,1.0,0.0,0.0,0.0
erin advocate,Wednesday,1074.0,2.01,1160.0,1160.0,10.0,161.0,10.0,2017,erin the advocate,both,0.0,Wednesday,T,erin,the advocate,metroland media group ltd.,1035.0,ON,1035.0,metroland media group ltd.,"['erin ,ON, Canada']",11439.0,10770.0,6.2,4258.0,4108.0,38.4,297.76,42.1,9660.0,1535.0,2825.0,5300.0,235.0,1940.0,9660.0,9265.0,41216.0,11405.0,9805.0,1550.0,"[(43.77506, -80.070076)]",the advocate,,,,,0.0,erin,['Erin'],482.0,415.0,0.0,both,2013.0,0.0,1.0,0.0,0.0,0.0
wawa algoma news review,Wednesday,889.0,0.6,224.0,671.0,5.0,207.0,4.0,2013,wawa the algoma news review,both,85.0,Wednesday,T,wawa,the algoma news review,wawa print & litho inc.,739.0,ON,824.0,wawa print & litho inc.,"['wawa ,ON, Canada']",2905.0,2975.0,-2.4,1451.0,1279.0,7.0,416.21,43.6,2445.0,575.0,730.0,1135.0,15.0,305.0,2405.0,2370.0,35182.0,2855.0,2695.0,160.0,"[(47.9929283, -84.7740199)]",,,,,,0.0,wawa,['Wawa'],483.0,416.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
wawa algoma news review,Wednesday,824.0,0.6,224.0,671.0,5.0,207.0,4,2014,wawa the algoma news review,both,87.0,Wednesday,T,wawa,the algoma news review,wawa print & litho inc.,560.0,ON,647.0,wawa print & litho inc.,"['wawa ,ON, Canada']",2905.0,2975.0,-2.4,1451.0,1279.0,7.0,416.21,43.6,2445.0,575.0,730.0,1135.0,15.0,305.0,2405.0,2370.0,35182.0,2855.0,2695.0,160.0,"[(47.9929283, -84.7740199)]",,,,,,0.0,wawa,['Wawa'],483.0,416.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
wawa algoma news review,Wednesday,647.0,0.6,224.0,671.0,5.0,227.0,4.0,2015,wawa the algoma news review,both,48.0,Wednesday,T,wawa,the algoma news review,wawa print & litho inc.,757.0,ON,805.0,wawa print & litho inc.,"['wawa ,ON, Canada']",2905.0,2975.0,-2.4,1451.0,1279.0,7.0,416.21,43.6,2445.0,575.0,730.0,1135.0,15.0,305.0,2405.0,2370.0,35182.0,2855.0,2695.0,160.0,"[(47.9929283, -84.7740199)]",,,,,,0.0,wawa,['Wawa'],483.0,416.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
wawa algoma news review,Wednesday,805.0,0.6,224.0,671.0,5.0,227.0,4.0,2016,wawa the algoma news review,both,33.0,Wednesday,T,wawa,the algoma news review,wawa print & litho inc.,598.0,ON,631.0,wawa print & litho inc.,"['wawa ,ON, Canada']",2905.0,2975.0,-2.4,1451.0,1279.0,7.0,416.21,43.6,2445.0,575.0,730.0,1135.0,15.0,305.0,2405.0,2370.0,35182.0,2855.0,2695.0,160.0,"[(47.9929283, -84.7740199)]",,,,,,0.0,wawa,['Wawa'],483.0,416.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
wawa algoma news review,Wednesday,804.0,0.6,224.0,671.0,5.0,227.0,4.0,2017,wawa the algoma news review,both,0.0,Wednesday,T,wawa,the algoma news review,wawa print & litho inc.,532.0,ON,532.0,wawa print & litho inc.,"['wawa ,ON, Canada']",2905.0,2975.0,-2.4,1451.0,1279.0,7.0,416.21,43.6,2445.0,575.0,730.0,1135.0,15.0,305.0,2405.0,2370.0,35182.0,2855.0,2695.0,160.0,"[(47.9929283, -84.7740199)]",,,,,,0.0,wawa,['Wawa'],483.0,416.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
wawa algoma news review,Wednesday,532.0,0.6,224.0,671.0,5.0,227.0,4.0,2018,wawa the algoma news review,both,25.0,Wednesday,T,wawa,the algoma news review,wawa print & litho inc.,471.0,ON,496.0,wawa print & litho inc.,"['wawa ,ON, Canada']",2905.0,2975.0,-2.4,1451.0,1279.0,7.0,416.21,43.6,2445.0,575.0,730.0,1135.0,15.0,305.0,2405.0,2370.0,35182.0,2855.0,2695.0,160.0,"[(47.9929283, -84.7740199)]",,,,,,0.0,wawa,['Wawa'],483.0,416.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
wawa algoma news review,Wednesday,532.0,0.6,224.0,671.0,5.0,227.0,4.0,2019,wawa the algoma news review,both,16.0,Wednesday,T,wawa,the algoma news review,wawa print & litho inc.,393.0,ON,409.0,wawa print & litho inc.,"['wawa ,ON, Canada']",2905.0,2975.0,-2.4,1451.0,1279.0,7.0,416.21,43.6,2445.0,575.0,730.0,1135.0,15.0,305.0,2405.0,2370.0,35182.0,2855.0,2695.0,160.0,"[(47.9929283, -84.7740199)]",,,,,,0.0,wawa,['Wawa'],483.0,416.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
aurora the auroran,Tuesday,19284.0,1.24,88.0,194.0,6.0,220.0,5.0,2013,aurora the auroran,both,19575.0,Tuesday,T,aurora,the auroran,london publishing corporation,0.0,ON,19575.0,london publishing corporation,"['aurora ,ON, Canada']",55445.0,53203.0,4.2,19381.0,18851.0,1112.3,49.85,39.6,44870.0,5630.0,11335.0,27905.0,1370.0,15660.0,44870.0,42790.0,40382.0,54705.0,37795.0,16510.0,"[(43.99973, -79.467545)]",,,,,,0.0,aurora,['Aurora'],484.0,417.0,0.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
orangeville banner,Thursday,23656.0,2.09,335.0,1160.0,10.0,175.0,10.0,2013,orangeville the banner,both,23094.0,Thursday,T,orangeville,the banner,metroland media group ltd.,186.0,ON,23280.0,metroland media group ltd.,"['orangeville ,ON, Canada']",28900.0,27975.0,3.3,10696.0,10565.0,1851.9,15.61,38.7,22880.0,4190.0,7730.0,10960.0,325.0,3485.0,22875.0,22070.0,37940.0,28350.0,24775.0,3505.0,"[(43.9193171, -80.0973754)]",the banner,,,,,0.0,orangeville,['Orangeville'],486.0,418.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
orangeville banner,Thursday,23359.0,2.28,1160.0,1160.0,10.0,161.0,10,2014,orangeville the banner,both,23125.0,Thursday,T,orangeville,the banner,metroland media group ltd.,136.0,ON,23261.0,metroland media group ltd.,"['orangeville ,ON, Canada']",28900.0,27975.0,3.3,10696.0,10565.0,1851.9,15.61,38.7,22880.0,4190.0,7730.0,10960.0,325.0,3485.0,22875.0,22070.0,37940.0,28350.0,24775.0,3505.0,"[(43.9193171, -80.0973754)]",the banner,,,,,0.0,orangeville,['Orangeville'],486.0,418.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
orangeville banner,Thursday,22384.0,2.28,1160.0,1160.0,10.0,161.0,10.0,2015,orangeville the banner,both,23310.0,Thursday,T,orangeville,the banner,metroland media group ltd.,46.0,ON,23356.0,metroland media group ltd.,"['orangeville ,ON, Canada']",28900.0,27975.0,3.3,10696.0,10565.0,1851.9,15.61,38.7,22880.0,4190.0,7730.0,10960.0,325.0,3485.0,22875.0,22070.0,37940.0,28350.0,24775.0,3505.0,"[(43.9193171, -80.0973754)]",the banner,,,,,0.0,orangeville,['Orangeville'],486.0,418.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
orangeville banner,Thursday,23324.0,2.28,1160.0,1160.0,10.0,161.0,10.0,2016,orangeville the banner,both,23348.0,Thursday,T,orangeville,the banner,metroland media group ltd.,33.0,ON,23381.0,metroland media group ltd.,"['orangeville ,ON, Canada']",28900.0,27975.0,3.3,10696.0,10565.0,1851.9,15.61,38.7,22880.0,4190.0,7730.0,10960.0,325.0,3485.0,22875.0,22070.0,37940.0,28350.0,24775.0,3505.0,"[(43.9193171, -80.0973754)]",the banner,,,,,0.0,orangeville,['Orangeville'],486.0,418.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
orangeville banner,Thursday,23381.0,2.28,1160.0,1160.0,10.0,161.0,10.0,2017,orangeville the banner,both,22859.0,Thursday,T,orangeville,the banner,metroland media group ltd.,22.0,ON,22881.0,metroland media group ltd.,"['orangeville ,ON, Canada']",28900.0,27975.0,3.3,10696.0,10565.0,1851.9,15.61,38.7,22880.0,4190.0,7730.0,10960.0,325.0,3485.0,22875.0,22070.0,37940.0,28350.0,24775.0,3505.0,"[(43.9193171, -80.0973754)]",the banner,,,,,0.0,orangeville,['Orangeville'],486.0,418.0,0.0,both,2013.0,1.0,1.0,1.0,1.0,1.0
orangeville banner,Thursday,23348.0,2.28,1160.0,1160.0,10.0,161.0,10.0,2018,orangeville the banner,both,22370.0,Thursday,T,orangeville,the banner,metroland media group ltd.,11.0,ON,22381.0,metroland media group ltd.,"['orangeville ,ON, Canada']",28900.0,27975.0,3.3,10696.0,10565.0,1851.9,15.61,38.7,22880.0,4190.0,7730.0,10960.0,325.0,3485.0,22875.0,22070.0,37940.0,28350.0,24775.0,3505.0,"[(43.9193171, -80.0973754)]",the banner,,,,,0.0,orangeville,['Orangeville'],486.0,418.0,0.0,both,2013.0,1.0,1.0,1.0,1.0,1.0
orangeville banner,Thursday,21802.0,2.28,1160.0,1160.0,10.0,161.0,10.0,2019,orangeville the banner,both,21881.0,Thursday,T,orangeville,the banner,metroland media group ltd.,0.0,ON,21881.0,metroland media group ltd.,"['orangeville ,ON, Canada']",28900.0,27975.0,3.3,10696.0,10565.0,1851.9,15.61,38.7,22880.0,4190.0,7730.0,10960.0,325.0,3485.0,22875.0,22070.0,37940.0,28350.0,24775.0,3505.0,"[(43.9193171, -80.0973754)]",the banner,,,,,0.0,orangeville,['Orangeville'],486.0,418.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
orangeville banner,Tuesday,19509.0,1.8,335.0,1160.0,10.0,175.0,10.0,2013,orangeville the banner,both,18958.0,Tuesday,T,orangeville,the banner,metroland media group ltd.,118.0,ON,19076.0,metroland media group ltd.,"['orangeville ,ON, Canada']",28900.0,27975.0,3.3,10696.0,10565.0,1851.9,15.61,38.7,22880.0,4190.0,7730.0,10960.0,325.0,3485.0,22875.0,22070.0,37940.0,28350.0,24775.0,3505.0,"[(43.9193171, -80.0973754)]",the banner,,,,,0.0,orangeville,['Orangeville'],487.0,418.0,0.0,both,2013.0,0.0,1.0,1.0,0.0,0.0
chatham voice,Thursday,21774.0,0.97,,,9.0,192.0,3,2014,the chatham voice,both,19000.0,Thursday,T,chatham,the chatham voice,ck media,0.0,ON,19000.0,ck media,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",,,,,,0.0,chatham,['Chatham-Kent'],490.0,421.0,0.0,both,2014.0,0.0,0.0,1.0,1.0,1.0
chatham voice,Thursday,19041.0,0.97,,,9.0,192.0,3.0,2015,the chatham voice,both,19401.0,Thursday,T,chatham,the chatham voice,ck media,0.0,ON,19401.0,ck media,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",,,,,,0.0,chatham,['Chatham-Kent'],490.0,421.0,0.0,both,2014.0,0.0,0.0,1.0,1.0,1.0
chatham voice,Thursday,19401.0,0.97,,,9.0,192.0,3.0,2016,the chatham voice,both,19290.0,Thursday,T,chatham,the chatham voice,ck media,0.0,ON,19290.0,ck media,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",,,,,,0.0,chatham,['Chatham-Kent'],490.0,421.0,0.0,both,2014.0,0.0,0.0,1.0,1.0,1.0
chatham voice,Thursday,19290.0,0.97,,,9.0,192.0,3.0,2017,the chatham voice,both,19300.0,Thursday,T,chatham,the chatham voice,ck media,0.0,ON,19300.0,ck media,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",,,,,,0.0,chatham,['Chatham-Kent'],490.0,421.0,0.0,both,2014.0,0.0,0.0,1.0,1.0,1.0
chatham voice,Thursday,19300.0,0.97,,,9.0,192.0,3.0,2018,the chatham voice,both,19300.0,Thursday,T,chatham,the chatham voice,ck media,0.0,ON,19300.0,ck media,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",,,,,,0.0,chatham,['Chatham-Kent'],490.0,421.0,0.0,both,2014.0,1.0,0.0,1.0,1.0,1.0
chatham voice,Thursday,19300.0,0.97,,0.0,9.0,192.0,3.0,2019,the chatham voice,both,19300.0,Thursday,T,chatham,the chatham voice,ck media,0.0,ON,19300.0,ck media,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",,,,,,0.0,chatham,['Chatham-Kent'],490.0,421.0,0.0,both,2014.0,1.0,0.0,1.0,1.0,1.0
belleville region the community press,Thursday,45279.0,2.12,276.0,553.0,9.0,160.0,3.0,2013,belleville quinte the community press,both,46122.0,Thursday,T,belleville&quinte,the community press,sun media corporation,0.0,ON,46122.0,sun media corporation,"['belleville ,ON, Canada', 'quinte ,ON, Canada']",50716.0,49454.0,2.6,22744.0,21732.0,205.1,247.25,43.4,41475.0,8365.0,12845.0,20270.0,540.0,6130.0,41475.0,40140.0,30661.0,49350.0,45090.0,3960.0,"[(44.1633264, -77.3852556), (44.1884744, -77.3403039)]",the community press,,,,,0.0,belleville quinte,['Belleville'],492.0,423.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
belleville region the community press,Thursday,46122.0,1.73,176.0,176.0,9.0,160.0,3,2014,belleville quinte the community press,both,45490.0,Thursday,T,belleville&quinte,the community press,sun media corporation,0.0,ON,45490.0,sun media corporation,"['belleville ,ON, Canada', 'quinte ,ON, Canada']",50716.0,49454.0,2.6,22744.0,21732.0,205.1,247.25,43.4,41475.0,8365.0,12845.0,20270.0,540.0,6130.0,41475.0,40140.0,30661.0,49350.0,45090.0,3960.0,"[(44.1633264, -77.3852556), (44.1884744, -77.3403039)]",the community press,,,,,0.0,belleville quinte,['Belleville'],492.0,423.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
belleville region the community press,Thursday,45644.0,1.73,176.0,176.0,9.0,160.0,3.0,2015,belleville quinte the community press,both,45939.0,Thursday,T,belleville&quinte,the community press,sun media corporation,0.0,ON,45939.0,sun media corporation,"['belleville ,ON, Canada', 'quinte ,ON, Canada']",50716.0,49454.0,2.6,22744.0,21732.0,205.1,247.25,43.4,41475.0,8365.0,12845.0,20270.0,540.0,6130.0,41475.0,40140.0,30661.0,49350.0,45090.0,3960.0,"[(44.1633264, -77.3852556), (44.1884744, -77.3403039)]",the community press,,,,,0.0,belleville quinte,['Belleville'],492.0,423.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
belleville region the community press,Thursday,45939.0,1.73,176.0,176.0,9.0,160.0,3.0,2016,belleville quinte the community press,both,46391.0,Thursday,T,belleville&quinte,the community press,sun media corporation,0.0,ON,46391.0,postmedia network inc.,"['belleville ,ON, Canada', 'quinte ,ON, Canada']",50716.0,49454.0,2.6,22744.0,21732.0,205.1,247.25,43.4,41475.0,8365.0,12845.0,20270.0,540.0,6130.0,41475.0,40140.0,30661.0,49350.0,45090.0,3960.0,"[(44.1633264, -77.3852556), (44.1884744, -77.3403039)]",the community press,,,,,0.0,belleville quinte,['Belleville'],492.0,423.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
belleville region the community press,Thursday,46391.0,1.73,176.0,176.0,9.0,160.0,3.0,2017,belleville quinte the community press,both,46476.0,Thursday,T,belleville&quinte,the community press,postmedia network inc.,0.0,ON,46476.0,postmedia network inc.,"['belleville ,ON, Canada', 'quinte ,ON, Canada']",50716.0,49454.0,2.6,22744.0,21732.0,205.1,247.25,43.4,41475.0,8365.0,12845.0,20270.0,540.0,6130.0,41475.0,40140.0,30661.0,49350.0,45090.0,3960.0,"[(44.1633264, -77.3852556), (44.1884744, -77.3403039)]",the community press,,,,,0.0,belleville quinte,['Belleville'],492.0,423.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
