,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,ID,ID2
256,burlington post flamborough review,74724.0,6.08,670.0,2320.0,10.0,175.0,10.0,2013,2012,1,Thursday,49,39
257,burlington post flamborough review,74479.5,6.64,2320.0,2320.0,10.0,161.0,10,2014,2012,2,Thursday,49,39
258,burlington post flamborough review,74235.0,6.64,2320.0,2320.0,10.0,161.0,10.0,2015,2014,1,Thursday,49,39
259,burlington post flamborough review,74046.0,6.64,,2320.0,10.0,161.0,10.0,2016,2015,1,Thursday,49,39
260,burlington post flamborough review,73295.0,6.64,,2320.0,10.0,161.0,10.0,2017,2015,2,Thursday,49,39
261,burlington post flamborough review,72544.0,6.64,,2320.0,10.0,161.0,10.0,2018,2016,2,Thursday,49,39
262,burlington post flamborough review,71793.0,6.64,,2320.0,10.0,161.0,10.0,2019,2018,1,Thursday,49,39
263,caledon citizen,,0.8,59.0,235.0,8.0,276.0,6.0,2013,2011,2,Thursday,50,40
264,caledon citizen,16226.0,0.8,59.0,235.0,8.0,300.0,6.0,2014,2013,1,Thursday,50,40
265,caledon citizen,12240.0,0.8,59.0,235.0,8.0,300.0,6.0,2015,2014,1,Thursday,50,40
266,caledon citizen,,0.8,,235.0,8.0,300.0,9.0,2016,2014,2,Thursday,50,40
267,caledon citizen,,0.8,,235.0,8.0,300.0,9.0,2017,2015,2,Thursday,50,40
268,caledon citizen,,0.8,,235.0,8.0,300.0,9.0,2018,2015,3,Thursday,50,40
269,caledon citizen,,0.8,,235.0,8.0,300.0,9.0,2019,2015,4,Thursday,50,40
270,caledon enterprise,16892.0,1.83,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,51,41
271,caledon enterprise,17140.0,2.0,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,51,41
272,caledon enterprise,17089.0,2.06,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,51,41
273,caledon enterprise,17951.0,2.06,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,51,41
274,caledon enterprise,18657.0,2.06,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,51,41
275,caledon enterprise,18928.0,2.06,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,51,41
276,caledon enterprise,19199.0,2.06,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,51,41
277,caledon enterprise,12988.0,1.83,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Tuesday,52,41
278,caledon enterprise,13161.0,2.0,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Tuesday,52,41
279,caledon enterprise,13067.0,2.0,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Tuesday,52,41
280,cambridge times,43059.0,1.84,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,53,42
281,cambridge times,43064.5,2.01,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Friday,53,42
282,cambridge times,43070.0,2.01,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Friday,53,42
283,cambridge times,48159.0,1.84,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,54,42
284,cambridge times,48191.5,2.22,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Thursday,54,42
285,cambridge times,48224.0,2.22,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,54,42
286,cambridge times,,2.22,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,54,42
287,cambridge times,,2.22,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,54,42
288,cambridge times,,2.22,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,54,42
289,cambridge times,,2.22,,1160.0,10.0,161.0,10.0,2019,2016,3,Thursday,54,42
290,cambridge times,43045.0,1.84,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Tuesday,55,42
291,cambridge times,43056.0,2.01,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Tuesday,55,42
292,cambridge times,43067.0,2.01,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Tuesday,55,42
293,cambridge times,,2.01,,1160.0,10.0,161.0,10.0,2016,2014,2,Tuesday,55,42
294,cambridge times,,2.01,,1160.0,10.0,161.0,10.0,2017,2015,2,Tuesday,55,42
295,cambridge times,,2.01,,1160.0,10.0,161.0,10.0,2018,2016,2,Tuesday,55,42
296,cambridge times,,2.01,,1160.0,10.0,161.0,10.0,2019,2016,3,Tuesday,55,42
297,campbellford northwest emc,11630.0,1.13,335.0,1160.0,6.0,218.0,5.0,2013,2012,1,Thursday,56,43
298,campbellford trent hills independent,,0.98,1160.0,1160.0,10.0,189.0,10,2014,2012,2,Thursday,57,44
299,campbellford trent hills independent,,1.16,1160.0,1160.0,10.0,161.0,10.0,2015,2013,2,Thursday,57,44
300,carleton place almonte canadian gazette,12509.0,0.87,335.0,1160.0,6.0,218.0,5.0,2013,2012,1,Thursday,58,45
301,carleton place almonte canadian gazette,12817.0,0.61,1160.0,1160.0,10.0,189.0,10,2014,2012,2,Thursday,58,45
302,carleton place almonte canadian gazette,13125.0,0.71,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,58,45
303,carleton place almonte canadian gazette,12730.5,0.71,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,58,45
304,carleton place almonte canadian gazette,12336.0,0.71,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,58,45
305,carleton place almonte canadian gazette,11941.5,0.71,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,58,45
306,carleton place almonte canadian gazette,11547.0,0.71,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,58,45
307,central hastings trent hills news,,1.51,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,59,46
308,central hastings trent hills news,,1.51,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,59,46
309,chatham this week,,1.06,,376.0,9.0,160.0,3.0,2018,2015,3,Thursday,60,47
310,chatham this week,,0.95,,376.0,10.0,160.0,10.0,2019,2015,4,Thursday,60,47
311,chatham this week,19679.0,0.99,94.0,376.0,9.0,160.0,3.0,2013,2012,1,Wednesday,61,47
312,chatham this week,19692.0,0.99,94.0,376.0,9.0,160.0,3,2014,2013,1,Wednesday,61,47
313,chatham this week,,0.99,94.0,376.0,9.0,160.0,3.0,2015,2013,2,Wednesday,61,47
314,chatham this week,,0.99,,376.0,9.0,160.0,3.0,2016,2014,2,Wednesday,61,47
315,chatham this week,,0.99,,376.0,9.0,160.0,3.0,2017,2015,2,Wednesday,61,47
316,chatham voice,,0.97,,,9.0,192.0,3,2014,0,2014,Thursday,62,48
317,chatham voice,19041.0,0.97,,,9.0,192.0,3.0,2015,2014,1,Thursday,62,48
318,chatham voice,19165.5,0.97,,,9.0,192.0,3.0,2016,2014,2,Thursday,62,48
319,chatham voice,19290.0,0.97,,,9.0,192.0,3.0,2017,2016,1,Thursday,62,48
320,chatham voice,,0.97,,,9.0,192.0,3.0,2018,2016,2,Thursday,62,48
321,chatham voice,,0.97,,0.0,9.0,192.0,3.0,2019,2016,3,Thursday,62,48
322,chesterville record,1593.0,0.8,176.0,529.0,6.0,220.0,5.0,2013,2012,1,Wednesday,63,49
323,chesterville record,1695.0,0.75,176.0,294.0,6.0,220.0,5,2014,2012,2,Wednesday,63,49
324,chesterville record,1797.0,0.82,176.0,294.0,6.0,220.0,5.0,2015,2014,1,Wednesday,63,49
325,chesterville record,,0.82,,294.0,6.0,217.0,5.0,2016,2014,2,Wednesday,63,49
326,chesterville record,,0.82,,294.0,6.0,217.0,5.0,2017,2015,2,Wednesday,63,49
327,chesterville record,,0.82,,294.0,6.0,217.0,5.0,2018,2016,2,Wednesday,63,49
328,chesterville record,,0.82,,294.0,6.0,217.0,5.0,2019,2017,2,Wednesday,63,49
329,clarington this week,25731.0,2.96,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,64,50
330,clarington this week,25845.0,3.23,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,64,50
331,clarington this week,25754.0,3.23,1160.0,1160.0,10.0,161.0,10.0,2015,2013,2,Thursday,64,50
332,clarington this week,25663.0,3.23,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,64,50
333,clarington this week,25685.666666666668,3.23,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,64,50
334,clarington this week,25708.333333333332,3.23,,1160.0,10.0,161.0,10.0,2018,2015,3,Thursday,64,50
335,clarington this week,25731.0,3.23,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,64,50
336,clarington this week,25731.0,2.96,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,65,50
337,clarington this week,25845.0,3.23,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Wednesday,65,50
338,clarington this week,25754.0,3.23,1160.0,1160.0,10.0,161.0,10.0,2015,2013,2,Wednesday,65,50
339,clarington this week,25663.0,3.23,,1160.0,10.0,161.0,10.0,2016,2015,1,Wednesday,65,50
340,clarington this week,25685.666666666668,3.23,,1160.0,10.0,161.0,10.0,2017,2015,2,Wednesday,65,50
341,clarington this week,25708.333333333332,3.23,,1160.0,10.0,161.0,10.0,2018,2015,3,Wednesday,65,50
342,clarington this week,25731.0,3.23,,1160.0,10.0,161.0,10.0,2019,2018,1,Wednesday,65,50
343,clinton news record,1714.0,0.72,88.0,353.0,9.0,160.0,3.0,2013,2012,1,Wednesday,66,51
344,clinton news record,1484.0,0.72,88.0,353.0,9.0,160.0,3,2014,2013,1,Wednesday,66,51
345,clinton news record,1339.0,0.73,88.0,353.0,9.0,160.0,3.0,2015,2014,1,Wednesday,66,51
346,clinton news record,1232.0,0.73,,353.0,9.0,160.0,3.0,2016,2015,1,Wednesday,66,51
347,clinton news record,,0.73,,353.0,9.0,160.0,3.0,2017,2015,2,Wednesday,66,51
348,clinton news record,,0.73,,353.0,9.0,160.0,3.0,2018,2016,2,Wednesday,66,51
349,clinton news record,,0.66,,353.0,10.0,160.0,10.0,2019,2016,3,Wednesday,66,51
350,cochrane times post,2007.0,0.87,128.0,386.0,9.0,160.0,3.0,2013,2012,1,Thursday,67,52
351,cochrane times post,1882.0,0.87,128.0,386.0,9.0,160.0,3,2014,2013,1,Thursday,67,52
352,cochrane times post,1712.0,0.87,128.0,386.0,9.0,160.0,3.0,2015,2014,1,Thursday,67,52
353,cochrane times post,1539.0,0.87,,386.0,9.0,160.0,3.0,2016,2015,1,Thursday,67,52
354,cochrane times post,1316.0,0.87,,386.0,9.0,160.0,3.0,2017,2015,2,Thursday,67,52
355,cochrane times post,1093.0,0.87,,386.0,9.0,160.0,3.0,2018,2017,1,Thursday,67,52
356,cochrane times post,974.0,0.87,,386.0,10.0,160.0,10.0,2019,2018,1,Thursday,67,52
357,collingwood connection,11500.0,2.16,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,68,53
358,collingwood connection,10819.0,2.35,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,68,53
359,collingwood connection,11098.0,2.35,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,68,53
360,collingwood connection,11509.0,2.35,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,68,53
361,collingwood connection,11546.5,2.35,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,68,53
362,collingwood connection,11584.0,2.35,,1160.0,10.0,161.0,10.0,2018,2017,1,Thursday,68,53
363,collingwood connection,11586.0,2.35,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,68,53
364,collingwood connection wasaga stayner sun,23164.0,3.53,2320.0,2320.0,10.0,161.0,10,2014,2013,1,Thursday,69,54
365,collingwood connection wasaga stayner sun,23354.0,3.53,2320.0,2320.0,10.0,161.0,10.0,2015,2014,1,Thursday,69,54
366,collingwood connection wasaga stayner sun,23765.0,3.53,,2320.0,10.0,161.0,10.0,2016,2015,1,Thursday,69,54
367,collingwood connection wasaga stayner sun,24200.0,3.53,,2320.0,10.0,161.0,10.0,2017,2015,2,Thursday,69,54
368,collingwood connection wasaga stayner sun,24635.0,3.53,,2320.0,10.0,161.0,10.0,2018,2017,1,Thursday,69,54
369,collingwood connection wasaga stayner sun,24825.0,3.53,,2320.0,10.0,161.0,10.0,2019,2018,1,Thursday,69,54
370,collingwood enterprise bulletin,17041.0,0.98,186.0,309.0,10.0,287.0,3.0,2013,2012,1,Friday,70,55
371,collingwood enterprise bulletin,18097.0,0.98,186.0,309.0,10.0,287.0,3,2014,2012,2,Friday,70,55
372,collingwood enterprise bulletin,19153.0,0.98,186.0,309.0,10.0,287.0,3.0,2015,2014,1,Friday,70,55
373,collingwood enterprise bulletin,,1.0,,319.0,10.0,287.0,3.0,2016,2014,2,Friday,70,55
374,collingwood enterprise bulletin,,1.0,,319.0,10.0,287.0,10.0,2017,2014,3,Friday,70,55
375,cornwall express,36541.0,1.6,229.0,229.0,8.0,224.0,12.0,2013,2012,1,Thursday,71,56
376,cornwall express,36541.0,1.6,229.0,229.0,8.0,224.0,12,2014,2012,2,Thursday,71,56
377,cornwall express,36541.0,,,,8.0,175.0,12.0,2015,2013,2,Thursday,71,56
378,cornwall express,36541.0,,,,8.0,175.0,12.0,2016,2014,2,Thursday,71,56
379,cornwall express,36541.0,,,,8.0,175.0,12.0,2017,2016,1,Thursday,71,56
380,cornwall express,,,,,8.0,175.0,12.0,2018,2016,2,Wednesday,72,56
381,cornwall seaway news,36541.0,1.6,229.0,229.0,8.0,224.0,12.0,2013,2012,1,Thursday,73,57
382,cornwall seaway news,,1.6,229.0,229.0,8.0,224.0,12,2014,2012,2,Thursday,73,57
383,cornwall seaway news,,,,,8.0,175.0,12.0,2015,2013,2,Thursday,73,57
384,cornwall seaway news,,,,,8.0,175.0,12.0,2016,2014,2,Thursday,73,57
385,cornwall seaway news,,,,,8.0,175.0,12.0,2017,2015,2,Thursday,73,57
386,cornwall seaway news,,,,,8.0,175.0,12.0,2018,2015,3,Wednesday,74,57
387,cornwall seaway news,,,,,8.0,175.0,12.0,2019,2015,4,Wednesday,74,57
388,creemore echo,3546.0,0.69,265.0,265.0,6.0,220.0,5.0,2013,2012,1,Friday,75,58
389,creemore echo,,0.69,265.0,265.0,6.0,220.0,5,2014,2012,2,Friday,75,58
390,creemore echo,,0.69,118.0,118.0,6.0,220.0,5.0,2015,2013,2,Friday,75,58
391,creemore echo,,0.69,,118.0,6.0,220.0,5.0,2016,2014,2,Friday,75,58
392,creemore echo,,0.69,,118.0,6.0,220.0,5.0,2017,2015,2,Friday,75,58
393,creemore echo,,0.69,,118.0,6.0,220.0,5.0,2018,2016,2,Friday,75,58
394,creemore echo,,0.69,,118.0,6.0,220.0,5.0,2019,2016,3,Friday,75,58
395,deep river north renfrew times,1963.0,0.49,310.0,310.0,9.0,196.0,3.0,2013,2012,1,Wednesday,76,59
396,deep river north renfrew times,1886.0,0.51,224.0,224.0,9.0,196.0,3,2014,2012,2,Wednesday,76,59
397,deep river north renfrew times,1809.0,0.53,224.0,224.0,9.0,196.0,3.0,2015,2014,1,Wednesday,76,59
398,deep river north renfrew times,1744.25,0.53,,224.0,9.0,196.0,3.0,2016,2014,2,Wednesday,76,59
399,deep river north renfrew times,1679.5,0.55,,224.0,9.0,196.0,3.0,2017,2015,2,Wednesday,76,59
400,deep river north renfrew times,1614.75,0.71,,282.0,9.0,196.0,3.0,2018,2016,2,Wednesday,76,59
401,deep river north renfrew times,1550.0,0.71,,282.0,9.0,196.0,3.0,2019,2018,1,Wednesday,76,59
402,delhi news record,,1.07,135.0,400.0,10.0,287.0,3.0,2015,0,2015,Thursday,77,60
403,delhi news record,,1.07,,400.0,10.0,287.0,3.0,2016,0,2016,Thursday,77,60
404,delhi news record,,1.09,,400.0,10.0,287.0,10.0,2017,0,2017,Thursday,77,60
405,delhi news record,,1.11,,400.0,10.0,287.0,10.0,2018,0,2018,Thursday,77,60
406,delhi news record,,1.11,,400.0,10.0,287.0,10.0,2019,0,2019,Thursday,77,60
407,delhi news record,542.0,1.07,135.0,400.0,9.0,160.0,3.0,2013,2012,1,Wednesday,78,60
408,delhi news record,,1.07,135.0,400.0,9.0,160.0,3,2014,2012,2,Wednesday,78,60
409,dorchester signpost,1766.0,1.06,176.0,529.0,5.0,221.0,4.0,2013,2012,1,Wednesday,79,61
410,dorchester signpost,,1.09,176.0,176.0,5.0,221.0,4,2014,2012,2,Wednesday,79,61
411,dorchester signpost,,1.09,176.0,176.0,5.0,221.0,4.0,2015,2013,2,Wednesday,79,61
412,dorchester signpost,,1.09,,176.0,5.0,221.0,4.0,2016,2013,3,Wednesday,79,61
413,dorchester signpost,,1.09,,176.0,5.0,221.0,4.0,2017,2014,3,Wednesday,79,61
414,dorchester signpost,,1.15,,188.0,5.0,221.0,4.0,2018,2015,3,Wednesday,79,61
415,dorchester signpost,,1.19,,200.0,5.0,221.0,4.0,2019,2016,3,Wednesday,79,61
416,drayton community news,5404.0,0.71,282.0,282.0,6.0,220.0,5.0,2013,2012,1,Friday,80,62
417,drayton community news,5369.0,0.71,282.0,282.0,6.0,220.0,5,2014,2013,1,Friday,80,62
418,drayton community news,5407.0,0.71,282.0,282.0,6.0,220.0,5.0,2015,2014,1,Friday,80,62
419,drayton community news,5451.0,0.71,,282.0,6.0,220.0,5.0,2016,2015,1,Friday,80,62
420,drayton community news,5157.0,0.74,,282.0,6.0,220.0,5.0,2017,2016,1,Friday,80,62
421,drayton community news,5048.0,0.74,,282.0,6.0,220.0,5.0,2018,2017,1,Friday,80,62
422,drayton community news,5051.0,0.74,,282.0,6.0,220.0,5.0,2019,2018,1,Thursday,81,62
423,dresden bothwell leader spirit,,0.61,82.0,188.0,9.0,160.0,3.0,2013,2011,2,Thursday,82,63
424,dryden observer,2885.0,0.85,126.0,315.0,6.0,301.0,2.0,2013,2012,1,Wednesday,83,64
425,dryden observer,2615.0,0.86,126.0,315.0,6.0,301.0,2,2014,2012,2,Wednesday,83,64
426,dryden observer,2345.0,0.87,126.0,315.0,6.0,301.0,2.0,2015,2014,1,Wednesday,83,64
427,dryden observer,2190.0,1.64,,315.0,6.0,160.0,5.0,2016,2015,1,Wednesday,83,64
428,dryden observer,1958.5,1.66,,315.0,6.0,160.0,5.0,2017,2015,2,Wednesday,83,64
429,dryden observer,1727.0,1.68,,315.0,6.0,160.0,5.0,2018,2017,1,Wednesday,83,64
430,dryden observer red lake northern sun news,,2.19,,315.0,6.0,160.0,5.0,2019,2017,2,Wednesday,84,65
431,dryden the rising sun,,1.89,,433.0,6.0,160.0,5.0,2017,0,2017,Friday,85,66
432,dundalk herald,1813.0,0.82,353.0,353.0,6.0,301.0,1.0,2013,2012,1,Wednesday,86,67
433,dundalk herald,1771.5,0.82,353.0,353.0,6.0,301.0,2,2014,2012,2,Wednesday,86,67
434,dundalk herald,1730.0,0.82,353.0,353.0,6.0,301.0,2.0,2015,2014,1,Wednesday,86,67
435,dundalk herald,,0.82,,353.0,6.0,301.0,2.0,2016,2014,2,Wednesday,86,67
436,dundalk herald,,0.82,,353.0,6.0,301.0,2.0,2017,2015,2,Wednesday,86,67
437,dundalk herald,,0.82,,353.0,6.0,301.0,2.0,2018,2016,2,Wednesday,86,67
438,dundalk herald,,0.82,,353.0,6.0,301.0,2.0,2019,2016,3,Wednesday,86,67
439,dundas star news,18105.0,1.7,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,87,68
440,dundas star news,16925.0,1.85,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Thursday,87,68
441,dundas star news,15745.0,1.85,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,87,68
442,dundas star news,15415.0,1.85,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,87,68
443,dundas star news,15241.0,1.85,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,87,68
444,dundas star news,15067.0,1.85,,1160.0,10.0,161.0,10.0,2018,2017,1,Thursday,87,68
445,dundas star news,14638.0,1.85,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,87,68
446,east gwillimbury express,,0.54,1160.0,1160.0,10.0,301.0,10.0,2015,0,2015,Thursday,88,69
447,east gwillimbury express,7443.0,0.54,,1160.0,10.0,301.0,10.0,2016,2015,1,Thursday,88,69
448,east gwillimbury express,7381.666666666667,0.54,,1160.0,10.0,301.0,10.0,2017,2015,2,Thursday,88,69
449,east gwillimbury express,7320.333333333333,0.54,,1160.0,10.0,161.0,10.0,2018,2015,3,Thursday,88,69
450,east gwillimbury express,7259.0,0.54,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,88,69
451,east york beach neighbourhood voice,45704.0,6.18,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,89,70
452,east york riverdale beach mirror,55569.0,5.49,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,90,71
453,east york riverdale beach mirror,56393.0,6.0,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,90,71
454,east york riverdale beach mirror,56734.0,6.0,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,90,71
455,east york riverdale beach mirror,58355.0,6.0,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,90,71
456,east york riverdale beach mirror,57549.0,6.0,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,90,71
457,east york riverdale beach mirror,,6.18,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,90,71
458,eganville leader,5466.0,0.97,176.0,412.0,8.0,294.0,7.0,2013,2012,1,Wednesday,91,72
459,eganville leader,5453.0,0.97,176.0,412.0,8.0,294.0,7,2014,2013,1,Wednesday,91,72
460,eganville leader,5831.0,0.97,176.0,412.0,8.0,294.0,7.0,2015,2014,1,Wednesday,91,72
461,eganville leader,6018.0,0.97,,412.0,8.0,294.0,7.0,2016,2015,1,Wednesday,91,72
462,eganville leader,6096.0,0.97,,412.0,8.0,294.0,7.0,2017,2016,1,Wednesday,91,72
463,eganville leader,5629.0,1.0,,412.0,8.0,294.0,7.0,2018,2017,1,Wednesday,91,72
464,eganville leader,5652.0,1.06,,412.0,8.0,294.0,7.0,2019,2018,1,Wednesday,91,72
465,elliot lake the standard,,0.87,59.0,176.0,9.0,210.0,3,2014,2012,2,Thursday,92,73
466,elliot lake the standard,3238.0,0.99,59.0,176.0,9.0,175.0,3.0,2015,2014,1,Thursday,92,73
467,elliot lake the standard,,0.99,,176.0,9.0,160.0,3.0,2016,2014,2,Thursday,92,73
468,elliot lake the standard,,0.99,,176.0,9.0,160.0,3.0,2017,2015,2,Thursday,92,73
469,elliot lake the standard,,0.99,,176.0,9.0,160.0,3.0,2018,2016,2,Thursday,92,73
470,elliot lake the standard,,0.99,,176.0,10.0,160.0,10.0,2019,2017,2,Thursday,92,73
471,elliot lake the standard,3775.0,0.85,59.0,176.0,9.0,210.0,3.0,2013,2012,1,Wednesday,93,73
472,elmira independent,10591.0,0.85,294.0,294.0,10.0,161.0,10.0,2015,2014,1,Friday,94,74
473,elmira independent,3176.0,0.95,116.0,294.0,10.0,175.0,10.0,2013,2012,1,Thursday,95,74
474,elmira independent,,1.03,294.0,294.0,10.0,161.0,10,2014,2012,2,Thursday,95,74
475,elmira woolwich observer,15107.0,1.18,147.0,441.0,6.0,196.0,5.0,2013,2012,1,Saturday,96,75
476,elmira woolwich observer,15155.5,1.18,353.0,353.0,6.0,193.0,5,2014,2012,2,Saturday,96,75
477,elmira woolwich observer,15204.0,1.18,353.0,353.0,6.0,193.0,5.0,2015,2014,1,Saturday,96,75
478,elmira woolwich observer,,1.18,,353.0,6.0,193.0,5.0,2016,2014,2,Thursday,97,75
479,elmira woolwich observer,,1.18,,353.0,6.0,193.0,5.0,2017,2015,2,Thursday,97,75
480,elmira woolwich observer,,1.24,,353.0,6.0,193.0,5.0,2018,2016,2,Thursday,97,75
481,elmira woolwich observer,,1.27,,353.0,6.0,193.0,5.0,2019,2016,3,Thursday,97,75
482,elmvale springwater news,15194.0,0.71,294.0,294.0,9.0,224.0,3.0,2013,2012,1,Thursday,98,76
483,elmvale springwater news,,0.82,294.0,294.0,9.0,224.0,3,2014,2012,2,Thursday,98,76
484,elmvale springwater news,,0.82,294.0,294.0,9.0,224.0,3.0,2015,2013,2,Thursday,98,76
485,elmvale springwater news,,0.82,,294.0,9.0,224.0,3.0,2016,2013,3,Thursday,98,76
486,elmvale springwater news,,0.82,,294.0,9.0,224.0,3.0,2017,2013,4,Thursday,98,76
487,elmvale springwater news,,0.82,,294.0,9.0,224.0,3.0,2018,2013,5,Thursday,98,76
488,elmvale springwater news,,0.82,,294.0,9.0,224.0,3.0,2019,2013,6,Thursday,98,76
489,erin advocate,,2.01,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,99,77
490,erin advocate,,2.01,,1160.0,10.0,161.0,10.0,2019,2016,3,Thursday,99,77
491,erin advocate,1698.0,1.84,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,100,77
492,erin advocate,1541.0,2.01,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Wednesday,100,77
493,erin advocate,1384.0,2.01,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Wednesday,100,77
494,erin advocate,,2.01,,1160.0,10.0,161.0,10.0,2016,2014,2,Wednesday,100,77
495,erin advocate,,2.01,,1160.0,10.0,161.0,10.0,2017,2015,2,Wednesday,100,77
496,espanola mid north monitor,1233.0,0.71,59.0,176.0,9.0,210.0,3,2014,2013,1,Thursday,101,78
497,espanola mid north monitor,949.0,0.81,59.0,176.0,9.0,175.0,3.0,2015,2014,1,Thursday,101,78
498,espanola mid north monitor,820.0,0.81,,176.0,9.0,160.0,3.0,2016,2015,1,Thursday,101,78
499,espanola mid north monitor,,0.81,,176.0,9.0,160.0,3.0,2017,2015,2,Thursday,101,78
500,espanola mid north monitor,,0.81,,176.0,9.0,160.0,3.0,2018,2015,3,Thursday,101,78
501,espanola mid north monitor,,0.81,,176.0,10.0,160.0,10.0,2019,2015,4,Thursday,101,78
502,espanola mid north monitor,1630.0,0.68,59.0,176.0,9.0,210.0,3.0,2013,2012,1,Wednesday,102,78
503,essex free press,10483.0,0.81,235.0,235.0,6.0,220.0,5.0,2013,2012,1,Thursday,103,79
504,essex free press,10142.0,0.81,118.0,118.0,6.0,203.0,5,2014,2013,1,Thursday,103,79
505,essex free press,10016.0,0.81,118.0,118.0,6.0,203.0,5.0,2015,2014,1,Thursday,103,79
506,essex free press,9917.0,0.84,,118.0,6.0,203.0,5.0,2016,2015,1,Thursday,103,79
507,essex free press,9975.0,0.84,,118.0,6.0,203.0,5.0,2017,2016,1,Thursday,103,79
508,essex free press,9900.0,0.84,,118.0,6.0,203.0,5.0,2018,2017,1,Thursday,103,79
509,essex free press,9950.0,0.89,,118.0,6.0,203.0,5.0,2019,2018,1,Thursday,103,79
510,etobicoke guardian,69131.0,6.08,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,104,80
511,etobicoke guardian,69433.0,6.08,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,105,80
512,etobicoke guardian,69333.0,6.64,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,105,80
