,AdvNewspaper,Issued,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year
1857,toronto sunday times,Thursday,30500,1.18,,471.0,8.0,294.0,5.0,2019
1858,toronto thangatheepam,Thursday,5930,0.99,118.0,118.0,4.0,224.0,8,2014
1859,toronto thangatheepam,Thursday,5920,0.99,118.0,118.0,4.0,224.0,8.0,2015
1860,toronto thoi bao,Thursday,12644,0.8,118.0,1200.0,5.0,220.0,4.0,2013
1861,toronto thoi bao,Thursday,13190,0.8,118.0,1200.0,5.0,170.0,4,2014
1862,toronto thoi bao,Thursday,13029,0.8,118.0,1200.0,4.0,170.0,,2015
1863,toronto thoi bao,Thursday,12089,0.8,,1200.0,4.0,170.0,,2016
1864,toronto thoi bao,Thursday,10872,0.8,,1200.0,4.0,170.0,,2017
1865,toronto thoi bao,Thursday,9740,0.8,,1200.0,4.0,186.0,,2018
1866,toronto thoi bao,Thursday,9886,0.8,,1200.0,4.0,186.0,,2019
1867,toronto today,Monthly,54700,5.88,,,6.0,154.0,11.0,2013
1868,toronto urdu khabarnama,Thursday,4960,0.94,220.0,660.0,8.0,294.0,7,2014
1869,toronto urdu khabarnama,Thursday,6507,0.94,220.0,660.0,8.0,294.0,7.0,2015
1870,toronto urdu khabarnama,Thursday,6507,0.94,,660.0,8.0,294.0,7.0,2016
1871,toronto weekly punjabi awaaz,Wednesday,9698,2.24,489.0,489.0,5.0,292.0,4,2014
1872,toronto weekly punjabi awaaz,Friday,9721,2.24,489.0,489.0,5.0,292.0,4.0,2015
1873,toronto weekly punjabi awaaz,Friday,9698,2.24,,489.0,5.0,292.0,,2016
1874,toronto weekly punjabi awaaz,Friday,9675,2.24,,489.0,5.0,292.0,,2017
1875,toronto weekly punjabi awaaz,Friday,9900,2.46,,489.0,5.0,292.0,,2018
1876,toronto weekly punjabi awaaz,Friday,9900,2.95,,587.0,5.0,292.0,,2019
1877,toronto weekly voice,Friday,29985,2.65,,489.0,5.0,292.0,,2016
1878,toronto weekly voice,Friday,29997,2.65,,489.0,5.0,292.0,,2017
1879,toronto weekly voice,Friday,29300,2.92,,489.0,5.0,292.0,,2018
1880,toronto weekly voice,Friday,29300,3.51,,587.0,5.0,292.0,,2019
1881,toronto zwiazkowiec,Thursday,1449,1.21,188.0,188.0,4.0,155.0,-,2014
1882,toronto zwiazkowiec,Tuesday,1257,1.21,188.0,188.0,4.0,155.0,,2015
1883,toronto zwiazkowiec,Tuesday,1360,1.21,,188.0,4.0,155.0,,2016
1884,toronto zwiazkowiec,Tuesday,1346,1.21,,188.0,4.0,155.0,,2017
1885,toronto zwiazkowiec,Tuesday,1346,1.21,,188.0,4.0,155.0,,2018
1886,toronto zwiazkowiec,Tuesday,1346,1.21,,188.0,4.0,155.0,,2019
1887,trenton trentonian,Thursday,13399,0.85,118.0,294.0,9.0,160.0,3.0,2013
1888,trenton trentonian,Thursday,13368,0.58,176.0,176.0,9.0,160.0,3,2014
1889,trenton trentonian,Thursday,14119,0.58,176.0,176.0,9.0,160.0,3.0,2015
1890,trenton trentonian,Thursday,14638,0.58,,176.0,9.0,160.0,3.0,2016
1891,trenton trentonian,Thursday,14992,0.58,,176.0,9.0,160.0,3.0,2017
1892,trenton trentonian,Thursday,15160,0.58,,176.0,10.0,160.0,10.0,2018
1893,trenton trentonian,Thursday,15160,0.58,,176.0,10.0,160.0,10.0,2019
1894,tweed news,Wednesday,957,1.01,153.0,588.0,6.0,294.0,1.0,2013
1895,tweed news,Wednesday,913,1.04,153.0,588.0,6.0,294.0,1,2014
1896,tweed news,Wednesday,882,1.04,153.0,588.0,6.0,294.0,2.0,2015
1897,tweed news,Wednesday,838,1.05,,588.0,6.0,294.0,2.0,2016
1898,tweed news,Wednesday,838,1.06,,588.0,6.0,294.0,2.0,2017
1899,tweed news,Wednesday,821,1.06,,588.0,6.0,294.0,2.0,2018
1900,tweed news,Wednesday,801,1.06,,588.0,6.0,294.0,2.0,2019
1901,uxbridge cosmos,Thursday,9200,0.94,176.0,176.0,5.0,189.0,4,2014
1902,uxbridge cosmos,Thursday,8850,0.94,176.0,176.0,5.0,189.0,4.0,2015
1903,uxbridge cosmos,Thursday,8850,0.94,,176.0,5.0,189.0,4.0,2016
1904,uxbridge cosmos,Thursday,8850,0.94,,176.0,5.0,189.0,4.0,2017
1905,uxbridge cosmos,Thursday,8850,0.94,,176.0,5.0,189.0,4.0,2018
1906,uxbridge cosmos,Thursday,8850,0.94,,176.0,5.0,189.0,4.0,2019
1907,uxbridge times journal,Thursday,10086,1.56,335.0,1160.0,10.0,175.0,10.0,2013
1908,uxbridge times journal,Thursday,9027,1.7,1160.0,1160.0,10.0,161.0,10,2014
1909,uxbridge times journal,Thursday,9024,1.7,1160.0,1160.0,10.0,161.0,10.0,2015
1910,uxbridge times journal,Thursday,8999,1.7,,1160.0,10.0,161.0,10.0,2016
1911,uxbridge times journal,Thursday,8958,1.7,,1160.0,10.0,161.0,10.0,2017
1912,uxbridge times journal,Thursday,8855,1.7,,1160.0,10.0,161.0,10.0,2018
1913,uxbridge times journal,Thursday,8745,1.7,,1160.0,10.0,161.0,10.0,2019
1914,vankleek hill review,Wednesday,3522,0.87,227.0,552.0,8.0,300.0,11.0,2013
1915,vankleek hill review,Wednesday,3558,0.89,234.0,568.0,8.0,300.0,11,2014
1916,vankleek hill review,Wednesday,4620,0.89,234.0,568.0,8.0,300.0,11.0,2015
1917,vankleek hill review,Wednesday,3588,0.91,,580.0,8.0,300.0,11.0,2016
1918,vankleek hill review,Wednesday,3399,0.91,,580.0,8.0,300.0,11.0,2017
1919,vankleek hill review,Wednesday,3356,0.91,,580.0,8.0,300.0,11.0,2018
1920,vankleek hill review,Wednesday,3050,0.91,,580.0,8.0,300.0,11.0,2019
1921,vaughan citizen,Thursday,50813,3.13,335.0,1160.0,10.0,175.0,10.0,2013
1922,vaughan citizen,Wednesday,49642,3.13,335.0,1160.0,10.0,175.0,10.0,2013
1923,vaughan citizen,Thursday,51864,3.41,1160.0,1160.0,10.0,161.0,10,2014
1924,vaughan citizen,Thursday,56533,3.41,1160.0,1160.0,10.0,161.0,10.0,2015
1925,vaughan citizen,Thursday,56971,3.41,,1160.0,10.0,161.0,10.0,2016
1926,vaughan citizen,Thursday,57814,3.41,,1160.0,10.0,161.0,10.0,2017
1927,vaughan citizen,Thursday,57814,3.41,,1160.0,10.0,161.0,10.0,2018
1928,vaughan citizen,Thursday,58413,3.41,,1160.0,10.0,161.0,10.0,2019
1929,vaughan today,Monthly,30000,3.53,,,6.0,154.0,11.0,2013
1930,vaughan weekly,Wednesday,12450,1.04,88.0,176.0,6.0,210.0,5,2014
1931,walkerton herald times,Wednesday,1795,0.86,335.0,1160.0,10.0,175.0,10.0,2013
1932,walkerton herald times,Thursday,1685,0.93,1160.0,1160.0,10.0,161.0,10,2014
1933,walkerton herald times,Thursday,1542,0.93,1160.0,1160.0,10.0,161.0,10.0,2015
1934,walkerton herald times,Thursday,1417,0.93,,1160.0,10.0,161.0,10.0,2016
1935,walkerton herald times,Thursday,1417,0.93,,1160.0,10.0,161.0,10.0,2017
1936,walkerton herald times,Thursday,1215,0.93,,1160.0,10.0,161.0,10.0,2018
1937,walkerton herald times,Thursday,1081,0.93,,1160.0,10.0,161.0,10.0,2019
1938,wallaceburg courier press,Thursday,8942,0.84,94.0,282.0,9.0,160.0,3.0,2013
1939,wallaceburg courier press,Thursday,8939,0.84,94.0,282.0,9.0,160.0,3,2014
1940,wallaceburg courier press,Thursday,8940,0.84,94.0,282.0,9.0,160.0,3.0,2015
1941,wallaceburg courier press,Thursday,8871,0.84,,282.0,9.0,160.0,3.0,2016
1942,wallaceburg courier press,Thursday,8914,0.84,,282.0,9.0,160.0,3.0,2017
1943,wallaceburg courier press,Thursday,8914,0.84,,118.0,9.0,160.0,3.0,2018
1944,wallaceburg courier press,Thursday,8914,0.75,,118.0,10.0,160.0,10.0,2019
1945,wasaga stayner sun,Wednesday,9085,2.16,335.0,1160.0,10.0,175.0,10.0,2013
1946,wasaga stayner sun,Thursday,12345,2.35,1160.0,1160.0,10.0,161.0,10,2014
1947,wasaga stayner sun,Thursday,12256,2.35,1160.0,1160.0,10.0,161.0,10.0,2015
1948,wasaga stayner sun,Thursday,12507,2.35,,1160.0,10.0,161.0,10.0,2016
1949,wasaga stayner sun,Thursday,12507,2.35,,1160.0,10.0,161.0,10.0,2017
1950,wasaga stayner sun,Thursday,13051,2.35,,1160.0,10.0,161.0,10.0,2018
1951,wasaga stayner sun,Thursday,13239,2.35,,1160.0,10.0,161.0,10.0,2019
1952,waterdown flamborough review,Thursday,13757,1.22,335.0,1160.0,10.0,175.0,10.0,2013
1953,waterdown flamborough review,Thursday,13769,1.33,1160.0,1160.0,10.0,161.0,10,2014
1954,waterdown flamborough review,Thursday,13856,1.33,1160.0,1160.0,10.0,161.0,10.0,2015
1955,waterdown flamborough review,Thursday,13819,1.33,,1160.0,10.0,161.0,10.0,2016
1956,waterdown flamborough review,Thursday,13791,1.33,,1160.0,10.0,161.0,10.0,2017
1957,waterdown flamborough review,Thursday,14213,1.33,,1160.0,10.0,161.0,10.0,2018
1958,waterdown flamborough review,Thursday,14187,1.33,,1160.0,10.0,161.0,10.0,2019
1959,waterloo chronicle,Wednesday,30544,1.53,335.0,1160.0,10.0,175.0,10.0,2013
1960,waterloo chronicle,Wednesday,30565,1.66,1160.0,1160.0,10.0,161.0,10,2014
1961,waterloo chronicle,Wednesday,30819,1.67,1160.0,1160.0,10.0,161.0,10.0,2015
1962,waterloo chronicle,Thursday,30278,1.67,,1160.0,10.0,161.0,10.0,2016
1963,waterloo chronicle,Thursday,29538,1.67,,1160.0,10.0,161.0,10.0,2017
1964,waterloo chronicle,Thursday,30611,1.67,,1160.0,10.0,161.0,10.0,2018
1965,waterloo chronicle,Thursday,30611,1.67,,1160.0,10.0,161.0,10.0,2019
1966,watford guide advocate,Thursday,893,0.89,76.0,271.0,6.0,210.0,5.0,2013
1967,watford guide advocate,Thursday,938,0.89,76.0,271.0,6.0,210.0,5,2014
1968,watford guide advocate,Thursday,892,0.91,100.0,271.0,6.0,210.0,5.0,2015
1969,wawa algoma news review,Wednesday,889,0.6,224.0,671.0,5.0,207.0,4.0,2013
1970,wawa algoma news review,Wednesday,824,0.6,224.0,671.0,5.0,207.0,4,2014
1971,wawa algoma news review,Wednesday,647,0.6,224.0,671.0,5.0,227.0,4.0,2015
1972,wawa algoma news review,Wednesday,805,0.6,,671.0,5.0,227.0,4.0,2016
1973,wawa algoma news review,Wednesday,804,0.6,,671.0,5.0,227.0,4.0,2017
1974,wawa algoma news review,Wednesday,532,0.6,,671.0,5.0,227.0,4.0,2018
1975,wawa algoma news review,Wednesday,532,0.6,,671.0,5.0,227.0,4.0,2019
1976,wellington times,Wednesday,5000,0.48,,112.0,6.0,176.0,5.0,2017
1977,west carleton review,Thursday,6736,0.91,335.0,1160.0,6.0,218.0,5.0,2013
1978,west carleton review,Thursday,6916,0.64,1160.0,1160.0,10.0,189.0,10,2014
1979,west carleton review,Thursday,7099,0.75,1160.0,1160.0,10.0,161.0,10.0,2015
1980,west carleton review,Thursday,7000,0.75,,1160.0,10.0,161.0,10.0,2016
1981,west carleton review,Thursday,6956,0.75,,1160.0,10.0,161.0,10.0,2017
1982,west lorne west elgin chronicle,Thursday,5782,0.98,147.0,471.0,9.0,160.0,3.0,2013
1983,west lorne west elgin chronicle,Thursday,5695,0.98,147.0,471.0,9.0,160.0,3,2014
1984,west lorne west elgin chronicle,Thursday,5563,0.91,147.0,471.0,9.0,160.0,3.0,2015
1985,west lorne west elgin chronicle,Thursday,5647,0.91,,352.0,9.0,160.0,3.0,2016
1986,west lorne west elgin chronicle,Thursday,5647,0.91,,352.0,9.0,160.0,3.0,2017
1987,west lorne west elgin chronicle,Thursday,5647,0.91,,352.0,10.0,160.0,10.0,2018
1988,west lorne west elgin chronicle,Thursday,5647,0.91,,352.0,10.0,160.0,10.0,2019
1989,westport review mirror,Thursday,1724,0.74,176.0,324.0,6.0,210.0,5.0,2013
1990,westport review mirror,Thursday,1719,0.77,118.0,176.0,6.0,210.0,5,2014
1991,westport review mirror,Thursday,1708,0.77,118.0,176.0,6.0,210.0,5.0,2015
1992,westport review mirror,Thursday,1751,0.8,,176.0,6.0,210.0,5.0,2016
1993,westport review mirror,Thursday,1701,0.8,,176.0,6.0,210.0,5.0,2017
1994,westport review mirror,Thursday,1710,0.8,,176.0,6.0,210.0,5.0,2018
1995,westport review mirror,Thursday,1611,0.8,,176.0,6.0,210.0,5.0,2019
1996,wheatley journal,Wednesday,774,0.59,147.0,441.0,6.0,204.0,5.0,2013
1997,wheatley journal,Wednesday,727,0.59,147.0,441.0,6.0,204.0,5,2014
1998,wheatley journal,Wednesday,696,0.59,147.0,441.0,6.0,204.0,5.0,2015
1999,wheatley journal,Wednesday,645,0.59,,441.0,6.0,204.0,5.0,2016
2000,wheatley journal,Wednesday,632,0.59,,441.0,6.0,204.0,5.0,2017
2001,wheatley journal,Wednesday,597,0.59,,441.0,6.0,204.0,5.0,2018
2002,wiarton echo,Tuesday,1895,0.66,116.0,514.0,9.0,160.0,3.0,2013
2003,wiarton echo,Tuesday,1776,0.66,116.0,514.0,9.0,160.0,3,2014
2004,wiarton echo,Tuesday,1801,0.68,121.0,539.0,9.0,160.0,3.0,2015
2005,wiarton echo,Tuesday,1754,0.68,,539.0,9.0,160.0,3.0,2016
2006,wiarton echo,Tuesday,1538,0.86,,59.0,9.0,160.0,3.0,2017
2007,wiarton echo,Tuesday,1356,0.86,,59.0,9.0,160.0,3.0,2018
2008,wiarton echo,Tuesday,1143,0.78,,59.0,10.0,160.0,10.0,2019
2009,winchester press,Wednesday,3376,0.97,206.0,412.0,6.0,220.0,5.0,2013
2010,winchester press,Wednesday,3370,0.99,206.0,412.0,6.0,220.0,5,2014
2011,winchester press,Wednesday,3164,0.99,206.0,412.0,6.0,220.0,5.0,2015
2012,winchester press,Wednesday,3116,1.01,,412.0,6.0,220.0,5.0,2016
2013,winchester press,Wednesday,3116,1.01,,412.0,6.0,220.0,5.0,2017
2014,winchester press,Wednesday,2813,1.01,,412.0,6.0,220.0,5.0,2018
2015,winchester press,Wednesday,2727,1.01,,412.0,6.0,220.0,5.0,2019
2016,wingham advance times,Wednesday,1451,0.86,335.0,1160.0,10.0,175.0,10.0,2013
2017,wingham advance times,Wednesday,1320,0.93,1160.0,1160.0,10.0,161.0,10,2014
2018,wingham advance times,Wednesday,1254,0.93,1160.0,1160.0,10.0,161.0,10.0,2015
2019,wingham advance times,Wednesday,1072,0.93,,1160.0,10.0,161.0,10.0,2016
2020,wingham advance times,Wednesday,1072,0.93,,1160.0,10.0,161.0,10.0,2017
2021,wingham advance times,Wednesday,735,0.93,,1160.0,10.0,161.0,10.0,2018
2022,wingham advance times,Wednesday,735,0.93,,1160.0,10.0,161.0,10.0,2019
2023,york guardian,Thursday,27720,2.13,335.0,1160.0,10.0,175.0,10.0,2013
2024,york guardian,Thursday,28588,2.32,1160.0,1160.0,10.0,161.0,10,2014
2025,york guardian,Thursday,28709,2.32,1160.0,1160.0,10.0,161.0,10.0,2015
2026,york guardian,Thursday,29585,2.32,,1160.0,10.0,161.0,10.0,2016
2027,york guardian,Thursday,29078,2.32,,1160.0,10.0,161.0,10.0,2017
2028,york guardian,Thursday,26666,2.39,,1160.0,10.0,161.0,10.0,2018
