index,ID,Year,FreeCirculation,TotalCirculation,PaidCirculation,Swap2017Affected,Owner,AdvCirc,NatlLineRate,SpotColour,ProcessColour,MarketAndNewspaper,AdvNewspaper,Newspaper,CSDs,Year_only
449,256.0,2019,167083.0,167083.0,0.0,0.0,metroland media group ltd.,167250.0,9.64,1160.0,1160.0,mississauga news,mississauga news,mississauga news,['Mississauga'],2019
450,261.0,2013,50300.0,50300.0,0.0,0.0,metroland media group ltd.,50291.0,2.8,335.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,['Hamilton'],2013
451,261.0,2014,50556.0,50556.0,0.0,0.0,metroland media group ltd.,50300.0,3.06,1160.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,['Hamilton'],2014
452,261.0,2015,50017.0,50017.0,0.0,0.0,metroland media group ltd.,50557.0,3.06,1160.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,['Hamilton'],2015
453,261.0,2016,50062.0,50062.0,0.0,0.0,metroland media group ltd.,50057.0,3.06,1160.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,['Hamilton'],2016
454,261.0,2017,49983.0,49983.0,0.0,0.0,metroland media group ltd.,50062.0,3.06,1160.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,['Hamilton'],2017
455,261.0,2018,49988.0,49988.0,0.0,0.0,metroland media group ltd.,49984.0,3.06,1160.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,['Hamilton'],2018
456,261.0,2019,48752.0,48752.0,0.0,0.0,metroland media group ltd.,49497.0,3.06,1160.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,['Hamilton'],2019
457,265.0,2015,25850.0,25850.0,0.0,0.0,metroland media group ltd.,27187.0,2.97,1160.0,1160.0,muskoka muskokaregion.com,muskoka muskokaregion.com,muskokaregion.com,['Bracebridge'],2015
458,265.0,2016,26108.0,26108.0,0.0,0.0,metroland media group ltd.,25850.0,2.97,1160.0,1160.0,muskoka muskokaregion.com,muskoka muskokaregion.com,muskokaregion.com,['Bracebridge'],2016
459,265.0,2017,25991.0,25991.0,0.0,0.0,metroland media group ltd.,25850.0,2.97,1160.0,1160.0,muskoka muskokaregion.com,muskoka muskokaregion.com,muskokaregion.com,['Bracebridge'],2017
460,265.0,2018,25398.0,25398.0,0.0,0.0,metroland media group ltd.,25991.0,2.97,1160.0,1160.0,muskoka muskokaregion.com,muskoka muskokaregion.com,muskokaregion.com,['Bracebridge'],2018
461,265.0,2019,25494.0,25494.0,0.0,0.0,metroland media group ltd.,25494.0,2.97,1160.0,1160.0,muskoka muskokaregion.com,muskoka muskokaregion.com,muskokaregion.com,['Bracebridge'],2019
462,266.0,2013,15531.0,15531.0,0.0,0.0,napanee beaver ltd.,15503.0,0.8,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,['Greater Napanee'],2013
463,266.0,2014,15785.0,15785.0,0.0,0.0,napanee beaver ltd.,15531.0,0.8,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,['Greater Napanee'],2014
464,266.0,2015,15752.0,15752.0,0.0,0.0,napanee beaver ltd.,15785.0,0.8,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,['Greater Napanee'],2015
465,266.0,2016,15749.0,15749.0,0.0,0.0,napanee beaver ltd.,15752.0,0.91,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,['Greater Napanee'],2016
466,266.0,2017,15746.0,15746.0,0.0,0.0,napanee beaver ltd.,15752.0,0.91,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,['Greater Napanee'],2017
467,266.0,2018,15786.0,15786.0,0.0,0.0,napanee beaver ltd.,15746.0,0.91,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,['Greater Napanee'],2018
468,266.0,2019,15914.0,15914.0,0.0,0.0,napanee beaver ltd.,15786.0,0.91,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,['Greater Napanee'],2019
469,267.0,2013,14980.0,14980.0,0.0,0.0,sun media corporation,14965.0,0.77,194.0,429.0,napanee guide,napanee guide,napanee guide,"['Brudenell', 'Lyndoch and Raglan', 'Stone Mills', 'Greater Napanee']",2013
470,267.0,2014,14948.0,14948.0,0.0,0.0,sun media corporation,14980.0,0.78,194.0,429.0,napanee guide,napanee guide,napanee guide,"['Brudenell', 'Lyndoch and Raglan', 'Stone Mills', 'Greater Napanee']",2014
471,267.0,2015,14833.0,14833.0,0.0,0.0,sun media corporation,14948.0,0.78,194.0,429.0,napanee guide,napanee guide,napanee guide,"['Brudenell', 'Lyndoch and Raglan', 'Stone Mills', 'Greater Napanee']",2015
472,267.0,2016,14939.0,14939.0,0.0,0.0,sun media corporation,14833.0,0.78,194.0,429.0,napanee guide,napanee guide,napanee guide,"['Brudenell', 'Lyndoch and Raglan', 'Stone Mills', 'Greater Napanee']",2016
473,267.0,2017,15022.0,15022.0,0.0,0.0,postmedia network inc.,14939.0,0.78,194.0,429.0,napanee guide,napanee guide,napanee guide,"['Brudenell', 'Lyndoch and Raglan', 'Stone Mills', 'Greater Napanee']",2017
474,267.0,2018,14992.0,14992.0,0.0,0.0,postmedia network inc.,15022.0,0.78,194.0,429.0,napanee guide,napanee guide,napanee guide,['Greater Napanee'],2018
475,267.0,2019,14992.0,14992.0,0.0,0.0,postmedia network inc.,15022.0,0.78,194.0,429.0,napanee guide,napanee guide,napanee guide,['Greater Napanee'],2019
487,287.0,2013,53802.0,53802.0,0.0,0.0,metroland media group ltd.,52714.0,4.52,335.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2013
488,287.0,2014,54382.0,54382.0,0.0,0.0,metroland media group ltd.,53596.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2014
489,287.0,2015,53818.0,53818.0,0.0,0.0,metroland media group ltd.,53619.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2015
490,287.0,2016,52833.0,52833.0,0.0,0.0,metroland media group ltd.,53950.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2016
491,287.0,2017,52863.666666666664,52863.666666666664,0.0,0.0,metroland media group ltd.,52833.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2017
492,287.0,2018,52894.333333333336,52894.333333333336,0.0,0.0,metroland media group ltd.,52624.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2018
493,287.0,2019,52925.0,52925.0,0.0,0.0,metroland media group ltd.,53176.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2019
494,288.0,2013,53802.0,53802.0,0.0,0.0,metroland media group ltd.,52732.0,4.52,335.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2013
495,288.0,2014,54394.0,54394.0,0.0,0.0,metroland media group ltd.,53584.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2014
496,288.0,2015,53813.0,53813.0,0.0,0.0,metroland media group ltd.,53619.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2015
497,288.0,2016,52855.0,52855.0,0.0,0.0,metroland media group ltd.,53965.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2016
498,288.0,2017,52609.333333333336,52609.333333333336,0.0,0.0,metroland media group ltd.,52855.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2017
499,288.0,2018,52363.666666666664,52363.666666666664,0.0,0.0,metroland media group ltd.,52574.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2018
500,288.0,2019,52118.0,52118.0,0.0,0.0,metroland media group ltd.,53217.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,"['Pickering', 'Ajax']",2019
515,295.0,2013,179700.0,179700.0,0.0,1.0,metroland media group ltd.,167300.0,3.79,335.0,1160.0,niagara this week,niagara this week,niagara this week,['Pelham'],2013
516,295.0,2014,151925.0,151925.0,0.0,1.0,metroland media group ltd.,180050.0,3.86,1160.0,1160.0,niagara this week,niagara this week,niagara this week,['Pelham'],2014
517,295.0,2015,159755.0,159755.0,0.0,1.0,metroland media group ltd.,151925.0,3.86,1160.0,1160.0,niagara this week,niagara this week,niagara this week,['Pelham'],2015
518,295.0,2016,155941.0,155941.0,0.0,1.0,metroland media group ltd.,159597.0,3.86,1160.0,1160.0,niagara this week,niagara this week,niagara this week,['Pelham'],2016
519,295.0,2017,156663.5,156663.5,0.0,1.0,metroland media group ltd.,159597.0,3.86,1160.0,1160.0,niagara this week,niagara this week,niagara this week,['Pelham'],2017
520,295.0,2018,157386.0,157386.0,0.0,1.0,metroland media group ltd.,157002.0,3.86,1160.0,1160.0,niagara this week,niagara this week,niagara this week,['Pelham'],2018
521,295.0,2019,156690.0,156690.0,0.0,1.0,metroland media group ltd.,156928.0,3.86,1160.0,1160.0,niagara this week,niagara this week,niagara this week,['Pelham'],2019
543,310.0,2013,94807.0,94807.0,0.0,0.0,metroland media group ltd.,94915.0,7.73,335.0,1160.0,north york mirror,north york mirror,north york mirror,['Toronto'],2013
544,310.0,2014,95006.0,95006.0,0.0,0.0,metroland media group ltd.,94743.0,8.44,1160.0,1160.0,north york mirror,north york mirror,north york mirror,['Toronto'],2014
545,310.0,2015,100647.0,100647.0,0.0,0.0,metroland media group ltd.,97046.0,8.44,1160.0,1160.0,north york mirror,north york mirror,north york mirror,['Toronto'],2015
546,310.0,2016,96965.0,96965.0,0.0,0.0,metroland media group ltd.,98013.0,8.44,1160.0,1160.0,north york mirror,north york mirror,north york mirror,['Toronto'],2016
547,310.0,2017,94928.66666666667,94928.66666666667,0.0,0.0,metroland media group ltd.,96965.0,8.44,1160.0,1160.0,north york mirror,north york mirror,north york mirror,['Toronto'],2017
548,310.0,2018,92892.33333333333,92892.33333333333,0.0,0.0,metroland media group ltd.,93964.0,8.69,1160.0,1160.0,north york mirror,north york mirror,north york mirror,['Toronto'],2018
549,310.0,2019,90856.0,90856.0,0.0,0.0,metroland media group ltd.,90896.0,8.69,1160.0,1160.0,north york mirror,north york mirror,north york mirror,['Toronto'],2019
558,322.0,2015,22717.0,22717.0,0.0,1.0,metroland media group ltd.,22731.0,2.75,1160.0,1160.0,cobourg port hope colborne northumberland news,northumberland news,northumberland news,"['Cramahe', 'Port Hope', 'Cobourg']",2015
559,322.0,2016,22631.0,22631.0,0.0,1.0,metroland media group ltd.,22722.0,2.75,1160.0,1160.0,cobourg port hope colborne northumberland news,northumberland news,northumberland news,"['Cramahe', 'Port Hope', 'Cobourg']",2016
560,322.0,2017,22546.666666666668,22546.666666666668,0.0,1.0,metroland media group ltd.,22631.0,2.75,1160.0,1160.0,cobourg port hope colborne northumberland news,northumberland news,northumberland news,"['Cramahe', 'Port Hope', 'Cobourg']",2017
561,322.0,2018,22462.333333333332,22462.333333333332,0.0,1.0,metroland media group ltd.,22460.0,2.75,1160.0,1160.0,cobourg port hope colborne northumberland news,northumberland news,northumberland news,"['Cramahe', 'Port Hope', 'Cobourg']",2018
562,322.0,2019,22378.0,22378.0,0.0,1.0,metroland media group ltd.,22338.0,2.75,1160.0,1160.0,cobourg port hope colborne northumberland news,northumberland news,northumberland news,"['Cramahe', 'Port Hope', 'Cobourg']",2019
580,351.0,2013,11930.0,11930.0,0.0,0.0,metroland media group ltd.,11763.0,0.69,335.0,1160.0,perth courier,perth courier,perth courier,['Perth East'],2013
581,351.0,2014,12232.0,12232.0,0.0,0.0,metroland media group ltd.,11930.0,0.48,1160.0,1160.0,perth courier,perth courier,perth courier,['Perth East'],2014
582,351.0,2015,12467.0,12467.0,0.0,0.0,metroland media group ltd.,12345.0,0.57,1160.0,1160.0,perth courier,perth courier,perth courier,['Perth East'],2015
583,351.0,2016,11722.0,11722.0,0.0,0.0,metroland media group ltd.,12467.0,0.57,1160.0,1160.0,perth courier,perth courier,perth courier,['Perth East'],2016
584,351.0,2017,11765.0,11765.0,0.0,0.0,metroland media group ltd.,11722.0,0.57,1160.0,1160.0,perth courier,perth courier,perth courier,['Perth East'],2017
585,351.0,2018,11702.0,11702.0,0.0,0.0,metroland media group ltd.,11765.0,0.57,1160.0,1160.0,perth courier,perth courier,perth courier,['Perth East'],2018
586,351.0,2019,11686.0,11686.0,0.0,0.0,metroland media group ltd.,11828.0,0.57,1160.0,1160.0,perth courier,perth courier,perth courier,['Perth East'],2019
587,352.0,2013,45490.0,45490.0,0.0,1.0,metroland media group ltd.,45647.0,3.91,335.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2013
588,352.0,2014,45095.0,45095.0,0.0,1.0,metroland media group ltd.,45313.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2014
589,352.0,2015,44314.0,44314.0,0.0,1.0,metroland media group ltd.,44719.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2015
590,352.0,2016,43968.0,43968.0,0.0,1.0,metroland media group ltd.,44465.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2016
591,352.0,2017,43360.333333333336,43360.333333333336,0.0,1.0,metroland media group ltd.,43968.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2017
592,352.0,2018,42752.666666666664,42752.666666666664,0.0,1.0,metroland media group ltd.,43195.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2018
593,352.0,2019,42145.0,42145.0,0.0,1.0,metroland media group ltd.,41715.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2019
594,353.0,2013,46050.0,46050.0,0.0,1.0,metroland media group ltd.,45970.0,3.91,335.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2013
595,353.0,2014,45686.0,45686.0,0.0,1.0,metroland media group ltd.,45794.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2014
596,353.0,2015,44901.0,44901.0,0.0,1.0,metroland media group ltd.,45276.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2015
597,353.0,2016,44528.0,44528.0,0.0,1.0,metroland media group ltd.,45043.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2016
598,353.0,2017,43740.333333333336,43740.333333333336,0.0,1.0,metroland media group ltd.,44528.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2017
599,353.0,2018,42952.666666666664,42952.666666666664,0.0,1.0,metroland media group ltd.,43797.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2018
600,353.0,2019,42165.0,42165.0,0.0,1.0,metroland media group ltd.,42182.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,['Peterborough'],2019
601,356.0,2013,11931.0,11931.0,0.0,0.0,napanee beaver ltd.,11955.0,0.79,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,['Prince Edward County'],2013
602,356.0,2014,12102.0,12102.0,0.0,0.0,napanee beaver ltd.,11931.0,0.79,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,['Prince Edward County'],2014
603,356.0,2015,11548.0,11548.0,0.0,0.0,napanee beaver ltd.,11955.0,0.79,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,['Prince Edward County'],2015
604,356.0,2016,11426.0,11426.0,0.0,0.0,napanee beaver ltd.,11548.0,0.89,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,['Prince Edward County'],2016
605,356.0,2017,11450.0,11450.0,0.0,0.0,napanee beaver ltd.,11426.0,0.89,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,['Prince Edward County'],2017
606,356.0,2018,11377.0,11377.0,0.0,0.0,napanee beaver ltd.,11450.0,0.91,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,['Prince Edward County'],2018
607,356.0,2019,11778.0,11778.0,0.0,0.0,napanee beaver ltd.,11377.0,0.91,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,['Prince Edward County'],2019
622,368.0,2013,15290.0,15290.0,0.0,0.0,metroland media group ltd.,15286.0,1.15,335.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,['Laurentian Valley'],2013
623,368.0,2014,15587.0,15587.0,0.0,0.0,metroland media group ltd.,15290.0,0.8,1160.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,['Laurentian Valley'],2014
624,368.0,2015,15624.0,15624.0,0.0,0.0,metroland media group ltd.,15564.0,0.94,1160.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,['Laurentian Valley'],2015
625,368.0,2016,14519.0,14519.0,0.0,0.0,metroland media group ltd.,13121.0,0.94,1160.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,['Laurentian Valley'],2016
626,368.0,2017,13359.0,13359.0,0.0,0.0,metroland media group ltd.,14519.0,0.94,1160.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,['Laurentian Valley'],2017
627,368.0,2018,13319.0,13319.0,0.0,0.0,metroland media group ltd.,13359.0,0.94,1160.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,['Laurentian Valley'],2018
628,368.0,2019,11563.0,11563.0,0.0,0.0,metroland media group ltd.,11942.0,0.94,1160.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,['Laurentian Valley'],2019
636,373.0,2013,8985.0,8985.0,0.0,0.0,river town times,8986.0,0.77,88.0,382.0,amherstburg river town times,amherstburg river town times,river town times,['Amherstburg'],2013
637,373.0,2014,9177.0,9177.0,0.0,0.0,river town times,8985.0,0.79,88.0,382.0,amherstburg river town times,amherstburg river town times,river town times,['Amherstburg'],2014
638,373.0,2015,9185.0,9185.0,0.0,0.0,river town times,9177.0,0.79,88.0,382.0,amherstburg river town times,amherstburg river town times,river town times,['Amherstburg'],2015
639,373.0,2016,9133.0,9133.0,0.0,0.0,river town times,9185.0,0.79,88.0,382.0,amherstburg river town times,amherstburg river town times,river town times,['Amherstburg'],2016
640,373.0,2017,9280.0,9280.0,0.0,0.0,river town times,9133.0,0.79,88.0,382.0,amherstburg river town times,amherstburg river town times,river town times,['Amherstburg'],2017
641,373.0,2018,9442.0,9442.0,0.0,0.0,southpoint publishing inc.,9280.0,0.79,88.0,382.0,amherstburg river town times,amherstburg river town times,river town times,['Amherstburg'],2018
642,373.0,2019,9478.0,9478.0,0.0,0.0,southpoint publishing inc.,9442.0,0.79,88.0,382.0,amherstburg river town times,amherstburg river town times,river town times,['Amherstburg'],2019
643,381.0,2014,118726.0,118726.0,0.0,0.0,metroland media group ltd.,119652.0,8.93,1160.0,1160.0,scarborough mirror,scarborough mirror,scarborough mirror,['Toronto'],2014
644,381.0,2015,123298.0,123298.0,0.0,0.0,metroland media group ltd.,118432.0,8.93,1160.0,1160.0,scarborough mirror,scarborough mirror,scarborough mirror,['Toronto'],2015
645,381.0,2016,123762.0,123762.0,0.0,0.0,metroland media group ltd.,121745.0,8.93,1160.0,1160.0,scarborough mirror,scarborough mirror,scarborough mirror,['Toronto'],2016
646,381.0,2017,122604.0,122604.0,0.0,0.0,metroland media group ltd.,123762.0,8.93,1160.0,1160.0,scarborough mirror,scarborough mirror,scarborough mirror,['Toronto'],2017
647,381.0,2018,121446.0,121446.0,0.0,0.0,metroland media group ltd.,122607.0,9.2,1160.0,1160.0,scarborough mirror,scarborough mirror,scarborough mirror,['Toronto'],2018
648,381.0,2019,120288.0,120288.0,0.0,0.0,metroland media group ltd.,120372.0,9.2,1160.0,1160.0,scarborough mirror,scarborough mirror,scarborough mirror,['Toronto'],2019
656,387.0,2013,17312.0,17312.0,0.0,0.0,postmedia network inc.,17000.0,1.34,129.0,388.0,tecumseh st. clair beach windsor shoreline week,tecumseh shoreline week,shoreline week,"['Tecumseh', 'Windsor']",2013
657,387.0,2014,17324.5,17324.5,0.0,0.0,postmedia network inc.,17312.0,1.34,129.0,388.0,tecumseh st. clair beach windsor shoreline week,tecumseh shoreline week,shoreline week,"['Tecumseh', 'Windsor']",2014
658,387.0,2015,17337.0,17337.0,0.0,0.0,postmedia network inc.,17312.0,1.41,136.0,408.0,tecumseh st. clair beach windsor shoreline week,tecumseh shoreline week,shoreline week,"['Tecumseh', 'Windsor']",2015
659,387.0,2016,17349.5,17349.5,0.0,0.0,postmedia network inc.,17312.0,1.41,136.0,408.0,tecumseh st. clair beach windsor shoreline week,tecumseh shoreline week,shoreline week,"['Tecumseh', 'Windsor']",2016
660,387.0,2017,17362.0,17362.0,0.0,0.0,postmedia network inc.,17312.0,1.48,136.0,428.0,tecumseh st. clair beach windsor shoreline week,tecumseh shoreline week,shoreline week,"['Tecumseh', 'Windsor']",2017
661,387.0,2018,18808.0,18808.0,0.0,0.0,postmedia network inc.,17362.0,1.62,136.0,428.0,tecumseh st. clair beach windsor shoreline week,tecumseh shoreline week,shoreline week,"['Tecumseh', 'Windsor']",2018
662,387.0,2019,18808.0,18808.0,0.0,0.0,postmedia network inc.,17362.0,1.62,136.0,428.0,tecumseh st. clair beach windsor shoreline week,tecumseh shoreline week,shoreline week,"['Tecumseh', 'Windsor']",2019
684,391.0,2013,11726.0,11726.0,0.0,0.0,metroland media group ltd.,11010.0,0.97,335.0,1160.0,smiths falls record news,smiths falls record news,smiths falls record news,['Smiths Falls'],2013
685,391.0,2014,12352.0,12352.0,0.0,0.0,metroland media group ltd.,11726.0,0.68,1160.0,1160.0,smiths falls record news,smiths falls record news,smiths falls record news,['Smiths Falls'],2014
686,391.0,2015,12186.0,12186.0,0.0,0.0,metroland media group ltd.,12215.0,0.79,1160.0,1160.0,smiths falls record news,smiths falls record news,smiths falls record news,['Smiths Falls'],2015
687,391.0,2016,11887.0,11887.0,0.0,0.0,metroland media group ltd.,12186.0,0.79,1160.0,1160.0,smiths falls record news,smiths falls record news,smiths falls record news,['Smiths Falls'],2016
688,391.0,2017,11515.0,11515.0,0.0,0.0,metroland media group ltd.,11887.0,0.79,1160.0,1160.0,smiths falls record news,smiths falls record news,smiths falls record news,['Smiths Falls'],2017
689,391.0,2018,11463.0,11463.0,0.0,0.0,metroland media group ltd.,11515.0,0.79,1160.0,1160.0,smiths falls record news,smiths falls record news,smiths falls record news,['Smiths Falls'],2018
690,391.0,2019,11324.0,11324.0,0.0,0.0,metroland media group ltd.,11484.0,0.79,1160.0,1160.0,smiths falls record news,smiths falls record news,smiths falls record news,['Smiths Falls'],2019
691,454.0,2013,9881.0,9881.0,0.0,0.0,jim heyens and sheila mcbrayne,10800.0,1.06,294.0,529.0,leamington southpoint sun,leamington southpoint sun,southpoint sun,['Leamington'],2013
692,454.0,2014,10384.0,10384.0,0.0,0.0,jim heyens and sheila mcbrayne,9881.0,1.12,294.0,529.0,leamington southpoint sun,leamington southpoint sun,southpoint sun,['Leamington'],2014
693,454.0,2015,10620.0,10620.0,0.0,0.0,jim heyens and sheila mcbrayne,10384.0,1.12,294.0,529.0,leamington southpoint sun,leamington southpoint sun,southpoint sun,['Leamington'],2015
694,454.0,2016,10659.0,10659.0,0.0,0.0,jim heyens and sheila mcbrayne,10620.0,1.14,294.0,529.0,leamington southpoint sun,leamington southpoint sun,southpoint sun,['Leamington'],2016
695,454.0,2017,11330.0,11330.0,0.0,0.0,southpoint publishing inc.,10659.0,1.18,294.0,529.0,leamington southpoint sun,leamington southpoint sun,southpoint sun,['Leamington'],2017
931,454.0,2018,12001.0,12001.0,0.0,0.0,,13479.5,1.355,294.0,529.0,,,,,2018
696,454.0,2019,12672.0,12672.0,0.0,0.0,southpoint publishing inc.,16300.0,1.53,294.0,529.0,leamington wheatley southpoint sun,leamington wheatley kingsville southpoint sun,southpoint sun,"['Leamington', 'Chatham-Kent']",2019
701,466.0,2015,4928.0,4928.0,0.0,0.0,sun media corporation,4175.0,0.65,127.0,382.0,paris star,paris star,star,['Brant'],2015
702,466.0,2016,4885.0,4885.0,0.0,0.0,sun media corporation,4900.0,0.65,127.0,382.0,paris star,paris star,star,['Brant'],2016
703,466.0,2017,4910.0,4910.0,0.0,0.0,postmedia network inc.,4885.0,0.65,127.0,382.0,paris star,paris star,star,['Brant'],2017
704,466.0,2018,4894.0,4894.0,0.0,0.0,postmedia network inc.,4910.0,0.67,127.0,394.0,paris star,paris star,star,['Brant'],2018
705,466.0,2019,4894.0,4894.0,0.0,0.0,postmedia network inc.,4910.0,0.67,127.0,394.0,paris star,paris star,star,['Brant'],2019
706,470.0,2013,29928.0,29928.0,0.0,0.0,metroland media group ltd.,29900.0,2.5,335.0,1160.0,stoney creek news,stoney creek news,stoney creek news,['Hamilton'],2013
707,470.0,2014,30571.0,30571.0,0.0,0.0,metroland media group ltd.,29928.0,2.73,1160.0,1160.0,stoney creek news,stoney creek news,stoney creek news,['Hamilton'],2014
708,470.0,2015,30041.0,30041.0,0.0,0.0,metroland media group ltd.,30604.0,2.73,1160.0,1160.0,stoney creek news,stoney creek news,stoney creek news,['Hamilton'],2015
709,470.0,2016,29932.0,29932.0,0.0,0.0,metroland media group ltd.,29930.0,2.73,1160.0,1160.0,stoney creek news,stoney creek news,stoney creek news,['Hamilton'],2016
710,470.0,2017,29928.0,29928.0,0.0,0.0,metroland media group ltd.,29932.0,2.73,1160.0,1160.0,stoney creek news,stoney creek news,stoney creek news,['Hamilton'],2017
711,470.0,2018,28929.0,28929.0,0.0,0.0,metroland media group ltd.,29931.0,2.73,1160.0,1160.0,stoney creek news,stoney creek news,stoney creek news,['Hamilton'],2018
712,470.0,2019,29875.0,29875.0,0.0,0.0,metroland media group ltd.,29943.0,2.73,1160.0,1160.0,stoney creek news,stoney creek news,stoney creek news,['Hamilton'],2019
740,495.0,2013,10819.0,10819.0,0.0,1.0,metroland media group ltd.,11500.0,2.16,335.0,1160.0,collingwood wasaga the connection,collingwood connection,the connection,"['Collingwood', 'Wasaga Beach']",2013
741,495.0,2014,11098.0,11098.0,0.0,1.0,metroland media group ltd.,10819.0,2.35,1160.0,1160.0,collingwood wasaga the connection,collingwood connection,the connection,"['Collingwood', 'Wasaga Beach']",2014
932,495.0,2015,11191.4,11191.4,0.0,1.0,,10972.4,2.35,1160.0,1160.0,,,,,2015
933,495.0,2016,11284.8,11284.8,0.0,1.0,,11125.8,2.35,1160.0,1160.0,,,,,2016
934,495.0,2017,11378.2,11378.2,0.0,1.0,,11279.2,2.35,1160.0,1160.0,,,,,2017
935,495.0,2018,11471.6,11471.6,0.0,1.0,,11432.6,2.35,1160.0,1160.0,,,,,2018
742,495.0,2019,11565.0,11565.0,0.0,1.0,metroland media group ltd.,11586.0,2.35,1160.0,1160.0,collingwood wasaga the connection,collingwood connection,the connection,"['Collingwood', 'Wasaga Beach']",2019
773,510.0,2013,81467.0,81467.0,0.0,0.0,metroland media group ltd.,83140.0,5.44,335.0,1160.0,richmond hill thornhill the liberal,richmond hill thornhill liberal,the liberal,"['Vaughan', 'Richmond Hill']",2013
774,510.0,2014,83416.0,83416.0,0.0,0.0,metroland media group ltd.,81654.0,5.94,1160.0,1160.0,richmond hill thornhill the liberal,richmond hill thornhill liberal,the liberal,"['Vaughan', 'Richmond Hill']",2014
