,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants
1547,0,Wednesday,T,2014,petrolia,petrolia topic,sun media corporation,1309,ON,1309,sun media corporation,"['petrolia ,ON, Canada']",5742.0,5528.0,3.9,2323.0,2277.0,452.8,12.68,42.8,4405.0,765.0,1325.0,2315.0,75.0,545.0,4480.0,4310.0,35176.0,5500.0,5210.0,280.0
1548,0,Wednesday,T,2015,petrolia,petrolia topic,sun media corporation,726,ON,726,sun media corporation,"['petrolia ,ON, Canada']",5742.0,5528.0,3.9,2323.0,2277.0,452.8,12.68,42.8,4405.0,765.0,1325.0,2315.0,75.0,545.0,4480.0,4310.0,35176.0,5500.0,5210.0,280.0
1549,0,Wednesday,T,2016,petrolia,petrolia topic,sun media corporation,726,ON,726,postmedia network inc.,"['petrolia ,ON, Canada']",5742.0,5528.0,3.9,2323.0,2277.0,452.8,12.68,42.8,4405.0,765.0,1325.0,2315.0,75.0,545.0,4480.0,4310.0,35176.0,5500.0,5210.0,280.0
1550,0,Wednesday,T,2017,petrolia,petrolia topic,postmedia network inc.,726,ON,726,postmedia network inc.,"['petrolia ,ON, Canada']",5742.0,5528.0,3.9,2323.0,2277.0,452.8,12.68,42.8,4405.0,765.0,1325.0,2315.0,75.0,545.0,4480.0,4310.0,35176.0,5500.0,5210.0,280.0
1551,0,Wednesday,T,2018,petrolia,petrolia topic,postmedia network inc.,726,ON,726,postmedia network inc.,"['petrolia ,ON, Canada']",5742.0,5528.0,3.9,2323.0,2277.0,452.8,12.68,42.8,4405.0,765.0,1325.0,2315.0,75.0,545.0,4480.0,4310.0,35176.0,5500.0,5210.0,280.0
1552,53802,Wednesday,B,2013,ajax&pickering,pickering news advertiser,metroland media group ltd.,0,ON,53802,metroland media group ltd.,"['ajax ,ON, Canada', 'pickering ,ON, Canada']",105724.0,99160.5,6.3,34867.5,34234.0,1091.3500000000001,149.275,38.849999999999994,85827.5,12385.0,24947.5,48490.0,2207.5,21225.0,85827.5,80970.0,37286.5,105085.0,65857.5,38745.0
1553,53802,Thursday,T,2013,ajax&pickering,pickering news advertiser,metroland media group ltd.,0,ON,53802,metroland media group ltd.,"['ajax ,ON, Canada', 'pickering ,ON, Canada']",105724.0,99160.5,6.3,34867.5,34234.0,1091.3500000000001,149.275,38.849999999999994,85827.5,12385.0,24947.5,48490.0,2207.5,21225.0,85827.5,80970.0,37286.5,105085.0,65857.5,38745.0
1554,52789,Friday,T,2013,ajax&pickering,pickering news advertiser,metroland media group ltd.,0,ON,52789,metroland media group ltd.,"['ajax ,ON, Canada', 'pickering ,ON, Canada']",105724.0,99160.5,6.3,34867.5,34234.0,1091.3500000000001,149.275,38.849999999999994,85827.5,12385.0,24947.5,48490.0,2207.5,21225.0,85827.5,80970.0,37286.5,105085.0,65857.5,38745.0
1555,11529,Thursday,T,2013,picton,picton county weekly news,sun media corporation,0,ON,11529,sun media corporation,"['picton ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1556,11913,Thursday,T,2014,picton,picton county weekly news,sun media corporation,0,ON,11913,sun media corporation,"['picton ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1557,11492,Thursday,T,2015,picton,picton county weekly news,sun media corporation,0,ON,11492,sun media corporation,"['picton ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1558,11100,Thursday,T,2016,picton,picton county weekly news,sun media corporation,0,ON,11100,postmedia network inc.,"['picton ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1559,11050,Thursday,T,2017,picton,picton county weekly news,postmedia network inc.,0,ON,11050,postmedia network inc.,"['picton ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1560,11050,Thursday,T,2018,picton,picton county weekly news,postmedia network inc.,0,ON,11050,postmedia network inc.,"['picton ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1561,11050,Thursday,T,2019,picton,picton county weekly news,postmedia network inc.,0,ON,11050,postmedia network inc.,"['picton ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1562,11931,Thursday,B,2013,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,11931,napanee beaver ltd.,"['prince edward ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1563,12102,Thursday,B,2014,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,12102,napanee beaver ltd.,"['prince edward ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1564,11548,Thursday,B,2015,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,11548,napanee beaver ltd.,"['prince edward ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1565,11426,Thursday,B,2016,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,11426,napanee beaver ltd.,"['prince edward ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1566,11450,Thursday,B,2017,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,11450,napanee beaver ltd.,"['prince edward ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1567,11377,Thursday,B,2018,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,11377,napanee beaver ltd.,"['prince edward ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1568,11778,Thursday,B,2019,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,11778,napanee beaver ltd.,"['prince edward ,ON, Canada']",24735.0,25258.0,-2.1,12899.0,10728.0,23.5,1050.49,49.4,21275.0,3545.0,5870.0,11855.0,495.0,3745.0,21275.0,20725.0,32133.0,24100.0,21580.0,2480.0
1569,15,Wednesday,T,2013,port%20dover,port dover maple leaf,port dover maple leaf limited,3095,ON,3110,port dover maple leaf limited,"['port dover ,ON, Canada']",64044.0,63175.0,1.4,28720.0,26007.0,39.8,1607.55,44.5,52730.0,12725.0,15815.0,24195.0,785.0,5580.0,52730.0,51245.0,32301.0,62430.0,55260.0,6855.0
1570,15,Wednesday,T,2014,port%20dover,port dover maple leaf,port dover maple leaf limited,2851,ON,2866,port dover maple leaf limited,"['port dover ,ON, Canada']",64044.0,63175.0,1.4,28720.0,26007.0,39.8,1607.55,44.5,52730.0,12725.0,15815.0,24195.0,785.0,5580.0,52730.0,51245.0,32301.0,62430.0,55260.0,6855.0
1571,15,Wednesday,T,2015,port%20dover,port dover maple leaf,port dover maple leaf limited,2904,ON,2919,port dover maple leaf limited,"['port dover ,ON, Canada']",64044.0,63175.0,1.4,28720.0,26007.0,39.8,1607.55,44.5,52730.0,12725.0,15815.0,24195.0,785.0,5580.0,52730.0,51245.0,32301.0,62430.0,55260.0,6855.0
1572,15,Wednesday,T,2016,port%20dover,port dover maple leaf,port dover maple leaf limited,2825,ON,2840,port dover maple leaf limited,"['port dover ,ON, Canada']",64044.0,63175.0,1.4,28720.0,26007.0,39.8,1607.55,44.5,52730.0,12725.0,15815.0,24195.0,785.0,5580.0,52730.0,51245.0,32301.0,62430.0,55260.0,6855.0
1573,15,Wednesday,T,2017,port%20dover,port dover maple leaf,port dover maple leaf limited,2904,ON,2919,port dover maple leaf limited,"['port dover ,ON, Canada']",64044.0,63175.0,1.4,28720.0,26007.0,39.8,1607.55,44.5,52730.0,12725.0,15815.0,24195.0,785.0,5580.0,52730.0,51245.0,32301.0,62430.0,55260.0,6855.0
1574,15,Wednesday,T,2018,port%20dover,port dover maple leaf,port dover maple leaf limited,2822,ON,2837,port dover maple leaf limited,"['port dover ,ON, Canada']",64044.0,63175.0,1.4,28720.0,26007.0,39.8,1607.55,44.5,52730.0,12725.0,15815.0,24195.0,785.0,5580.0,52730.0,51245.0,32301.0,62430.0,55260.0,6855.0
1575,15,Wednesday,T,2019,port%20dover,port dover maple leaf,port dover maple leaf limited,2768,ON,2783,port dover maple leaf limited,"['port dover ,ON, Canada']",64044.0,63175.0,1.4,28720.0,26007.0,39.8,1607.55,44.5,52730.0,12725.0,15815.0,24195.0,785.0,5580.0,52730.0,51245.0,32301.0,62430.0,55260.0,6855.0
1576,11608,Thursday,T,2013,port%20perry,port perry star,metroland media group ltd.,0,ON,11608,metroland media group ltd.,"['port perry ,ON, Canada']",21617.0,21569.0,0.2,8697.0,8218.0,45.5,474.71,44.5,18110.0,2935.0,5485.0,9695.0,305.0,3235.0,18115.0,17490.0,39190.0,21250.0,19035.0,2155.0
1577,11620,Thursday,T,2014,port%20perry,port perry star,metroland media group ltd.,0,ON,11620,metroland media group ltd.,"['port perry ,ON, Canada']",21617.0,21569.0,0.2,8697.0,8218.0,45.5,474.71,44.5,18110.0,2935.0,5485.0,9695.0,305.0,3235.0,18115.0,17490.0,39190.0,21250.0,19035.0,2155.0
1578,11620,Thursday,T,2015,port%20perry,port perry star,metroland media group ltd.,0,ON,11620,metroland media group ltd.,"['port perry ,ON, Canada']",21617.0,21569.0,0.2,8697.0,8218.0,45.5,474.71,44.5,18110.0,2935.0,5485.0,9695.0,305.0,3235.0,18115.0,17490.0,39190.0,21250.0,19035.0,2155.0
1579,11620,Thursday,T,2016,port%20perry,port perry star,metroland media group ltd.,0,ON,11620,metroland media group ltd.,"['port perry ,ON, Canada']",21617.0,21569.0,0.2,8697.0,8218.0,45.5,474.71,44.5,18110.0,2935.0,5485.0,9695.0,305.0,3235.0,18115.0,17490.0,39190.0,21250.0,19035.0,2155.0
1580,11620,Thursday,T,2017,port%20perry,port perry star,metroland media group ltd.,0,ON,11620,metroland media group ltd.,"['port perry ,ON, Canada']",21617.0,21569.0,0.2,8697.0,8218.0,45.5,474.71,44.5,18110.0,2935.0,5485.0,9695.0,305.0,3235.0,18115.0,17490.0,39190.0,21250.0,19035.0,2155.0
1581,11620,Thursday,T,2018,port%20perry,port perry star,metroland media group ltd.,0,ON,11620,metroland media group ltd.,"['port perry ,ON, Canada']",21617.0,21569.0,0.2,8697.0,8218.0,45.5,474.71,44.5,18110.0,2935.0,5485.0,9695.0,305.0,3235.0,18115.0,17490.0,39190.0,21250.0,19035.0,2155.0
1582,11620,Thursday,T,2019,port%20perry,port perry star,metroland media group ltd.,0,ON,11620,metroland media group ltd.,"['port perry ,ON, Canada']",21617.0,21569.0,0.2,8697.0,8218.0,45.5,474.71,44.5,18110.0,2935.0,5485.0,9695.0,305.0,3235.0,18115.0,17490.0,39190.0,21250.0,19035.0,2155.0
1583,7700,Wednesday,T,2014,cfb%20petawawa,post,department of national defence,0,ON,7700,department of national defence,"['cfb petawawa ,ON, Canada']",17187.0,15988.0,7.5,6747.0,6334.0,103.1,166.69,33.0,12520.0,1635.0,4410.0,6475.0,135.0,2020.0,12520.0,12080.0,50371.0,16320.0,15395.0,905.0
1584,7800,Thursday,T,2015,petawawa,post,department of national defence,0,ON,7800,department of national defence,"['petawawa ,ON, Canada']",17187.0,15988.0,7.5,6747.0,6334.0,103.1,166.69,33.0,12520.0,1635.0,4410.0,6475.0,135.0,2020.0,12520.0,12080.0,50371.0,16320.0,15395.0,905.0
1585,7800,Thursday,T,2016,petawawa,post,department of national defence,0,ON,7800,department of national defence,"['petawawa ,ON, Canada']",17187.0,15988.0,7.5,6747.0,6334.0,103.1,166.69,33.0,12520.0,1635.0,4410.0,6475.0,135.0,2020.0,12520.0,12080.0,50371.0,16320.0,15395.0,905.0
1586,140,Wednesday,B,2013,prescott,prescott journal,the morris group,1434,ON,1574,the morris group,"['prescott ,ON, Canada']",4222.0,4284.0,-1.4,2103.0,2016.0,856.2,4.93,47.1,3500.0,800.0,1150.0,1545.0,40.0,290.0,3500.0,3345.0,27520.0,4100.0,3820.0,280.0
1587,100,Wednesday,B,2014,prescott,prescott journal,the morris group,1332,ON,1432,the morris group,"['prescott ,ON, Canada']",4222.0,4284.0,-1.4,2103.0,2016.0,856.2,4.93,47.1,3500.0,800.0,1150.0,1545.0,40.0,290.0,3500.0,3345.0,27520.0,4100.0,3820.0,280.0
1588,99,Wednesday,B,2015,prescott,prescott journal,the morris group,1235,ON,1334,the morris group,"['prescott ,ON, Canada']",4222.0,4284.0,-1.4,2103.0,2016.0,856.2,4.93,47.1,3500.0,800.0,1150.0,1545.0,40.0,290.0,3500.0,3345.0,27520.0,4100.0,3820.0,280.0
1589,100,Wednesday,B,2016,prescott,prescott journal,the morris group,1181,ON,1281,the morris group,"['prescott ,ON, Canada']",4222.0,4284.0,-1.4,2103.0,2016.0,856.2,4.93,47.1,3500.0,800.0,1150.0,1545.0,40.0,290.0,3500.0,3345.0,27520.0,4100.0,3820.0,280.0
1590,91,Wednesday,B,2017,prescott,prescott journal,the morris group,1100,ON,1191,the morris group,"['prescott ,ON, Canada']",4222.0,4284.0,-1.4,2103.0,2016.0,856.2,4.93,47.1,3500.0,800.0,1150.0,1545.0,40.0,290.0,3500.0,3345.0,27520.0,4100.0,3820.0,280.0
1591,127,Wednesday,B,2018,prescott,prescott journal,st. lawrence printing co. ltd.,1011,ON,1138,the morris group,"['prescott ,ON, Canada']",4222.0,4284.0,-1.4,2103.0,2016.0,856.2,4.93,47.1,3500.0,800.0,1150.0,1545.0,40.0,290.0,3500.0,3345.0,27520.0,4100.0,3820.0,280.0
1592,147,Wednesday,B,2019,prescott,prescott journal,st. lawrence printing co. ltd.,953,ON,1100,st. lawrence printing co. ltd.,"['prescott ,ON, Canada']",4222.0,4284.0,-1.4,2103.0,2016.0,856.2,4.93,47.1,3500.0,800.0,1150.0,1545.0,40.0,290.0,3500.0,3345.0,27520.0,4100.0,3820.0,280.0
1593,23089,Thursday,T,2013,quinte%20west,quinte west news,metroland media group ltd.,0,ON,23089,metroland media group ltd.,"['quinte west ,ON, Canada']",43577.0,43086.0,1.1,18646.0,17828.0,88.2,494.02,42.7,35880.0,7615.0,11840.0,16425.0,410.0,3330.0,35900.0,34505.0,32750.0,42865.0,39845.0,2985.0
1594,16071,Thursday,T,2014,quinte%20west,quinte west news,metroland media group ltd.,0,ON,16071,metroland media group ltd.,"['quinte west ,ON, Canada']",43577.0,43086.0,1.1,18646.0,17828.0,88.2,494.02,42.7,35880.0,7615.0,11840.0,16425.0,410.0,3330.0,35900.0,34505.0,32750.0,42865.0,39845.0,2985.0
1595,16046,Thursday,T,2015,quinte%20west,quinte west news,metroland media group ltd.,0,ON,16046,metroland media group ltd.,"['quinte west ,ON, Canada']",43577.0,43086.0,1.1,18646.0,17828.0,88.2,494.02,42.7,35880.0,7615.0,11840.0,16425.0,410.0,3330.0,35900.0,34505.0,32750.0,42865.0,39845.0,2985.0
1596,15992,Thursday,T,2016,quinte%20west,quinte west news,metroland media group ltd.,0,ON,15992,metroland media group ltd.,"['quinte west ,ON, Canada']",43577.0,43086.0,1.1,18646.0,17828.0,88.2,494.02,42.7,35880.0,7615.0,11840.0,16425.0,410.0,3330.0,35900.0,34505.0,32750.0,42865.0,39845.0,2985.0
1597,16279,Thursday,T,2017,quinte%20west,quinte west news,metroland media group ltd.,0,ON,16279,metroland media group ltd.,"['quinte west ,ON, Canada']",43577.0,43086.0,1.1,18646.0,17828.0,88.2,494.02,42.7,35880.0,7615.0,11840.0,16425.0,410.0,3330.0,35900.0,34505.0,32750.0,42865.0,39845.0,2985.0
1598,0,Tuesday,T,2013,rainy%20river,rainy river record,fort frances times ltd.,691,ON,691,fort frances times ltd.,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0
1599,0,Tuesday,T,2014,rainy%20river,rainy river record,fort frances times ltd.,609,ON,609,fort frances times ltd.,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0
1600,0,Tuesday,T,2015,rainy%20river,rainy river record,fort frances times ltd.,640,ON,640,fort frances times ltd.,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0
1601,0,Tuesday,T,2016,rainy%20river,rainy river record,fort frances times ltd.,552,ON,552,fort frances times ltd.,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0
1602,0,Wednesday,B,2014,chesterville,record,etcetera publications,1906,ON,1906,etcetera publications,"['chesterville ,ON, Canada']",11278.0,11225.0,0.5,4642.0,4481.0,22.4,503.08,42.5,9180.0,1780.0,2780.0,4620.0,210.0,1130.0,9180.0,8850.0,37581.0,11080.0,10380.0,690.0
1603,2,Wednesday,B,2015,chesterville,record,etcetera publications,1698,ON,1700,etcetera publications,"['chesterville ,ON, Canada']",11278.0,11225.0,0.5,4642.0,4481.0,22.4,503.08,42.5,9180.0,1780.0,2780.0,4620.0,210.0,1130.0,9180.0,8850.0,37581.0,11080.0,10380.0,690.0
1604,2,Wednesday,B,2016,chesterville,record,etcetera publications,1580,ON,1582,etcetera publications,"['chesterville ,ON, Canada']",11278.0,11225.0,0.5,4642.0,4481.0,22.4,503.08,42.5,9180.0,1780.0,2780.0,4620.0,210.0,1130.0,9180.0,8850.0,37581.0,11080.0,10380.0,690.0
1605,2,Wednesday,B,2017,chesterville,record,etcetera publications,1367,ON,1369,etcetera publications,"['chesterville ,ON, Canada']",11278.0,11225.0,0.5,4642.0,4481.0,22.4,503.08,42.5,9180.0,1780.0,2780.0,4620.0,210.0,1130.0,9180.0,8850.0,37581.0,11080.0,10380.0,690.0
1606,15,Wednesday,T,2014,mattawa,recorder,ontario inc.,1085,ON,1100,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0
1607,50,Wednesday,T,2015,mattawa,recorder,ontario inc.,1100,ON,1150,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0
1608,50,Wednesday,T,2016,mattawa,recorder,ontario inc.,1100,ON,1150,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0
1609,50,Wednesday,T,2017,mattawa,recorder,ontario inc.,1100,ON,1150,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0
1610,50,Wednesday,T,2018,mattawa,recorder,ontario inc.,1100,ON,1150,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0
1611,50,Wednesday,T,2019,mattawa,recorder,ontario inc.,1100,ON,1150,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0
1612,104,Wednesday,B,2013,red%20lake,red lake northern sun news,red lake digital media,1106,ON,1210,red lake digital media,"['red lake ,ON, Canada']",4107.0,4670.0,-12.1,1938.0,1682.0,6.7,610.06,38.9,3315.0,655.0,930.0,1730.0,95.0,545.0,3310.0,3245.0,48613.0,4040.0,3660.0,355.0
1613,13000,Thursday,T,2013,embrun,reflet,compagnie d'edition andre paquette,0,ON,13000,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0
1614,13000,Thursday,T,2014,embrun,reflet,compagnie d'edition andre paquette,0,ON,13000,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0
1615,13400,Thursday,T,2015,embrun,reflet,compagnie d'edition andre paquette,0,ON,13400,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0
1616,13400,Thursday,T,2016,embrun,reflet,compagnie d'edition andre paquette,0,ON,13400,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0
1617,13400,Thursday,T,2017,embrun,reflet,compagnie d'edition andre paquette,0,ON,13400,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0
1618,13400,Thursday,T,2018,embrun,reflet,compagnie d'edition andre paquette,0,ON,13400,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0
1619,13400,Thursday,T,2019,embrun,reflet,compagnie d'edition andre paquette,0,ON,13400,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0
1620,802,Wednesday,T,2013,windsor,rempart le,les pubs. des grands-lacs,5735,ON,6537,les pubs. des grands-lacs,"['windsor ,ON, Canada']",217188.0,210891.0,3.0,97777.0,91632.0,1483.8,146.38,41.2,178585.0,33830.0,57110.0,87645.0,3370.0,37355.0,178620.0,169325.0,28862.0,213980.0,150605.0,59485.0
1621,802,Wednesday,T,2014,windsor,rempart le,les pubs. des grands-lacs,5735,ON,6537,les pubs. des grands-lacs,"['windsor ,ON, Canada']",217188.0,210891.0,3.0,97777.0,91632.0,1483.8,146.38,41.2,178585.0,33830.0,57110.0,87645.0,3370.0,37355.0,178620.0,169325.0,28862.0,213980.0,150605.0,59485.0
1622,802,Wednesday,T,2015,windsor,rempart le,les pubs. des grands-lacs,5735,ON,6537,les pubs. des grands-lacs,"['windsor ,ON, Canada']",217188.0,210891.0,3.0,97777.0,91632.0,1483.8,146.38,41.2,178585.0,33830.0,57110.0,87645.0,3370.0,37355.0,178620.0,169325.0,28862.0,213980.0,150605.0,59485.0
1623,802,Wednesday,T,2016,windsor,rempart le,les pubs. des grands-lacs,5735,ON,6537,les pubs. des grands-lacs,"['windsor ,ON, Canada']",217188.0,210891.0,3.0,97777.0,91632.0,1483.8,146.38,41.2,178585.0,33830.0,57110.0,87645.0,3370.0,37355.0,178620.0,169325.0,28862.0,213980.0,150605.0,59485.0
1624,802,Wednesday,T,2017,windsor,rempart le,les pubs. des grands-lacs,5735,ON,6537,les pubs. des grands-lacs,"['windsor ,ON, Canada']",217188.0,210891.0,3.0,97777.0,91632.0,1483.8,146.38,41.2,178585.0,33830.0,57110.0,87645.0,3370.0,37355.0,178620.0,169325.0,28862.0,213980.0,150605.0,59485.0
