,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants
312,15000,Monthly,T,2015,kawartha%20lakes&north%20durham,caps community news,scugog communications group,0,ON,15000,scugog communications group,"['kawartha lakes ,ON, Canada', 'north durham ,ON, Canada']",97550.0,91409.5,6.1,38274.5,34327.5,905.45,1575.69,42.0,79525.0,13747.5,24055.0,41722.5,1817.5,14892.5,79525.0,75577.5,34204.5,96275.0,69905.0,26060.0
313,15000,Monthly,T,2016,kawartha%20lakes&north%20durham,caps community news,scugog communications group,0,ON,15000,scugog communications group,"['kawartha lakes ,ON, Canada', 'north durham ,ON, Canada']",97550.0,91409.5,6.1,38274.5,34327.5,905.45,1575.69,42.0,79525.0,13747.5,24055.0,41722.5,1817.5,14892.5,79525.0,75577.5,34204.5,96275.0,69905.0,26060.0
314,15000,Monthly,T,2017,kawartha%20lakes&north%20durham,caps community news,scugog communications group,0,ON,15000,scugog communications group,"['kawartha lakes ,ON, Canada', 'north durham ,ON, Canada']",97550.0,91409.5,6.1,38274.5,34327.5,905.45,1575.69,42.0,79525.0,13747.5,24055.0,41722.5,1817.5,14892.5,79525.0,75577.5,34204.5,96275.0,69905.0,26060.0
315,15000,12-times per year,T,2018,kawartha%20lakes&north%20durham,caps community news,scugog communications group,0,ON,15000,scugog communications group,"['kawartha lakes ,ON, Canada', 'north durham ,ON, Canada']",97550.0,91409.5,6.1,38274.5,34327.5,905.45,1575.69,42.0,79525.0,13747.5,24055.0,41722.5,1817.5,14892.5,79525.0,75577.5,34204.5,96275.0,69905.0,26060.0
316,15000,12-times per year,T,2019,kawartha%20lakes&north%20durham,caps community news,scugog communications group,0,ON,15000,scugog communications group,"['kawartha lakes ,ON, Canada', 'north durham ,ON, Canada']",97550.0,91409.5,6.1,38274.5,34327.5,905.45,1575.69,42.0,79525.0,13747.5,24055.0,41722.5,1817.5,14892.5,79525.0,75577.5,34204.5,96275.0,69905.0,26060.0
317,12812,Thursday,T,2013,almonte&carleton%20place,carleton placealmonte canadian gazette,metroland media group ltd.,0,ON,12812,metroland media group ltd.,"['almonte ,ON, Canada', 'carleton place ,ON, Canada']",11903.5,11097.0,7.4,4969.5,4785.0,600.75,264.315,43.1,9620.0,1427.5,2680.0,5510.0,170.0,1710.0,9620.0,9300.0,38592.0,11590.0,10735.0,845.0
318,12814,Thursday,T,2014,almonte&carleton%20place,carleton placealmonte canadian gazette,metroland media group ltd.,0,ON,12814,metroland media group ltd.,"['almonte ,ON, Canada', 'carleton place ,ON, Canada']",11903.5,11097.0,7.4,4969.5,4785.0,600.75,264.315,43.1,9620.0,1427.5,2680.0,5510.0,170.0,1710.0,9620.0,9300.0,38592.0,11590.0,10735.0,845.0
319,13376,Thursday,T,2015,almonte&carleton%20place,carleton placealmonte canadian gazette,metroland media group ltd.,0,ON,13376,metroland media group ltd.,"['almonte ,ON, Canada', 'carleton place ,ON, Canada']",11903.5,11097.0,7.4,4969.5,4785.0,600.75,264.315,43.1,9620.0,1427.5,2680.0,5510.0,170.0,1710.0,9620.0,9300.0,38592.0,11590.0,10735.0,845.0
320,12246,Thursday,T,2016,almonte&carleton%20place,carleton placealmonte canadian gazette,metroland media group ltd.,0,ON,12246,metroland media group ltd.,"['almonte ,ON, Canada', 'carleton place ,ON, Canada']",11903.5,11097.0,7.4,4969.5,4785.0,600.75,264.315,43.1,9620.0,1427.5,2680.0,5510.0,170.0,1710.0,9620.0,9300.0,38592.0,11590.0,10735.0,845.0
321,11690,Thursday,T,2017,almonte&carleton%20place,carleton placealmonte canadian gazette,metroland media group ltd.,0,ON,11690,metroland media group ltd.,"['almonte ,ON, Canada', 'carleton place ,ON, Canada']",11903.5,11097.0,7.4,4969.5,4785.0,600.75,264.315,43.1,9620.0,1427.5,2680.0,5510.0,170.0,1710.0,9620.0,9300.0,38592.0,11590.0,10735.0,845.0
322,11615,Thursday,T,2018,almonte&carleton%20place,carleton placealmonte canadian gazette,metroland media group ltd.,0,ON,11615,metroland media group ltd.,"['almonte ,ON, Canada', 'carleton place ,ON, Canada']",11903.5,11097.0,7.4,4969.5,4785.0,600.75,264.315,43.1,9620.0,1427.5,2680.0,5510.0,170.0,1710.0,9620.0,9300.0,38592.0,11590.0,10735.0,845.0
323,11326,Thursday,T,2019,almonte&carleton%20place,carleton placealmonte canadian gazette,metroland media group ltd.,0,ON,11326,metroland media group ltd.,"['almonte ,ON, Canada', 'carleton place ,ON, Canada']",11903.5,11097.0,7.4,4969.5,4785.0,600.75,264.315,43.1,9620.0,1427.5,2680.0,5510.0,170.0,1710.0,9620.0,9300.0,38592.0,11590.0,10735.0,845.0
324,11155,Thursday,T,2014,stirling,central hastings news,metroland media group ltd.,0,ON,11155,metroland media group ltd.,"['stirling ,ON, Canada']",4882.0,4978.0,-1.9,2029.0,1896.0,17.3,282.33,43.4,4010.0,825.0,1145.0,2040.0,70.0,330.0,3995.0,3820.0,31083.0,4780.0,4515.0,245.0
325,11111,Thursday,T,2015,stirling,central hastings news,metroland media group ltd.,0,ON,11111,metroland media group ltd.,"['stirling ,ON, Canada']",4882.0,4978.0,-1.9,2029.0,1896.0,17.3,282.33,43.4,4010.0,825.0,1145.0,2040.0,70.0,330.0,3995.0,3820.0,31083.0,4780.0,4515.0,245.0
326,19975,Thursday,T,2016,stirling,central hastings news,metroland media group ltd.,0,ON,19975,metroland media group ltd.,"['stirling ,ON, Canada']",4882.0,4978.0,-1.9,2029.0,1896.0,17.3,282.33,43.4,4010.0,825.0,1145.0,2040.0,70.0,330.0,3995.0,3820.0,31083.0,4780.0,4515.0,245.0
327,19909,Thursday,T,2017,stirling,central hastings news,metroland media group ltd.,0,ON,19909,metroland media group ltd.,"['stirling ,ON, Canada']",4882.0,4978.0,-1.9,2029.0,1896.0,17.3,282.33,43.4,4010.0,825.0,1145.0,2040.0,70.0,330.0,3995.0,3820.0,31083.0,4780.0,4515.0,245.0
328,7200,Friday,T,2013,cfb%20borden,cfb borden citizen,department of national defence,0,ON,7200,department of national defence,"['cfb borden ,ON, Canada']",10975.0,10603.0,3.5,3974.0,3834.0,29.5,372.34,41.7,9175.0,1575.0,2835.0,4760.0,170.0,1395.0,9175.0,8825.0,38837.0,10880.0,9565.0,1300.0
329,7700,Wednesday,T,2013,cfb%20petawawa,cfb petawawa post,department of national defence,0,ON,7700,department of national defence,"['cfb petawawa ,ON, Canada']",17187.0,15988.0,7.5,6747.0,6334.0,103.1,166.69,33.0,12520.0,1635.0,4410.0,6475.0,135.0,2020.0,12520.0,12080.0,50371.0,16320.0,15395.0,905.0
330,3000,Friday,T,2013,cfb%20trenton,cfb trenton contact,department of national defence,0,ON,3000,department of national defence,"['cfb trenton ,ON, Canada']",43577.0,43086.0,1.1,18646.0,17828.0,88.2,494.02,42.7,35880.0,7615.0,11840.0,16425.0,410.0,3330.0,35900.0,34505.0,32750.0,42865.0,39845.0,2985.0
331,1700,Sunday,T,2013,chapleau,chapleau express,the chapleau express,0,ON,1700,the chapleau express,"['chapleau ,ON, Canada']",1964.0,2116.0,-7.2,1022.0,869.0,138.2,14.22,44.0,1655.0,495.0,365.0,795.0,10.0,180.0,1630.0,1590.0,36816.0,1940.0,1820.0,115.0
332,19641,Wednesday,T,2013,chatham,chatham this week,sun media corporation,0,ON,19641,sun media corporation,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0
333,0,Wednesday,B,2013,chesterville,chesterville record,etcetera publications,1576,ON,1576,etcetera publications,"['chesterville ,ON, Canada']",11278.0,11225.0,0.5,4642.0,4481.0,22.4,503.08,42.5,9180.0,1780.0,2780.0,4620.0,210.0,1130.0,9180.0,8850.0,37581.0,11080.0,10380.0,690.0
334,5463,Thursday,T,2014,west%20elgin,chronicle,sun media corporation,100,ON,5563,sun media corporation,"['west elgin ,ON, Canada']",4995.0,5157.0,-3.1,2221.0,2102.0,15.5,322.48,44.6,4155.0,1140.0,1160.0,1855.0,70.0,355.0,4160.0,3995.0,29397.0,4915.0,4380.0,530.0
335,5567,Thursday,T,2015,west%20elgin,chronicle,sun media corporation,80,ON,5647,sun media corporation,"['west elgin ,ON, Canada']",4995.0,5157.0,-3.1,2221.0,2102.0,15.5,322.48,44.6,4155.0,1140.0,1160.0,1855.0,70.0,355.0,4160.0,3995.0,29397.0,4915.0,4380.0,530.0
336,5567,Thursday,T,2016,west%20elgin,chronicle,sun media corporation,80,ON,5647,postmedia network inc.,"['west elgin ,ON, Canada']",4995.0,5157.0,-3.1,2221.0,2102.0,15.5,322.48,44.6,4155.0,1140.0,1160.0,1855.0,70.0,355.0,4160.0,3995.0,29397.0,4915.0,4380.0,530.0
337,5567,Thursday,T,2017,west%20elgin,chronicle,postmedia network inc.,80,ON,5647,postmedia network inc.,"['west elgin ,ON, Canada']",4995.0,5157.0,-3.1,2221.0,2102.0,15.5,322.48,44.6,4155.0,1140.0,1160.0,1855.0,70.0,355.0,4160.0,3995.0,29397.0,4915.0,4380.0,530.0
338,5567,Thursday,T,2018,west%20elgin,chronicle,postmedia network inc.,80,ON,5647,postmedia network inc.,"['west elgin ,ON, Canada']",4995.0,5157.0,-3.1,2221.0,2102.0,15.5,322.48,44.6,4155.0,1140.0,1160.0,1855.0,70.0,355.0,4160.0,3995.0,29397.0,4915.0,4380.0,530.0
339,5567,Thursday,T,2019,west%20elgin,chronicle,postmedia network inc.,80,ON,5647,postmedia network inc.,"['west elgin ,ON, Canada']",4995.0,5157.0,-3.1,2221.0,2102.0,15.5,322.48,44.6,4155.0,1140.0,1160.0,1855.0,70.0,355.0,4160.0,3995.0,29397.0,4915.0,4380.0,530.0
340,26,Thursday,T,2014,blyth&brussels,citizen,north huron publishing co. inc.,1772,ON,1798,north huron publishing co. inc.,"['blyth ,ON, Canada', 'brussels ,ON, Canada']",7035.0,7074.0,-0.19999999999999996,3017.0,2857.5,20.65,424.02,41.75,5685.0,1447.5,1660.0,2577.5,115.0,537.5,5687.5,5525.0,32244.0,6955.0,6437.5,500.0
341,7200,Friday,T,2014,cfb%20borden,citizen,department of national defence,0,ON,7200,department of national defence,"['cfb borden ,ON, Canada']",10975.0,10603.0,3.5,3974.0,3834.0,29.5,372.34,41.7,9175.0,1575.0,2835.0,4760.0,170.0,1395.0,9175.0,8825.0,38837.0,10880.0,9565.0,1300.0
342,23,Thursday,T,2015,blyth&brussels,citizen,north huron publishing co. inc.,1739,ON,1762,north huron publishing co. inc.,"['blyth ,ON, Canada', 'brussels ,ON, Canada']",7035.0,7074.0,-0.19999999999999996,3017.0,2857.5,20.65,424.02,41.75,5685.0,1447.5,1660.0,2577.5,115.0,537.5,5687.5,5525.0,32244.0,6955.0,6437.5,500.0
343,23,Thursday,T,2016,blyth&brussels,citizen,north huron publishing co. inc.,1733,ON,1756,north huron publishing co. inc.,"['blyth ,ON, Canada', 'brussels ,ON, Canada']",7035.0,7074.0,-0.19999999999999996,3017.0,2857.5,20.65,424.02,41.75,5685.0,1447.5,1660.0,2577.5,115.0,537.5,5687.5,5525.0,32244.0,6955.0,6437.5,500.0
344,26,Thursday,T,2017,blyth&brussels,citizen,north huron publishing co. inc.,1749,ON,1775,north huron publishing co. inc.,"['blyth ,ON, Canada', 'brussels ,ON, Canada']",7035.0,7074.0,-0.19999999999999996,3017.0,2857.5,20.65,424.02,41.75,5685.0,1447.5,1660.0,2577.5,115.0,537.5,5687.5,5525.0,32244.0,6955.0,6437.5,500.0
345,26,Thursday,T,2018,blyth&brussels,citizen,north huron publishing co. inc.,1766,ON,1792,north huron publishing co. inc.,"['blyth ,ON, Canada', 'brussels ,ON, Canada']",7035.0,7074.0,-0.19999999999999996,3017.0,2857.5,20.65,424.02,41.75,5685.0,1447.5,1660.0,2577.5,115.0,537.5,5687.5,5525.0,32244.0,6955.0,6437.5,500.0
346,28,Thursday,T,2019,blyth&brussels,citizen,north huron publishing co. inc.,1879,ON,1907,north huron publishing co. inc.,"['blyth ,ON, Canada', 'brussels ,ON, Canada']",7035.0,7074.0,-0.19999999999999996,3017.0,2857.5,20.65,424.02,41.75,5685.0,1447.5,1660.0,2577.5,115.0,537.5,5687.5,5525.0,32244.0,6955.0,6437.5,500.0
347,7000,Friday,T,2015,cfb%20borden,citoyen borden citizen,department of national defence,0,ON,7000,department of national defence,"['cfb borden ,ON, Canada']",10975.0,10603.0,3.5,3974.0,3834.0,29.5,372.34,41.7,9175.0,1575.0,2835.0,4760.0,170.0,1395.0,9175.0,8825.0,38837.0,10880.0,9565.0,1300.0
348,7000,Friday,T,2016,cfb%20borden,citoyen borden citizen,department of national defence,0,ON,7000,department of national defence,"['cfb borden ,ON, Canada']",10975.0,10603.0,3.5,3974.0,3834.0,29.5,372.34,41.7,9175.0,1575.0,2835.0,4760.0,170.0,1395.0,9175.0,8825.0,38837.0,10880.0,9565.0,1300.0
349,7000,Friday,T,2017,cfb%20borden,citoyen borden citizen,department of national defence,0,ON,7000,department of national defence,"['cfb borden ,ON, Canada']",10975.0,10603.0,3.5,3974.0,3834.0,29.5,372.34,41.7,9175.0,1575.0,2835.0,4760.0,170.0,1395.0,9175.0,8825.0,38837.0,10880.0,9565.0,1300.0
350,7000,Friday,T,2018,cfb%20borden,citoyen borden citizen,department of national defence,0,ON,7000,department of national defence,"['cfb borden ,ON, Canada']",10975.0,10603.0,3.5,3974.0,3834.0,29.5,372.34,41.7,9175.0,1575.0,2835.0,4760.0,170.0,1395.0,9175.0,8825.0,38837.0,10880.0,9565.0,1300.0
351,7000,Friday,T,2019,cfb%20borden,citoyen borden citizen,canadian forces morale and welfare services (cfmws),0,ON,7000,department of national defence,"['cfb borden ,ON, Canada']",10975.0,10603.0,3.5,3974.0,3834.0,29.5,372.34,41.7,9175.0,1575.0,2835.0,4760.0,170.0,1395.0,9175.0,8825.0,38837.0,10880.0,9565.0,1300.0
352,47083,Thursday,T,2013,toronto,city centre mirror/annex guardian,metroland media group ltd.,0,ON,47083,metroland media group ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0
353,46428,Thursday,T,2014,toronto,city centre mirror/annex guardian,metroland media group ltd.,0,ON,46428,metroland media group ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0
354,50099,Thursday,T,2015,toronto,city centre mirror/annex guardian,metroland media group ltd.,0,ON,50099,metroland media group ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0
355,48144,Thursday,T,2016,toronto,city centre mirror/annex guardian,metroland media group ltd.,0,ON,48144,metroland media group ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0
356,48144,Thursday,T,2017,toronto,city centre mirror/annex guardian,metroland media group ltd.,0,ON,48144,metroland media group ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0
357,43000,Thursday,T,2018,toronto,city centre/york mirror,metroland media group ltd.,0,ON,43000,metroland media group ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0
358,25731,Wednesday,B,2013,clarington,clarington this week,metroland media group ltd.,0,ON,25731,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
359,25731,Thursday,T,2013,clarington,clarington this week,metroland media group ltd.,0,ON,25731,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
360,19328,Friday,T,2013,clarington,clarington this week,metroland media group ltd.,0,ON,19328,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
361,25831,Thursday,T,2014,clarington,clarington this week,metroland media group ltd.,0,ON,25831,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
362,25845,Wednesday,B,2014,clarington,clarington this week,metroland media group ltd.,0,ON,25845,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
363,105981,Wednesday,B,2015,clarington,clarington this week,metroland media group ltd.,0,ON,105981,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
364,117828,Thursday,T,2015,clarington,clarington this week,metroland media group ltd.,0,ON,117828,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
365,105981,Wednesday,B,2016,clarington,clarington this week,metroland media group ltd.,0,ON,105981,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
366,117828,Thursday,T,2016,clarington,clarington this week,metroland media group ltd.,0,ON,117828,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
367,117828,Thursday,T,2017,clarington,clarington this week,metroland media group ltd.,0,ON,117828,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
368,105981,Wednesday,B,2017,clarington,clarington this week,metroland media group ltd.,0,ON,105981,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
369,105981,Wednesday,B,2018,clarington,clarington this week,metroland media group ltd.,0,ON,105981,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
370,117828,Thursday,T,2018,clarington,clarington this week,metroland media group ltd.,0,ON,117828,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
371,105981,Wednesday,B,2019,clarington,clarington this week,metroland media group ltd.,0,ON,105981,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
372,117828,Thursday,T,2019,clarington,clarington this week,metroland media group ltd.,0,ON,117828,metroland media group ltd.,"['clarington ,ON, Canada']",92013.0,84548.0,8.8,33384.0,32838.0,150.5,611.4,38.9,74065.0,12385.0,21735.0,39940.0,1260.0,11395.0,74060.0,70680.0,41820.0,91190.0,79890.0,11045.0
373,38,Wednesday,B,2013,clinton,clinton news record,sun media corporation,1548,ON,1586,sun media corporation,"['clinton ,ON, Canada']",7576.0,7586.0,-0.1,3823.0,3127.0,16.9,449.58,44.2,6150.0,1380.0,1625.0,3145.0,120.0,790.0,6145.0,5965.0,34042.0,7340.0,6715.0,615.0
374,0,Thursday,T,2013,cochrane,cochrane timespost,sun media corporation,1935,ON,1935,sun media corporation,"['cochrane ,ON, Canada']",2865.0,3064.0,-6.5,1835.0,1167.0,0.0,131735.62,42.4,2335.0,665.0,535.0,1140.0,65.0,255.0,2350.0,2265.0,39787.0,2805.0,2715.0,80.0
375,0,Thursday,T,2014,cochrane,cochrane timespost,sun media corporation,1836,ON,1836,sun media corporation,"['cochrane ,ON, Canada']",2865.0,3064.0,-6.5,1835.0,1167.0,0.0,131735.62,42.4,2335.0,665.0,535.0,1140.0,65.0,255.0,2350.0,2265.0,39787.0,2805.0,2715.0,80.0
376,0,Thursday,T,2015,cochrane,cochrane timespost,sun media corporation,1725,ON,1725,sun media corporation,"['cochrane ,ON, Canada']",2865.0,3064.0,-6.5,1835.0,1167.0,0.0,131735.62,42.4,2335.0,665.0,535.0,1140.0,65.0,255.0,2350.0,2265.0,39787.0,2805.0,2715.0,80.0
377,0,Thursday,T,2016,cochrane,cochrane timespost,sun media corporation,1381,ON,1381,postmedia network inc.,"['cochrane ,ON, Canada']",2865.0,3064.0,-6.5,1835.0,1167.0,0.0,131735.62,42.4,2335.0,665.0,535.0,1140.0,65.0,255.0,2350.0,2265.0,39787.0,2805.0,2715.0,80.0
378,0,Thursday,T,2017,cochrane,cochrane timespost,postmedia network inc.,1223,ON,1223,postmedia network inc.,"['cochrane ,ON, Canada']",2865.0,3064.0,-6.5,1835.0,1167.0,0.0,131735.62,42.4,2335.0,665.0,535.0,1140.0,65.0,255.0,2350.0,2265.0,39787.0,2805.0,2715.0,80.0
379,0,Thursday,T,2018,cochrane,cochrane timespost,postmedia network inc.,1061,ON,1061,postmedia network inc.,"['cochrane ,ON, Canada']",2865.0,3064.0,-6.5,1835.0,1167.0,0.0,131735.62,42.4,2335.0,665.0,535.0,1140.0,65.0,255.0,2350.0,2265.0,39787.0,2805.0,2715.0,80.0
380,0,Thursday,T,2019,cochrane,cochrane timespost,postmedia network inc.,948,ON,948,postmedia network inc.,"['cochrane ,ON, Canada']",2865.0,3064.0,-6.5,1835.0,1167.0,0.0,131735.62,42.4,2335.0,665.0,535.0,1140.0,65.0,255.0,2350.0,2265.0,39787.0,2805.0,2715.0,80.0
381,9,Tuesday,B,2013,collingwood,collingwood enterprisebulletin,sun media corporation,1230,ON,1239,sun media corporation,"['collingwood ,ON, Canada']",21793.0,19241.0,13.3,11617.0,9556.0,645.1,33.78,46.3,18025.0,3045.0,5405.0,9575.0,440.0,3865.0,18025.0,17660.0,32215.0,21145.0,18530.0,2520.0
382,18067,Friday,B,2013,collingwood,collingwood enterprisebulletin,sun media corporation,322,ON,18389,sun media corporation,"['collingwood ,ON, Canada']",21793.0,19241.0,13.3,11617.0,9556.0,645.1,33.78,46.3,18025.0,3045.0,5405.0,9575.0,440.0,3865.0,18025.0,17660.0,32215.0,21145.0,18530.0,2520.0
383,5400,Friday,T,2014,drayton,community news,w.h.a. publications ltd.,7,ON,5407,w.h.a. publications ltd.,"['drayton ,ON, Canada']",10527.0,9989.0,5.4,3556.0,3141.0,19.7,534.87,33.6,7620.0,3210.0,1805.0,2595.0,110.0,615.0,7620.0,7260.0,35671.0,10520.0,9465.0,1025.0
384,5445,Friday,T,2015,drayton,community news,w.h.a. publications ltd.,6,ON,5451,w.h.a. publications ltd.,"['drayton ,ON, Canada']",10527.0,9989.0,5.4,3556.0,3141.0,19.7,534.87,33.6,7620.0,3210.0,1805.0,2595.0,110.0,615.0,7620.0,7260.0,35671.0,10520.0,9465.0,1025.0
385,5152,Friday,T,2016,drayton,community news,w.h.a. publications ltd.,5,ON,5157,w.h.a. publications ltd.,"['drayton ,ON, Canada']",10527.0,9989.0,5.4,3556.0,3141.0,19.7,534.87,33.6,7620.0,3210.0,1805.0,2595.0,110.0,615.0,7620.0,7260.0,35671.0,10520.0,9465.0,1025.0
386,5042,Friday,T,2017,drayton,community news,w.h.a. publications ltd.,6,ON,5048,w.h.a. publications ltd.,"['drayton ,ON, Canada']",10527.0,9989.0,5.4,3556.0,3141.0,19.7,534.87,33.6,7620.0,3210.0,1805.0,2595.0,110.0,615.0,7620.0,7260.0,35671.0,10520.0,9465.0,1025.0
387,5050,Friday,T,2018,drayton,community news,w.h.a. publications ltd.,5,ON,5055,w.h.a. publications ltd.,"['drayton ,ON, Canada']",10527.0,9989.0,5.4,3556.0,3141.0,19.7,534.87,33.6,7620.0,3210.0,1805.0,2595.0,110.0,615.0,7620.0,7260.0,35671.0,10520.0,9465.0,1025.0
