CSDs,Year,ID,FreeCirculation,TotalCirculation,PaidCirculation,Swap2017Affected,Owner,AdvCirc,NatlLineRate,SpotColour,ProcessColour,MarketAndNewspaper,AdvNewspaper,Newspaper,Year_only,Time,Post2017,OwnerPostmediaMetroland,Interaction,Interaction2,Interaction3
['Innisfil'],2017-01-01,203.0,11848.0,11848.0,0.0,1.0,metroland media group ltd.,11661.0,1.5,1160.0,1160.0,innisfil journal,innisfil journal,innisfil journal,2017,4,0,1,0.0,0.0,1.0
['Innisfil'],2018-01-01,203.0,11885.0,11885.0,0.0,1.0,metroland media group ltd.,11848.0,1.5,1160.0,1160.0,innisfil journal,innisfil journal,innisfil journal,2018,5,1,1,1.0,1.0,1.0
['Innisfil'],2019-01-01,203.0,11866.0,11866.0,0.0,1.0,metroland media group ltd.,11849.0,1.5,1160.0,1160.0,innisfil journal,innisfil journal,innisfil journal,2019,6,1,1,1.0,1.0,1.0
['North Grenville'],2013-01-01,211.0,9467.0,9467.0,0.0,0.0,metroland media group ltd.,10391.0,0.8,335.0,1160.0,kemptville advance,kemptville advance,kemptville advance,2013,0,0,1,0.0,0.0,0.0
['North Grenville'],2014-01-01,211.0,10616.0,10616.0,0.0,0.0,metroland media group ltd.,9467.0,0.56,1160.0,1160.0,kemptville advance,kemptville advance,kemptville advance,2014,1,0,1,0.0,0.0,0.0
['North Grenville'],2015-01-01,211.0,10471.0,10471.0,0.0,0.0,metroland media group ltd.,10454.0,0.66,1160.0,1160.0,kemptville advance,kemptville advance,kemptville advance,2015,2,0,1,0.0,0.0,0.0
['North Grenville'],2016-01-01,211.0,10640.0,10640.0,0.0,0.0,metroland media group ltd.,10471.0,0.66,1160.0,1160.0,kemptville advance,kemptville advance,kemptville advance,2016,3,0,1,0.0,0.0,0.0
['North Grenville'],2017-01-01,211.0,10676.0,10676.0,0.0,0.0,metroland media group ltd.,10640.0,0.66,1160.0,1160.0,kemptville advance,kemptville advance,kemptville advance,2017,4,0,1,0.0,0.0,0.0
['North Grenville'],2018-01-01,211.0,10681.0,10681.0,0.0,0.0,metroland media group ltd.,10676.0,0.66,1160.0,1160.0,kemptville advance,kemptville advance,kemptville advance,2018,5,1,1,0.0,0.0,0.0
['North Grenville'],2019-01-01,211.0,10742.0,10742.0,0.0,0.0,metroland media group ltd.,10710.0,0.66,1160.0,1160.0,kemptville advance,kemptville advance,kemptville advance,2019,6,1,1,0.0,0.0,0.0
['Aurora'],2013-01-01,213.0,7342.0,7342.0,0.0,0.0,metroland media group ltd.,7342.0,0.63,335.0,1160.0,king connection,king connection,king connection,2013,0,0,1,0.0,0.0,0.0
['King'],2014-01-01,213.0,6688.0,6688.0,0.0,0.0,metroland media group ltd.,5877.0,0.71,1160.0,1160.0,king connection,king connection,king connection,2014,1,0,1,0.0,0.0,0.0
['King'],2015-01-01,213.0,7623.0,7623.0,0.0,0.0,metroland media group ltd.,7515.0,0.71,1160.0,1160.0,king connection,king connection,king connection,2015,2,0,1,0.0,0.0,0.0
['King'],2016-01-01,213.0,6091.0,6091.0,0.0,0.0,metroland media group ltd.,7590.0,0.71,1160.0,1160.0,king connection,king connection,king connection,2016,3,0,1,0.0,0.0,0.0
['King'],2017-01-01,213.0,5733.666666666667,5733.666666666667,0.0,0.0,metroland media group ltd.,6091.0,0.71,1160.0,1160.0,king connection,king connection,king connection,2017,4,0,1,0.0,0.0,0.0
['King'],2018-01-01,213.0,5376.333333333333,5376.333333333333,0.0,0.0,metroland media group ltd.,6091.0,0.71,1160.0,1160.0,king connection,king connection,king connection,2018,5,1,1,0.0,0.0,0.0
['King'],2019-01-01,213.0,5019.0,5019.0,0.0,0.0,metroland media group ltd.,5192.0,0.71,1160.0,1160.0,king connection,king connection,king connection,2019,6,1,1,0.0,0.0,0.0
['LaSalle'],2013-01-01,227.0,11219.0,11219.0,0.0,0.0,postmedia network inc.,11174.0,1.04,129.0,388.0,lasalle post,lasalle post,lasalle post,2013,0,0,1,0.0,0.0,0.0
['LaSalle'],2014-01-01,227.0,10936.0,10936.0,0.0,0.0,postmedia network inc.,11219.0,1.04,129.0,388.0,lasalle post,lasalle post,lasalle post,2014,1,0,1,0.0,0.0,0.0
['LaSalle'],2015-01-01,227.0,10653.0,10653.0,0.0,0.0,postmedia network inc.,11219.0,1.08,136.0,408.0,lasalle post,lasalle post,lasalle post,2015,2,0,1,0.0,0.0,0.0
['LaSalle'],2016-01-01,227.0,10370.0,10370.0,0.0,0.0,postmedia network inc.,11219.0,1.08,136.0,408.0,lasalle post,lasalle post,lasalle post,2016,3,0,1,0.0,0.0,0.0
['LaSalle'],2017-01-01,227.0,10087.0,10087.0,0.0,0.0,postmedia network inc.,11219.0,1.14,136.0,428.0,lasalle post,lasalle post,lasalle post,2017,4,0,1,0.0,0.0,0.0
['LaSalle'],2018-01-01,227.0,9804.0,9804.0,0.0,0.0,postmedia network inc.,11219.0,1.25,136.0,428.0,lasalle post,lasalle post,lasalle post,2018,5,1,1,0.0,0.0,0.0
['LaSalle'],2019-01-01,227.0,9804.0,9804.0,0.0,0.0,postmedia network inc.,11219.0,1.25,136.0,428.0,lasalle post,lasalle post,lasalle post,2019,6,1,1,0.0,0.0,0.0
['Mississauga'],2015-01-01,256.0,197792.0,197792.0,0.0,0.0,metroland media group ltd.,125582.0,9.64,1160.0,1160.0,mississauga news,mississauga news,mississauga news,2015,2,0,1,0.0,0.0,0.0
['Mississauga'],2016-01-01,256.0,197547.0,197547.0,0.0,0.0,metroland media group ltd.,125582.0,9.64,1160.0,1160.0,mississauga news,mississauga news,mississauga news,2016,3,0,1,0.0,0.0,0.0
['Mississauga'],2017-01-01,256.0,187392.3333333333,187392.3333333333,0.0,0.0,metroland media group ltd.,165000.0,9.64,1160.0,1160.0,mississauga news,mississauga news,mississauga news,2017,4,0,1,0.0,0.0,0.0
['Mississauga'],2018-01-01,256.0,177237.66666666666,177237.66666666666,0.0,0.0,metroland media group ltd.,165000.0,9.64,1160.0,1160.0,mississauga news,mississauga news,mississauga news,2018,5,1,1,0.0,0.0,0.0
['Mississauga'],2019-01-01,256.0,167083.0,167083.0,0.0,0.0,metroland media group ltd.,167250.0,9.64,1160.0,1160.0,mississauga news,mississauga news,mississauga news,2019,6,1,1,0.0,0.0,0.0
['Hamilton'],2013-01-01,261.0,50300.0,50300.0,0.0,0.0,metroland media group ltd.,50291.0,2.8,335.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,2013,0,0,1,0.0,0.0,0.0
['Hamilton'],2014-01-01,261.0,50556.0,50556.0,0.0,0.0,metroland media group ltd.,50300.0,3.06,1160.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,2014,1,0,1,0.0,0.0,0.0
['Hamilton'],2015-01-01,261.0,50017.0,50017.0,0.0,0.0,metroland media group ltd.,50557.0,3.06,1160.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,2015,2,0,1,0.0,0.0,0.0
['Hamilton'],2016-01-01,261.0,50062.0,50062.0,0.0,0.0,metroland media group ltd.,50057.0,3.06,1160.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,2016,3,0,1,0.0,0.0,0.0
['Hamilton'],2017-01-01,261.0,49983.0,49983.0,0.0,0.0,metroland media group ltd.,50062.0,3.06,1160.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,2017,4,0,1,0.0,0.0,0.0
['Hamilton'],2018-01-01,261.0,49988.0,49988.0,0.0,0.0,metroland media group ltd.,49984.0,3.06,1160.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,2018,5,1,1,0.0,0.0,0.0
['Hamilton'],2019-01-01,261.0,48752.0,48752.0,0.0,0.0,metroland media group ltd.,49497.0,3.06,1160.0,1160.0,hamilton mountain news,hamilton mountain news,mountain news,2019,6,1,1,0.0,0.0,0.0
['Bracebridge'],2015-01-01,265.0,25850.0,25850.0,0.0,0.0,metroland media group ltd.,27187.0,2.97,1160.0,1160.0,muskoka muskokaregion.com,muskoka muskokaregion.com,muskokaregion.com,2015,2,0,1,0.0,0.0,0.0
['Bracebridge'],2016-01-01,265.0,26108.0,26108.0,0.0,0.0,metroland media group ltd.,25850.0,2.97,1160.0,1160.0,muskoka muskokaregion.com,muskoka muskokaregion.com,muskokaregion.com,2016,3,0,1,0.0,0.0,0.0
['Bracebridge'],2017-01-01,265.0,25991.0,25991.0,0.0,0.0,metroland media group ltd.,25850.0,2.97,1160.0,1160.0,muskoka muskokaregion.com,muskoka muskokaregion.com,muskokaregion.com,2017,4,0,1,0.0,0.0,0.0
['Bracebridge'],2018-01-01,265.0,25398.0,25398.0,0.0,0.0,metroland media group ltd.,25991.0,2.97,1160.0,1160.0,muskoka muskokaregion.com,muskoka muskokaregion.com,muskokaregion.com,2018,5,1,1,0.0,0.0,0.0
['Bracebridge'],2019-01-01,265.0,25494.0,25494.0,0.0,0.0,metroland media group ltd.,25494.0,2.97,1160.0,1160.0,muskoka muskokaregion.com,muskoka muskokaregion.com,muskokaregion.com,2019,6,1,1,0.0,0.0,0.0
['Greater Napanee'],2013-01-01,266.0,15531.0,15531.0,0.0,0.0,napanee beaver ltd.,15503.0,0.8,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,2013,0,0,0,0.0,0.0,0.0
['Greater Napanee'],2014-01-01,266.0,15785.0,15785.0,0.0,0.0,napanee beaver ltd.,15531.0,0.8,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,2014,1,0,0,0.0,0.0,0.0
['Greater Napanee'],2015-01-01,266.0,15752.0,15752.0,0.0,0.0,napanee beaver ltd.,15785.0,0.8,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,2015,2,0,0,0.0,0.0,0.0
['Greater Napanee'],2016-01-01,266.0,15749.0,15749.0,0.0,0.0,napanee beaver ltd.,15752.0,0.91,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,2016,3,0,0,0.0,0.0,0.0
['Greater Napanee'],2017-01-01,266.0,15746.0,15746.0,0.0,0.0,napanee beaver ltd.,15752.0,0.91,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,2017,4,0,0,0.0,0.0,0.0
['Greater Napanee'],2018-01-01,266.0,15786.0,15786.0,0.0,0.0,napanee beaver ltd.,15746.0,0.91,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,2018,5,1,0,0.0,0.0,0.0
['Greater Napanee'],2019-01-01,266.0,15914.0,15914.0,0.0,0.0,napanee beaver ltd.,15786.0,0.91,71.0,106.0,napanee beaver,napanee beaver,napanee beaver,2019,6,1,0,0.0,0.0,0.0
"['Brudenell', 'Lyndoch and Raglan', 'Stone Mills', 'Greater Napanee']",2013-01-01,267.0,14980.0,14980.0,0.0,0.0,sun media corporation,14965.0,0.77,194.0,429.0,napanee guide,napanee guide,napanee guide,2013,0,0,1,0.0,0.0,0.0
"['Brudenell', 'Lyndoch and Raglan', 'Stone Mills', 'Greater Napanee']",2014-01-01,267.0,14948.0,14948.0,0.0,0.0,sun media corporation,14980.0,0.78,194.0,429.0,napanee guide,napanee guide,napanee guide,2014,1,0,1,0.0,0.0,0.0
"['Brudenell', 'Lyndoch and Raglan', 'Stone Mills', 'Greater Napanee']",2015-01-01,267.0,14833.0,14833.0,0.0,0.0,sun media corporation,14948.0,0.78,194.0,429.0,napanee guide,napanee guide,napanee guide,2015,2,0,1,0.0,0.0,0.0
"['Brudenell', 'Lyndoch and Raglan', 'Stone Mills', 'Greater Napanee']",2016-01-01,267.0,14939.0,14939.0,0.0,0.0,sun media corporation,14833.0,0.78,194.0,429.0,napanee guide,napanee guide,napanee guide,2016,3,0,1,0.0,0.0,0.0
"['Brudenell', 'Lyndoch and Raglan', 'Stone Mills', 'Greater Napanee']",2017-01-01,267.0,15022.0,15022.0,0.0,0.0,postmedia network inc.,14939.0,0.78,194.0,429.0,napanee guide,napanee guide,napanee guide,2017,4,0,1,0.0,0.0,0.0
['Greater Napanee'],2018-01-01,267.0,14992.0,14992.0,0.0,0.0,postmedia network inc.,15022.0,0.78,194.0,429.0,napanee guide,napanee guide,napanee guide,2018,5,1,1,0.0,0.0,0.0
['Greater Napanee'],2019-01-01,267.0,14992.0,14992.0,0.0,0.0,postmedia network inc.,15022.0,0.78,194.0,429.0,napanee guide,napanee guide,napanee guide,2019,6,1,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2013-01-01,287.0,53802.0,53802.0,0.0,0.0,metroland media group ltd.,52714.0,4.52,335.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2013,0,0,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2014-01-01,287.0,54382.0,54382.0,0.0,0.0,metroland media group ltd.,53596.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2014,1,0,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2015-01-01,287.0,53818.0,53818.0,0.0,0.0,metroland media group ltd.,53619.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2015,2,0,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2016-01-01,287.0,52833.0,52833.0,0.0,0.0,metroland media group ltd.,53950.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2016,3,0,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2017-01-01,287.0,52863.66666666666,52863.66666666666,0.0,0.0,metroland media group ltd.,52833.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2017,4,0,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2018-01-01,287.0,52894.333333333336,52894.333333333336,0.0,0.0,metroland media group ltd.,52624.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2018,5,1,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2019-01-01,287.0,52925.0,52925.0,0.0,0.0,metroland media group ltd.,53176.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2019,6,1,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2013-01-01,288.0,53802.0,53802.0,0.0,0.0,metroland media group ltd.,52732.0,4.52,335.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2013,0,0,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2014-01-01,288.0,54394.0,54394.0,0.0,0.0,metroland media group ltd.,53584.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2014,1,0,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2015-01-01,288.0,53813.0,53813.0,0.0,0.0,metroland media group ltd.,53619.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2015,2,0,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2016-01-01,288.0,52855.0,52855.0,0.0,0.0,metroland media group ltd.,53965.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2016,3,0,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2017-01-01,288.0,52609.333333333336,52609.333333333336,0.0,0.0,metroland media group ltd.,52855.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2017,4,0,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2018-01-01,288.0,52363.66666666666,52363.66666666666,0.0,0.0,metroland media group ltd.,52574.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2018,5,1,1,0.0,0.0,0.0
"['Pickering', 'Ajax']",2019-01-01,288.0,52118.0,52118.0,0.0,0.0,metroland media group ltd.,53217.0,4.94,1160.0,1160.0,ajax pickering news advertiser,ajax pickering news advertiser,news advertiser,2019,6,1,1,0.0,0.0,0.0
['Pelham'],2013-01-01,295.0,179700.0,179700.0,0.0,1.0,metroland media group ltd.,167300.0,3.79,335.0,1160.0,niagara this week,niagara this week,niagara this week,2013,0,0,1,0.0,0.0,1.0
['Pelham'],2014-01-01,295.0,151925.0,151925.0,0.0,1.0,metroland media group ltd.,180050.0,3.86,1160.0,1160.0,niagara this week,niagara this week,niagara this week,2014,1,0,1,0.0,0.0,1.0
['Pelham'],2015-01-01,295.0,159755.0,159755.0,0.0,1.0,metroland media group ltd.,151925.0,3.86,1160.0,1160.0,niagara this week,niagara this week,niagara this week,2015,2,0,1,0.0,0.0,1.0
['Pelham'],2016-01-01,295.0,155941.0,155941.0,0.0,1.0,metroland media group ltd.,159597.0,3.86,1160.0,1160.0,niagara this week,niagara this week,niagara this week,2016,3,0,1,0.0,0.0,1.0
['Pelham'],2017-01-01,295.0,156663.5,156663.5,0.0,1.0,metroland media group ltd.,159597.0,3.86,1160.0,1160.0,niagara this week,niagara this week,niagara this week,2017,4,0,1,0.0,0.0,1.0
['Pelham'],2018-01-01,295.0,157386.0,157386.0,0.0,1.0,metroland media group ltd.,157002.0,3.86,1160.0,1160.0,niagara this week,niagara this week,niagara this week,2018,5,1,1,1.0,1.0,1.0
['Pelham'],2019-01-01,295.0,156690.0,156690.0,0.0,1.0,metroland media group ltd.,156928.0,3.86,1160.0,1160.0,niagara this week,niagara this week,niagara this week,2019,6,1,1,1.0,1.0,1.0
['Toronto'],2013-01-01,310.0,94807.0,94807.0,0.0,0.0,metroland media group ltd.,94915.0,7.73,335.0,1160.0,north york mirror,north york mirror,north york mirror,2013,0,0,1,0.0,0.0,0.0
['Toronto'],2014-01-01,310.0,95006.0,95006.0,0.0,0.0,metroland media group ltd.,94743.0,8.44,1160.0,1160.0,north york mirror,north york mirror,north york mirror,2014,1,0,1,0.0,0.0,0.0
['Toronto'],2015-01-01,310.0,100647.0,100647.0,0.0,0.0,metroland media group ltd.,97046.0,8.44,1160.0,1160.0,north york mirror,north york mirror,north york mirror,2015,2,0,1,0.0,0.0,0.0
['Toronto'],2016-01-01,310.0,96965.0,96965.0,0.0,0.0,metroland media group ltd.,98013.0,8.44,1160.0,1160.0,north york mirror,north york mirror,north york mirror,2016,3,0,1,0.0,0.0,0.0
['Toronto'],2017-01-01,310.0,94928.66666666669,94928.66666666669,0.0,0.0,metroland media group ltd.,96965.0,8.44,1160.0,1160.0,north york mirror,north york mirror,north york mirror,2017,4,0,1,0.0,0.0,0.0
['Toronto'],2018-01-01,310.0,92892.33333333331,92892.33333333331,0.0,0.0,metroland media group ltd.,93964.0,8.69,1160.0,1160.0,north york mirror,north york mirror,north york mirror,2018,5,1,1,0.0,0.0,0.0
['Toronto'],2019-01-01,310.0,90856.0,90856.0,0.0,0.0,metroland media group ltd.,90896.0,8.69,1160.0,1160.0,north york mirror,north york mirror,north york mirror,2019,6,1,1,0.0,0.0,0.0
"['Cramahe', 'Port Hope', 'Cobourg']",2015-01-01,322.0,22717.0,22717.0,0.0,1.0,metroland media group ltd.,22731.0,2.75,1160.0,1160.0,cobourg port hope colborne northumberland news,northumberland news,northumberland news,2015,2,0,1,0.0,0.0,1.0
"['Cramahe', 'Port Hope', 'Cobourg']",2016-01-01,322.0,22631.0,22631.0,0.0,1.0,metroland media group ltd.,22722.0,2.75,1160.0,1160.0,cobourg port hope colborne northumberland news,northumberland news,northumberland news,2016,3,0,1,0.0,0.0,1.0
"['Cramahe', 'Port Hope', 'Cobourg']",2017-01-01,322.0,22546.666666666668,22546.666666666668,0.0,1.0,metroland media group ltd.,22631.0,2.75,1160.0,1160.0,cobourg port hope colborne northumberland news,northumberland news,northumberland news,2017,4,0,1,0.0,0.0,1.0
"['Cramahe', 'Port Hope', 'Cobourg']",2018-01-01,322.0,22462.33333333333,22462.33333333333,0.0,1.0,metroland media group ltd.,22460.0,2.75,1160.0,1160.0,cobourg port hope colborne northumberland news,northumberland news,northumberland news,2018,5,1,1,1.0,1.0,1.0
"['Cramahe', 'Port Hope', 'Cobourg']",2019-01-01,322.0,22378.0,22378.0,0.0,1.0,metroland media group ltd.,22338.0,2.75,1160.0,1160.0,cobourg port hope colborne northumberland news,northumberland news,northumberland news,2019,6,1,1,1.0,1.0,1.0
['Perth East'],2013-01-01,351.0,11930.0,11930.0,0.0,0.0,metroland media group ltd.,11763.0,0.69,335.0,1160.0,perth courier,perth courier,perth courier,2013,0,0,1,0.0,0.0,0.0
['Perth East'],2014-01-01,351.0,12232.0,12232.0,0.0,0.0,metroland media group ltd.,11930.0,0.48,1160.0,1160.0,perth courier,perth courier,perth courier,2014,1,0,1,0.0,0.0,0.0
['Perth East'],2015-01-01,351.0,12467.0,12467.0,0.0,0.0,metroland media group ltd.,12345.0,0.57,1160.0,1160.0,perth courier,perth courier,perth courier,2015,2,0,1,0.0,0.0,0.0
['Perth East'],2016-01-01,351.0,11722.0,11722.0,0.0,0.0,metroland media group ltd.,12467.0,0.57,1160.0,1160.0,perth courier,perth courier,perth courier,2016,3,0,1,0.0,0.0,0.0
['Perth East'],2017-01-01,351.0,11765.0,11765.0,0.0,0.0,metroland media group ltd.,11722.0,0.57,1160.0,1160.0,perth courier,perth courier,perth courier,2017,4,0,1,0.0,0.0,0.0
['Perth East'],2018-01-01,351.0,11702.0,11702.0,0.0,0.0,metroland media group ltd.,11765.0,0.57,1160.0,1160.0,perth courier,perth courier,perth courier,2018,5,1,1,0.0,0.0,0.0
['Perth East'],2019-01-01,351.0,11686.0,11686.0,0.0,0.0,metroland media group ltd.,11828.0,0.57,1160.0,1160.0,perth courier,perth courier,perth courier,2019,6,1,1,0.0,0.0,0.0
['Peterborough'],2013-01-01,352.0,45490.0,45490.0,0.0,1.0,metroland media group ltd.,45647.0,3.91,335.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2013,0,0,1,0.0,0.0,1.0
['Peterborough'],2014-01-01,352.0,45095.0,45095.0,0.0,1.0,metroland media group ltd.,45313.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2014,1,0,1,0.0,0.0,1.0
['Peterborough'],2015-01-01,352.0,44314.0,44314.0,0.0,1.0,metroland media group ltd.,44719.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2015,2,0,1,0.0,0.0,1.0
['Peterborough'],2016-01-01,352.0,43968.0,43968.0,0.0,1.0,metroland media group ltd.,44465.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2016,3,0,1,0.0,0.0,1.0
['Peterborough'],2017-01-01,352.0,43360.333333333336,43360.333333333336,0.0,1.0,metroland media group ltd.,43968.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2017,4,0,1,0.0,0.0,1.0
['Peterborough'],2018-01-01,352.0,42752.66666666666,42752.66666666666,0.0,1.0,metroland media group ltd.,43195.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2018,5,1,1,1.0,1.0,1.0
['Peterborough'],2019-01-01,352.0,42145.0,42145.0,0.0,1.0,metroland media group ltd.,41715.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2019,6,1,1,1.0,1.0,1.0
['Peterborough'],2013-01-01,353.0,46050.0,46050.0,0.0,1.0,metroland media group ltd.,45970.0,3.91,335.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2013,0,0,1,0.0,0.0,1.0
['Peterborough'],2014-01-01,353.0,45686.0,45686.0,0.0,1.0,metroland media group ltd.,45794.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2014,1,0,1,0.0,0.0,1.0
['Peterborough'],2015-01-01,353.0,44901.0,44901.0,0.0,1.0,metroland media group ltd.,45276.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2015,2,0,1,0.0,0.0,1.0
['Peterborough'],2016-01-01,353.0,44528.0,44528.0,0.0,1.0,metroland media group ltd.,45043.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2016,3,0,1,0.0,0.0,1.0
['Peterborough'],2017-01-01,353.0,43740.333333333336,43740.333333333336,0.0,1.0,metroland media group ltd.,44528.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2017,4,0,1,0.0,0.0,1.0
['Peterborough'],2018-01-01,353.0,42952.66666666666,42952.66666666666,0.0,1.0,metroland media group ltd.,43797.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2018,5,1,1,1.0,1.0,1.0
['Peterborough'],2019-01-01,353.0,42165.0,42165.0,0.0,1.0,metroland media group ltd.,42182.0,4.28,1160.0,1160.0,peterborough this week,peterborough this week,peterborough this week,2019,6,1,1,1.0,1.0,1.0
['Prince Edward County'],2013-01-01,356.0,11931.0,11931.0,0.0,0.0,napanee beaver ltd.,11955.0,0.79,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,2013,0,0,0,0.0,0.0,0.0
['Prince Edward County'],2014-01-01,356.0,12102.0,12102.0,0.0,0.0,napanee beaver ltd.,11931.0,0.79,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,2014,1,0,0,0.0,0.0,0.0
['Prince Edward County'],2015-01-01,356.0,11548.0,11548.0,0.0,0.0,napanee beaver ltd.,11955.0,0.79,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,2015,2,0,0,0.0,0.0,0.0
['Prince Edward County'],2016-01-01,356.0,11426.0,11426.0,0.0,0.0,napanee beaver ltd.,11548.0,0.89,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,2016,3,0,0,0.0,0.0,0.0
['Prince Edward County'],2017-01-01,356.0,11450.0,11450.0,0.0,0.0,napanee beaver ltd.,11426.0,0.89,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,2017,4,0,0,0.0,0.0,0.0
['Prince Edward County'],2018-01-01,356.0,11377.0,11377.0,0.0,0.0,napanee beaver ltd.,11450.0,0.91,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,2018,5,1,0,0.0,0.0,0.0
['Prince Edward County'],2019-01-01,356.0,11778.0,11778.0,0.0,0.0,napanee beaver ltd.,11377.0,0.91,71.0,106.0,prince edward picton gazette,picton gazette,picton gazette,2019,6,1,0,0.0,0.0,0.0
['Laurentian Valley'],2013-01-01,368.0,15290.0,15290.0,0.0,0.0,metroland media group ltd.,15286.0,1.15,335.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,2013,0,0,1,0.0,0.0,0.0
['Laurentian Valley'],2014-01-01,368.0,15587.0,15587.0,0.0,0.0,metroland media group ltd.,15290.0,0.8,1160.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,2014,1,0,1,0.0,0.0,0.0
['Laurentian Valley'],2015-01-01,368.0,15624.0,15624.0,0.0,0.0,metroland media group ltd.,15564.0,0.94,1160.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,2015,2,0,1,0.0,0.0,0.0
['Laurentian Valley'],2016-01-01,368.0,14519.0,14519.0,0.0,0.0,metroland media group ltd.,13121.0,0.94,1160.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,2016,3,0,1,0.0,0.0,0.0
['Laurentian Valley'],2017-01-01,368.0,13359.0,13359.0,0.0,0.0,metroland media group ltd.,14519.0,0.94,1160.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,2017,4,0,1,0.0,0.0,0.0
['Laurentian Valley'],2018-01-01,368.0,13319.0,13319.0,0.0,0.0,metroland media group ltd.,13359.0,0.94,1160.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,2018,5,1,1,0.0,0.0,0.0
['Laurentian Valley'],2019-01-01,368.0,11563.0,11563.0,0.0,0.0,metroland media group ltd.,11942.0,0.94,1160.0,1160.0,renfrew mercury,renfrew mercury,renfrew mercury,2019,6,1,1,0.0,0.0,0.0
['Amherstburg'],2013-01-01,373.0,8985.0,8985.0,0.0,0.0,river town times,8986.0,0.77,88.0,382.0,amherstburg river town times,amherstburg river town times,river town times,2013,0,0,0,0.0,0.0,0.0
