,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,CSDs
2242,19300,Thursday,T,2017,chatham,the chatham voice,ck media,0,ON,19300,ck media,"['chatham ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.4057219, -82.1853837)]",['Chatham-Kent']
2243,19300,Thursday,T,2018,chatham,the chatham voice,ck media,0,ON,19300,ck media,"['chatham ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.4057219, -82.1853837)]",['Chatham-Kent']
2244,19300,Thursday,T,2019,chatham,the chatham voice,ck media,0,ON,19300,ck media,"['chatham ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.4057219, -82.1853837)]",['Chatham-Kent']
2245,2,Wednesday,B,2018,chesterville,the chesterville record,etcetera publications,1215,ON,1217,etcetera publications,"['chesterville ,ON, Canada']",11278,11225,0.5,4642,4481,22.4,503.08,42.5,9180,1780,2780,4620,210,1130,9180,8850,37581,11080,10380,690,"[(45.1024266, -75.2289179)]",['North Dundas']
2246,2,Wednesday,B,2019,chesterville,the chesterville record,etcetera publications,1090,ON,1092,etcetera publications,"['chesterville ,ON, Canada']",11278,11225,0.5,4642,4481,22.4,503.08,42.5,9180,1780,2780,4620,210,1130,9180,8850,37581,11080,10380,690,"[(45.1024266, -75.2289179)]",['North Dundas']
2247,45490,Thursday,T,2014,belleville&quinte,the community press,sun media corporation,0,ON,45490,sun media corporation,"['belleville ,ON, Canada', 'quinte ,ON, Canada']",50716,49454,2.6,22744,21732,205.1,247.25,43.4,41475,8365,12845,20270,540,6130,41475,40140,30661,49350,45090,3960,"[(44.1633264, -77.3852556), (44.1884744, -77.3403039)]","['Belleville', 'Belleville']"
2248,45939,Thursday,T,2015,belleville&quinte,the community press,sun media corporation,0,ON,45939,sun media corporation,"['belleville ,ON, Canada', 'quinte ,ON, Canada']",50716,49454,2.6,22744,21732,205.1,247.25,43.4,41475,8365,12845,20270,540,6130,41475,40140,30661,49350,45090,3960,"[(44.1633264, -77.3852556), (44.1884744, -77.3403039)]","['Belleville', 'Belleville']"
2249,46391,Thursday,T,2016,belleville&quinte,the community press,sun media corporation,0,ON,46391,postmedia network inc.,"['belleville ,ON, Canada', 'quinte ,ON, Canada']",50716,49454,2.6,22744,21732,205.1,247.25,43.4,41475,8365,12845,20270,540,6130,41475,40140,30661,49350,45090,3960,"[(44.1633264, -77.3852556), (44.1884744, -77.3403039)]","['Belleville', 'Belleville']"
2250,46476,Thursday,T,2017,belleville&quinte,the community press,postmedia network inc.,0,ON,46476,postmedia network inc.,"['belleville ,ON, Canada', 'quinte ,ON, Canada']",50716,49454,2.6,22744,21732,205.1,247.25,43.4,41475,8365,12845,20270,540,6130,41475,40140,30661,49350,45090,3960,"[(44.1633264, -77.3852556), (44.1884744, -77.3403039)]","['Belleville', 'Belleville']"
2251,46476,Thursday,T,2018,belleville&quinte,the community press,postmedia network inc.,0,ON,46476,postmedia network inc.,"['belleville ,ON, Canada', 'quinte ,ON, Canada']",50716,49454,2.6,22744,21732,205.1,247.25,43.4,41475,8365,12845,20270,540,6130,41475,40140,30661,49350,45090,3960,"[(44.1633264, -77.3852556), (44.1884744, -77.3403039)]","['Belleville', 'Belleville']"
2252,46476,Thursday,T,2019,belleville&quinte,the community press,postmedia network inc.,0,ON,46476,postmedia network inc.,"['belleville ,ON, Canada', 'quinte ,ON, Canada']",50716,49454,2.6,22744,21732,205.1,247.25,43.4,41475,8365,12845,20270,540,6130,41475,40140,30661,49350,45090,3960,"[(44.1633264, -77.3852556), (44.1884744, -77.3403039)]","['Belleville', 'Belleville']"
2253,5637,Thursday,T,2019,kapuskasing,the community press / la presse communautaire,la presse communautaire,0,ON,5637,la presse communautaire,"['kapuskasing ,ON, Canada']",8292,8196,1.2,4087,3801,98.3,84.37,44.2,6825,1785,1850,3190,80,655,6825,6660,33302,8115,7950,165,"[(49.416667, -82.433333)]",['Kapuskasing']
2254,10819,Thursday,T,2013,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,10819,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']",21234,18389,15.6,12066.5,9280.5,498.85,46.21,48.15,17987.5,3357.5,5697.5,8932.5,375,2960,17987.5,17580,30880,20775,17655,3050,"[(44.5027226, -80.2172379), (44.5224813, -80.0203156)]","['Collingwood', 'Wasaga Beach']"
2255,11098,Thursday,T,2014,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,11098,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']",21234,18389,15.6,12066.5,9280.5,498.85,46.21,48.15,17987.5,3357.5,5697.5,8932.5,375,2960,17987.5,17580,30880,20775,17655,3050,"[(44.5027226, -80.2172379), (44.5224813, -80.0203156)]","['Collingwood', 'Wasaga Beach']"
2256,11509,Friday,T,2015,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,11509,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']",21234,18389,15.6,12066.5,9280.5,498.85,46.21,48.15,17987.5,3357.5,5697.5,8932.5,375,2960,17987.5,17580,30880,20775,17655,3050,"[(44.5027226, -80.2172379), (44.5224813, -80.0203156)]","['Collingwood', 'Wasaga Beach']"
2257,11441,Friday,T,2016,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,11441,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']",21234,18389,15.6,12066.5,9280.5,498.85,46.21,48.15,17987.5,3357.5,5697.5,8932.5,375,2960,17987.5,17580,30880,20775,17655,3050,"[(44.5027226, -80.2172379), (44.5224813, -80.0203156)]","['Collingwood', 'Wasaga Beach']"
2258,11584,Friday,T,2017,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,11584,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']",21234,18389,15.6,12066.5,9280.5,498.85,46.21,48.15,17987.5,3357.5,5697.5,8932.5,375,2960,17987.5,17580,30880,20775,17655,3050,"[(44.5027226, -80.2172379), (44.5224813, -80.0203156)]","['Collingwood', 'Wasaga Beach']"
2259,11569,Friday,T,2018,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,11569,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']",21234,18389,15.6,12066.5,9280.5,498.85,46.21,48.15,17987.5,3357.5,5697.5,8932.5,375,2960,17987.5,17580,30880,20775,17655,3050,"[(44.5027226, -80.2172379), (44.5224813, -80.0203156)]","['Collingwood', 'Wasaga Beach']"
2260,11565,Thursday,T,2019,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,11565,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']",21234,18389,15.6,12066.5,9280.5,498.85,46.21,48.15,17987.5,3357.5,5697.5,8932.5,375,2960,17987.5,17580,30880,20775,17655,3050,"[(44.5027226, -80.2172379), (44.5224813, -80.0203156)]","['Collingwood', 'Wasaga Beach']"
2261,51383,Monday,T,2014,toronto,the downtown bulletin,community bulletin newspaper group,0,ON,51383,community bulletin newspaper group,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
2262,51383,Monday,T,2015,toronto,the downtown bulletin,community bulletin newspaper group,0,ON,51383,community bulletin newspaper group,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
2263,51383,Monday,T,2016,toronto,the downtown bulletin,community bulletin newspaper group,0,ON,51383,community bulletin newspaper group,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
2264,51383,Monday,T,2017,toronto,the downtown bulletin,community bulletin newspaper group,0,ON,51383,community bulletin newspaper group,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
2265,51383,Monday,T,2018,toronto,the downtown bulletin,community bulletin newspaper group,0,ON,51383,community bulletin newspaper group,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
2266,51383,Monday,T,2019,toronto,the downtown bulletin,community bulletin newspaper group,0,ON,51383,community bulletin newspaper group,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
2267,0,Wednesday,T,2014,manitouwadge,the echo,manitouwadge echo,361,ON,361,manitouwadge echo,"['manitouwadge ,ON, Canada']",1937,2105,-8,1082,894,5.5,352.07,45.3,1700,485,395,820,40,150,1670,1605,29824,1925,1750,170,"[(49.121541, -85.8384058)]",['Manitouwadge']
2268,0,Wednesday,T,2015,manitouwadge,the echo,manitouwadge echo,341,ON,341,manitouwadge echo,"['manitouwadge ,ON, Canada']",1937,2105,-8,1082,894,5.5,352.07,45.3,1700,485,395,820,40,150,1670,1605,29824,1925,1750,170,"[(49.121541, -85.8384058)]",['Manitouwadge']
2269,20,Wednesday,T,2016,manitouwadge,the echo,manitouwadge echo,181,ON,201,manitouwadge echo,"['manitouwadge ,ON, Canada']",1937,2105,-8,1082,894,5.5,352.07,45.3,1700,485,395,820,40,150,1670,1605,29824,1925,1750,170,"[(49.121541, -85.8384058)]",['Manitouwadge']
2270,6684,Tuesday,T,2019,port%20stanley,the echo,mile maple publishing inc.,0,ON,6684,mile maple publishing inc.,"['port stanley ,ON, Canada']",12607,12743,-1.1,5324,4922,45,280.33,43.6,10555,1755,2990,5815,210,1690,10555,10245,40433,12535,11405,1120,"[(42.6660437, -81.2121712)]",['Central Elgin']
2271,10,Wednesday,B,2018,eganville,the eganville leader,eganville leader publishing ltd.,5713,ON,5723,eganville leader publishing ltd.,"['eganville ,ON, Canada']",3674,3763,-2.4,2317,1619,6.2,593.75,47.6,3115,685,980,1450,85,235,3120,3005,27157,3615,3455,145,"[(45.5406943, -77.1004317)]",['Bonnechere Valley']
2272,135,Wednesday,B,2019,eganville,the eganville leader,eganville leader publishing ltd.,5316,ON,5451,eganville leader publishing ltd.,"['eganville ,ON, Canada']",3674,3763,-2.4,2317,1619,6.2,593.75,47.6,3115,685,980,1450,85,235,3120,3005,27157,3615,3455,145,"[(45.5406943, -77.1004317)]",['Bonnechere Valley']
2273,17950,Thursday,B,2019,toronto,the epoch times english edition  toronto,epoch times media inc.,50,ON,18000,epoch times media inc.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
2274,20660,Thursday,B,2013,midland,the free press,sun media corporation,0,ON,20660,sun media corporation,"['midland ,ON, Canada']",16864,16572,1.8,7739,7374,477.3,35.34,46.4,14055,3115,4545,6395,140,1845,14055,13625,28377,16350,14885,1440,"[(44.750147, -79.885712)]",['Midland']
2275,9166,Thursday,T,2013,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9166,the frontenac news,"['sharbot lake ,ON, Canada']",4373,4556,-4,3726,1885,4.3,1025.2,47.9,3745,835,1110,1800,65,515,3770,3620,27799,4295,4035,260,"[(44.7706987, -76.6901144)]",['Central Frontenac']
2276,9210,Thursday,T,2014,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9210,the frontenac news,"['sharbot lake ,ON, Canada']",4373,4556,-4,3726,1885,4.3,1025.2,47.9,3745,835,1110,1800,65,515,3770,3620,27799,4295,4035,260,"[(44.7706987, -76.6901144)]",['Central Frontenac']
2277,9159,Thursday,T,2015,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9159,the frontenac news,"['sharbot lake ,ON, Canada']",4373,4556,-4,3726,1885,4.3,1025.2,47.9,3745,835,1110,1800,65,515,3770,3620,27799,4295,4035,260,"[(44.7706987, -76.6901144)]",['Central Frontenac']
2278,9135,Thursday,T,2016,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9135,the frontenac news,"['sharbot lake ,ON, Canada']",4373,4556,-4,3726,1885,4.3,1025.2,47.9,3745,835,1110,1800,65,515,3770,3620,27799,4295,4035,260,"[(44.7706987, -76.6901144)]",['Central Frontenac']
2279,9274,Thursday,T,2017,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9274,the frontenac news,"['sharbot lake ,ON, Canada']",4373,4556,-4,3726,1885,4.3,1025.2,47.9,3745,835,1110,1800,65,515,3770,3620,27799,4295,4035,260,"[(44.7706987, -76.6901144)]",['Central Frontenac']
2280,9274,Thursday,T,2018,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9274,the frontenac news,"['sharbot lake ,ON, Canada']",4373,4556,-4,3726,1885,4.3,1025.2,47.9,3745,835,1110,1800,65,515,3770,3620,27799,4295,4035,260,"[(44.7706987, -76.6901144)]",['Central Frontenac']
2281,9274,Thursday,T,2019,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9274,the frontenac news,"['sharbot lake ,ON, Canada']",4373,4556,-4,3726,1885,4.3,1025.2,47.9,3745,835,1110,1800,65,515,3770,3620,27799,4295,4035,260,"[(44.7706987, -76.6901144)]",['Central Frontenac']
2282,0,Thursday,T,2014,parkhill,the gazette,hayter-walden publications inc.,890,ON,890,hayter-walden publications inc.,"['parkhill ,ON, Canada']",6352,6658,-4.6,2399,2336,10.6,597.88,41.5,4980,1045,1300,2635,70,610,4995,4860,35537,6140,5690,440,"[(43.1622799, -81.6842168)]",['North Middlesex']
2283,0,Thursday,T,2015,parkhill,the gazette,hayter-walden publications inc.,706,ON,706,hayter-walden publications inc.,"['parkhill ,ON, Canada']",6352,6658,-4.6,2399,2336,10.6,597.88,41.5,4980,1045,1300,2635,70,610,4995,4860,35537,6140,5690,440,"[(43.1622799, -81.6842168)]",['North Middlesex']
2284,0,Thursday,B,2018,haldimand,the haldimand press,haldimand advocate limited,3326,ON,3326,haldimand advocate limited,"['haldimand ,ON, Canada']",45608,44876,1.6,19472,17502,36.4,1251.54,42.1,37325,7800,11920,17605,580,3715,37325,35885,34754,45025,41300,3690,"[(42.945542, -79.8362031)]",['Haldimand County']
2285,0,Thursday,B,2019,haldimand,the haldimand press,haldimand advocate limited,3056,ON,3056,haldimand advocate limited,"['haldimand ,ON, Canada']",45608,44876,1.6,19472,17502,36.4,1251.54,42.1,37325,7800,11920,17605,580,3715,37325,35885,34754,45025,41300,3690,"[(42.945542, -79.8362031)]",['Haldimand County']
2286,0,Tuesday,T,2013,harrow,the harrow news,harrow news publishing co. inc.,1268,ON,1268,harrow news publishing co. inc.,"['harrow ,ON, Canada']",20427,19600,4.2,8694,8080,73.5,277.97,43.5,16505,3170,5600,7735,215,2045,16505,15890,35715,19575,17825,1740,"[(42.035586, -82.9183594)]",['Essex']
2287,0,Tuesday,T,2014,harrow,the harrow news,harrow news publishing co. inc.,1288,ON,1288,harrow news publishing co. inc.,"['harrow ,ON, Canada']",20427,19600,4.2,8694,8080,73.5,277.97,43.5,16505,3170,5600,7735,215,2045,16505,15890,35715,19575,17825,1740,"[(42.035586, -82.9183594)]",['Essex']
2288,3,Tuesday,T,2015,harrow,the harrow news,harrow news publishing co. inc.,1248,ON,1251,harrow news publishing co. inc.,"['harrow ,ON, Canada']",20427,19600,4.2,8694,8080,73.5,277.97,43.5,16505,3170,5600,7735,215,2045,16505,15890,35715,19575,17825,1740,"[(42.035586, -82.9183594)]",['Essex']
2289,3,Tuesday,T,2016,harrow,the harrow news,harrow news publishing co. inc.,1221,ON,1224,harrow news publishing co. inc.,"['harrow ,ON, Canada']",20427,19600,4.2,8694,8080,73.5,277.97,43.5,16505,3170,5600,7735,215,2045,16505,15890,35715,19575,17825,1740,"[(42.035586, -82.9183594)]",['Essex']
2290,3,Tuesday,T,2017,harrow,the harrow news,harrow news publishing co. inc.,1238,ON,1241,harrow news publishing co. inc.,"['harrow ,ON, Canada']",20427,19600,4.2,8694,8080,73.5,277.97,43.5,16505,3170,5600,7735,215,2045,16505,15890,35715,19575,17825,1740,"[(42.035586, -82.9183594)]",['Essex']
2291,3,Tuesday,T,2018,harrow,the harrow news,harrow news publishing co. inc.,1238,ON,1241,harrow news publishing co. inc.,"['harrow ,ON, Canada']",20427,19600,4.2,8694,8080,73.5,277.97,43.5,16505,3170,5600,7735,215,2045,16505,15890,35715,19575,17825,1740,"[(42.035586, -82.9183594)]",['Essex']
2292,3,Tuesday,T,2019,harrow,the harrow news,harrow news publishing co. inc.,1176,ON,1179,harrow news publishing co. inc.,"['harrow ,ON, Canada']",20427,19600,4.2,8694,8080,73.5,277.97,43.5,16505,3170,5600,7735,215,2045,16505,15890,35715,19575,17825,1740,"[(42.035586, -82.9183594)]",['Essex']
2293,0,Wednesday,T,2018,thamesville,the herald,heather wright,594,ON,594,heather wright,"['thamesville ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.5518069, -81.9771193)]",['Chatham-Kent']
2294,0,Wednesday,T,2019,thamesville,the herald,heather wright,594,ON,594,heather wright,"['thamesville ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.5518069, -81.9771193)]",['Chatham-Kent']
2295,8104,Thursday,T,2015,haliburton,the highlander,maple key media,0,ON,8104,maple key media,"['haliburton ,ON, Canada']",6280,5966,5.3,7083,2891,4.2,1485.98,51.4,5565,1150,1525,2890,160,955,5535,5430,31384,6160,5615,545,"[(45.1525396, -78.5148132)]",['Dysart et al']
2296,8389,Thursday,T,2016,haliburton,the highlander,maple key media,0,ON,8389,maple key media,"['haliburton ,ON, Canada']",6280,5966,5.3,7083,2891,4.2,1485.98,51.4,5565,1150,1525,2890,160,955,5535,5430,31384,6160,5615,545,"[(45.1525396, -78.5148132)]",['Dysart et al']
2297,8062,Thursday,T,2017,haliburton,the highlander,the highlander newspaper limited,0,ON,8062,maple key media,"['haliburton ,ON, Canada']",6280,5966,5.3,7083,2891,4.2,1485.98,51.4,5565,1150,1525,2890,160,955,5535,5430,31384,6160,5615,545,"[(45.1525396, -78.5148132)]",['Dysart et al']
2298,8798,Thursday,T,2018,haliburton,the highlander,the highlander newspaper limited,0,ON,8798,the highlander newspaper limited,"['haliburton ,ON, Canada']",6280,5966,5.3,7083,2891,4.2,1485.98,51.4,5565,1150,1525,2890,160,955,5535,5430,31384,6160,5615,545,"[(45.1525396, -78.5148132)]",['Dysart et al']
2299,8798,Thursday,T,2019,haliburton,the highlander,the highlander newspaper limited,0,ON,8798,the highlander newspaper limited,"['haliburton ,ON, Canada']",6280,5966,5.3,7083,2891,4.2,1485.98,51.4,5565,1150,1525,2890,160,955,5535,5430,31384,6160,5615,545,"[(45.1525396, -78.5148132)]",['Dysart et al']
2300,7500,Monthly,T,2013,kenora,the holidayer,the holidayer,0,ON,7500,the holidayer,"['kenora ,ON, Canada']",6737,7031,-4.2,6630,2824,0,400813.46,46.8,5725,1175,1490,3060,115,790,5720,5575,38843,6600,6220,345,"[(54.0245941, -89.1618188)]","['Kenora, Unorganized']"
2301,7500,Monthly,T,2014,kenora,the holidayer,the holidayer,0,ON,7500,the holidayer,"['kenora ,ON, Canada']",6737,7031,-4.2,6630,2824,0,400813.46,46.8,5725,1175,1490,3060,115,790,5720,5575,38843,6600,6220,345,"[(54.0245941, -89.1618188)]","['Kenora, Unorganized']"
2302,7500,Monthly,T,2015,kenora,the holidayer,sun media corporation,0,ON,7500,the holidayer,"['kenora ,ON, Canada']",6737,7031,-4.2,6630,2824,0,400813.46,46.8,5725,1175,1490,3060,115,790,5720,5575,38843,6600,6220,345,"[(54.0245941, -89.1618188)]","['Kenora, Unorganized']"
2303,7500,Monthly,T,2016,kenora,the holidayer,sun media corporation,0,ON,7500,postmedia network inc.,"['kenora ,ON, Canada']",6737,7031,-4.2,6630,2824,0,400813.46,46.8,5725,1175,1490,3060,115,790,5720,5575,38843,6600,6220,345,"[(54.0245941, -89.1618188)]","['Kenora, Unorganized']"
2304,7500,Monthly,T,2017,kenora,the holidayer,postmedia network inc.,0,ON,7500,postmedia network inc.,"['kenora ,ON, Canada']",6737,7031,-4.2,6630,2824,0,400813.46,46.8,5725,1175,1490,3060,115,790,5720,5575,38843,6600,6220,345,"[(54.0245941, -89.1618188)]","['Kenora, Unorganized']"
2305,6100,Thursday,T,2014,petrolia&lambton,the independent,petrolia lambton independent,0,ON,6100,petrolia lambton independent,"['petrolia ,ON, Canada', 'lambton ,ON, Canada']",3190.5,3084,1.85,1298.5,1266,251.8,12.625,40.4,2452.5,445,740,1265,37.5,285,2492.5,2387.5,27156,2750,2605,140,"[(42.882002, -82.149582), (42.931219850000005, -82.40588922023943)]","['Petrolia', 'Sarnia 45']"
2306,6000,Thursday,T,2015,petrolia&lambton,the independent,petrolia lambton independent,0,ON,6000,petrolia lambton independent,"['petrolia ,ON, Canada', 'lambton ,ON, Canada']",3190.5,3084,1.85,1298.5,1266,251.8,12.625,40.4,2452.5,445,740,1265,37.5,285,2492.5,2387.5,27156,2750,2605,140,"[(42.882002, -82.149582), (42.931219850000005, -82.40588922023943)]","['Petrolia', 'Sarnia 45']"
2307,6000,Thursday,T,2016,petrolia&lambton,the independent,petrolia lambton independent,0,ON,6000,petrolia lambton independent,"['petrolia ,ON, Canada', 'lambton ,ON, Canada']",3190.5,3084,1.85,1298.5,1266,251.8,12.625,40.4,2452.5,445,740,1265,37.5,285,2492.5,2387.5,27156,2750,2605,140,"[(42.882002, -82.149582), (42.931219850000005, -82.40588922023943)]","['Petrolia', 'Sarnia 45']"
2308,6000,Thursday,T,2017,petrolia,the independent,heather wright,0,ON,6000,heather wright,"['petrolia ,ON, Canada']",5742,5528,3.9,2323,2277,452.8,12.68,42.8,4405,765,1325,2315,75,545,4480,4310,35176,5500,5210,280,"[(42.882002, -82.149582)]",['Petrolia']
2309,0,Thursday,T,2018,petrolia,the independent,heather wright,1900,ON,1900,heather wright,"['petrolia ,ON, Canada']",5742,5528,3.9,2323,2277,452.8,12.68,42.8,4405,765,1325,2315,75,545,4480,4310,35176,5500,5210,280,"[(42.882002, -82.149582)]",['Petrolia']
2310,0,Thursday,T,2019,petrolia,the independent,heather wright,1900,ON,1900,heather wright,"['petrolia ,ON, Canada']",5742,5528,3.9,2323,2277,452.8,12.68,42.8,4405,765,1325,2315,75,545,4480,4310,35176,5500,5210,280,"[(42.882002, -82.149582)]",['Petrolia']
2311,40000,Thursday,T,2018,bobcaygeon,the kawartha promoter,the kawartha promoter,0,ON,40000,the kawartha promoter,"['bobcaygeon ,ON, Canada']",75423,73219,3,38444,31106,24.5,3084.38,46.7,63505,13095,20340,30075,1180,6495,63505,61370,32302,73375,67500,5785,"[(44.5372969, -78.5444995)]",['Kawartha Lakes']
2312,40000,Thursday,T,2019,bobcaygeon,the kawartha promoter,the kawartha promoter,0,ON,40000,the kawartha promoter,"['bobcaygeon ,ON, Canada']",75423,73219,3,38444,31106,24.5,3084.38,46.7,63505,13095,20340,30075,1180,6495,63505,61370,32302,73375,67500,5785,"[(44.5372969, -78.5444995)]",['Kawartha Lakes']
2313,28,Wednesday,T,2013,kincardine,the kincardine independent,london publishing corporation,2366,ON,2394,london publishing corporation,"['kincardine ,ON, Canada']",11389,11174,1.9,5883,4855,21.2,537.94,44,9320,1475,2330,5520,160,1705,9325,9060,39424,11165,9835,1310,"[(44.1776378, -81.6348713)]",['Kincardine']
2314,37,Wednesday,T,2014,kincardine,the kincardine independent,london publishing corporation,2332,ON,2369,london publishing corporation,"['kincardine ,ON, Canada']",11389,11174,1.9,5883,4855,21.2,537.94,44,9320,1475,2330,5520,160,1705,9325,9060,39424,11165,9835,1310,"[(44.1776378, -81.6348713)]",['Kincardine']
2315,61,Wednesday,T,2015,kincardine,the kincardine independent,london publishing corporation,2124,ON,2185,london publishing corporation,"['kincardine ,ON, Canada']",11389,11174,1.9,5883,4855,21.2,537.94,44,9320,1475,2330,5520,160,1705,9325,9060,39424,11165,9835,1310,"[(44.1776378, -81.6348713)]",['Kincardine']
2316,82,Wednesday,T,2016,kincardine,the kincardine independent,london publishing corporation,1906,ON,1988,london publishing corporation,"['kincardine ,ON, Canada']",11389,11174,1.9,5883,4855,21.2,537.94,44,9320,1475,2330,5520,160,1705,9325,9060,39424,11165,9835,1310,"[(44.1776378, -81.6348713)]",['Kincardine']
2317,92,Wednesday,T,2017,kincardine,the kincardine independent,london publishing corporation,1657,ON,1749,london publishing corporation,"['kincardine ,ON, Canada']",11389,11174,1.9,5883,4855,21.2,537.94,44,9320,1475,2330,5520,160,1705,9325,9060,39424,11165,9835,1310,"[(44.1776378, -81.6348713)]",['Kincardine']
2318,73,Wednesday,T,2018,kincardine,the kincardine independent,london publishing corporation,1593,ON,1666,london publishing corporation,"['kincardine ,ON, Canada']",11389,11174,1.9,5883,4855,21.2,537.94,44,9320,1475,2330,5520,160,1705,9325,9060,39424,11165,9835,1310,"[(44.1776378, -81.6348713)]",['Kincardine']
