,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,CSDs
663,23450,Tuesday,T,2016,grimsby&lincoln,grimsby lincoln news,metroland media group ltd.,0,ON,23450,metroland media group ltd.,"['grimsby ,ON, Canada', 'lincoln ,ON, Canada']",25550.5,23906,6.85,9757.5,9543,271.2,115.87,42.6,20487.5,3097.5,5902.5,11490,325,4352.5,20487.5,19852.5,39674,24890,21062.5,3740,"[(43.1931661, -79.560677), (43.17354975, -79.41600688766434)]","['Grimsby', 'Lincoln']"
664,23450,Wednesday,T,2017,grimsby&lincoln,grimsby lincoln news,metroland media group ltd.,0,ON,23450,metroland media group ltd.,"['grimsby ,ON, Canada', 'lincoln ,ON, Canada']",25550.5,23906,6.85,9757.5,9543,271.2,115.87,42.6,20487.5,3097.5,5902.5,11490,325,4352.5,20487.5,19852.5,39674,24890,21062.5,3740,"[(43.1931661, -79.560677), (43.17354975, -79.41600688766434)]","['Grimsby', 'Lincoln']"
665,23450,Tuesday,T,2017,grimsby&lincoln,grimsby lincoln news,metroland media group ltd.,0,ON,23450,metroland media group ltd.,"['grimsby ,ON, Canada', 'lincoln ,ON, Canada']",25550.5,23906,6.85,9757.5,9543,271.2,115.87,42.6,20487.5,3097.5,5902.5,11490,325,4352.5,20487.5,19852.5,39674,24890,21062.5,3740,"[(43.1931661, -79.560677), (43.17354975, -79.41600688766434)]","['Grimsby', 'Lincoln']"
666,23450,Thursday,T,2017,grimsby&lincoln,grimsby lincoln news,metroland media group ltd.,0,ON,23450,metroland media group ltd.,"['grimsby ,ON, Canada', 'lincoln ,ON, Canada']",25550.5,23906,6.85,9757.5,9543,271.2,115.87,42.6,20487.5,3097.5,5902.5,11490,325,4352.5,20487.5,19852.5,39674,24890,21062.5,3740,"[(43.1931661, -79.560677), (43.17354975, -79.41600688766434)]","['Grimsby', 'Lincoln']"
667,23450,Thursday,T,2018,grimsby&lincoln,grimsby lincoln news,metroland media group ltd.,0,ON,23450,metroland media group ltd.,"['grimsby ,ON, Canada', 'lincoln ,ON, Canada']",25550.5,23906,6.85,9757.5,9543,271.2,115.87,42.6,20487.5,3097.5,5902.5,11490,325,4352.5,20487.5,19852.5,39674,24890,21062.5,3740,"[(43.1931661, -79.560677), (43.17354975, -79.41600688766434)]","['Grimsby', 'Lincoln']"
668,23450,Thursday,T,2019,grimsby&lincoln,grimsby lincoln news,metroland media group ltd.,0,ON,23450,metroland media group ltd.,"['grimsby ,ON, Canada', 'lincoln ,ON, Canada']",25550.5,23906,6.85,9757.5,9543,271.2,115.87,42.6,20487.5,3097.5,5902.5,11490,325,4352.5,20487.5,19852.5,39674,24890,21062.5,3740,"[(43.1931661, -79.560677), (43.17354975, -79.41600688766434)]","['Grimsby', 'Lincoln']"
669,10000,Thursday,T,2014,cfsu%20ottawa,guard of honour,department of national defence,0,ON,10000,department of national defence,"['cfsu ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.3278795, -75.67750546304347)]",['Ottawa']
670,10000,Thursday,T,2015,cfsu%20ottawa,guard of honour,department of national defence,0,ON,10000,department of national defence,"['cfsu ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.3278795, -75.67750546304347)]",['Ottawa']
671,10000,Thursday,T,2016,cfsu%20ottawa,guard of honour,department of national defence,0,ON,10000,department of national defence,"['cfsu ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.3278795, -75.67750546304347)]",['Ottawa']
672,10000,Thursday,T,2017,cfsu%20ottawa,guard of honour,department of national defence,0,ON,10000,department of national defence,"['cfsu ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.3278795, -75.67750546304347)]",['Ottawa']
673,10000,Thursday,T,2018,cfsu%20ottawa,guard of honour,department of national defence,0,ON,10000,department of national defence,"['cfsu ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.3278795, -75.67750546304347)]",['Ottawa']
674,10000,Thursday,T,2019,cfsu%20ottawa,guard of honour,canadian forces morale and welfare services (cfmws),0,ON,10000,department of national defence,"['cfsu ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.3278795, -75.67750546304347)]",['Ottawa']
675,39475,Tuesday,T,2013,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,39475,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
676,44263,Thursday,T,2013,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,44263,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
677,40177,Tuesday,T,2014,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,40177,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
678,44735,Thursday,T,2014,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,44735,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
679,39134,Tuesday,T,2015,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,39134,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
680,44048,Thursday,T,2015,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,44048,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
681,44637,Thursday,T,2016,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,44637,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
682,39312,Tuesday,T,2016,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,39312,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
683,43727,Thursday,T,2017,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,43727,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
684,38918,Tuesday,T,2017,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,38918,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
685,38716,Tuesday,T,2018,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,38716,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
686,43457,Thursday,T,2018,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,43457,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
687,38508,Tuesday,T,2019,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,38508,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
688,42737,Thursday,T,2019,guelph,guelph mercury tribune,metroland media group ltd.,0,ON,42737,metroland media group ltd.,"['guelph ,ON, Canada']",131794,121688,8.3,55927,52090,1511.1,87.22,39.3,107450,16920,30120,60400,2075,31680,107445,103635,37540,130085,100390,28085,"[(43.5460516, -80.2493276)]",['Guelph']
689,0,Thursday,T,2014,watford,guideadvocate,hayter-walden publications inc.,918,ON,918,hayter-walden publications inc.,"['watford ,ON, Canada']",3692,3717,-0.7,1432,1353,12.7,290.2,40.7,2875,555,890,1435,45,245,2860,2750,33664,3560,3345,205,"[(42.9480988, -81.8802713)]",['Warwick']
690,0,Thursday,T,2015,watford,guideadvocate,hayter-walden publications inc.,851,ON,851,hayter-walden publications inc.,"['watford ,ON, Canada']",3692,3717,-0.7,1432,1353,12.7,290.2,40.7,2875,555,890,1435,45,245,2860,2750,33664,3560,3345,205,"[(42.9480988, -81.8802713)]",['Warwick']
691,0,Wednesday,B,2013,hagersville&cayuga,haldimand press,haldimand advocate limited,3375,ON,3375,haldimand advocate limited,"['hagersville ,ON, Canada', 'cayuga ,ON, Canada']",45608,44876,1.6,19472,17502,36.4,1251.54,42.1,37325,7800,11920,17605,580,3715,37325,35885,34754,45025,41300,3690,"[(42.961976, -80.0517133), (42.9497266, -79.8585358)]","['Haldimand County', 'Haldimand County']"
692,0,Wednesday,B,2014,hagersville&cayuga,haldimand press,haldimand advocate limited,3152,ON,3152,haldimand advocate limited,"['hagersville ,ON, Canada', 'cayuga ,ON, Canada']",45608,44876,1.6,19472,17502,36.4,1251.54,42.1,37325,7800,11920,17605,580,3715,37325,35885,34754,45025,41300,3690,"[(42.961976, -80.0517133), (42.9497266, -79.8585358)]","['Haldimand County', 'Haldimand County']"
693,0,Wednesday,B,2015,hagersville&cayuga,haldimand press,haldimand advocate limited,3046,ON,3046,haldimand advocate limited,"['hagersville ,ON, Canada', 'cayuga ,ON, Canada']",45608,44876,1.6,19472,17502,36.4,1251.54,42.1,37325,7800,11920,17605,580,3715,37325,35885,34754,45025,41300,3690,"[(42.961976, -80.0517133), (42.9497266, -79.8585358)]","['Haldimand County', 'Haldimand County']"
694,0,Thursday,B,2016,hagersville&cayuga,haldimand press,haldimand advocate limited,3073,ON,3073,haldimand advocate limited,"['hagersville ,ON, Canada', 'cayuga ,ON, Canada']",45608,44876,1.6,19472,17502,36.4,1251.54,42.1,37325,7800,11920,17605,580,3715,37325,35885,34754,45025,41300,3690,"[(42.961976, -80.0517133), (42.9497266, -79.8585358)]","['Haldimand County', 'Haldimand County']"
695,0,Thursday,B,2017,hagersville&cayuga,haldimand press,haldimand advocate limited,3395,ON,3395,haldimand advocate limited,"['hagersville ,ON, Canada', 'cayuga ,ON, Canada']",45608,44876,1.6,19472,17502,36.4,1251.54,42.1,37325,7800,11920,17605,580,3715,37325,35885,34754,45025,41300,3690,"[(42.961976, -80.0517133), (42.9497266, -79.8585358)]","['Haldimand County', 'Haldimand County']"
696,0,Tuesday,T,2013,haliburton,haliburton county echo,sun media corporation,2520,ON,2520,sun media corporation,"['haliburton ,ON, Canada']",6280,5966,5.3,7083,2891,4.2,1485.98,51.4,5565,1150,1525,2890,160,955,5535,5430,31384,6160,5615,545,"[(45.1525396, -78.5148132)]",['Dysart et al']
697,7312,Thursday,T,2013,haliburton,haliburton highlander,the haliburton highlander limited,0,ON,7312,the haliburton highlander limited,"['haliburton ,ON, Canada']",6280,5966,5.3,7083,2891,4.2,1485.98,51.4,5565,1150,1525,2890,160,955,5535,5430,31384,6160,5615,545,"[(45.1525396, -78.5148132)]",['Dysart et al']
698,50300,Thursday,T,2013,hamilton,hamilton mountain news,metroland media group ltd.,0,ON,50300,metroland media group ltd.,"['hamilton ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435,4160,45660,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.2560802, -79.8728583)]",['Hamilton']
699,0,Wednesday,B,2014,dundalk,herald,dundalk herald publishing,1723,ON,1723,dundalk herald publishing,"['dundalk ,ON, Canada']",7354,7190,2.3,2987,2710,11.4,644.38,39.2,5890,2010,1565,2315,85,415,5890,5620,29989,7350,6715,640,"[(44.1691536, -80.3965759)]",['Southgate']
700,0,Wednesday,T,2014,thamesville,herald,allison humphrey,685,ON,685,allison humphrey,"['thamesville ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.5518069, -81.9771193)]",['Chatham-Kent']
701,0,Wednesday,B,2015,dundalk,herald,dundalk herald publishing,1730,ON,1730,dundalk herald publishing,"['dundalk ,ON, Canada']",7354,7190,2.3,2987,2710,11.4,644.38,39.2,5890,2010,1565,2315,85,415,5890,5620,29989,7350,6715,640,"[(44.1691536, -80.3965759)]",['Southgate']
702,0,Wednesday,T,2015,thamesville,herald,allison humphrey,627,ON,627,allison humphrey,"['thamesville ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.5518069, -81.9771193)]",['Chatham-Kent']
703,0,Wednesday,B,2016,dundalk,herald,dundalk herald publishing,1777,ON,1777,dundalk herald publishing,"['dundalk ,ON, Canada']",7354,7190,2.3,2987,2710,11.4,644.38,39.2,5890,2010,1565,2315,85,415,5890,5620,29989,7350,6715,640,"[(44.1691536, -80.3965759)]",['Southgate']
704,0,Wednesday,T,2016,thamesville,herald,allison humphrey,594,ON,594,allison humphrey,"['thamesville ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.5518069, -81.9771193)]",['Chatham-Kent']
705,0,Wednesday,B,2017,dundalk,herald,dundalk herald publishing,1443,ON,1443,dundalk herald publishing,"['dundalk ,ON, Canada']",7354,7190,2.3,2987,2710,11.4,644.38,39.2,5890,2010,1565,2315,85,415,5890,5620,29989,7350,6715,640,"[(44.1691536, -80.3965759)]",['Southgate']
706,0,Wednesday,T,2017,thamesville,herald,heather wright,594,ON,594,allison humphrey,"['thamesville ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.5518069, -81.9771193)]",['Chatham-Kent']
707,0,Wednesday,B,2018,dundalk,herald,dundalk herald publishing,1381,ON,1381,dundalk herald publishing,"['dundalk ,ON, Canada']",7354,7190,2.3,2987,2710,11.4,644.38,39.2,5890,2010,1565,2315,85,415,5890,5620,29989,7350,6715,640,"[(44.1691536, -80.3965759)]",['Southgate']
708,0,Wednesday,B,2019,dundalk,herald,dundalk herald publishing,1421,ON,1421,dundalk herald publishing,"['dundalk ,ON, Canada']",7354,7190,2.3,2987,2710,11.4,644.38,39.2,5890,2010,1565,2315,85,415,5890,5620,29989,7350,6715,640,"[(44.1691536, -80.3965759)]",['Southgate']
709,7430,Thursday,T,2014,haliburton,highlander,maple key media,0,ON,7430,maple key media,"['haliburton ,ON, Canada']",6280,5966,5.3,7083,2891,4.2,1485.98,51.4,5565,1150,1525,2890,160,955,5535,5430,31384,6160,5615,545,"[(45.1525396, -78.5148132)]",['Dysart et al']
710,646,Monthly,T,2013,bancroft&wilberforce,highlands courier,the highlands courier,554,ON,1200,the highlands courier,"['bancroft ,ON, Canada', 'wilberforce ,ON, Canada']",3612,3564.5,1.45,3214.5,1680.5,10.8,467.07,50.7,3127.5,927.5,857.5,1342.5,45,272.5,3140,3037.5,25072,3535,3255,280,"[(45.0570769, -77.8537127), (45.0369198, -78.2229057)]","['Bancroft', 'Highlands East']"
711,646,Monthly,T,2014,bancroft&wilberforce,highlands courier,the highlands courier,554,ON,1200,the highlands courier,"['bancroft ,ON, Canada', 'wilberforce ,ON, Canada']",3612,3564.5,1.45,3214.5,1680.5,10.8,467.07,50.7,3127.5,927.5,857.5,1342.5,45,272.5,3140,3037.5,25072,3535,3255,280,"[(45.0570769, -77.8537127), (45.0369198, -78.2229057)]","['Bancroft', 'Highlands East']"
712,646,Monthly,T,2015,bancroft&wilberforce,highlands courier,the highlands courier,554,ON,1200,the highlands courier,"['bancroft ,ON, Canada', 'wilberforce ,ON, Canada']",3612,3564.5,1.45,3214.5,1680.5,10.8,467.07,50.7,3127.5,927.5,857.5,1342.5,45,272.5,3140,3037.5,25072,3535,3255,280,"[(45.0570769, -77.8537127), (45.0369198, -78.2229057)]","['Bancroft', 'Highlands East']"
713,646,Monthly,T,2016,bancroft&wilberforce,highlands courier,the highlands courier,554,ON,1200,the highlands courier,"['bancroft ,ON, Canada', 'wilberforce ,ON, Canada']",3612,3564.5,1.45,3214.5,1680.5,10.8,467.07,50.7,3127.5,927.5,857.5,1342.5,45,272.5,3140,3037.5,25072,3535,3255,280,"[(45.0570769, -77.8537127), (45.0369198, -78.2229057)]","['Bancroft', 'Highlands East']"
714,646,Monthly,T,2017,bancroft&wilberforce,highlands courier,the highlands courier,554,ON,1200,the highlands courier,"['bancroft ,ON, Canada', 'wilberforce ,ON, Canada']",3612,3564.5,1.45,3214.5,1680.5,10.8,467.07,50.7,3127.5,927.5,857.5,1342.5,45,272.5,3140,3037.5,25072,3535,3255,280,"[(45.0570769, -77.8537127), (45.0369198, -78.2229057)]","['Bancroft', 'Highlands East']"
715,646,12-times per year,T,2018,bancroft&wilberforce,highlands courier,the highlands courier,554,ON,1200,the highlands courier,"['bancroft ,ON, Canada', 'wilberforce ,ON, Canada']",3612,3564.5,1.45,3214.5,1680.5,10.8,467.07,50.7,3127.5,927.5,857.5,1342.5,45,272.5,3140,3037.5,25072,3535,3255,280,"[(45.0570769, -77.8537127), (45.0369198, -78.2229057)]","['Bancroft', 'Highlands East']"
716,646,12-times per year,T,2019,bancroft&wilberforce,highlands courier,the highlands courier,554,ON,1200,the highlands courier,"['bancroft ,ON, Canada', 'wilberforce ,ON, Canada']",3612,3564.5,1.45,3214.5,1680.5,10.8,467.07,50.7,3127.5,927.5,857.5,1342.5,45,272.5,3140,3037.5,25072,3535,3255,280,"[(45.0570769, -77.8537127), (45.0369198, -78.2229057)]","['Bancroft', 'Highlands East']"
717,8288,Monday,T,2013,ottawa,hill times,hill times publishing inc.,2352,ON,10640,hill times publishing inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
718,7614,Monday,T,2014,ottawa,hill times,hill times publishing inc.,2749,ON,10363,hill times publishing inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
719,8842,Monday,T,2015,ottawa,hill times,hill times publishing inc.,3141,ON,11983,hill times publishing inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
720,9555,Monday,T,2016,ottawa,hill times,hill times publishing inc.,3614,ON,13169,hill times publishing inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
721,8594,Wednesday,T,2017,ottawa,hill times,hill times publishing inc.,2338,ON,10932,hill times publishing inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
722,9555,Monday,T,2017,ottawa,hill times,hill times publishing inc.,3614,ON,13169,hill times publishing inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
723,9779,Monday,T,2018,ottawa,hill times,hill times publishing inc.,4953,ON,14732,hill times publishing inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
724,10073,Wednesday,T,2018,ottawa,hill times,hill times publishing inc.,4179,ON,14252,hill times publishing inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
725,9554,Wednesday,T,2019,ottawa,hill times,hill times publishing inc.,5642,ON,15196,hill times publishing inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
726,8914,Monday,T,2019,ottawa,hill times,hill times publishing inc.,5960,ON,14874,hill times publishing inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
727,0,Wednesday,T,2014,kapuskasing,horizon,sun media corporation,3300,ON,3300,sun media corporation,"['kapuskasing ,ON, Canada']",8292,8196,1.2,4087,3801,98.3,84.37,44.2,6825,1785,1850,3190,80,655,6825,6660,33302,8115,7950,165,"[(49.416667, -82.433333)]",['Kapuskasing']
728,0,Wednesday,T,2015,kapuskasing,horizon,sun media corporation,3300,ON,3300,sun media corporation,"['kapuskasing ,ON, Canada']",8292,8196,1.2,4087,3801,98.3,84.37,44.2,6825,1785,1850,3190,80,655,6825,6660,33302,8115,7950,165,"[(49.416667, -82.433333)]",['Kapuskasing']
729,0,Wednesday,T,2016,kapuskasing,horizon,sun media corporation,3300,ON,3300,postmedia network inc.,"['kapuskasing ,ON, Canada']",8292,8196,1.2,4087,3801,98.3,84.37,44.2,6825,1785,1850,3190,80,655,6825,6660,33302,8115,7950,165,"[(49.416667, -82.433333)]",['Kapuskasing']
730,0,Wednesday,T,2017,kapuskasing,horizon,postmedia network inc.,3300,ON,3300,postmedia network inc.,"['kapuskasing ,ON, Canada']",8292,8196,1.2,4087,3801,98.3,84.37,44.2,6825,1785,1850,3190,80,655,6825,6660,33302,8115,7950,165,"[(49.416667, -82.433333)]",['Kapuskasing']
731,180,Wednesday,B,2013,huntsville,huntsville forester,metroland media group ltd.,3787,ON,3967,metroland media group ltd.,"['huntsville ,ON, Canada']",19816,19056,4,10524,8111,27.9,710.01,44.8,16540,2910,5020,8615,250,2810,16545,16200,32006,19375,17910,1435,"[(45.3263919, -79.218434)]",['Huntsville']
732,9865,Wednesday,B,2014,huntsville,huntsville forester,metroland media group ltd.,445,ON,10310,metroland media group ltd.,"['huntsville ,ON, Canada']",19816,19056,4,10524,8111,27.9,710.01,44.8,16540,2910,5020,8615,250,2810,16545,16200,32006,19375,17910,1435,"[(45.3263919, -79.218434)]",['Huntsville']
733,9373,Thursday,B,2015,huntsville,huntsville forester,metroland media group ltd.,196,ON,9569,metroland media group ltd.,"['huntsville ,ON, Canada']",19816,19056,4,10524,8111,27.9,710.01,44.8,16540,2910,5020,8615,250,2810,16545,16200,32006,19375,17910,1435,"[(45.3263919, -79.218434)]",['Huntsville']
734,9410,Thursday,B,2016,huntsville,huntsville forester,metroland media group ltd.,175,ON,9585,metroland media group ltd.,"['huntsville ,ON, Canada']",19816,19056,4,10524,8111,27.9,710.01,44.8,16540,2910,5020,8615,250,2810,16545,16200,32006,19375,17910,1435,"[(45.3263919, -79.218434)]",['Huntsville']
735,9339,Thursday,B,2017,huntsville,huntsville forester,metroland media group ltd.,144,ON,9483,metroland media group ltd.,"['huntsville ,ON, Canada']",19816,19056,4,10524,8111,27.9,710.01,44.8,16540,2910,5020,8615,250,2810,16545,16200,32006,19375,17910,1435,"[(45.3263919, -79.218434)]",['Huntsville']
736,9339,Thursday,B,2018,huntsville,huntsville forester,metroland media group ltd.,144,ON,9483,metroland media group ltd.,"['huntsville ,ON, Canada']",19816,19056,4,10524,8111,27.9,710.01,44.8,16540,2910,5020,8615,250,2810,16545,16200,32006,19375,17910,1435,"[(45.3263919, -79.218434)]",['Huntsville']
737,9616,Thursday,B,2019,huntsville,huntsville forester,metroland media group ltd.,60,ON,9676,metroland media group ltd.,"['huntsville ,ON, Canada']",19816,19056,4,10524,8111,27.9,710.01,44.8,16540,2910,5020,8615,250,2810,16545,16200,32006,19375,17910,1435,"[(45.3263919, -79.218434)]",['Huntsville']
