,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,Daily,SwapNotInclude,Swap2017Affected,MarketAndNewspaper,CSDs,ID,ID2,first_year,equal_to_previous,FreeCircAllEds,PaidCircAllEds,TotalCircAllEds
0,0.0,,,2013,Barrie,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Barrie Examiner,['Barrie'],1,1,2013.0,0.0,0.0,0.0,0.0
1,0.0,,,2013,Innisfil,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,1,Innisfil Examiner,['Innisfil'],2,2,2013.0,0.0,0.0,0.0,0.0
2,0.0,,,2013,Peterborough,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Peterborough Examiner,['Peterborough'],3,3,2013.0,0.0,0.0,0.0,0.0
3,0.0,,,2014,Barrie,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Barrie Examiner,['Barrie'],4,4,2014.0,0.0,0.0,0.0,0.0
4,0.0,,,2014,Innisfil,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,1,Innisfil Examiner,['Innisfil'],5,5,2014.0,0.0,0.0,0.0,0.0
5,0.0,,,2014,Peterborough,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Peterborough Examiner,['Peterborough'],6,6,2014.0,0.0,0.0,0.0,0.0
6,0.0,,,2015,Barrie,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Barrie Examiner,['Barrie'],7,7,2015.0,0.0,0.0,0.0,0.0
7,0.0,,,2015,Innisfil,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,1,Innisfil Examiner,['Innisfil'],8,8,2015.0,0.0,0.0,0.0,0.0
8,0.0,,,2015,Peterborough,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Peterborough Examiner,['Peterborough'],9,9,2015.0,0.0,0.0,0.0,0.0
9,0.0,,,2016,Barrie,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Barrie Examiner,['Barrie'],10,10,2016.0,0.0,0.0,0.0,0.0
10,0.0,,,2016,Innisfil,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,1,Innisfil Examiner,['Innisfil'],11,11,2016.0,0.0,0.0,0.0,0.0
11,0.0,,,2016,Peterborough,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Peterborough Examiner,['Peterborough'],12,12,2016.0,0.0,0.0,0.0,0.0
12,0.0,,,2017,Barrie,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Barrie Examiner,['Barrie'],13,13,2017.0,0.0,0.0,0.0,0.0
13,0.0,,,2017,Innisfil,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,1,Innisfil Examiner,['Innisfil'],14,14,2017.0,0.0,0.0,0.0,0.0
14,0.0,,,2017,Peterborough,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Peterborough Examiner,['Peterborough'],15,15,2017.0,0.0,0.0,0.0,0.0
15,0.0,,,2018,Peterborough,Examiner,metroland media group ltd.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Peterborough Examiner,['Peterborough'],15,15,2017.0,0.0,0.0,0.0,0.0
16,0.0,,,2019,Peterborough,Examiner,metroland media group ltd.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Peterborough Examiner,['Peterborough'],15,15,2017.0,0.0,0.0,0.0,0.0
17,0.0,,,2013,Orillia,Orillia Packet and Times,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Orillia Orillia Packet and Times,['Orillia'],16,16,2013.0,0.0,0.0,0.0,0.0
18,0.0,,,2014,Orillia,Orillia Packet and Times,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Orillia Orillia Packet and Times,['Orillia'],16,16,2013.0,0.0,0.0,0.0,0.0
19,0.0,,,2015,Orillia,Orillia Packet and Times,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Orillia Orillia Packet and Times,['Orillia'],16,16,2013.0,0.0,0.0,0.0,0.0
20,0.0,,,2016,Orillia,Orillia Packet and Times,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Orillia Orillia Packet and Times,['Orillia'],16,16,2013.0,0.0,0.0,0.0,0.0
21,0.0,,,2017,Orillia,Orillia Packet and Times,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Orillia Orillia Packet and Times,['Orillia'],16,16,2013.0,0.0,0.0,0.0,0.0
22,0.0,,,2013,Niagara Falls,Review,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Niagara Falls Review,['Pelham'],17,17,2013.0,0.0,0.0,0.0,0.0
23,0.0,,,2014,Niagara Falls,Review,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Niagara Falls Review,['Pelham'],17,17,2013.0,0.0,0.0,0.0,0.0
24,0.0,,,2015,Niagara Falls,Review,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Niagara Falls Review,['Pelham'],17,17,2013.0,0.0,0.0,0.0,0.0
25,0.0,,,2016,Niagara Falls,Review,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Niagara Falls Review,['Pelham'],17,17,2013.0,0.0,0.0,0.0,0.0
26,0.0,,,2017,Niagara Falls,Review,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Niagara Falls Review,['Pelham'],17,17,2013.0,0.0,0.0,0.0,0.0
27,0.0,,,2018,Niagara Falls,Review,metroland media group ltd.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Niagara Falls Review,['Pelham'],17,17,2013.0,0.0,0.0,0.0,0.0
28,0.0,,,2019,Niagara Falls,Review,metroland media group ltd.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Niagara Falls Review,['Pelham'],17,17,2013.0,0.0,0.0,0.0,0.0
29,0.0,,,2013,St. Catharines,Standard,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,St. Catharines Standard,['St. Catharines'],18,18,2013.0,0.0,0.0,0.0,0.0
30,0.0,,,2014,St. Catharines,Standard,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,St. Catharines Standard,['St. Catharines'],18,18,2013.0,0.0,0.0,0.0,0.0
31,0.0,,,2015,St. Catharines,Standard,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,St. Catharines Standard,['St. Catharines'],18,18,2013.0,0.0,0.0,0.0,0.0
32,0.0,,,2016,St. Catharines,Standard,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,St. Catharines Standard,['St. Catharines'],18,18,2013.0,0.0,0.0,0.0,0.0
33,0.0,,,2017,St. Catharines,Standard,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,St. Catharines Standard,['St. Catharines'],18,18,2013.0,0.0,0.0,0.0,0.0
34,0.0,,,2018,St. Catharines,Standard,metroland media group ltd.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,St. Catharines Standard,['St. Catharines'],18,18,2013.0,0.0,0.0,0.0,0.0
35,0.0,,,2019,St. Catharines,Standard,metroland media group ltd.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,St. Catharines Standard,['St. Catharines'],18,18,2013.0,0.0,0.0,0.0,0.0
36,0.0,,,2013,Welland,Tribune,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Welland Tribune,['Welland'],19,19,2013.0,0.0,0.0,0.0,0.0
37,0.0,,,2014,Welland,Tribune,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Welland Tribune,['Welland'],19,19,2013.0,0.0,0.0,0.0,0.0
38,0.0,,,2015,Welland,Tribune,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Welland Tribune,['Welland'],19,19,2013.0,0.0,0.0,0.0,0.0
39,0.0,,,2016,Welland,Tribune,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Welland Tribune,['Welland'],19,19,2013.0,0.0,0.0,0.0,0.0
40,0.0,,,2017,Welland,Tribune,postmedia network inc.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Welland Tribune,['Welland'],19,19,2013.0,0.0,0.0,0.0,0.0
41,0.0,,,2018,Welland,Tribune,metroland media group ltd.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Welland Tribune,['Welland'],19,19,2013.0,0.0,0.0,0.0,0.0
42,0.0,,,2019,Welland,Tribune,metroland media group ltd.,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1,Welland Tribune,['Welland'],19,19,2013.0,0.0,0.0,0.0,0.0
43,812.0,Wednesday,T,2013,london&sarnia&woodstock,action l,altomedia inc.,1648.0,ON,2460.0,altomedia inc.,"['london ,ON, Canada', 'sarnia ,ON, Canada', 'woodstock ,ON, Canada']",165439.3333,158757.0,4.0,75470.66667,70742.66667,727.5666667,211.39,42.06666667,136403.3333,23068.33333,39048.33333,74285.0,2231.666667,31223.33333,136401.6667,130836.6667,34115.66667,162798.3333,127565.0,32343.33333,"[(42.9832406, -81.243372), (42.9746137, -82.4065585), (43.1301111, -80.7562977)]",,,,,,0.0,london sarnia woodstock,0.0,0.0,1,london sarnia woodstock action l,"['Sarnia', 'London', 'Woodstock']",20,20,2013.0,0.0,812.0,1648.0,2460.0
44,,Wednesday,T,2014,london&sarnia&woodstock,action l,altomedia inc.,,ON,,altomedia inc.,"['london ,ON, Canada', 'sarnia ,ON, Canada', 'woodstock ,ON, Canada']",165439.3333,158757.0,4.0,75470.66667,70742.66667,727.5666667,211.39,42.06666667,136403.3333,23068.33333,39048.33333,74285.0,2231.666667,31223.33333,136401.6667,130836.6667,34115.66667,162798.3333,127565.0,32343.33333,"[(42.9832406, -81.243372), (42.9746137, -82.4065585), (43.1301111, -80.7562977)]",,,,,,0.0,london sarnia woodstock,0.0,0.0,1,london sarnia woodstock action l,"['Sarnia', 'London', 'Woodstock']",20,20,2013.0,1.0,,,
45,,Wednesday,T,2015,london&sarnia&woodstock,action l,altomedia inc.,,ON,,altomedia inc.,"['london ,ON, Canada', 'sarnia ,ON, Canada', 'woodstock ,ON, Canada']",165439.3333,158757.0,4.0,75470.66667,70742.66667,727.5666667,211.39,42.06666667,136403.3333,23068.33333,39048.33333,74285.0,2231.666667,31223.33333,136401.6667,130836.6667,34115.66667,162798.3333,127565.0,32343.33333,"[(42.9832406, -81.243372), (42.9746137, -82.4065585), (43.1301111, -80.7562977)]",,,,,,0.0,london sarnia woodstock,0.0,0.0,1,london sarnia woodstock action l,"['Sarnia', 'London', 'Woodstock']",20,20,2013.0,1.0,,,
46,,Wednesday,T,2016,london&sarnia&woodstock,action l,altomedia inc.,,ON,,altomedia inc.,"['london ,ON, Canada', 'sarnia ,ON, Canada', 'woodstock ,ON, Canada']",165439.3333,158757.0,4.0,75470.66667,70742.66667,727.5666667,211.39,42.06666667,136403.3333,23068.33333,39048.33333,74285.0,2231.666667,31223.33333,136401.6667,130836.6667,34115.66667,162798.3333,127565.0,32343.33333,"[(42.9832406, -81.243372), (42.9746137, -82.4065585), (43.1301111, -80.7562977)]",,,,,,0.0,london sarnia woodstock,0.0,0.0,1,london sarnia woodstock action l,"['Sarnia', 'London', 'Woodstock']",20,20,2013.0,1.0,,,
47,,Wednesday,T,2017,london&sarnia&woodstock,action l,altomedia inc.,,ON,,altomedia inc.,"['london ,ON, Canada', 'sarnia ,ON, Canada', 'woodstock ,ON, Canada']",165439.3333,158757.0,4.0,75470.66667,70742.66667,727.5666667,211.39,42.06666667,136403.3333,23068.33333,39048.33333,74285.0,2231.666667,31223.33333,136401.6667,130836.6667,34115.66667,162798.3333,127565.0,32343.33333,"[(42.9832406, -81.243372), (42.9746137, -82.4065585), (43.1301111, -80.7562977)]",,,,,,0.0,london sarnia woodstock,0.0,0.0,1,london sarnia woodstock action l,"['Sarnia', 'London', 'Woodstock']",20,20,2013.0,1.0,,,
48,,Wednesday,T,2018,london&sarnia&woodstock,action l,altomedia inc.,,ON,,altomedia inc.,"['london ,ON, Canada', 'sarnia ,ON, Canada', 'woodstock ,ON, Canada']",165439.3333,158757.0,4.0,75470.66667,70742.66667,727.5666667,211.39,42.06666667,136403.3333,23068.33333,39048.33333,74285.0,2231.666667,31223.33333,136401.6667,130836.6667,34115.66667,162798.3333,127565.0,32343.33333,"[(42.9832406, -81.243372), (42.9746137, -82.4065585), (43.1301111, -80.7562977)]",,,,,,0.0,london sarnia woodstock,0.0,0.0,1,london sarnia woodstock action l,"['Sarnia', 'London', 'Woodstock']",20,20,2013.0,1.0,,,
49,,Wednesday,T,2019,london&sarnia&woodstock,action l,altomedia inc.,,ON,,altomedia inc.,"['london ,ON, Canada', 'sarnia ,ON, Canada', 'woodstock ,ON, Canada']",165439.3333,158757.0,4.0,75470.66667,70742.66667,727.5666667,211.39,42.06666667,136403.3333,23068.33333,39048.33333,74285.0,2231.666667,31223.33333,136401.6667,130836.6667,34115.66667,162798.3333,127565.0,32343.33333,"[(42.9832406, -81.243372), (42.9746137, -82.4065585), (43.1301111, -80.7562977)]",,,,,,0.0,london sarnia woodstock,0.0,0.0,1,london sarnia woodstock action l,"['Sarnia', 'London', 'Woodstock']",20,20,2013.0,1.0,,,
50,0.0,Wednesday,B,2013,flesherton,advance,dundalk herald publishing,1268.0,ON,1268.0,dundalk herald publishing,"['flesherton ,ON, Canada']",9804.0,9520.0,3.0,5299.0,3904.0,11.1,882.51,43.9,8110.0,1915.0,2345.0,3850.0,235.0,1205.0,8115.0,7830.0,30715.0,9715.0,8975.0,715.0,"[(44.2610602, -80.5457496)]",advance,,,,,0.0,flesherton,0.0,0.0,0,flesherton advance,['Grey Highlands'],21,21,2013.0,0.0,0.0,1268.0,1268.0
51,0.0,Wednesday,B,2014,flesherton,advance,dundalk herald publishing,1276.0,ON,1276.0,dundalk herald publishing,"['flesherton ,ON, Canada']",9804.0,9520.0,3.0,5299.0,3904.0,11.1,882.51,43.9,8110.0,1915.0,2345.0,3850.0,235.0,1205.0,8115.0,7830.0,30715.0,9715.0,8975.0,715.0,"[(44.2610602, -80.5457496)]",advance,,,,,0.0,flesherton,0.0,0.0,0,flesherton advance,['Grey Highlands'],21,21,2013.0,0.0,0.0,1276.0,1276.0
52,0.0,Wednesday,B,2015,flesherton,advance,dundalk herald publishing,1292.0,ON,1292.0,dundalk herald publishing,"['flesherton ,ON, Canada']",9804.0,9520.0,3.0,5299.0,3904.0,11.1,882.51,43.9,8110.0,1915.0,2345.0,3850.0,235.0,1205.0,8115.0,7830.0,30715.0,9715.0,8975.0,715.0,"[(44.2610602, -80.5457496)]",advance,,,,,0.0,flesherton,0.0,0.0,0,flesherton advance,['Grey Highlands'],21,21,2013.0,0.0,0.0,1292.0,1292.0
53,0.0,Wednesday,B,2016,flesherton,advance,dundalk herald publishing,1299.0,ON,1299.0,dundalk herald publishing,"['flesherton ,ON, Canada']",9804.0,9520.0,3.0,5299.0,3904.0,11.1,882.51,43.9,8110.0,1915.0,2345.0,3850.0,235.0,1205.0,8115.0,7830.0,30715.0,9715.0,8975.0,715.0,"[(44.2610602, -80.5457496)]",advance,,,,,0.0,flesherton,0.0,0.0,0,flesherton advance,['Grey Highlands'],21,21,2013.0,0.0,0.0,1299.0,1299.0
54,0.0,Wednesday,B,2017,flesherton,advance,dundalk herald publishing,1221.0,ON,1221.0,dundalk herald publishing,"['flesherton ,ON, Canada']",9804.0,9520.0,3.0,5299.0,3904.0,11.1,882.51,43.9,8110.0,1915.0,2345.0,3850.0,235.0,1205.0,8115.0,7830.0,30715.0,9715.0,8975.0,715.0,"[(44.2610602, -80.5457496)]",advance,,,,,0.0,flesherton,0.0,0.0,0,flesherton advance,['Grey Highlands'],21,21,2013.0,0.0,0.0,1221.0,1221.0
55,0.0,Wednesday,B,2018,flesherton,advance,dundalk herald publishing,1233.0,ON,1233.0,dundalk herald publishing,"['flesherton ,ON, Canada']",9804.0,9520.0,3.0,5299.0,3904.0,11.1,882.51,43.9,8110.0,1915.0,2345.0,3850.0,235.0,1205.0,8115.0,7830.0,30715.0,9715.0,8975.0,715.0,"[(44.2610602, -80.5457496)]",advance,,,,,0.0,flesherton,0.0,0.0,0,flesherton advance,['Grey Highlands'],21,21,2013.0,0.0,0.0,1233.0,1233.0
56,0.0,Wednesday,B,2019,flesherton,advance,dundalk herald publishing,1347.0,ON,1347.0,dundalk herald publishing,"['flesherton ,ON, Canada']",9804.0,9520.0,3.0,5299.0,3904.0,11.1,882.51,43.9,8110.0,1915.0,2345.0,3850.0,235.0,1205.0,8115.0,7830.0,30715.0,9715.0,8975.0,715.0,"[(44.2610602, -80.5457496)]",advance,,,,,0.0,flesherton,0.0,0.0,0,flesherton advance,['Grey Highlands'],21,21,2013.0,0.0,0.0,1347.0,1347.0
57,0.0,Thursday,T,2013,woodbridge,advertiser,beverley and karl mallette,2750.0,ON,2750.0,beverley and karl mallette,"['woodbridge ,ON, Canada']",306233.0,288301.0,6.2,96657.0,94253.0,1119.4,273.56,39.2,246655.0,43720.0,61895.0,141050.0,7015.0,79310.0,246655.0,234815.0,35540.0,304145.0,159300.0,140960.0,"[(43.7848982, -79.5923855)]",advertiser,,,,,0.0,woodbridge,0.0,0.0,0,woodbridge advertiser,['Vaughan'],22,22,2013.0,0.0,0.0,2750.0,2750.0
58,0.0,Thursday,T,2014,woodbridge,advertiser,beverley and karl mallette,,ON,,beverley and karl mallette,"['woodbridge ,ON, Canada']",306233.0,288301.0,6.2,96657.0,94253.0,1119.4,273.56,39.2,246655.0,43720.0,61895.0,141050.0,7015.0,79310.0,246655.0,234815.0,35540.0,304145.0,159300.0,140960.0,"[(43.7848982, -79.5923855)]",advertiser,,,,,0.0,woodbridge,0.0,0.0,0,woodbridge advertiser,['Vaughan'],22,22,2013.0,1.0,0.0,,
59,32.0,Wednesday,T,2013,mitchell,advocate,sun media corporation,2062.0,ON,2094.0,sun media corporation,"['mitchell ,ON, Canada']",8865.0,8919.0,-0.6,3500.0,3364.0,15.3,579.36,40.3,6985.0,1495.0,2210.0,3285.0,160.0,770.0,6990.0,6795.0,37529.0,8730.0,8255.0,455.0,"[(43.467942, -81.197899)]",advocate,,,,,0.0,mitchell,0.0,0.0,0,mitchell advocate,['West Perth'],23,23,2013.0,0.0,32.0,2062.0,2094.0
60,23.0,Wednesday,T,2014,mitchell,advocate,sun media corporation,2036.0,ON,2059.0,sun media corporation,"['mitchell ,ON, Canada']",8865.0,8919.0,-0.6,3500.0,3364.0,15.3,579.36,40.3,6985.0,1495.0,2210.0,3285.0,160.0,770.0,6990.0,6795.0,37529.0,8730.0,8255.0,455.0,"[(43.467942, -81.197899)]",advocate,,,,,0.0,mitchell,0.0,0.0,0,mitchell advocate,['West Perth'],23,23,2013.0,0.0,23.0,2036.0,2059.0
61,22.0,Wednesday,T,2015,mitchell,advocate,sun media corporation,1977.0,ON,1999.0,sun media corporation,"['mitchell ,ON, Canada']",8865.0,8919.0,-0.6,3500.0,3364.0,15.3,579.36,40.3,6985.0,1495.0,2210.0,3285.0,160.0,770.0,6990.0,6795.0,37529.0,8730.0,8255.0,455.0,"[(43.467942, -81.197899)]",advocate,,,,,0.0,mitchell,0.0,0.0,0,mitchell advocate,['West Perth'],23,23,2013.0,0.0,22.0,1977.0,1999.0
62,29.0,Wednesday,T,2016,mitchell,advocate,sun media corporation,1841.0,ON,1870.0,postmedia network inc.,"['mitchell ,ON, Canada']",8865.0,8919.0,-0.6,3500.0,3364.0,15.3,579.36,40.3,6985.0,1495.0,2210.0,3285.0,160.0,770.0,6990.0,6795.0,37529.0,8730.0,8255.0,455.0,"[(43.467942, -81.197899)]",advocate,,,,,0.0,mitchell,0.0,0.0,0,mitchell advocate,['West Perth'],23,23,2013.0,0.0,29.0,1841.0,1870.0
63,18.0,Wednesday,T,2017,mitchell,advocate,postmedia network inc.,1745.0,ON,1763.0,postmedia network inc.,"['mitchell ,ON, Canada']",8865.0,8919.0,-0.6,3500.0,3364.0,15.3,579.36,40.3,6985.0,1495.0,2210.0,3285.0,160.0,770.0,6990.0,6795.0,37529.0,8730.0,8255.0,455.0,"[(43.467942, -81.197899)]",advocate,,,,,0.0,mitchell,0.0,0.0,0,mitchell advocate,['West Perth'],23,23,2013.0,0.0,18.0,1745.0,1763.0
64,19.0,Wednesday,T,2018,mitchell,advocate,postmedia network inc.,1552.0,ON,1571.0,postmedia network inc.,"['mitchell ,ON, Canada']",8865.0,8919.0,-0.6,3500.0,3364.0,15.3,579.36,40.3,6985.0,1495.0,2210.0,3285.0,160.0,770.0,6990.0,6795.0,37529.0,8730.0,8255.0,455.0,"[(43.467942, -81.197899)]",advocate,,,,,0.0,mitchell,0.0,0.0,0,mitchell advocate,['West Perth'],23,23,2013.0,0.0,19.0,1552.0,1571.0
65,18.0,Wednesday,T,2019,mitchell,advocate,postmedia network inc.,1446.0,ON,1464.0,postmedia network inc.,"['mitchell ,ON, Canada']",8865.0,8919.0,-0.6,3500.0,3364.0,15.3,579.36,40.3,6985.0,1495.0,2210.0,3285.0,160.0,770.0,6990.0,6795.0,37529.0,8730.0,8255.0,455.0,"[(43.467942, -81.197899)]",advocate,,,,,0.0,mitchell,0.0,0.0,0,mitchell advocate,['West Perth'],23,23,2013.0,0.0,18.0,1446.0,1464.0
66,0.0,Thursday,T,2013,strathroy,age dispatch,sun media corporation,2263.0,ON,2263.0,sun media corporation,"['strathroy ,ON, Canada']",20867.0,20978.0,-0.5,8455.0,8294.0,77.1,270.77,42.3,17005.0,4005.0,4995.0,8005.0,215.0,1990.0,17005.0,16430.0,35032.0,20535.0,17940.0,2585.0,"[(42.966146, -81.59100834347846)]",age dispatch,,,,,0.0,strathroy,0.0,0.0,0,strathroy age dispatch,['Strathroy-Caradoc'],24,24,2013.0,0.0,0.0,2263.0,2263.0
67,0.0,Thursday,T,2014,strathroy,age dispatch,sun media corporation,1480.0,ON,1480.0,sun media corporation,"['strathroy ,ON, Canada']",20867.0,20978.0,-0.5,8455.0,8294.0,77.1,270.77,42.3,17005.0,4005.0,4995.0,8005.0,215.0,1990.0,17005.0,16430.0,35032.0,20535.0,17940.0,2585.0,"[(42.966146, -81.59100834347846)]",age dispatch,,,,,0.0,strathroy,0.0,0.0,0,strathroy age dispatch,['Strathroy-Caradoc'],24,24,2013.0,0.0,0.0,1480.0,1480.0
68,0.0,Thursday,T,2015,strathroy,age dispatch,sun media corporation,843.0,ON,843.0,sun media corporation,"['strathroy ,ON, Canada']",20867.0,20978.0,-0.5,8455.0,8294.0,77.1,270.77,42.3,17005.0,4005.0,4995.0,8005.0,215.0,1990.0,17005.0,16430.0,35032.0,20535.0,17940.0,2585.0,"[(42.966146, -81.59100834347846)]",age dispatch,,,,,0.0,strathroy,0.0,0.0,0,strathroy age dispatch,['Strathroy-Caradoc'],24,24,2013.0,0.0,0.0,843.0,843.0
69,0.0,Thursday,T,2016,strathroy,age dispatch,sun media corporation,632.25,ON,632.25,postmedia network inc.,"['strathroy ,ON, Canada']",20867.0,20978.0,-0.5,8455.0,8294.0,77.1,270.77,42.3,17005.0,4005.0,4995.0,8005.0,215.0,1990.0,17005.0,16430.0,35032.0,20535.0,17940.0,2585.0,"[(42.966146, -81.59100834347846)]",age dispatch,,,,,0.0,strathroy,0.0,0.0,0,strathroy age dispatch,['Strathroy-Caradoc'],24,24,2013.0,1.0,0.0,632.25,632.25
