,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,AdvID,AdvID2,AdvCircAllEds,NatlLineRateAllEds,SpotColourAllEds,ProcessColourAllEds,MarketAndNewspaper,_merge1,Removable,ADVCSD,ADVOwner,EDITION,Unnamed: 0,FreeCirculation,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,Daily,SwapNotInclude,Swap2017Affected,CSDs,ID,ID2,first_year,equal_to_previous,FreeCircAllEds,PaidCircAllEds,TotalCircAllEds,EDITION2,_merge2
786,,,,,,,,,2016,,,,,,,,,,snap niagara falls,,,,,Monthly,2025.0,,T,niagara%20falls,snap niagara falls,snapd inc.,0.0,ON,,snapd inc.,"['niagara falls ,ON, Canada']",88071.0,82997.0,6.1,37265.0,35773.0,419.9,209.73,43.4,72765.0,14180.0,23925.0,34665.0,1340.0,10700.0,72770.0,70580.0,29275.0,85975.0,67310.0,17845.0,"[(43.1065603, -79.0639039)]",,,,,,0.0,niagara falls,0.0,0.0,0.0,['Niagara Falls'],441.0,378.0,2015.0,1.0,,0.0,,Monthly,right_only
787,,,,,,,,,2017,,,,,,,,,,snap niagara falls,,,,,Monthly,2026.0,,T,niagara%20falls,snap niagara falls,snapd inc.,0.0,ON,,snapd inc.,"['niagara falls ,ON, Canada']",88071.0,82997.0,6.1,37265.0,35773.0,419.9,209.73,43.4,72765.0,14180.0,23925.0,34665.0,1340.0,10700.0,72770.0,70580.0,29275.0,85975.0,67310.0,17845.0,"[(43.1065603, -79.0639039)]",,,,,,0.0,niagara falls,0.0,0.0,0.0,['Niagara Falls'],441.0,378.0,2015.0,1.0,,0.0,,Monthly,right_only
788,,,,,,,,,2018,,,,,,,,,,snap niagara falls,,,,,Monthly,2027.0,,T,niagara%20falls,snap niagara falls,snapd inc.,0.0,ON,,snapd inc.,"['niagara falls ,ON, Canada']",88071.0,82997.0,6.1,37265.0,35773.0,419.9,209.73,43.4,72765.0,14180.0,23925.0,34665.0,1340.0,10700.0,72770.0,70580.0,29275.0,85975.0,67310.0,17845.0,"[(43.1065603, -79.0639039)]",,,,,,0.0,niagara falls,0.0,0.0,0.0,['Niagara Falls'],441.0,378.0,2015.0,1.0,,0.0,,Monthly,right_only
789,,,,,,,,,2019,,,,,,,,,,snap niagara falls,,,,,Monthly,2028.0,,T,niagara%20falls,snap niagara falls,snapd inc.,0.0,ON,,snapd inc.,"['niagara falls ,ON, Canada']",88071.0,82997.0,6.1,37265.0,35773.0,419.9,209.73,43.4,72765.0,14180.0,23925.0,34665.0,1340.0,10700.0,72770.0,70580.0,29275.0,85975.0,67310.0,17845.0,"[(43.1065603, -79.0639039)]",,,,,,0.0,niagara falls,0.0,0.0,0.0,['Niagara Falls'],441.0,378.0,2015.0,1.0,,0.0,,Monthly,right_only
790,,,,,,,,,2015,,,,,,,,,,snap north bay,,,,,Monthly,2029.0,10000.0,T,north%20bay,snap north bay,snapd inc.,0.0,ON,10000.0,snapd inc.,"['north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3092115, -79.4607617)]",,,,,,0.0,north bay,0.0,0.0,0.0,['North Bay'],442.0,379.0,2015.0,0.0,10000.0,0.0,10000.0,Monthly,right_only
791,,,,,,,,,2016,,,,,,,,,,snap north bay,,,,,Monthly,2030.0,,T,north%20bay,snap north bay,snapd inc.,0.0,ON,,snapd inc.,"['north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3092115, -79.4607617)]",,,,,,0.0,north bay,0.0,0.0,0.0,['North Bay'],442.0,379.0,2015.0,1.0,,0.0,,Monthly,right_only
792,,,,,,,,,2017,,,,,,,,,,snap north bay,,,,,Monthly,2031.0,,T,north%20bay,snap north bay,snapd inc.,0.0,ON,,snapd inc.,"['north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3092115, -79.4607617)]",,,,,,0.0,north bay,0.0,0.0,0.0,['North Bay'],442.0,379.0,2015.0,1.0,,0.0,,Monthly,right_only
793,,,,,,,,,2018,,,,,,,,,,snap north bay,,,,,Monthly,2032.0,,T,north%20bay,snap north bay,snapd inc.,0.0,ON,,snapd inc.,"['north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3092115, -79.4607617)]",,,,,,0.0,north bay,0.0,0.0,0.0,['North Bay'],442.0,379.0,2015.0,1.0,,0.0,,Monthly,right_only
794,,,,,,,,,2019,,,,,,,,,,snap north bay,,,,,Monthly,2033.0,,T,north%20bay,snap north bay,snapd inc.,0.0,ON,,snapd inc.,"['north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3092115, -79.4607617)]",,,,,,0.0,north bay,0.0,0.0,0.0,['North Bay'],442.0,379.0,2015.0,1.0,,0.0,,Monthly,right_only
795,,,,,,,,,2015,,,,,,,,,,snap north mississauga,,,,,Monthly,2034.0,10000.0,T,mississauga,snap north mississauga,snapd inc.,0.0,ON,10000.0,snapd inc.,"['mississauga ,ON, Canada']",721599.0,713443.0,1.1,248469.0,240913.0,2467.6,292.43,39.6,594760.0,90000.0,155850.0,348915.0,17200.0,199345.0,594765.0,560950.0,31311.0,715475.0,320750.0,381735.0,"[(43.5896231, -79.6443879)]",,,,,,0.0,mississauga,0.0,0.0,0.0,['Mississauga'],443.0,380.0,2015.0,0.0,10000.0,0.0,10000.0,Monthly,right_only
796,,,,,,,,,2016,,,,,,,,,,snap north mississauga,,,,,Monthly,2035.0,,T,mississauga,snap north mississauga,snapd inc.,0.0,ON,,snapd inc.,"['mississauga ,ON, Canada']",721599.0,713443.0,1.1,248469.0,240913.0,2467.6,292.43,39.6,594760.0,90000.0,155850.0,348915.0,17200.0,199345.0,594765.0,560950.0,31311.0,715475.0,320750.0,381735.0,"[(43.5896231, -79.6443879)]",,,,,,0.0,mississauga,0.0,0.0,0.0,['Mississauga'],443.0,380.0,2015.0,1.0,,0.0,,Monthly,right_only
797,,,,,,,,,2017,,,,,,,,,,snap north mississauga,,,,,Monthly,2036.0,,T,mississauga,snap north mississauga,snapd inc.,0.0,ON,,snapd inc.,"['mississauga ,ON, Canada']",721599.0,713443.0,1.1,248469.0,240913.0,2467.6,292.43,39.6,594760.0,90000.0,155850.0,348915.0,17200.0,199345.0,594765.0,560950.0,31311.0,715475.0,320750.0,381735.0,"[(43.5896231, -79.6443879)]",,,,,,0.0,mississauga,0.0,0.0,0.0,['Mississauga'],443.0,380.0,2015.0,1.0,,0.0,,Monthly,right_only
798,,,,,,,,,2018,,,,,,,,,,snap north mississauga,,,,,Monthly,2037.0,,T,mississauga,snap north mississauga,snapd inc.,0.0,ON,,snapd inc.,"['mississauga ,ON, Canada']",721599.0,713443.0,1.1,248469.0,240913.0,2467.6,292.43,39.6,594760.0,90000.0,155850.0,348915.0,17200.0,199345.0,594765.0,560950.0,31311.0,715475.0,320750.0,381735.0,"[(43.5896231, -79.6443879)]",,,,,,0.0,mississauga,0.0,0.0,0.0,['Mississauga'],443.0,380.0,2015.0,1.0,,0.0,,Monthly,right_only
799,,,,,,,,,2019,,,,,,,,,,snap north mississauga,,,,,Monthly,2038.0,,T,mississauga,snap north mississauga,snapd inc.,0.0,ON,,snapd inc.,"['mississauga ,ON, Canada']",721599.0,713443.0,1.1,248469.0,240913.0,2467.6,292.43,39.6,594760.0,90000.0,155850.0,348915.0,17200.0,199345.0,594765.0,560950.0,31311.0,715475.0,320750.0,381735.0,"[(43.5896231, -79.6443879)]",,,,,,0.0,mississauga,0.0,0.0,0.0,['Mississauga'],443.0,380.0,2015.0,1.0,,0.0,,Monthly,right_only
800,,,,,,,,,2015,,,,,,,,,,snap north toronto,,,,,Monthly,2039.0,12000.0,T,toronto,snap north toronto,snapd inc.,0.0,ON,12000.0,snapd inc.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,0.0,0.0,0.0,['Toronto'],444.0,381.0,2015.0,0.0,12000.0,0.0,12000.0,Monthly,right_only
801,,,,,,,,,2016,,,,,,,,,,snap north toronto,,,,,Monthly,2040.0,,T,toronto,snap north toronto,snapd inc.,0.0,ON,,snapd inc.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,0.0,0.0,0.0,['Toronto'],444.0,381.0,2015.0,1.0,,0.0,,Monthly,right_only
802,,,,,,,,,2017,,,,,,,,,,snap north toronto,,,,,Monthly,2041.0,,T,toronto,snap north toronto,snapd inc.,0.0,ON,,snapd inc.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,0.0,0.0,0.0,['Toronto'],444.0,381.0,2015.0,1.0,,0.0,,Monthly,right_only
803,,,,,,,,,2018,,,,,,,,,,snap north toronto,,,,,Monthly,2042.0,,T,toronto,snap north toronto,snapd inc.,0.0,ON,,snapd inc.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,0.0,0.0,0.0,['Toronto'],444.0,381.0,2015.0,1.0,,0.0,,Monthly,right_only
804,,,,,,,,,2019,,,,,,,,,,snap north toronto,,,,,Monthly,2043.0,,T,toronto,snap north toronto,snapd inc.,0.0,ON,,snapd inc.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,0.0,0.0,0.0,['Toronto'],444.0,381.0,2015.0,1.0,,0.0,,Monthly,right_only
810,,,,,,,,,2015,,,,,,,,,,snap northumberland west,,,,,Monthly,2049.0,10000.0,T,northumberland%20west,snap northumberland west,snapd inc.,0.0,ON,10000.0,snapd inc.,"['northumberland west ,ON, Canada']",43577.0,43086.0,1.1,18646.0,17828.0,88.2,494.02,42.7,35880.0,7615.0,11840.0,16425.0,410.0,3330.0,35900.0,34505.0,32750.0,42865.0,39845.0,2985.0,"[(44.0959943, -77.5988284)]",,,,,,0.0,northumberland west,0.0,0.0,1.0,['Quinte West'],446.0,383.0,2015.0,0.0,10000.0,0.0,10000.0,Monthly,right_only
811,,,,,,,,,2016,,,,,,,,,,snap northumberland west,,,,,Monthly,2050.0,,T,northumberland%20west,snap northumberland west,snapd inc.,0.0,ON,,snapd inc.,"['northumberland west ,ON, Canada']",43577.0,43086.0,1.1,18646.0,17828.0,88.2,494.02,42.7,35880.0,7615.0,11840.0,16425.0,410.0,3330.0,35900.0,34505.0,32750.0,42865.0,39845.0,2985.0,"[(44.0959943, -77.5988284)]",,,,,,0.0,northumberland west,0.0,0.0,1.0,['Quinte West'],446.0,383.0,2015.0,1.0,,0.0,,Monthly,right_only
812,,,,,,,,,2017,,,,,,,,,,snap northumberland west,,,,,Monthly,2051.0,,T,northumberland%20west,snap northumberland west,snapd inc.,0.0,ON,,snapd inc.,"['northumberland west ,ON, Canada']",43577.0,43086.0,1.1,18646.0,17828.0,88.2,494.02,42.7,35880.0,7615.0,11840.0,16425.0,410.0,3330.0,35900.0,34505.0,32750.0,42865.0,39845.0,2985.0,"[(44.0959943, -77.5988284)]",,,,,,0.0,northumberland west,0.0,0.0,1.0,['Quinte West'],446.0,383.0,2015.0,1.0,,0.0,,Monthly,right_only
813,,,,,,,,,2018,,,,,,,,,,snap northumberland west,,,,,Monthly,2052.0,,T,northumberland%20west,snap northumberland west,snapd inc.,0.0,ON,,snapd inc.,"['northumberland west ,ON, Canada']",43577.0,43086.0,1.1,18646.0,17828.0,88.2,494.02,42.7,35880.0,7615.0,11840.0,16425.0,410.0,3330.0,35900.0,34505.0,32750.0,42865.0,39845.0,2985.0,"[(44.0959943, -77.5988284)]",,,,,,0.0,northumberland west,0.0,0.0,1.0,['Quinte West'],446.0,383.0,2015.0,1.0,,0.0,,Monthly,right_only
814,,,,,,,,,2019,,,,,,,,,,snap northumberland west,,,,,Monthly,2053.0,,T,northumberland%20west,snap northumberland west,snapd inc.,0.0,ON,,snapd inc.,"['northumberland west ,ON, Canada']",43577.0,43086.0,1.1,18646.0,17828.0,88.2,494.02,42.7,35880.0,7615.0,11840.0,16425.0,410.0,3330.0,35900.0,34505.0,32750.0,42865.0,39845.0,2985.0,"[(44.0959943, -77.5988284)]",,,,,,0.0,northumberland west,0.0,0.0,1.0,['Quinte West'],446.0,383.0,2015.0,1.0,,0.0,,Monthly,right_only
815,,,,,,,,,2015,,,,,,,,,,snap oakville,,,,,Monthly,2054.0,12000.0,T,oakville,snap oakville,snapd inc.,0.0,ON,12000.0,snapd inc.,"['oakville ,ON, Canada']",193832.0,182520.0,6.2,68617.0,66269.0,1395.6,138.89,39.7,155020.0,18070.0,35120.0,101830.0,4260.0,64810.0,155025.0,146945.0,42152.0,191720.0,119945.0,68850.0,"[(43.447436, -79.666672)]",,,,,,0.0,oakville,0.0,0.0,0.0,['Oakville'],447.0,384.0,2015.0,0.0,12000.0,0.0,12000.0,Monthly,right_only
816,,,,,,,,,2016,,,,,,,,,,snap oakville,,,,,Monthly,2055.0,,T,oakville,snap oakville,snapd inc.,0.0,ON,,snapd inc.,"['oakville ,ON, Canada']",193832.0,182520.0,6.2,68617.0,66269.0,1395.6,138.89,39.7,155020.0,18070.0,35120.0,101830.0,4260.0,64810.0,155025.0,146945.0,42152.0,191720.0,119945.0,68850.0,"[(43.447436, -79.666672)]",,,,,,0.0,oakville,0.0,0.0,0.0,['Oakville'],447.0,384.0,2015.0,1.0,,0.0,,Monthly,right_only
817,,,,,,,,,2017,,,,,,,,,,snap oakville,,,,,Monthly,2056.0,,T,oakville,snap oakville,snapd inc.,0.0,ON,,snapd inc.,"['oakville ,ON, Canada']",193832.0,182520.0,6.2,68617.0,66269.0,1395.6,138.89,39.7,155020.0,18070.0,35120.0,101830.0,4260.0,64810.0,155025.0,146945.0,42152.0,191720.0,119945.0,68850.0,"[(43.447436, -79.666672)]",,,,,,0.0,oakville,0.0,0.0,0.0,['Oakville'],447.0,384.0,2015.0,1.0,,0.0,,Monthly,right_only
818,,,,,,,,,2018,,,,,,,,,,snap oakville,,,,,Monthly,2057.0,,T,oakville,snap oakville,snapd inc.,0.0,ON,,snapd inc.,"['oakville ,ON, Canada']",193832.0,182520.0,6.2,68617.0,66269.0,1395.6,138.89,39.7,155020.0,18070.0,35120.0,101830.0,4260.0,64810.0,155025.0,146945.0,42152.0,191720.0,119945.0,68850.0,"[(43.447436, -79.666672)]",,,,,,0.0,oakville,0.0,0.0,0.0,['Oakville'],447.0,384.0,2015.0,1.0,,0.0,,Monthly,right_only
819,,,,,,,,,2019,,,,,,,,,,snap oakville,,,,,Monthly,2058.0,,T,oakville,snap oakville,snapd inc.,0.0,ON,,snapd inc.,"['oakville ,ON, Canada']",193832.0,182520.0,6.2,68617.0,66269.0,1395.6,138.89,39.7,155020.0,18070.0,35120.0,101830.0,4260.0,64810.0,155025.0,146945.0,42152.0,191720.0,119945.0,68850.0,"[(43.447436, -79.666672)]",,,,,,0.0,oakville,0.0,0.0,0.0,['Oakville'],447.0,384.0,2015.0,1.0,,0.0,,Monthly,right_only
820,,,,,,,,,2015,,,,,,,,,,snap orillia,,,,,Monthly,2059.0,10000.0,T,orillia,snap orillia,snapd inc.,0.0,ON,10000.0,snapd inc.,"['orillia ,ON, Canada']",31166.0,30586.0,1.9,14287.0,13477.0,1090.3,28.58,45.1,25565.0,5710.0,7885.0,11970.0,370.0,3845.0,25565.0,24710.0,29620.0,29955.0,27180.0,2725.0,"[(44.6066135, -79.4169256)]",,,,,,0.0,orillia,0.0,0.0,1.0,['Orillia'],448.0,385.0,2015.0,0.0,10000.0,0.0,10000.0,Monthly,right_only
821,,,,,,,,,2016,,,,,,,,,,snap orillia,,,,,Monthly,2060.0,,T,orillia,snap orillia,snapd inc.,0.0,ON,,snapd inc.,"['orillia ,ON, Canada']",31166.0,30586.0,1.9,14287.0,13477.0,1090.3,28.58,45.1,25565.0,5710.0,7885.0,11970.0,370.0,3845.0,25565.0,24710.0,29620.0,29955.0,27180.0,2725.0,"[(44.6066135, -79.4169256)]",,,,,,0.0,orillia,0.0,0.0,1.0,['Orillia'],448.0,385.0,2015.0,1.0,,0.0,,Monthly,right_only
822,,,,,,,,,2017,,,,,,,,,,snap orillia,,,,,Monthly,2061.0,,T,orillia,snap orillia,snapd inc.,0.0,ON,,snapd inc.,"['orillia ,ON, Canada']",31166.0,30586.0,1.9,14287.0,13477.0,1090.3,28.58,45.1,25565.0,5710.0,7885.0,11970.0,370.0,3845.0,25565.0,24710.0,29620.0,29955.0,27180.0,2725.0,"[(44.6066135, -79.4169256)]",,,,,,0.0,orillia,0.0,0.0,1.0,['Orillia'],448.0,385.0,2015.0,1.0,,0.0,,Monthly,right_only
823,,,,,,,,,2018,,,,,,,,,,snap orillia,,,,,Monthly,2062.0,,T,orillia,snap orillia,snapd inc.,0.0,ON,,snapd inc.,"['orillia ,ON, Canada']",31166.0,30586.0,1.9,14287.0,13477.0,1090.3,28.58,45.1,25565.0,5710.0,7885.0,11970.0,370.0,3845.0,25565.0,24710.0,29620.0,29955.0,27180.0,2725.0,"[(44.6066135, -79.4169256)]",,,,,,0.0,orillia,0.0,0.0,1.0,['Orillia'],448.0,385.0,2015.0,1.0,,0.0,,Monthly,right_only
824,,,,,,,,,2019,,,,,,,,,,snap orillia,,,,,Monthly,2063.0,,T,orillia,snap orillia,snapd inc.,0.0,ON,,snapd inc.,"['orillia ,ON, Canada']",31166.0,30586.0,1.9,14287.0,13477.0,1090.3,28.58,45.1,25565.0,5710.0,7885.0,11970.0,370.0,3845.0,25565.0,24710.0,29620.0,29955.0,27180.0,2725.0,"[(44.6066135, -79.4169256)]",,,,,,0.0,orillia,0.0,0.0,1.0,['Orillia'],448.0,385.0,2015.0,1.0,,0.0,,Monthly,right_only
825,,,,,,,,,2015,,,,,,,,,,snap oshawa,,,,,Monthly,2064.0,10000.0,T,oshawa,snap oshawa,snapd inc.,0.0,ON,10000.0,snapd inc.,"['oshawa ,ON, Canada']",159458.0,149607.0,6.6,64883.0,62595.0,1094.9,145.64,40.9,131110.0,26395.0,42190.0,62520.0,1910.0,17775.0,131110.0,124950.0,33492.0,157630.0,129685.0,26975.0,"[(43.8975558, -78.8635324)]",,,,,,0.0,oshawa,0.0,0.0,0.0,['Oshawa'],449.0,386.0,2015.0,0.0,10000.0,0.0,10000.0,Monthly,right_only
826,,,,,,,,,2016,,,,,,,,,,snap oshawa,,,,,Monthly,2065.0,,T,oshawa,snap oshawa,snapd inc.,0.0,ON,,snapd inc.,"['oshawa ,ON, Canada']",159458.0,149607.0,6.6,64883.0,62595.0,1094.9,145.64,40.9,131110.0,26395.0,42190.0,62520.0,1910.0,17775.0,131110.0,124950.0,33492.0,157630.0,129685.0,26975.0,"[(43.8975558, -78.8635324)]",,,,,,0.0,oshawa,0.0,0.0,0.0,['Oshawa'],449.0,386.0,2015.0,1.0,,0.0,,Monthly,right_only
827,,,,,,,,,2017,,,,,,,,,,snap oshawa,,,,,Monthly,2066.0,,T,oshawa,snap oshawa,snapd inc.,0.0,ON,,snapd inc.,"['oshawa ,ON, Canada']",159458.0,149607.0,6.6,64883.0,62595.0,1094.9,145.64,40.9,131110.0,26395.0,42190.0,62520.0,1910.0,17775.0,131110.0,124950.0,33492.0,157630.0,129685.0,26975.0,"[(43.8975558, -78.8635324)]",,,,,,0.0,oshawa,0.0,0.0,0.0,['Oshawa'],449.0,386.0,2015.0,1.0,,0.0,,Monthly,right_only
828,,,,,,,,,2018,,,,,,,,,,snap oshawa,,,,,Monthly,2067.0,,T,oshawa,snap oshawa,snapd inc.,0.0,ON,,snapd inc.,"['oshawa ,ON, Canada']",159458.0,149607.0,6.6,64883.0,62595.0,1094.9,145.64,40.9,131110.0,26395.0,42190.0,62520.0,1910.0,17775.0,131110.0,124950.0,33492.0,157630.0,129685.0,26975.0,"[(43.8975558, -78.8635324)]",,,,,,0.0,oshawa,0.0,0.0,0.0,['Oshawa'],449.0,386.0,2015.0,1.0,,0.0,,Monthly,right_only
829,,,,,,,,,2019,,,,,,,,,,snap oshawa,,,,,Monthly,2068.0,,T,oshawa,snap oshawa,snapd inc.,0.0,ON,,snapd inc.,"['oshawa ,ON, Canada']",159458.0,149607.0,6.6,64883.0,62595.0,1094.9,145.64,40.9,131110.0,26395.0,42190.0,62520.0,1910.0,17775.0,131110.0,124950.0,33492.0,157630.0,129685.0,26975.0,"[(43.8975558, -78.8635324)]",,,,,,0.0,oshawa,0.0,0.0,0.0,['Oshawa'],449.0,386.0,2015.0,1.0,,0.0,,Monthly,right_only
830,,,,,,,,,2015,,,,,,,,,,snap perth,,,,,Monthly,2069.0,10000.0,T,perth,snap perth,snapd inc.,0.0,ON,10000.0,snapd inc.,"['perth ,ON, Canada']",12261.0,12011.0,2.1,4080.0,3993.0,17.2,712.14,37.2,9175.0,3350.0,2375.0,3450.0,145.0,695.0,9175.0,8880.0,33253.0,12055.0,11185.0,855.0,"[(43.4935991, -81.0164111)]",,,,,,0.0,perth,0.0,0.0,0.0,['Perth East'],450.0,387.0,2015.0,0.0,10000.0,0.0,10000.0,Monthly,right_only
831,,,,,,,,,2016,,,,,,,,,,snap perth,,,,,Monthly,2070.0,,T,perth,snap perth,snapd inc.,0.0,ON,,snapd inc.,"['perth ,ON, Canada']",12261.0,12011.0,2.1,4080.0,3993.0,17.2,712.14,37.2,9175.0,3350.0,2375.0,3450.0,145.0,695.0,9175.0,8880.0,33253.0,12055.0,11185.0,855.0,"[(43.4935991, -81.0164111)]",,,,,,0.0,perth,0.0,0.0,0.0,['Perth East'],450.0,387.0,2015.0,1.0,,0.0,,Monthly,right_only
832,,,,,,,,,2017,,,,,,,,,,snap perth,,,,,Monthly,2071.0,,T,perth,snap perth,snapd inc.,0.0,ON,,snapd inc.,"['perth ,ON, Canada']",12261.0,12011.0,2.1,4080.0,3993.0,17.2,712.14,37.2,9175.0,3350.0,2375.0,3450.0,145.0,695.0,9175.0,8880.0,33253.0,12055.0,11185.0,855.0,"[(43.4935991, -81.0164111)]",,,,,,0.0,perth,0.0,0.0,0.0,['Perth East'],450.0,387.0,2015.0,1.0,,0.0,,Monthly,right_only
833,,,,,,,,,2018,,,,,,,,,,snap perth,,,,,Monthly,2072.0,,T,perth,snap perth,snapd inc.,0.0,ON,,snapd inc.,"['perth ,ON, Canada']",12261.0,12011.0,2.1,4080.0,3993.0,17.2,712.14,37.2,9175.0,3350.0,2375.0,3450.0,145.0,695.0,9175.0,8880.0,33253.0,12055.0,11185.0,855.0,"[(43.4935991, -81.0164111)]",,,,,,0.0,perth,0.0,0.0,0.0,['Perth East'],450.0,387.0,2015.0,1.0,,0.0,,Monthly,right_only
834,,,,,,,,,2019,,,,,,,,,,snap perth,,,,,Monthly,2073.0,,T,perth,snap perth,snapd inc.,0.0,ON,,snapd inc.,"['perth ,ON, Canada']",12261.0,12011.0,2.1,4080.0,3993.0,17.2,712.14,37.2,9175.0,3350.0,2375.0,3450.0,145.0,695.0,9175.0,8880.0,33253.0,12055.0,11185.0,855.0,"[(43.4935991, -81.0164111)]",,,,,,0.0,perth,0.0,0.0,0.0,['Perth East'],450.0,387.0,2015.0,1.0,,0.0,,Monthly,right_only
835,,,,,,,,,2015,,,,,,,,,,snap peterborough,,,,,Monthly,2074.0,10000.0,T,peterborough,snap peterborough,snapd inc.,0.0,ON,10000.0,snapd inc.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,0.0,0.0,1.0,['Peterborough'],451.0,388.0,2015.0,0.0,10000.0,0.0,10000.0,Monthly,right_only
