,Newspaper,Issued,Circ,Audit,AuditDate,NatlLineRate,SpotColour,ProcessColour,Format,Columns,Lines,MaterialCode,Year
993,elmira woolwich observer,Thursday,"14,911",CMCA,12/31/14,$1.18,,$353,T,6.0,193.0,5.0,2016
1289,elmira woolwich observer,Thursday,"14,915",CMCA,12/31/15,$1.18,,$353,T,6.0,193.0,5.0,2017
1567,elmira woolwich observer,Thursday,"14,866",CMCA,12/31/16,$1.24,,$353,T,6.0,193.0,5.0,2018
1807,elmira woolwich observer,Thursday,"14,866",CMCA,12/31/16,$1.27,,$353,T,6.0,193.0,5.0,2019
74,elmvale springwater news,EO Thur,"15,194",CMCAC,06/30/12,$0.71,$294,$294,T,9.0,224.0,3.0,2013
383,elmvale springwater news,Thursday,"17,155",CMCAC,12/31/12,$0.82,$294,$294,T,9.0,224.0,3,2014
692,elmvale springwater news,EO Thur,"17,597",CMCAC,12/31/13,$0.82,$294,$294,T,9.0,224.0,3.0,2015
994,elmvale springwater news,EO Thur,"17,597",CMCA,12/31/13,$0.82,,$294,T,9.0,224.0,3.0,2016
1290,elmvale springwater news,EO Thur,"17,597",CMCA,12/31/13,$0.82,,$294,T,9.0,224.0,3.0,2017
1568,elmvale springwater news,EO Thur,"17,597",CMCA,12/31/13,$0.82,,$294,T,9.0,224.0,3.0,2018
1808,elmvale springwater news,EO Thur,"17,597",CMCA,12/31/13,$0.82,,$294,T,9.0,224.0,3.0,2019
75,erin advocate,Wednesday,"1,698",CMCAP,06/30/12,$1.84,$335,"$1,160",T,10.0,175.0,10.0,2013
384,erin advocate,Wednesday,"1,750",CMCAP,12/31/12,$2.01,"$1,160","$1,160",T,10.0,161.0,10,2014
693,erin advocate,Wednesday,"1,384",CMCAP,06/30/14,$2.01,"$1,160","$1,160",T,10.0,161.0,10.0,2015
995,erin advocate,Wednesday,"1,250",CMCA,12/31/14,$2.01,,"$1,160",T,10.0,161.0,10.0,2016
1291,erin advocate,Wednesday,"1,074",CMCA,12/31/15,$2.01,,"$1,160",T,10.0,161.0,10.0,2017
1569,erin advocate,Thursday,"2,849",CMCA,12/31/16,$2.01,,"$1,160",T,10.0,161.0,10.0,2018
1809,erin advocate,Thursday,"2,849",CMCA,12/31/16,$2.01,,"$1,160",T,10.0,161.0,10.0,2019
76,espanola mid north monitor,Wednesday,"1,630",CMCAP,06/30/12,$0.68,$59,$176,T,9.0,210.0,3.0,2013
385,espanola mid north monitor,Thursday,"1,233",CMCAP,06/30/13,$0.71,$59,$176,T,9.0,210.0,3,2014
694,espanola mid north monitor,Thursday,949,CMCAP,06/30/14,$0.81,$59,$176,T,9.0,175.0,3.0,2015
996,espanola mid north monitor,Thursday,820,CMCA,06/30/15,$0.81,,$176,T,9.0,160.0,3.0,2016
1292,espanola mid north monitor,Thursday,793,CMCA,12/31/15,$0.81,,$176,T,9.0,160.0,3.0,2017
1570,espanola mid north monitor,Thursday,793,CMCA,12/31/15,$0.81,,$176,T,9.0,160.0,3.0,2018
1810,espanola mid north monitor,Thursday,793,CMCA,12/31/15,$0.81,,$176,T,10.0,160.0,10.0,2019
77,essex free press,Thursday,"10,483",CMCAC,03/31/12,$0.81,$235,$235,T,6.0,220.0,5.0,2013
386,essex free press,Thursday,"10,142",CMCAC,03/31/13,$0.81,$118,$118,T,6.0,203.0,5,2014
695,essex free press,Thursday,"10,016",CMCAC,03/31/14,$0.81,$118,$118,T,6.0,203.0,5.0,2015
997,essex free press,Thursday,"9,917",CMCA,03/31/15,$0.84,,$118,T,6.0,203.0,5.0,2016
1293,essex free press,Thursday,"9,975",CMCA,03/31/16,$0.84,,$118,T,6.0,203.0,5.0,2017
1571,essex free press,Thursday,"9,900",CMCA,03/31/17,$0.84,,$118,T,6.0,203.0,5.0,2018
1811,essex free press,Thursday,"9,950",CMCA,03/31/18,$0.89,,$118,T,6.0,203.0,5.0,2019
78,etobicoke guardian,Friday,"69,131",CCAB,03/31/12,$6.08,$335,"$1,160",T,10.0,175.0,10.0,2013
79,etobicoke guardian,Thursday,"69,433",CCAB,03/31/12,$6.08,$335,"$1,160",T,10.0,175.0,10.0,2013
387,etobicoke guardian,Thursday,"69,333",CCAB,03/31/13,$6.64,"$1,160","$1,160",T,10.0,161.0,10,2014
696,etobicoke guardian,Thursday,"70,109",CCAB,03/31/14,$6.64,"$1,160","$1,160",T,10.0,161.0,10.0,2015
998,etobicoke guardian,Thursday,"71,507",CCAB,03/31/15,$6.64,,"$1,160",T,10.0,161.0,10.0,2016
1294,etobicoke guardian,Thursday,"70,703",CCAB,03/31/16,$6.64,,"$1,160",T,10.0,161.0,10.0,2017
1572,etobicoke guardian,Thursday,"68,437",CCAB,12/31/16,$6.84,,"$1,160",T,10.0,161.0,10.0,2018
1812,etobicoke guardian,Thursday,"67,721",CCAB,06/30/18,$6.84,,"$1,160",T,10.0,161.0,10.0,2019
80,exeter times advocate,Wednesday,"2,888",CMCAP,06/30/12,$0.96,$335,"$1,160",T,10.0,175.0,10.0,2013
388,exeter times advocate,Wednesday,"2,830",CMCAP,12/31/12,$1.05,"$1,160","$1,160",T,10.0,161.0,10,2014
697,exeter times advocate,Wednesday,"2,538",CMCAP,06/30/14,$1.05,"$1,160","$1,160",T,10.0,161.0,10.0,2015
999,exeter times advocate,Wednesday,"2,513",CMCA,12/31/14,$1.05,,"$1,160",T,10.0,161.0,10.0,2016
1295,exeter times advocate,Wednesday,"2,242",CMCA,12/31/15,$1.05,,"$1,160",T,10.0,161.0,10.0,2017
1573,exeter times advocate,Wednesday,"2,005",CMCA,12/31/16,$1.05,,$118,T,10.0,161.0,10.0,2018
1813,exeter times advocate,Wednesday,"2,871",CMCA,01/31/18,$1.05,,$118,T,10.0,161.0,10.0,2019
81,exeter times advocate weekender,Friday,"11,148",PS,,$1.06,$335,"$1,160",T,10.0,175.0,10.0,2013
389,exeter times advocate weekender,Thursday,"10,400",PS,,$1.16,"$1,160","$1,160",T,10.0,161.0,10,2014
698,exeter times advocate weekender,Thursday,"11,027",PS,,$1.16,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1000,exeter times advocate weekender,Thursday,"11,097",PS,,$1.16,,"$1,160",T,10.0,161.0,10.0,2016
1296,exeter times advocate weekender,Thursday,"11,097",PS,,$1.16,,"$1,160",T,10.0,161.0,10.0,2017
1574,exeter times advocate weekender,Thursday,"11,324",PS,,$1.05,,$118,T,10.0,161.0,10.0,2018
1814,exeter times advocate weekender,Thursday,"11,324",PS,,$1.05,,$118,T,10.0,161.0,10.0,2019
82,fergus elora news express,Wednesday,"8,070",CMCAC,06/30/12,$1.11,$116,$294,T,10.0,175.0,10.0,2013
390,fergus elora news express,Wednesday,"8,172",CMCAC,03/31/13,$1.21,$294,$294,T,10.0,161.0,10,2014
699,fergus elora news express,Wednesday,"8,071",CMCAC,09/30/13,$1.21,$294,$294,T,10.0,161.0,10.0,2015
1001,fergus elora news express,Wednesday,"7,973",CMCA,02/28/15,$1.21,,$294,T,10.0,161.0,10.0,2016
1297,fergus elora news express,Wednesday,"8,303",CMCA,08/31/15,$1.21,,$294,T,10.0,161.0,10.0,2017
83,fergus wellington advertiser,Friday,"40,314",CMCAC,09/30/12,$1.61,$282,$282,T,6.0,220.0,5.0,2013
391,fergus wellington advertiser,Friday,"40,068",CMCAC,03/31/13,$1.61,$282,$282,T,6.0,220.0,5,2014
700,fergus wellington advertiser,Friday,"40,470",CMCAC,03/31/14,$1.64,$282,$282,T,6.0,220.0,5.0,2015
1002,fergus wellington advertiser,Friday,"40,208",CMCA,03/31/15,$1.64,,$282,T,6.0,220.0,5.0,2016
1298,fergus wellington advertiser,Friday,"39,929",CMCA,03/31/16,$1.71,,$282,T,6.0,220.0,5.0,2017
1575,fergus wellington advertiser,Friday,"39,925",CMCA,03/31/17,$1.76,,$282,T,6.0,220.0,5.0,2018
1815,fergus wellington advertiser,Thursday,"40,151",CMCA,03/31/18,$1.76,,$282,T,6.0,220.0,5.0,2019
84,flesherton advance,Wednesday,"1,335",CMCAP,06/30/12,$0.82,$353,$353,B,6.0,301.0,1.0,2013
392,flesherton advance,Wednesday,"1,268",CMCAP,12/31/12,$0.82,$353,$353,B,6.0,301.0,2,2014
701,flesherton advance,Wednesday,"1,292",CMCAP,06/30/14,$0.82,$353,$353,B,6.0,301.0,2.0,2015
1003,flesherton advance,Wednesday,"1,292",CMCA,06/30/14,$0.82,,$353,B,6.0,301.0,2.0,2016
1299,flesherton advance,Wednesday,"1,299",CMCA,12/31/15,$0.82,,$353,B,6.0,301.0,2.0,2017
1576,flesherton advance,Wednesday,"1,221",CMCA,06/30/16,$0.82,,$353,B,6.0,301.0,2.0,2018
1816,flesherton advance,Wednesday,"1,221",CMCA,06/30/16,$0.82,,$353,B,6.0,301.0,2.0,2019
85,forest standard,Thursday,"2,110",CMCAP,06/30/12,$0.89,$76,$271,T,6.0,210.0,5.0,2013
393,forest standard,Thursday,"2,121",CMCAP,12/31/12,$0.89,$76,$271,T,6.0,210.0,5,2014
702,forest standard,Thursday,"1,959",CMCAP,12/31/13,$0.91,$100,$271,T,6.0,210.0,5.0,2015
1004,forest watford standard guide advocate,Thursday,"2,069",CMCA,06/30/15,$1.20,,$282,T,6.0,210.0,5.0,2016
1300,forest watford standard guide advocate,Thursday,"1,919",CMCA,02/28/16,$1.20,,$282,T,6.0,210.0,5.0,2017
1577,forest watford standard guide advocate,Thursday,"1,754",CMCA,08/31/16,$1.20,,$282,T,6.0,210.0,5.0,2018
1817,forest watford standard guide advocate,Thursday,"1,466",CMCA,02/28/18,$1.20,,$282,T,6.0,210.0,5.0,2019
86,fort erie times,Saturday,"11,985",CMCAC,05/31/12,$0.74,$88,$206,T,9.0,160.0,3.0,2013
394,fort erie times,Thursday,"12,192",CMCAC,05/31/13,$0.74,$88,$206,T,9.0,160.0,3,2014
703,fort erie times,Thursday,"12,321",CMCAC,05/30/14,$0.74,$88,$206,T,9.0,160.0,3.0,2015
1005,fort erie times,Thursday,"12,482",CMCA,05/31/15,$0.74,,$206,T,9.0,160.0,3.0,2016
1301,fort erie times,Thursday,"12,530",CMCA,11/30/15,$0.74,,$206,T,9.0,160.0,3.0,2017
87,fort frances times,Wednesday,"4,455",ABC,03/31/12,$1.35,$135,$382,B,6.0,301.0,1.0,2013
395,fort frances times,Wednesday,"4,023",ABC,03/31/13,$1.35,$135,$382,B,6.0,301.0,1,2014
704,fort frances times,Wednesday,"4,007",AAM,09/30/13,$1.39,$135,$388,B,6.0,301.0,1.0,2015
1006,fort frances times,Wednesday,"3,394",CMCA,03/31/15,$1.42,,$388,B,6.0,301.0,1.0,2016
1302,fort frances times,Wednesday,"3,816",CMCA,03/31/16,$1.45,,$395,B,6.0,301.0,1.0,2017
1578,fort frances times,Wednesday,"3,420",CMCA,03/31/17,$1.52,,$395,B,6.0,301.0,1.0,2018
1818,fort frances times,Wednesday,"3,059",CMCA,03/31/18,$1.55,,$400,B,6.0,301.0,1.0,2019
396,frontenac gazette,Thursday,"8,515",CMCAC,08/31/12,$0.57,"$1,160","$1,160",T,10.0,189.0,10,2014
705,frontenac gazette,Thursday,"8,727",CMCAC,12/31/13,$0.67,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1007,frontenac gazette,Thursday,"8,882",CMCA,12/31/14,$0.67,,"$1,160",T,10.0,161.0,10.0,2016
1303,frontenac gazette,Thursday,"8,622",CMCA,12/31/15,$0.67,,"$1,160",T,10.0,161.0,10.0,2017
88,frontenac news,Thursday,"8,641",CMCAC,02/28/12,$0.82,$335,"$1,160",T,6.0,218.0,5.0,2013
89,frontenac news,Thursday,"9,198",CMCAC,04/30/12,$0.88,$106,$235,T,6.0,205.0,5.0,2013
397,frontenac news,Thursday,"9,166",CMCAC,04/30/13,$1.00,$106,$235,T,6.0,205.0,5,2014
706,frontenac news,Thursday,"9,210",CMCAC,04/30/14,$1.00,$106,$235,T,6.0,205.0,5.0,2015
1008,frontenac news,Thursday,"9,159",CMCA,04/30/15,$1.02,,$259,T,6.0,205.0,5.0,2016
1304,frontenac news,Thursday,"9,135",CMCA,04/30/16,$1.02,,$259,T,6.0,205.0,5.0,2017
1579,frontenac news,Thursday,"9,274",CMCA,10/31/16,$1.06,,$259,T,6.0,205.0,5.0,2018
1819,frontenac news,Thursday,"12,241",CMCA,10/31/16,$1.12,,$259,T,6.0,205.0,5.0,2019
90,gananoque reporter,Thursday,"7,500",PS,,$1.08,$176,$429,T,9.0,160.0,3.0,2013
398,gananoque reporter,Thursday,"7,500",PS,,$1.11,$176,$429,T,9.0,160.0,3,2014
707,gananoque reporter,Thursday,"6,782",PS,,$1.11,$176,$429,T,9.0,160.0,3.0,2015
1009,gananoque reporter,Thursday,"6,463",CMCA,12/31/14,$1.11,,$429,T,9.0,160.0,3.0,2016
1305,gananoque reporter,Thursday,"6,463",CMCA,12/31/14,$1.11,,$429,T,9.0,160.0,3.0,2017
1580,gananoque reporter,Thursday,"6,452",CMCA,12/31/16,$1.11,,$429,T,10.0,160.0,10.0,2018
1820,gananoque reporter,Thursday,"6,452",CMCA,12/31/16,$1.11,,$429,T,10.0,160.0,10.0,2019
91,georgetown acton independent free press,Thursday,"22,197",CCAB,09/30/11,$2.57,$335,"$1,160",T,10.0,175.0,10.0,2013
92,georgetown acton independent free press,Tuesday,"22,022",CCAB,09/30/11,$2.57,$335,"$1,160",T,10.0,175.0,10.0,2013
399,georgetown acton independent free press,Thursday,"22,215",CCAB,09/30/12,$2.80,"$1,160","$1,160",T,10.0,161.0,10,2014
708,georgetown acton independent free press,Thursday,"22,304",CCAB,09/30/13,$2.80,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1010,georgetown acton independent free press,Thursday,"22,541",CCAB,03/31/15,$2.80,,"$1,160",T,10.0,161.0,10.0,2016
1306,georgetown acton independent free press,Thursday,"22,585",CCAB,03/31/16,$2.80,,"$1,160",T,10.0,161.0,10.0,2017
1581,georgetown acton independent free press,Thursday,"22,585",CCAB,03/31/16,$2.80,,"$1,160",T,10.0,161.0,10.0,2018
1821,georgetown acton independent free press,Thursday,"23,583",CCAB,06/30/18,$2.80,,"$1,160",T,10.0,161.0,10.0,2019
93,georgina advocate,Thursday,"17,008",CCAB,03/31/12,$1.92,$335,"$1,160",T,10.0,175.0,10.0,2013
400,georgina advocate,Thursday,"17,139",CCAB,03/31/13,$2.10,"$1,160","$1,160",T,10.0,161.0,10,2014
709,georgina advocate,Thursday,"17,530",CCAB,03/31/14,$2.10,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1011,georgina advocate,Thursday,"17,539",CCAB,03/31/15,$2.10,,"$1,160",T,10.0,161.0,10.0,2016
1307,georgina advocate,Thursday,"17,190",CMCA,12/31/15,$2.10,,"$1,160",T,10.0,161.0,10.0,2017
1582,georgina advocate,Thursday,"17,190",CMCA,12/31/15,$2.10,,"$1,160",T,10.0,161.0,10.0,2018
1822,georgina advocate,Thursday,"16,877",CMCA,06/30/18,$2.10,,"$1,160",T,10.0,161.0,10.0,2019
94,geraldton times star,Wednesday,"1,098",CMCAP,12/31/11,$0.72,$259,$0,T,5.0,220.0,4.0,2013
401,geraldton times star,Wednesday,"1,092",CMCAP,06/30/12,$0.73,$265,$0,T,5.0,220.0,4,2014
710,geraldton times star,Wednesday,"1,075",CMCAP,01/31/14,$0.75,$271,,T,5.0,220.0,4.0,2015
1012,geraldton times star,Wednesday,770,CMCA,01/31/15,$0.81,,spot colour only,T,5.0,220.0,4.0,2016
1308,geraldton times star,Wednesday,770,CMCA,01/31/15,$0.86,,,T,5.0,220.0,4.0,2017
1583,geraldton times star,Wednesday,661,CMCA,07/31/16,$0.98,,,T,5.0,220.0,4.0,2018
1823,geraldton times star,Wednesday,489,CMCA,07/31/17,$0.99,,,T,5.0,220.0,4.0,2019
95,glanbrook gazette,Thursday,"7,663",CMCAC,06/30/12,$0.78,$335,"$1,160",T,10.0,175.0,10.0,2013
402,glanbrook gazette,Thursday,"8,064",CMCAC,12/31/12,$0.85,"$1,160","$1,160",T,10.0,161.0,10,2014
711,glanbrook gazette,Thursday,"8,391",CMCAC,12/31/13,$0.85,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1013,glanbrook gazette,Thursday,"8,550",CMCA,12/31/14,$0.85,,"$1,160",T,10.0,161.0,10.0,2016
1309,glanbrook gazette,Thursday,"8,756",CMCA,06/30/15,$0.85,,"$1,160",T,10.0,161.0,10.0,2017
1584,glanbrook gazette,Thursday,"9,194",CMCA,12/31/15,$0.85,,"$1,160",T,10.0,161.0,10.0,2018
1824,glanbrook gazette,Thursday,"9,194",CMCA,12/31/15,$0.85,,"$1,160",T,10.0,161.0,10.0,2019
96,glencoe transcript free press,Thursday,"1,258",CMCAP,06/30/12,$0.89,$76,$271,T,6.0,210.0,5.0,2013
403,glencoe transcript free press,Thursday,"1,196",CMCAP,12/31/12,$0.89,$76,$271,T,6.0,210.0,5,2014
712,glencoe transcript free press,Thursday,"1,107",CMCAP,12/31/13,$0.91,$100,$271,T,6.0,210.0,5.0,2015
97,goderich signal star,Wednesday,"4,403",CMCAP,06/30/12,$0.78,$88,$235,T,9.0,160.0,3.0,2013
404,goderich signal star,Wednesday,"4,276",CMCAP,12/31/12,$0.78,$88,$235,T,9.0,160.0,3,2014
713,goderich signal star,Wednesday,"3,772",CMCAP,06/30/14,$0.77,$88,$235,T,9.0,160.0,3.0,2015
1014,goderich signal star,Wednesday,"3,607",CMCA,06/30/15,$0.77,,$235,T,9.0,160.0,3.0,2016
1310,goderich signal star,Wednesday,"3,585",CMCA,12/31/15,$0.77,,$235,T,9.0,160.0,3.0,2017
1585,goderich signal star,Wednesday,"3,126",CMCA,06/30/17,$0.77,,$235,T,9.0,160.0,3.0,2018
1825,goderich signal star,Wednesday,"2,744",CMCA,06/30/18,$0.69,,$235,T,10.0,160.0,10.0,2019
98,grand bend lakeshore advance,Wednesday,"1,152",CMCAP,06/30/12,$0.66,$88,$353,T,9.0,160.0,3.0,2013
405,grand bend lakeshore advance,Wednesday,"1,141",CMCAP,12/31/12,$0.72,$88,$353,T,9.0,160.0,3,2014
714,grand bend lakeshore advance,Wednesday,992,CMCAP,06/30/14,$0.73,$88,$353,T,9.0,160.0,3.0,2015
1015,grand bend lakeshore advance,Wednesday,908,CMCA,06/30/15,$0.73,,$353,T,9.0,160.0,3.0,2016
1311,grand bend lakeshore advance,Wednesday,908,CMCA,06/30/15,$0.73,,$353,T,9.0,160.0,3.0,2017
1586,grand bend lakeshore advance,Wednesday,908,CMCA,06/30/15,$0.73,,$353,T,9.0,160.0,3.0,2018
99,gravenhurst banner,Wednesday,"1,546",CMCAP,04/30/12,$1.14,$335,"$1,160",B,10.0,301.0,10.0,2013
406,gravenhurst banner,Thursday,"5,492",PS,,$1.87,"$1,160","$1,160",T,10.0,161.0,10,2014
715,gravenhurst banner,Thursday,"5,516",CMCAC,04/30/14,$1.87,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1016,gravenhurst banner,Thursday,"5,392",CMCA,04/30/15,$1.87,,"$1,160",T,10.0,161.0,10.0,2016
1312,gravenhurst banner,Thursday,"5,564",CMCA,10/31/15,$1.87,,"$1,160",T,10.0,161.0,10.0,2017
1587,gravenhurst banner,Thursday,"5,412",CMCA,10/31/16,$1.87,,"$1,160",T,10.0,161.0,10.0,2018
1826,gravenhurst banner,Thursday,"5,412",CMCA,10/31/16,$1.87,,"$1,160",T,10.0,161.0,10.0,2019
716,grey bruce this week,Thursday,"31,665",PS,,$1.47,$59,$59,T,9.0,160.0,3.0,2015
1017,grey bruce this week,Thursday,"31,665",PS,,$1.47,,$59,T,9.0,160.0,3.0,2016
1313,grey bruce this week,Thursday,"29,783",CMCA,12/31/15,$1.47,,$59,T,9.0,160.0,3.0,2017
1588,grey bruce this week,Thursday,"29,783",CMCA,12/31/15,$1.47,,$59,T,9.0,160.0,3.0,2018
1827,grey bruce this week,Thursday,"29,783",CMCA,12/31/15,$1.33,,$59,T,10.0,160.0,10.0,2019
407,grimsby lincoln news,Wednesday,"23,850",CCAB,03/31/13,$2.36,"$1,160","$1,160",T,10.0,147.0,10,2014
717,grimsby lincoln news,Wednesday,"23,850",CCAB,03/31/13,$2.36,"$1,160","$1,160",T,10.0,147.0,10.0,2015
1018,grimsby lincoln news,Tuesday,"23,974",CCAB,03/31/15,$2.36,,"$1,160",T,10.0,147.0,10.0,2016
1314,grimsby lincoln news,Tuesday,"23,974",CCAB,03/31/15,$2.36,,"$1,160",T,10.0,147.0,10.0,2017
1589,grimsby lincoln news,Tuesday,"22,939",CCAB,12/31/16,$2.36,,"$1,160",T,10.0,147.0,10.0,2018
408,grimsby lincoln west lincoln news now,Thursday,"25,116",PS,,$1.01,$147,$324,T,6.0,210.0,5,2014
718,grimsby lincoln west lincoln news now,Thursday,"25,116",PS,,$1.33,$147,$324,T,6.0,160.0,5.0,2015
1019,grimsby lincoln west lincoln news now,Thursday,"25,116",PS,,$1.33,,$324,T,6.0,160.0,5.0,2016
1315,grimsby lincoln west lincoln news now,Thursday,"25,116",PS,,$1.33,,$324,T,6.0,160.0,5.0,2017
1590,grimsby lincoln west lincoln news now,Thursday,"25,116",PS,,$1.33,,$324,T,6.0,160.0,5.0,2018
1828,grimsby lincoln west lincoln news now,Thursday,"25,116",PS,,$1.33,,$324,T,6.0,160.0,5.0,2019
100,guelph mercury tribune,Tuesday,"39,098",CMCAC,06/30/12,$1.84,$335,"$1,160",T,10.0,175.0,10.0,2013
409,guelph mercury tribune,Thursday,"44,263",CMCAC,12/31/12,$2.22,"$1,160","$1,160",T,10.0,161.0,10,2014
410,guelph mercury tribune,Tuesday,"39,475",CMCAC,12/31/12,$2.01,"$1,160","$1,160",T,10.0,161.0,10,2014
719,guelph mercury tribune,Thursday,"44,326",CMCAC,06/30/14,$2.22,"$1,160","$1,160",T,10.0,161.0,10.0,2015
720,guelph mercury tribune,Tuesday,"39,150",CMCAC,06/30/14,$2.01,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1020,guelph mercury tribune,Thursday,"43,993",CMCA,06/30/15,$2.22,,"$1,160",T,10.0,161.0,10.0,2016
1021,guelph mercury tribune,Tuesday,"39,091",CMCA,06/30/15,$2.01,,"$1,160",T,10.0,161.0,10.0,2016
1316,guelph mercury tribune,Thursday,"43,993",CMCA,06/30/15,$2.22,,"$1,160",T,10.0,161.0,10.0,2017
1317,guelph mercury tribune,Tuesday,"39,091",CMCA,06/30/15,$2.01,,"$1,160",T,10.0,161.0,10.0,2017
1591,guelph mercury tribune,Thursday,"43,515",CMCA,06/30/17,$2.22,,"$1,160",T,10.0,161.0,10.0,2018
1592,guelph mercury tribune,Tuesday,"38,751",CMCA,06/30/17,$2.01,,"$1,160",T,10.0,161.0,10.0,2018
1829,guelph mercury tribune,Thursday,"43,257",CMCA,06/30/18,$2.22,,"$1,160",T,10.0,161.0,10.0,2019
1830,guelph mercury tribune,Tuesday,"38,508",CMCA,06/30/18,$2.01,,"$1,160",T,10.0,161.0,10.0,2019
101,hagersville cayuga haldimand press,Wednesday,"3,610",CMCAP,10/31/12,$0.77,$118,$294,B,6.0,294.0,2.0,2013
411,hagersville cayuga haldimand press,Wednesday,"3,375",CMCAP,04/30/13,$0.77,$118,$294,B,6.0,294.0,2,2014
721,hagersville cayuga haldimand press,Wednesday,"3,152",CMCAP,04/30/14,$0.72,$118,$294,B,6.0,294.0,2.0,2015
1022,hagersville cayuga haldimand press,Thursday,"3,134",CMCA,04/30/15,$0.84,,$294,B,6.0,294.0,2.0,2016
1318,hagersville cayuga haldimand press,Thursday,"3,073",CMCA,04/30/16,$0.84,,$294,B,6.0,294.0,2.0,2017
1593,haldimand county haldimand press,Thursday,"3,395",CMCA,04/30/17,$0.84,,$294,B,6.0,294.0,2.0,2018
1831,haldimand county haldimand press,Thursday,"3,326",CMCA,10/31/17,$0.84,,$294,B,6.0,294.0,2.0,2019
45,haldimand county the sachem,Thursday,"20,724",CMCAC,06/30/12,$1.46,$335,"$1,160",T,10.0,175.0,10.0,2013
353,haldimand county the sachem,Thursday,"21,102",CMCAC,12/31/12,$1.60,"$1,160","$1,160",T,10.0,161.0,10,2014
661,haldimand county the sachem,Thursday,"21,243",CMCAC,12/31/13,$1.60,"$1,160","$1,160",T,10.0,161.0,10.0,2015
965,haldimand county the sachem,Thursday,"20,967",CMCA,06/30/14,$1.60,,"$1,160",T,10.0,161.0,10.0,2016
1260,haldimand county the sachem,Thursday,"20,866",CMCA,06/30/15,$1.60,,"$1,160",T,10.0,161.0,10.0,2017
1541,haldimand county the sachem,Thursday,"21,943",CMCA,12/31/15,$1.60,,"$1,160",T,10.0,161.0,10.0,2018
1832,haldimand county the sachem,Thursday,"21,943",CMCA,12/31/15,$1.60,,"$1,160",T,10.0,161.0,10.0,2019
102,haliburton county echo,Tuesday,"2,777",CMCAP,07/31/12,$0.65,$141,$353,T,9.0,158.0,3.0,2013
412,haliburton county echo,Tuesday,"2,520",CMCAP,01/31/13,$0.65,$141,$353,T,9.0,158.0,3,2014
722,haliburton county echo,Tuesday,"2,164",CMCAP,07/31/14,$0.55,$141,$353,T,9.0,189.0,3.0,2015
1023,haliburton county echo,Tuesday,"1,991",CMCA,01/31/15,$0.55,,$176,T,9.0,189.0,3.0,2016
1319,haliburton county echo,Tuesday,"2,095",CMCA,01/31/16,$0.55,,$176,T,9.0,189.0,3.0,2017
1594,haliburton county echo,Tuesday,"2,013",CMCA,01/31/17,$0.55,,$176,T,9.0,189.0,3.0,2018
1833,haliburton county echo,Tuesday,"1,953",CMCA,01/31/18,$0.55,,$176,T,9.0,189.0,3.0,2019
1595,haliburton county life,Thursday,"6,372",CMCA,12/31/15,$0.41,,$176,T,9.0,189.0,3.0,2018
1834,haliburton county life,Thursday,"6,372",CMCA,12/31/15,$0.41,,$176,T,9.0,189.0,3.0,2019
103,haliburton highlander,Thursday,"7,312",CMCAC,08/31/12,$0.95,$88,$88,T,6.0,213.0,5.0,2013
413,haliburton highlander,Thursday,"6,727",CMCAC,11/30/12,$1.61,$104,$104,T,4.0,189.0,8,2014
723,haliburton highlander,Thursday,"7,430",CMCAC,11/30/13,$1.61,$104,$104,T,4.0,189.0,8.0,2015
1024,haliburton highlander,Thursday,"8,104",CMCA,12/31/14,$1.61,,$104,T,4.0,189.0,8.0,2016
1320,haliburton highlander,Thursday,"7,313",CMCA,06/30/15,$1.61,,$104,T,4.0,189.0,8.0,2017
1596,haliburton highlander,Thursday,"8,722",CMCA,12/31/16,$1.61,,$104,T,4.0,189.0,8.0,2018
1835,haliburton highlander,Thursday,"8,798",CMCA,06/30/17,$1.61,,$104,T,4.0,189.0,8.0,2019
105,hamilton burlington bay observer,Monthly,"28,246",CMCAC,01/31/12,$2.46,$118,$294,T,6.0,216.0,5.0,2013
415,hamilton burlington bay observer,Monthly,"28,246",CMCAC,01/31/12,$2.46,$118,$294,T,6.0,216.0,5,2014
725,hamilton burlington bay observer,Monthly,"28,246",CMCAC,01/31/12,$2.46,Incl.,Incl.,T,6.0,216.0,5.0,2015
1026,hamilton burlington bay observer,Monthly,"28,246",CMCA,01/31/12,$2.46,,incl.,T,6.0,216.0,5.0,2016
1322,hamilton burlington bay observer,Monthly,"28,246",CMCA,01/31/12,$2.46,,incl.,T,6.0,216.0,5.0,2017
1598,hamilton burlington bay observer,Monthly,"28,246",CMCA,01/31/12,$2.46,,incl.,T,6.0,216.0,5.0,2018
1837,hamilton burlington bay observer,Monthly,"28,246",CMCA,01/31/12,$2.46,,Incl.,T,6.0,216.0,5.0,2019
104,hamilton mountain news,Thursday,"50,291",CMCAC,06/30/12,$2.80,$335,"$1,160",T,10.0,175.0,10.0,2013
414,hamilton mountain news,Thursday,"50,300",CMCAC,12/31/12,$3.06,"$1,160","$1,160",T,10.0,161.0,10,2014
