,Newspaper,Issued,Circ,Audit,AuditDate,NatlLineRate,SpotColour,ProcessColour,Format,Columns,Lines,MaterialCode,Year
1144,renfrew mercury,Thursday,"13,121",CMCA,12/31/14,$0.94,,"$1,160",T,10.0,161.0,10.0,2016
1433,renfrew mercury,Thursday,"14,519",CMCA,12/31/15,$0.94,,"$1,160",T,10.0,161.0,10.0,2017
1687,renfrew mercury,Thursday,"13,359",CMCA,12/31/16,$0.94,,"$1,160",T,10.0,161.0,10.0,2018
1923,renfrew mercury,Thursday,"11,942",CMCA,06/30/18,$0.94,,"$1,160",T,10.0,161.0,10.0,2019
236,richmond hill liberal,Saturday,"50,939",CCAB,03/31/12,$3.27,$335,"$1,160",T,10.0,175.0,10.0,2013
235,richmond hill thornhill liberal,Thursday,"83,140",CCAB,03/31/12,$5.44,$335,"$1,160",T,10.0,175.0,10.0,2013
540,richmond hill thornhill liberal,Thursday,"81,654",CCAB,03/31/13,$5.94,"$1,160","$1,160",T,10.0,161.0,10,2014
847,richmond hill thornhill liberal,Thursday,"83,416",CCAB,03/31/14,$5.94,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1145,richmond hill thornhill liberal,Thursday,"83,846",CCAB,03/31/15,$5.94,,"$1,160",T,10.0,161.0,10.0,2016
1434,richmond hill thornhill liberal,Thursday,"83,846",CCAB,03/31/15,$5.94,,"$1,160",T,10.0,161.0,10.0,2017
1688,richmond hill thornhill liberal,Thursday,"84,047",CCAB,09/30/15,$5.94,,"$1,160",T,10.0,161.0,10.0,2018
1924,richmond hill thornhill liberal,Thursday,"84,542",CCAB,06/30/18,$5.94,,"$1,160",T,10.0,161.0,10.0,2019
237,ridgetown independent news,Wednesday,"1,889",CMCAP,04/30/12,$0.52,$118,$235,T,6.0,224.0,5.0,2013
541,ridgetown independent news,Wednesday,"1,964",CMCAP,10/31/12,$0.52,$118,$235,T,6.0,224.0,5,2014
848,ridgetown independent news,Wednesday,"1,787",CMCAP,04/30/14,$0.52,$118,$235,T,6.0,224.0,5.0,2015
1146,ridgetown independent news,Wednesday,"1,776",CMCA,10/31/14,$0.52,,$235,T,6.0,224.0,5.0,2016
1435,ridgetown independent news,Wednesday,"1,752",CMCA,10/31/15,$0.53,,$176,T,6.0,224.0,5.0,2017
1689,ridgetown independent news,Wednesday,"1,640",CMCA,10/31/16,$0.53,,$176,T,6.0,224.0,5.0,2018
1925,ridgetown independent news,Wednesday,"1,583",CMCA,10/31/17,$0.56,,$176,T,6.0,224.0,5.0,2019
238,russell villager,Wednesday,713,CMCAP,03/31/12,$0.57,$176,$529,T,6.0,220.0,5.0,2013
849,sarnia journal,Thursday,"30,000",PS,,$1.35,Incl.,Incl.,T,9.0,192.0,3.0,2015
1147,sarnia journal,Thursday,"30,000",PS,,$1.35,,incl.,T,9.0,192.0,3.0,2016
1436,sarnia journal,Thursday,"30,000",PS,,$1.35,,Incl.,T,9.0,192.0,3.0,2017
1690,sarnia journal,Thursday,"30,000",PS,,$1.40,,incl.,T,9.0,192.0,3.0,2018
1926,sarnia journal,Thursday,"30,000",PS,,$1.40,,Incl.,T,9.0,192.0,3.0,2019
239,sarnia lambton county this week,Thursday,"41,300",CMCAC,02/28/12,$1.49,$152,$469,T,9.0,160.0,3.0,2013
542,sarnia lambton county this week,Thursday,"41,300",CMCAC,02/28/12,$1.49,$152,$469,T,9.0,160.0,3,2014
850,sarnia lambton county this week,Thursday,"40,240",CMCAC,12/31/13,$1.49,$152,$469,T,9.0,160.0,3.0,2015
1148,sarnia lambton county this week,Thursday,"39,627",CMCA,12/31/14,$1.49,,$469,T,9.0,160.0,3.0,2016
1437,sarnia lambton county this week,Thursday,"39,156",CMCA,12/31/15,$1.49,,$469,T,9.0,160.0,3.0,2017
1691,sarnia lambton county this week,Thursday,"39,476",CMCA,06/30/16,$1.49,,$469,T,9.0,160.0,3.0,2018
1927,sarnia lambton county this week,Thursday,"39,476",CMCA,06/30/16,$1.34,,$469,T,10.0,160.0,10.0,2019
240,sault ste. marie this week,Wednesday,"30,800",CMCAC,03/31/12,$1.59,$327,$648,T,9.0,160.0,3.0,2013
543,sault ste. marie this week,Wednesday,"30,800",CMCAC,03/31/12,$1.59,$327,$648,T,9.0,160.0,3,2014
851,sault ste. marie this week,Thursday,"30,800",CMCAC,02/28/13,$1.64,$335,$665,T,9.0,160.0,3.0,2015
1149,sault ste. marie this week,Thursday,"30,800",CMCA,12/31/13,$1.67,,$678,T,9.0,160.0,3.0,2016
1438,sault ste. marie this week,Thursday,"31,122",CMCA,06/30/15,$1.72,,$688,T,9.0,160.0,3.0,2017
1692,sault ste. marie this week,Thursday,"31,122",CMCA,06/30/15,$1.78,,$706,B,10.0,287.0,10.0,2018
1928,sault ste. marie this week,Thursday,"31,122",CMCA,06/30/15,$1.84,,$706,B,10.0,287.0,10.0,2019
241,scarborough mirror,Thur/Fri,"117,124",CCAB,03/31/12,$8.18,$335,"$1,160",T,10.0,175.0,10.0,2013
544,scarborough mirror,Thursday,"119,652",CCAB,03/31/13,$8.93,"$1,160","$1,160",T,10.0,161.0,10,2014
852,scarborough mirror,Thursday,"118,432",CCAB,03/31/14,$8.93,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1150,scarborough mirror,Thursday,"121,745",CCAB,03/31/15,$8.93,,"$1,160",T,10.0,161.0,10.0,2016
1439,scarborough mirror,Thursday,"123,762",CCAB,03/31/16,$8.93,,"$1,160",T,10.0,161.0,10.0,2017
1693,scarborough mirror,Thursday,"122,607",CCAB,12/31/16,$9.20,,"$1,160",T,10.0,161.0,10.0,2018
1929,scarborough mirror,Thursday,"120,372",CCAB,06/30/18,$9.20,,"$1,160",T,10.0,161.0,10.0,2019
242,seaforth huron expositor,Wednesday,"1,658",CMCAP,06/30/12,$0.73,$88,$353,T,9.0,160.0,3.0,2013
545,seaforth huron expositor,Wednesday,"1,461",CMCAP,06/30/13,$0.72,$88,$353,T,9.0,160.0,3,2014
853,seaforth huron expositor,Wednesday,"1,394",CMCAP,06/30/14,$0.73,$88,$353,T,9.0,160.0,3.0,2015
1151,seaforth huron expositor,Wednesday,"1,316",CMCA,06/30/15,$0.73,,$353,T,9.0,160.0,3.0,2016
1440,seaforth huron expositor,Wednesday,"1,269",CMCA,12/31/15,$0.73,,$353,T,9.0,160.0,3.0,2017
1694,seaforth huron expositor,Wednesday,"1,082",CMCA,06/30/17,$0.73,,$353,T,9.0,160.0,3.0,2018
1930,seaforth huron expositor,Wednesday,"1,082",CMCA,06/30/17,$0.66,,$353,T,10.0,160.0,10.0,2019
243,shelburne free press,Thursday,"1,572",CMCAP,08/31/12,$0.82,$353,$353,B,6.0,301.0,1.0,2013
546,shelburne free press,Thursday,"3,454",PS,-,$0.82,$353,$353,B,6.0,301.0,1,2014
854,shelburne free press,Thursday,"3,454",PS,,$0.62,$353,$353,B,8.0,300.0,,2015
1152,shelburne free press,Thursday,"3,454",PS,,$0.62,,$353,B,8.0,300.0,9.0,2016
1441,shelburne free press,Thursday,"3,454",PS,,$0.62,,$353,B,8.0,300.0,9.0,2017
1695,shelburne free press,Thursday,"3,454",PS,,$0.62,,$353,B,8.0,300.0,9.0,2018
1931,shelburne free press,Thursday,"3,454",PS,,$0.62,,$353,B,8.0,300.0,9.0,2019
244,simcoe times reformer,Wednesday,"18,726",CMCAC,06/30/12,$1.37,$176,$529,B,10.0,301.0,3.0,2013
547,simcoe times reformer,Wednesday,"18,726",CMCAC,06/30/12,$1.37,$176,$529,B,10.0,301.0,3,2014
855,simcoe times reformer,Wednesday,"18,726",CMCAC,02/28/13,$1.37,$176,$529,B,10.0,287.0,3.0,2015
1153,simcoe times reformer,Wednesday,"18,726",CMCA,12/31/13,$1.37,,$529,B,10.0,287.0,3.0,2016
1442,simcoe times reformer,Wednesday,"18,726",CMCA,12/31/13,$1.39,,$529,B,10.0,287.0,10.0,2017
1696,simcoe times reformer,Wednesday,"18,726",CMCA,12/31/13,$1.39,,$529,B,10.0,287.0,10.0,2018
1932,simcoe times reformer,Wednesday,"18,726",CMCA,12/31/13,$1.39,,$529,B,10.0,287.0,10.0,2019
245,sioux lookout bulletin,Wednesday,"4,500",CMCAC,04/30/12,$0.92,$206,$479,T,6.0,215.0,5.0,2013
548,sioux lookout bulletin,Wednesday,"4,469",CMCAC,04/30/13,$0.92,$247,$247,T,6.0,215.0,5,2014
856,sioux lookout bulletin,Wednesday,"4,459",CMCAC,04/30/14,$0.93,$252,$252,T,6.0,215.0,5.0,2015
1154,sioux lookout bulletin,Wednesday,"4,463",CMCA,04/30/15,$0.94,,$253,T,6.0,215.0,5.0,2016
1443,sioux lookout bulletin,Wednesday,"4,463",CMCA,04/30/15,$0.96,,$259,T,6.0,215.0,5.0,2017
1697,sioux lookout bulletin,Wednesday,"4,397",CMCA,04/30/17,$0.99,,$264,T,6.0,215.0,5.0,2018
1933,sioux lookout bulletin,Wednesday,"4,397",CMCA,04/30/17,$1.01,,$272,T,6.0,215.0,5.0,2019
246,sioux lookout wawatay news,Thursday,"7,439",CMCAC,06/30/12,$0.89,$153,$341,T,6.0,218.0,5.0,2013
549,sioux lookout wawatay news,EO Thur,"9,043",CMCAC,12/31/13,$0.89,$153,$341,T,6.0,218.0,5,2014
1155,sioux lookout wawatay news,Monthly,"4,500",PS,,$0.99,,$353,T,6.0,218.0,5.0,2016
1444,sioux lookout wawatay news,Monthly,"4,500",PS,,$1.06,,$365,T,6.0,218.0,5.0,2017
1698,sioux lookout wawatay news,Monthly,"5,450",PS,,$1.06,,$347,T,6.0,218.0,5.0,2018
1934,sioux lookout wawatay news,Monthly,"5,450",PS,,$1.06,,$347,T,6.0,218.0,5.0,2019
247,smiths falls record news,Thursday,"11,010",CMCAC,03/31/12,$0.97,$335,"$1,160",T,6.0,218.0,5.0,2013
550,smiths falls record news,Thursday,"11,726",CMCAC,12/31/12,$0.68,"$1,160","$1,160",T,10.0,189.0,10,2014
857,smiths falls record news,Thursday,"12,215",CMCAC,06/30/14,$0.79,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1156,smiths falls record news,Thursday,"12,186",CMCA,06/30/14,$0.79,,"$1,160",T,10.0,161.0,10.0,2016
1445,smiths falls record news,Thursday,"11,887",CMCA,12/31/15,$0.79,,"$1,160",T,10.0,161.0,10.0,2017
1699,smiths falls record news,Thursday,"11,515",CMCA,12/31/16,$0.79,,"$1,160",T,10.0,161.0,10.0,2018
1935,smiths falls record news,Thursday,"11,484",CMCA,06/30/18,$0.79,,"$1,160",T,10.0,161.0,10.0,2019
1446,south bruce independent extra,Thursday,"7,325",PS,,$0.86,,$382,T,6.0,217.0,5.0,2017
1700,south bruce independent extra,Thursday,"7,325",PS,,$0.86,,$382,T,6.0,217.0,5.0,2018
1936,south bruce independent extra,Thursday,"7,325",PS,,$0.86,,$382,T,6.0,217.0,5.0,2019
551,south bruce weekender,Thursday,"15,102",PS,-,$0.86,$159,$382,T,6.0,217.0,5,2014
858,south bruce weekender,Thursday,"7,325",PS,,$0.86,$159,$382,T,6.0,217.0,5.0,2015
1157,south bruce weekender,Thursday,"7,325",PS,,$0.86,,$382,T,6.0,217.0,5.0,2016
35,st. lawrence news,Thursday,"28,330",CMCAC,03/31/12,$1.39,$335,"$1,160",T,6.0,218.0,5.0,2013
1158,st. marys independent,Friday,"4,200",PS,,$0.94,,$176,T,6.0,176.0,5.0,2016
1447,st. marys independent,Friday,"4,200",PS,,$0.94,,$176,T,6.0,176.0,5.0,2017
1701,st. marys independent,Friday,"4,392",CMCA,12/31/16,$0.94,,$176,T,6.0,176.0,5.0,2018
1937,st. marys independent,Thursday,"4,392",CMCA,12/31/16,$0.99,,$186,T,6.0,176.0,5.0,2019
248,st. marys journal argus,Wednesday,"2,128",CMCAP,03/31/12,$0.86,$335,"$1,160",T,10.0,175.0,10.0,2013
552,st. marys journal argus,Wednesday,"1,979",CMCAP,03/31/13,$0.93,"$1,160","$1,160",T,10.0,161.0,10,2014
859,st. marys journal argus,Wednesday,"1,833",CMCAP,03/31/14,$0.93,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1159,st. marys journal argus,Wednesday,"1,670",CMCA,03/31/15,$0.93,,"$1,160",T,10.0,161.0,10.0,2016
1448,st. marys journal argus,Wednesday,"1,464",CMCA,03/31/16,$0.93,,"$1,160",T,10.0,161.0,10.0,2017
249,st. marys journal argus weekender,Thursday,"6,886",CMCAC,06/30/12,$1.05,$335,"$1,160",T,10.0,175.0,10.0,2013
553,st. marys journal argus weekender,Thursday,"7,022",CMCAC,06/30/13,$1.14,"$1,160","$1,160",T,10.0,161.0,10,2014
860,st. marys journal argus weekender,Thursday,"6,994",CMCAC,06/30/14,$1.14,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1160,st. marys journal argus weekender,Thursday,"7,165",CMCA,06/30/15,$1.14,,"$1,160",T,10.0,161.0,10.0,2016
1449,st. marys journal argus weekender,Thursday,"7,165",CMCA,06/30/15,$1.14,,"$1,160",T,10.0,161.0,10.0,2017
250,st. thomas elgin weekly news,Thursday,"30,369",CMCAC,10/31/12,$0.80,incl.,incl.,T,10.0,175.0,10.0,2013
554,st. thomas elgin weekly news,Thursday,"29,835",CMCAC,04/30/13,$0.92,"$1,160","$1,160",T,10.0,161.0,10,2014
861,st. thomas elgin weekly news,Thursday,"30,440",CMCAC,04/30/14,$0.92,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1161,st. thomas elgin weekly news,Thursday,"30,515",CMCA,10/31/14,$0.92,,"$1,160",T,10.0,161.0,10.0,2016
1450,st. thomas elgin weekly news,Thursday,"30,393",CMCA,10/31/15,$0.92,,"$1,160",T,10.0,161.0,10.0,2017
555,stirling central hastings news,Thursday,"11,564",CMCAC,12/31/12,$0.98,"$1,160","$1,160",T,10.0,189.0,10,2014
862,stirling central hastings news,Thursday,"11,155",CMCAC,12/31/13,$1.16,"$1,160","$1,160",T,10.0,161.0,10.0,2015
251,stirling northeast emc,Thursday,"11,559",CMCAC,03/31/12,$1.13,$335,"$1,160",T,6.0,218.0,5.0,2013
252,stittsville news,Thursday,"12,363",CMCAC,06/30/12,$0.91,$335,"$1,160",T,6.0,218.0,5.0,2013
556,stittsville news,Thursday,"12,563",CMCAC,12/31/12,$0.64,"$1,160","$1,160",T,10.0,189.0,10,2014
863,stittsville news,Thursday,"13,217",CMCAC,06/30/14,$0.75,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1162,stittsville news,Thursday,"13,446",CMCA,12/31/14,$0.75,,"$1,160",T,10.0,161.0,10.0,2016
1451,stittsville news,Thursday,"13,712",CMCA,12/31/15,$0.75,,"$1,160",T,10.0,161.0,10.0,2017
253,stoney creek news,Thursday,"29,900",CMCAC,06/30/12,$2.50,$335,"$1,160",T,10.0,175.0,10.0,2013
557,stoney creek news,Thursday,"29,928",CMCAC,12/31/12,$2.73,"$1,160","$1,160",T,10.0,161.0,10,2014
864,stoney creek news,Thursday,"30,604",CMCAC,06/30/14,$2.73,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1163,stoney creek news,Thursday,"29,930",CMCA,06/30/15,$2.73,,"$1,160",T,10.0,161.0,10.0,2016
1452,stoney creek news,Thursday,"29,932",CMCA,12/31/15,$2.73,,"$1,160",T,10.0,161.0,10.0,2017
1702,stoney creek news,Thursday,"29,931",CMCA,06/30/17,$2.73,,"$1,160",T,10.0,161.0,10.0,2018
1938,stoney creek news,Thursday,"29,943",CMCA,06/30/18,$2.73,,"$1,160",T,10.0,161.0,10.0,2019
254,stouffville sun tribune,Thur/Sat,"12,300",CCAB,03/31/12,$1.61,$335,"$1,160",T,10.0,175.0,10.0,2013
558,stouffville sun tribune,Thursday,"13,083",CCAB,03/31/13,$1.75,"$1,160","$1,160",T,10.0,161.0,10,2014
865,stouffville sun tribune,Thursday,"13,537",CCAB,03/31/14,$1.75,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1164,stouffville sun tribune,Thursday,"13,555",CCAB,03/31/15,$1.75,,"$1,160",T,10.0,161.0,10.0,2016
1453,stouffville sun tribune,Thursday,"14,097",CMCA,12/31/15,$1.75,,"$1,160",T,10.0,161.0,10.0,2017
1703,stouffville sun tribune,Thursday,"14,097",CMCA,12/31/15,$1.75,,"$1,160",T,10.0,161.0,10.0,2018
1939,stouffville sun tribune,Thursday,"14,074",CCAB,06/30/18,$1.75,,"$1,160",T,10.0,161.0,10.0,2019
255,stratford gazette,Thursday,"19,549",CMCAC,02/28/12,$1.53,$335,"$1,160",T,10.0,175.0,10.0,2013
559,stratford gazette,Thursday,"19,584",CMCAC,02/28/13,$1.66,"$1,160","$1,160",T,10.0,161.0,10,2014
866,stratford gazette,Thursday,"16,583",CMCAC,02/28/14,$1.66,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1165,stratford gazette,Thursday,"19,977",CMCA,02/28/15,$1.66,,"$1,160",T,10.0,161.0,10.0,2016
1454,stratford gazette,Thursday,"19,855",CMCA,02/28/16,$1.66,,"$1,160",T,10.0,161.0,10.0,2017
256,strathroy age dispatch,Thursday,"2,263",CMCAP,07/30/12,$1.08,$128,$469,T,9.0,160.0,3.0,2013
560,strathroy age dispatch,Thursday,"2,066",CMCAP,07/31/13,$1.08,$128,$469,T,9.0,160.0,3,2014
867,strathroy age dispatch,Thursday,"1,480",CMCAP,01/31/14,$1.08,$118,$352,T,9.0,160.0,3.0,2015
1166,strathroy age dispatch,Thursday,843,CMCA,01/31/15,$0.99,,$352,T,9.0,160.0,3.0,2016
1455,strathroy age dispatch,Thursday,843,CMCA,01/31/15,$0.99,,$352,T,9.0,160.0,3.0,2017
1704,strathroy age dispatch,Thursday,843,CMCA,01/31/15,$0.99,,$352,T,10.0,160.0,10.0,2018
1940,strathroy middlesex age dispatch,Thursday,"15,150",CMCA,01/31/15,$0.99,,$352,T,10.0,160.0,10.0,2019
257,sturgeon falls west nipissing tribune,Wednesday,"2,275",CMCAP,12/31/11,$0.91,$247,$553,T,6.0,196.0,5.0,2013
561,sturgeon falls west nipissing tribune,Wednesday,"1,959",CMCAP,12/31/12,$0.91,$247,$553,T,6.0,196.0,5,2014
868,sturgeon falls west nipissing tribune,Wednesday,"1,931",CMCAP,12/31/13,$0.91,$247,$553,T,6.0,196.0,5.0,2015
1167,sturgeon falls west nipissing tribune,Wednesday,"1,912",CMCA,12/31/14,$0.91,,$553,T,6.0,196.0,5.0,2016
1456,sturgeon falls west nipissing tribune,Wednesday,"1,764",CMCA,06/30/15,$0.91,,$412,T,6.0,196.0,5.0,2017
1705,sturgeon falls west nipissing tribune,Wednesday,"1,692",CMCA,06/30/16,$1.02,,$412,T,6.0,196.0,5.0,2018
1941,sturgeon falls west nipissing tribune,Wednesday,"1,639",CMCA,12/31/16,$1.02,,$412,T,6.0,196.0,5.0,2019
258,sudbury northern life,Thursday,"47,620",CCAB,03/31/12,$2.47,$361,$722,T,9.0,196.0,3.0,2013
259,sudbury northern life,Tuesday,"38,599",CCAB,03/31/12,$2.47,$361,$722,T,9.0,196.0,3.0,2013
562,sudbury northern life,Thursday,"47,465",CCAB,03/31/13,$2.47,$361,$722,T,9.0,196.0,3,2014
563,sudbury northern life,Tuesday,"38,479",CCAB,03/31/13,$2.47,$361,$722,T,9.0,196.0,3,2014
869,sudbury northern life,Thursday,"47,136",CCAB,03/31/14,$2.47,$361,$722,T,9.0,196.0,3.0,2015
870,sudbury northern life,Tuesday,"38,255",CCAB,03/31/14,$2.47,$361,$722,T,9.0,196.0,3.0,2015
1168,sudbury northern life,Thursday,"46,426",CCAB,03/31/15,$2.47,,$722,T,9.0,196.0,3.0,2016
1169,sudbury northern life,Tuesday,"37,600",CCAB,03/31/15,$2.47,,$722,T,9.0,196.0,3.0,2016
1457,sudbury northern life,Thursday,"45,133",CCAB,03/31/16,$2.79,,$722,T,8.0,196.0,6.0,2017
1706,sudbury northern life,Thursday,"44,194",CCAB,03/31/17,$2.79,,$722,T,8.0,196.0,6.0,2018
1942,sudbury northern life,Thursday,"44,106",CCAB,06/30/18,$2.79,,$722,T,8.0,196.0,6.0,2019
260,tavistock gazette,Wednesday,"1,261",CMCAP,10/31/12,$0.66,$147,$147,T,6.0,192.0,5.0,2013
564,tavistock gazette,Wednesday,"1,244",CMCAP,04/30/13,$0.68,$147,$147,T,6.0,192.0,5,2014
871,tavistock gazette,Wednesday,"1,241",CMCAP,04/30/14,$0.71,$147,$147,T,6.0,192.0,5.0,2015
1170,tavistock gazette,Wednesday,"1,239",CMCA,10/31/14,$0.72,,$147,T,6.0,192.0,5.0,2016
1458,tavistock gazette,Wednesday,"1,208",CMCA,10/31/15,$0.73,,$147,T,6.0,192.0,5.0,2017
1707,tavistock gazette,Wednesday,"1,170",CMCA,04/30/17,$0.74,,$147,T,6.0,192.0,5.0,2018
1943,tavistock gazette,Wednesday,"1,168",CMCA,04/30/18,$0.75,,$147,T,6.0,192.0,5.0,2019
261,tecumseh shoreline week,Friday,"17,000",CMCAC,06/30/12,$1.34,$129,$388,T,6.0,204.0,5.0,2013
565,tecumseh shoreline week,Friday,"17,312",CMCAC,12/31/12,$1.34,$129,$388,T,6.0,204.0,5,2014
872,tecumseh shoreline week,Friday,"17,312",CMCAC,06/30/14,$1.41,$136,$408,T,6.0,204.0,5.0,2015
1171,tecumseh shoreline week,Friday,"17,312",CMCA,12/31/14,$1.41,,$408,T,6.0,204.0,5.0,2016
1459,tecumseh shoreline week,Friday,"17,312",CMCA,12/31/15,$1.48,,$428,T,6.0,204.0,5.0,2017
1708,tecumseh shoreline week,Friday,"17,362",CMCA,12/31/16,$1.62,,$428,T,6.0,204.0,5.0,2018
1944,tecumseh shoreline week,Friday,"17,362",CMCA,12/31/16,$1.62,,$428,B,6.0,287.0,5.0,2019
262,terrace bay schreiber news,Tuesday,352,CMCAP,06/30/12,$1.13,$212,$412,T,5.0,224.0,4.0,2013
566,terrace bay schreiber news,Tuesday,352,CMCAP,06/30/12,$1.15,$212,$412,T,5.0,224.0,4,2014
873,terrace bay schreiber news,Tuesday,324,CMCAP,06/30/14,$1.15,$212,$412,T,5.0,224.0,4.0,2015
1172,terrace bay schreiber news,Tuesday,325,CMCA,06/30/15,$1.15,,$412,T,5.0,224.0,4.0,2016
1460,terrace bay schreiber news,Tuesday,325,CMCA,06/30/15,$1.15,,$412,T,5.0,224.0,4.0,2017
1709,terrace bay schreiber news,Tuesday,291,CMCA,06/30/17,$1.15,,$412,T,5.0,224.0,4.0,2018
1945,terrace bay schreiber news,Tuesday,291,CMCA,06/30/17,$1.15,,$412,T,5.0,224.0,4.0,2019
263,thamesville herald,Wednesday,755,CMCAP,08/31/12,$0.49,$88,$176,T,6.0,224.0,5.0,2013
567,thamesville herald,Wednesday,742,CMCAP,02/28/13,$0.49,$88,$176,T,6.0,224.0,5,2014
874,thamesville herald,Wednesday,685,CMCAP,02/28/14,$0.49,$88,$176,T,6.0,224.0,5.0,2015
1173,thamesville herald,Wednesday,627,CMCA,02/28/15,$0.51,,$88,T,6.0,224.0,5.0,2016
1461,thamesville herald,Wednesday,594,CMCA,02/28/16,$0.41,,incl.,T,9.0,192.0,3.0,2017
1710,thamesville herald,Wednesday,814,CMCA,02/28/16,$0.41,,$353,T,9.0,192.0,3.0,2018
1946,thamesville herald,Wednesday,814,CMCA,02/28/16,$0.41,,$353,T,9.0,192.0,3.0,2019
264,thessalon north shore sentinel,Wednesday,"2,089",CMCAP,08/31/12,$0.71,$118,$353,T,6.0,205.0,5.0,2013
568,thessalon north shore sentinel,Wednesday,"2,104",CMCAP,02/28/13,$0.71,$118,$118,T,6.0,205.0,5,2014
875,thessalon north shore sentinel,Wednesday,"1,901",CMCAP,02/28/14,$0.71,$118,$118,T,6.0,161.0,5.0,2015
1174,thessalon north shore sentinel,Wednesday,"1,824",CMCA,02/28/15,$0.71,,$118,T,6.0,161.0,5.0,2016
1462,thessalon north shore sentinel,Wednesday,"1,896",CMCA,08/31/15,$0.71,,$118,T,6.0,161.0,5.0,2017
1711,thessalon north shore sentinel,Wednesday,"1,613",CMCA,02/28/17,$0.71,,$118,T,6.0,161.0,5.0,2018
1947,thessalon north shore sentinel,Wednesday,"1,613",CMCA,02/28/17,$0.71,,$118,T,6.0,161.0,5.0,2019
265,thorold niagara news,Wednesday,"7,276",CMCAC,05/31/12,$0.53,$88,$206,T,9.0,160.0,3.0,2013
569,thorold niagara news,Thursday,"7,275",CMCAC,11/30/12,$0.53,$88,$206,T,9.0,160.0,3,2014
876,thorold niagara news,Thursday,"7,275",CMCAC,05/30/14,$0.53,$88,$206,T,9.0,160.0,3.0,2015
1175,thorold niagara news,Thursday,"7,129",CMCA,05/31/15,$0.53,,$206,T,9.0,160.0,3.0,2016
1463,thorold niagara news,Thursday,"7,131",CMCA,11/30/15,$0.53,,$206,T,9.0,160.0,3.0,2017
266,thunder bay source,Friday,"43,740",CMCAC,06/30/12,$1.75,$184,$404,T,9.0,157.0,3.0,2013
570,thunder bay source,Thursday,"43,740",CMCAC,12/31/12,$1.75,$184,$404,T,9.0,157.0,3,2014
877,thunder bay source,Thursday,"43,740",CMCAC,06/30/14,$1.75,$184,$404,T,9.0,157.0,3.0,2015
1176,thunder bay source,Thursday,"43,739",CMCA,12/31/14,$1.75,,$404,T,9.0,157.0,3.0,2016
1464,thunder bay source,Thursday,"43,740",CMCA,12/31/15,$1.75,,$404,T,9.0,157.0,3.0,2017
1712,thunder bay source,Thursday,"43,717",CMCA,12/31/16,$1.75,,$404,T,9.0,157.0,3.0,2018
1948,thunder bay source,Thursday,"43,170",CMCA,12/31/17,$1.75,,$404,T,9.0,157.0,3.0,2019
267,tilbury times,Tuesday,"1,101",CMCAP,06/30/12,$0.85,$129,$388,T,6.0,204.0,5.0,2013
571,tilbury times,Tuesday,"1,123",CMCAP,12/31/12,$0.85,$129,$388,T,6.0,204.0,5,2014
878,tilbury times,Tuesday,993,CMCAP,06/30/14,$0.89,$136,$408,T,6.0,204.0,5.0,2015
1177,tilbury times,Tuesday,"1,113",CMCA,12/31/14,$0.89,,$408,T,6.0,204.0,5.0,2016
1465,tilbury times,Tuesday,913,CMCA,12/31/15,$0.94,,$428,T,6.0,204.0,5.0,2017
1713,tilbury times,Tuesday,910,CMCA,12/31/16,$1.04,,$428,T,6.0,204.0,5.0,2018
1949,tilbury times,Tuesday,"1,078",CMCA,12/31/17,$1.04,,$428,B,6.0,287.0,5.0,2019
268,tilbury wheatley this week,Thursday,"9,277",PS,,$0.74,$59,$141,T,9.0,160.0,3.0,2013
572,tilbury wheatley this week,Thursday,"9,277",PS,-,$0.74,$59,$141,T,9.0,160.0,3,2014
269,tillsonburg independent news,Wednesday,"9,844",CMCAC,06/30/12,$1.15,$186,$556,B,10.0,301.0,3.0,2013
879,tillsonburg independent news,Wednesday,"9,744",CMCAC,12/31/13,$1.15,$186,$556,B,10.0,287.0,3.0,2015
1178,tillsonburg independent news,Wednesday,"9,594",CMCA,12/31/14,$1.15,,$556,B,10.0,287.0,3.0,2016
1466,tillsonburg independent news,Wednesday,"9,594",CMCA,12/31/14,$1.18,,$556,B,10.0,287.0,10.0,2017
1714,tillsonburg independent news,Wednesday,"10,355",CMCA,06/30/15,$1.19,,$556,B,10.0,287.0,10.0,2018
1950,tillsonburg independent news,Wednesday,"10,355",CMCA,06/30/15,$1.19,,$556,B,10.0,287.0,10.0,2019
880,tillsonburg news,Friday,"2,000",CMCAP,12/31/13,$1.05,$186,$556,B,10.0,287.0,3.0,2015
1179,tillsonburg news,Friday,"1,559",CMCA,12/31/14,$1.05,,$556,B,10.0,287.0,3.0,2016
1467,tillsonburg news,Friday,"1,559",CMCA,12/31/14,$1.07,,$556,B,10.0,287.0,10.0,2017
1715,tillsonburg news,Friday,"1,173",CMCA,12/31/15,$1.08,,$556,B,10.0,287.0,10.0,2018
