AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,AdvID,AdvID2,AdvCircAllEds,NatlLineRateAllEds,SpotColourAllEds,ProcessColourAllEds,MarketAndNewspaper,_merge1,Removable,ADVCSD,ADVOwner
minden times,1601.0,0.61,141.0,353.0,9.0,158.0,3.0,2013,2012,1,Wednesday,223,173,1601.0,0.61,141.0,353.0,minden the times,both,,,
minden times,1427.5,0.61,141.0,353.0,9.0,158.0,3,2014,2012,2,Wednesday,223,173,1427.5,0.61,141.0,353.0,minden the times,both,,,
minden times,1254.0,0.52,141.0,353.0,9.0,189.0,3.0,2015,2014,1,Wednesday,223,173,1254.0,0.52,141.0,353.0,minden the times,both,,,
minto express,764.0,0.89,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,224,174,764.0,0.89,335.0,1160.0,harriston minto express,both,,,
minto express,715.5,0.97,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Wednesday,224,174,715.5,0.97,1160.0,1160.0,harriston minto express,both,,,
minto express,667.0,0.97,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Wednesday,224,174,667.0,0.97,1160.0,1160.0,harriston minto express,both,,,
minto express,584.0,0.97,,1160.0,10.0,161.0,10.0,2016,2015,1,Wednesday,224,174,584.0,0.97,,1160.0,harriston minto express,both,,,
minto express,,0.97,,1160.0,10.0,161.0,10.0,2017,2015,2,Wednesday,224,174,,0.97,,1160.0,harriston minto express,both,,,
mississauga news,122760.0,9.53,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,225,175,122929.0,9.53,335.0,1160.0,mississauga news,both,,,
mississauga news,122874.0,10.4,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Friday,225,175,123839.5,10.4,1160.0,1160.0,mississauga news,both,,,
mississauga news,122354.0,9.64,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Friday,225,175,123968.0,9.64,1160.0,1160.0,mississauga news,both,,,
mississauga news,122168.0,9.64,,1160.0,10.0,161.0,10.0,2016,2014,2,Friday,225,175,133729.5,9.64,,1160.0,mississauga news,both,,,
mississauga news,121982.0,9.64,,1160.0,10.0,161.0,10.0,2017,2016,1,Friday,225,175,143491.0,9.64,,1160.0,mississauga news,both,,,
mississauga news,125582.0,9.64,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,226,175,123968.0,9.64,1160.0,1160.0,mississauga news,both,,,
mississauga news,145291.0,9.64,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,226,175,133729.5,9.64,,1160.0,mississauga news,both,,,
mississauga news,165000.0,9.64,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,226,175,143491.0,9.64,,1160.0,mississauga news,both,,,
mississauga news,166125.0,9.64,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,226,175,166125.0,9.64,,1160.0,mississauga news,both,,,
mississauga news,167250.0,9.64,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,226,175,167250.0,9.64,,1160.0,mississauga news,both,,,
mississauga news,123098.0,9.53,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,227,175,122929.0,9.53,335.0,1160.0,mississauga news,both,,,
mississauga news,124805.0,10.4,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Wednesday,227,175,123839.5,10.4,1160.0,1160.0,mississauga news,both,,,
mississauga news apt condo malton edition,75665.0,4.41,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,228,176,75665.0,4.41,1160.0,1160.0,mississauga news apartment edition,both,,,
mississauga news apt condo malton edition,,4.41,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,228,176,,4.41,,1160.0,mississauga news apartment edition,both,,,
mitchell advocate,2191.0,0.78,88.0,294.0,9.0,160.0,3.0,2013,2012,1,Wednesday,231,178,2191.0,0.78,88.0,294.0,mitchell advocate,both,,,
mitchell advocate,2171.0,0.78,88.0,176.0,9.0,160.0,3,2014,2013,1,Wednesday,231,178,2171.0,0.78,88.0,176.0,mitchell advocate,both,,,
mitchell advocate,2057.0,0.79,88.0,176.0,9.0,160.0,3.0,2015,2014,1,Wednesday,231,178,2057.0,0.79,88.0,176.0,mitchell advocate,both,,,
mitchell advocate,1900.0,0.79,,176.0,9.0,160.0,3.0,2016,2015,1,Wednesday,231,178,1900.0,0.79,,176.0,mitchell advocate,both,,,
mitchell advocate,1750.5,0.79,,176.0,9.0,160.0,3.0,2017,2015,2,Wednesday,231,178,1750.5,0.79,,176.0,mitchell advocate,both,,,
mitchell advocate,1601.0,0.79,,176.0,9.0,160.0,3.0,2018,2017,1,Wednesday,231,178,1601.0,0.79,,176.0,mitchell advocate,both,,,
mitchell advocate,1473.0,0.71,,176.0,10.0,160.0,10.0,2019,2018,1,Wednesday,231,178,1473.0,0.71,,176.0,mitchell advocate,both,,,
morrisburg leader,2075.0,0.68,148.0,296.0,6.0,300.0,1.0,2013,2012,1,Wednesday,232,179,2075.0,0.68,148.0,296.0,morrisburg the leader,both,,,
morrisburg leader,1956.0,0.68,148.0,296.0,6.0,300.0,1,2014,2013,1,Wednesday,232,179,1956.0,0.68,148.0,296.0,morrisburg the leader,both,,,
morrisburg leader,1905.0,0.68,148.0,148.0,6.0,300.0,1.0,2015,2014,1,Wednesday,232,179,1905.0,0.68,148.0,148.0,morrisburg the leader,both,,,
morrisburg leader,1879.0,0.71,,148.0,6.0,300.0,1.0,2016,2015,1,Wednesday,232,179,1879.0,0.71,,148.0,morrisburg the leader,both,,,
morrisburg leader,1825.5,0.71,,148.0,6.0,300.0,1.0,2017,2015,2,Wednesday,232,179,1825.5,0.71,,148.0,morrisburg the leader,both,,,
morrisburg leader,1772.0,0.76,,148.0,6.0,300.0,1.0,2018,2017,1,Wednesday,232,179,1772.0,0.76,,148.0,morrisburg the leader,both,,,
morrisburg leader,1750.0,0.82,,148.0,6.0,300.0,1.0,2019,2018,1,Wednesday,232,179,1750.0,0.82,,148.0,morrisburg the leader,both,,,
mount forest bizbull,7042.0,0.59,112.0,405.0,4.0,140.0,,2013,2012,1,Monthly,233,180,7042.0,0.59,112.0,405.0,mount forest bizbull,both,,,
mount forest bizbull,,0.59,112.0,405.0,4.0,140.0,,2014,2012,2,Monthly,233,180,,0.59,112.0,405.0,mount forest bizbull,both,,,
mount forest bizbull,,1.67,88.0,88.0,2.0,137.0,,2015,2012,3,Monthly,233,180,,1.67,88.0,88.0,mount forest bizbull,both,,,
mount forest bizbull,,1.67,,88.0,2.0,137.0,,2016,2012,4,Monthly,233,180,,1.67,,88.0,mount forest bizbull,both,,,
mount forest bizbull,,1.67,,88.0,2.0,137.0,,2017,2012,5,Monthly,233,180,,1.67,,88.0,mount forest bizbull,both,,,
mount forest bizbull,,1.67,,88.0,2.0,137.0,,2018,2012,6,Monthly,233,180,,1.67,,88.0,mount forest bizbull,both,,,
mount forest bizbull,,1.67,,88.0,2.0,137.0,,2019,2012,7,Monthly,233,180,,1.67,,88.0,mount forest bizbull,both,,,
mount forest confederate,2174.0,0.86,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,234,181,2174.0,0.86,335.0,1160.0,mount forest confederate,both,,,
mount forest confederate,2059.0,0.93,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Wednesday,234,181,2059.0,0.93,1160.0,1160.0,mount forest confederate,both,,,
mount forest confederate,1805.0,0.94,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Wednesday,234,181,1805.0,0.94,1160.0,1160.0,mount forest confederate,both,,,
mount forest confederate,1557.0,0.94,,1160.0,10.0,161.0,10.0,2016,2015,1,Wednesday,234,181,1557.0,0.94,,1160.0,mount forest confederate,both,,,
mount forest confederate,,0.94,,1160.0,10.0,161.0,10.0,2017,2015,2,Wednesday,234,181,,0.94,,1160.0,mount forest confederate,both,,,
muskoka district weekender,25779.0,3.0,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,235,182,25779.0,3.0,335.0,1160.0,muskoka district weekender,both,,,
muskoka district weekender,26430.0,2.97,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,236,182,26430.0,2.97,1160.0,1160.0,muskoka district weekender,both,,,
muskoka muskokaregion.com,27187.0,2.97,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,237,183,27187.0,2.97,1160.0,1160.0,muskoka muskokaregion.com,both,,,
muskoka muskokaregion.com,25850.0,2.97,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,237,183,25850.0,2.97,,1160.0,muskoka muskokaregion.com,both,,,
muskoka muskokaregion.com,,2.97,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,237,183,,2.97,,1160.0,muskoka muskokaregion.com,both,,,
muskoka muskokaregion.com,,2.97,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,237,183,,2.97,,1160.0,muskoka muskokaregion.com,both,,,
muskoka muskokaregion.com,,2.97,,1160.0,10.0,161.0,10.0,2019,2017,2,Thursday,237,183,,2.97,,1160.0,muskoka muskokaregion.com,both,,,
muskoka what's up muskoka,,1.59,,,9.0,175.0,3.0,2013,0,2013,Wednesday,238,184,,1.59,,,whats up muskoka,both,,,
muskoka what's up muskoka,25966.0,1.59,,,9.0,175.0,3,2014,2013,1,Wednesday,238,184,25966.0,1.59,,,whats up muskoka,both,,,
muskoka what's up muskoka,,1.59,,,9.0,175.0,3.0,2015,2013,2,Wednesday,238,184,,1.59,,,whats up muskoka,both,,,
muskoka what's up muskoka,,1.59,,,9.0,161.0,3.0,2016,2014,2,Wednesday,238,184,,1.59,,,whats up muskoka,both,,,
napanee beaver,15503.0,0.8,71.0,106.0,6.0,212.0,5.0,2013,2012,1,Thursday,239,185,15503.0,0.8,71.0,106.0,napanee beaver,both,,,
napanee beaver,,0.8,71.0,106.0,6.0,212.0,5,2014,2012,2,Thursday,239,185,,0.8,71.0,106.0,napanee beaver,both,,,
napanee beaver,,0.8,71.0,106.0,6.0,212.0,5.0,2015,2013,2,Thursday,239,185,,0.8,71.0,106.0,napanee beaver,both,,,
napanee beaver,,0.91,,106.0,6.0,188.0,5.0,2016,2014,2,Thursday,239,185,,0.91,,106.0,napanee beaver,both,,,
napanee beaver,,0.91,,106.0,6.0,188.0,5.0,2017,2014,3,Thursday,239,185,,0.91,,106.0,napanee beaver,both,,,
napanee beaver,,0.91,,106.0,6.0,160.0,5.0,2018,2016,2,Thursday,239,185,,0.91,,106.0,napanee beaver,both,,,
napanee beaver,,0.91,,106.0,6.0,160.0,5.0,2019,2017,2,Thursday,239,185,,0.91,,106.0,napanee beaver,both,,,
napanee guide,14965.0,0.77,194.0,429.0,9.0,160.0,3.0,2013,2012,1,Thursday,240,186,14965.0,0.77,194.0,429.0,napanee guide,both,,,
napanee guide,,0.78,194.0,429.0,9.0,160.0,3,2014,2012,2,Thursday,240,186,,0.78,194.0,429.0,napanee guide,both,,,
napanee guide,,0.78,194.0,429.0,9.0,160.0,3.0,2015,2013,2,Thursday,240,186,,0.78,194.0,429.0,napanee guide,both,,,
napanee guide,,0.78,,429.0,9.0,160.0,3.0,2016,2014,2,Thursday,240,186,,0.78,,429.0,napanee guide,both,,,
napanee guide,,0.78,,429.0,9.0,160.0,3.0,2017,2015,2,Thursday,240,186,,0.78,,429.0,napanee guide,both,,,
napanee guide,,0.78,,429.0,10.0,160.0,10.0,2018,2016,2,Thursday,240,186,,0.78,,429.0,napanee guide,both,,,
napanee guide,,0.78,,429.0,10.0,160.0,10.0,2019,2016,3,Thursday,240,186,,0.78,,429.0,napanee guide,both,,,
nepean barrhaven news,46836.0,1.47,335.0,1160.0,6.0,218.0,5.0,2013,2012,1,Thursday,241,187,46836.0,1.47,335.0,1160.0,nepean barrhaven news,both,,,
nepean barrhaven news,48618.5,1.02,1160.0,1160.0,10.0,189.0,10,2014,2012,2,Thursday,241,187,48618.5,1.02,1160.0,1160.0,nepean barrhaven news,both,,,
nepean barrhaven news,50401.0,1.2,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,241,187,50401.0,1.2,1160.0,1160.0,nepean barrhaven news,both,,,
nepean barrhaven news,,1.2,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,241,187,,1.2,,1160.0,nepean barrhaven news,both,,,
nepean barrhaven news,,1.2,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,241,187,,1.2,,1160.0,nepean barrhaven news,both,,,
new hamburg independent,2418.0,0.89,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,242,188,2418.0,0.89,335.0,1160.0,new hamburg independent,both,,,
new hamburg independent,,0.98,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Wednesday,242,188,,0.98,1160.0,1160.0,new hamburg independent,both,,,
new hamburg independent,,0.98,1160.0,1160.0,10.0,161.0,10.0,2015,2013,2,Wednesday,242,188,,0.98,1160.0,1160.0,new hamburg independent,both,,,
new hamburg independent,,0.98,,1160.0,10.0,161.0,10.0,2016,2014,2,Wednesday,242,188,,0.98,,1160.0,new hamburg independent,both,,,
new hamburg independent,,0.98,,1160.0,10.0,161.0,10.0,2017,2015,2,Wednesday,242,188,,0.98,,1160.0,new hamburg independent,both,,,
new hamburg independent,,0.98,,1160.0,10.0,161.0,10.0,2018,2016,2,Wednesday,242,188,,0.98,,1160.0,new hamburg independent,both,,,
new hamburg independent,,0.98,,1160.0,10.0,161.0,10.0,2019,2017,2,Wednesday,242,188,,0.98,,1160.0,new hamburg independent,both,,,
new liskeard temiskaming speaker,9571.0,1.59,265.0,559.0,5.0,220.0,4.0,2013,2012,1,Friday,243,189,6612.0,1.59,265.0,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,10433.0,1.61,265.0,559.0,5.0,220.0,4,2014,2013,1,Friday,243,189,6966.5,1.61,265.0,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,10377.0,1.64,265.0,559.0,5.0,220.0,4.0,2015,2014,1,Friday,243,189,6846.5,1.64,265.0,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,,1.67,,559.0,5.0,220.0,4.0,2016,2014,2,Friday,243,189,3078.0,1.67,,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,,1.71,,559.0,5.0,220.0,4.0,2017,2015,2,Friday,243,189,,1.71,,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,,1.74,,559.0,5.0,220.0,4.0,2018,2016,2,Friday,243,189,,1.74,,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,,1.76,,559.0,5.0,220.0,4.0,2019,2017,2,Friday,243,189,,1.76,,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,3653.0,1.59,265.0,559.0,5.0,220.0,4.0,2013,2012,1,Wednesday,244,189,6612.0,1.59,265.0,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,3500.0,1.61,265.0,559.0,5.0,220.0,4,2014,2013,1,Wednesday,244,189,6966.5,1.61,265.0,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,3316.0,1.64,265.0,559.0,5.0,220.0,4.0,2015,2014,1,Wednesday,244,189,6846.5,1.64,265.0,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,3078.0,1.67,,559.0,5.0,220.0,4.0,2016,2015,1,Wednesday,244,189,3078.0,1.67,,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,,1.71,,559.0,5.0,220.0,4.0,2017,2015,2,Wednesday,244,189,,1.71,,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,,1.74,,559.0,5.0,220.0,4.0,2018,2016,2,Wednesday,244,189,,1.74,,559.0,new liskeard temiskaming speaker,both,,,
new liskeard temiskaming speaker,,1.76,,559.0,5.0,220.0,4.0,2019,2017,2,Wednesday,244,189,,1.76,,559.0,new liskeard temiskaming speaker,both,,,
newmarket era aurora banner,50605.0,3.52,335.0,1160.0,10.0,301.0,10.0,2013,2012,1,Thursday,245,190,50605.0,3.52,335.0,1160.0,newmarket aurora era banner aurora banner,both,,,
newmarket era aurora banner,42590.0,3.52,1160.0,1160.0,10.0,301.0,10,2014,2013,1,Thursday,245,190,42590.0,3.52,1160.0,1160.0,newmarket aurora era banner aurora banner,both,,,
niagara advance,7426.0,0.73,88.0,206.0,9.0,160.0,3,2014,2013,1,Thursday,248,193,7426.0,0.73,88.0,206.0,niagara advance,both,,,
niagara advance,7427.0,0.73,88.0,206.0,9.0,160.0,3.0,2015,2014,1,Thursday,248,193,7427.0,0.73,88.0,206.0,niagara advance,both,,,
niagara advance,7380.0,0.73,,206.0,9.0,160.0,3.0,2016,2015,1,Thursday,248,193,7380.0,0.73,,206.0,niagara advance,both,,,
niagara advance,,0.73,,206.0,9.0,160.0,3.0,2017,2015,2,Thursday,248,193,,0.73,,206.0,niagara advance,both,,,
niagara advance,7427.0,0.73,88.0,206.0,9.0,160.0,3.0,2013,2012,1,Wednesday,249,193,7427.0,0.73,88.0,206.0,niagara advance,both,,,
niagara this week,,3.79,335.0,1160.0,10.0,147.0,10.0,2013,2011,2,Thursday,250,194,,3.42,335.0,1160.0,niagara this week,both,,,
niagara this week,180050.0,3.86,1160.0,1160.0,10.0,147.0,10,2014,2013,1,Thursday,250,194,137212.5,3.485,1160.0,1160.0,niagara this week,both,,,
niagara this week,169823.5,3.86,1160.0,1160.0,10.0,147.0,10.0,2015,2013,2,Thursday,250,194,169823.5,3.485,1160.0,1160.0,niagara this week,both,,,
niagara this week,159597.0,3.86,,1160.0,10.0,147.0,10.0,2016,2015,1,Thursday,250,194,159597.0,3.86,,1160.0,niagara this week,both,,,
niagara this week,159597.0,3.86,,1160.0,10.0,147.0,10.0,2017,2016,1,Thursday,250,194,159597.0,3.86,,1160.0,niagara this week,both,,,
niagara this week,158262.5,3.86,,1160.0,10.0,147.0,10.0,2018,2016,2,Thursday,250,194,158262.5,3.86,,1160.0,niagara this week,both,,,
niagara this week,156928.0,3.86,,1160.0,10.0,147.0,10.0,2019,2018,1,Thursday,250,194,156928.0,3.86,,1160.0,niagara this week,both,,,
niagara this week,,3.05,335.0,1160.0,10.0,147.0,10.0,2013,2011,2,Wednesday,251,194,,3.42,335.0,1160.0,niagara this week,both,,,
niagara this week,94375.0,3.11,1160.0,1160.0,10.0,147.0,10,2014,2013,1,Wednesday,251,194,137212.5,3.485,1160.0,1160.0,niagara this week,both,,,
niagara this week,,3.11,1160.0,1160.0,10.0,147.0,10.0,2015,2013,2,Wednesday,251,194,169823.5,3.485,1160.0,1160.0,niagara this week,both,,,
nipigon red rock gazette,872.0,1.13,342.0,412.0,5.0,224.0,4.0,2013,2012,1,Tuesday,252,195,872.0,1.13,342.0,412.0,nipigon red rock gazette,both,,,
nipigon red rock gazette,803.5,1.15,342.0,412.0,5.0,224.0,4,2014,2012,2,Tuesday,252,195,803.5,1.15,342.0,412.0,nipigon red rock gazette,both,,,
nipigon red rock gazette,735.0,1.15,342.0,412.0,5.0,224.0,4.0,2015,2014,1,Tuesday,252,195,735.0,1.15,342.0,412.0,nipigon red rock gazette,both,,,
nipigon red rock gazette,505.0,1.15,,412.0,5.0,224.0,4.0,2016,2015,1,Tuesday,252,195,505.0,1.15,,412.0,nipigon red rock gazette,both,,,
nipigon red rock gazette,501.0,1.15,,412.0,5.0,224.0,4.0,2017,2015,2,Tuesday,252,195,501.0,1.15,,412.0,nipigon red rock gazette,both,,,
nipigon red rock gazette,497.0,1.15,,412.0,5.0,224.0,4.0,2018,2017,1,Tuesday,252,195,497.0,1.15,,412.0,nipigon red rock gazette,both,,,
nipigon red rock gazette,,1.15,,412.0,5.0,224.0,4.0,2019,2017,2,Tuesday,252,195,,1.15,,412.0,nipigon red rock gazette,both,,,
norfolk news,25704.0,1.16,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,253,196,25704.0,1.16,1160.0,1160.0,norfolk news,both,,,
norfolk news,26013.0,1.16,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,253,196,26013.0,1.16,,1160.0,norfolk news,both,,,
norfolk news,30318.0,1.16,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,253,196,30318.0,1.16,,1160.0,norfolk news,both,,,
north bay nipissing news,,0.85,335.0,1160.0,10.0,175.0,10.0,2013,0,2013,Thursday,254,197,,0.85,335.0,1160.0,north bay nipissing news,both,,,
north bay nipissing news,,0.93,1160.0,1160.0,10.0,161.0,10,2014,0,2014,Thursday,254,197,,0.93,1160.0,1160.0,north bay nipissing news,both,,,
north bay nipissing news,34614.0,0.93,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,254,197,34614.0,0.93,1160.0,1160.0,north bay nipissing news,both,,,
north york mirror,95435.0,7.73,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,255,198,95175.0,7.73,335.0,1160.0,north york mirror,both,,,
north york mirror,94915.0,7.73,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,256,198,95175.0,7.73,335.0,1160.0,north york mirror,both,,,
north york mirror,94743.0,8.44,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,256,198,94743.0,8.44,1160.0,1160.0,north york mirror,both,,,
north york mirror,97046.0,8.44,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,256,198,97046.0,8.44,1160.0,1160.0,north york mirror,both,,,
north york mirror,98013.0,8.44,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,256,198,98013.0,8.44,,1160.0,north york mirror,both,,,
north york mirror,96965.0,8.44,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,256,198,96965.0,8.44,,1160.0,north york mirror,both,,,
north york mirror,93930.5,8.69,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,256,198,93930.5,8.69,,1160.0,north york mirror,both,,,
north york mirror,90896.0,8.69,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,256,198,90896.0,8.69,,1160.0,north york mirror,both,,,
northumberland news,22752.0,2.55,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,257,199,22752.0,2.55,335.0,1160.0,cobourg port hope colborne northumberland news,both,,,
northumberland news,22785.0,2.78,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Friday,257,199,22785.0,2.78,1160.0,1160.0,cobourg port hope colborne northumberland news,both,,,
northumberland news,22752.0,2.55,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,258,199,22752.0,2.55,335.0,1160.0,cobourg port hope colborne northumberland news,both,,,
northumberland news,22785.0,2.78,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,258,199,22785.0,2.78,1160.0,1160.0,cobourg port hope colborne northumberland news,both,,,
northumberland news,22731.0,2.75,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,258,199,22731.0,2.75,1160.0,1160.0,cobourg port hope colborne northumberland news,both,,,
northumberland news,22722.0,2.75,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,258,199,22722.0,2.75,,1160.0,cobourg port hope colborne northumberland news,both,,,
northumberland news,22631.0,2.75,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,258,199,22631.0,2.75,,1160.0,cobourg port hope colborne northumberland news,both,,,
northumberland news,,2.75,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,258,199,,2.75,,1160.0,cobourg port hope colborne northumberland news,both,,,
northumberland news,,2.75,,1160.0,10.0,161.0,10.0,2019,2017,2,Thursday,258,199,,2.75,,1160.0,cobourg port hope colborne northumberland news,both,,,
northumberland today.com,3806.0,1.12,118.0,353.0,10.0,301.0,3.0,2013,2012,1,Friday,259,200,3806.0,1.198,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3,2014,2012,2,Friday,259,200,,1.218,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3.0,2015,2013,2,Friday,259,200,21618.0,1.218,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2016,2014,2,Friday,259,200,,1.218,,353.0,northumberland today,both,,,
northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2017,2015,2,Friday,259,200,,1.218,,353.0,northumberland today,both,,,
northumberland today.com,3806.0,1.12,118.0,353.0,10.0,301.0,3.0,2013,2012,1,Monday,260,200,3806.0,1.198,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3,2014,2012,2,Monday,260,200,,1.218,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3.0,2015,2013,2,Monday,260,200,21618.0,1.218,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2016,2014,2,Monday,260,200,,1.218,,353.0,northumberland today,both,,,
northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2017,2015,2,Monday,260,200,,1.218,,353.0,northumberland today,both,,,
northumberland today.com,,1.51,118.0,353.0,10.0,301.0,3.0,2013,2011,2,Thursday,261,200,3806.0,1.198,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.53,118.0,353.0,10.0,301.0,3,2014,2012,2,Thursday,261,200,,1.218,118.0,353.0,northumberland today,both,,,
northumberland today.com,21618.0,1.53,118.0,353.0,10.0,301.0,3.0,2015,2014,1,Thursday,261,200,21618.0,1.218,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.53,,353.0,10.0,287.0,10.0,2016,2014,2,Thursday,261,200,,1.218,,353.0,northumberland today,both,,,
northumberland today.com,,1.53,,353.0,10.0,287.0,10.0,2017,2015,2,Thursday,261,200,,1.218,,353.0,northumberland today,both,,,
northumberland today.com,3806.0,1.12,118.0,353.0,10.0,301.0,3.0,2013,2012,1,Tuesday,262,200,3806.0,1.198,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3,2014,2012,2,Tuesday,262,200,,1.218,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3.0,2015,2013,2,Tuesday,262,200,21618.0,1.218,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2016,2014,2,Tuesday,262,200,,1.218,,353.0,northumberland today,both,,,
northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2017,2015,2,Tuesday,262,200,,1.218,,353.0,northumberland today,both,,,
northumberland today.com,3806.0,1.12,118.0,353.0,10.0,301.0,3.0,2013,2012,1,Wednesday,263,200,3806.0,1.198,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3,2014,2012,2,Wednesday,263,200,,1.218,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3.0,2015,2013,2,Wednesday,263,200,21618.0,1.218,118.0,353.0,northumberland today,both,,,
northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2016,2014,2,Wednesday,263,200,,1.218,,353.0,northumberland today,both,,,
northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2017,2015,2,Wednesday,263,200,,1.218,,353.0,northumberland today,both,,,
norwich gazette,876.0,0.71,176.0,529.0,9.0,160.0,3.0,2013,2012,1,Wednesday,264,201,876.0,0.71,176.0,529.0,norwich gazette,both,,,
norwich gazette,843.0,0.71,176.0,529.0,9.0,160.0,3,2014,2013,1,Wednesday,264,201,843.0,0.71,176.0,529.0,norwich gazette,both,,,
norwich gazette,751.5,0.73,182.0,546.0,9.0,160.0,3.0,2015,2013,2,Wednesday,264,201,751.5,0.73,182.0,546.0,norwich gazette,both,,,
