AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,AdvID,AdvID2,AdvCircAllEds,NatlLineRateAllEds,SpotColourAllEds,ProcessColourAllEds,MarketAndNewspaper,_merge1,Removable,ADVCSD,ADVOwner
essex free press,9900.0,0.84,,118.0,6.0,203.0,5.0,2018,2017,1,Thursday,103,79,9900.0,0.84,,118.0,essex free press,both,,,
essex free press,9950.0,0.89,,118.0,6.0,203.0,5.0,2019,2018,1,Thursday,103,79,9950.0,0.89,,118.0,essex free press,both,,,
etobicoke guardian,69131.0,6.08,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,104,80,69282.0,6.08,335.0,1160.0,etobicoke guardian,both,,,
etobicoke guardian,69433.0,6.08,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,105,80,69282.0,6.08,335.0,1160.0,etobicoke guardian,both,,,
etobicoke guardian,69333.0,6.64,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,105,80,69333.0,6.64,1160.0,1160.0,etobicoke guardian,both,,,
etobicoke guardian,70109.0,6.64,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,105,80,70109.0,6.64,1160.0,1160.0,etobicoke guardian,both,,,
etobicoke guardian,71507.0,6.64,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,105,80,71507.0,6.64,,1160.0,etobicoke guardian,both,,,
etobicoke guardian,70703.0,6.64,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,105,80,70703.0,6.64,,1160.0,etobicoke guardian,both,,,
etobicoke guardian,69212.0,6.84,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,105,80,69212.0,6.84,,1160.0,etobicoke guardian,both,,,
etobicoke guardian,67721.0,6.84,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,105,80,67721.0,6.84,,1160.0,etobicoke guardian,both,,,
exeter times advocate,2888.0,0.96,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,106,81,2888.0,0.96,335.0,1160.0,exeter times advocate,both,,,
exeter times advocate,2713.0,1.05,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Wednesday,106,81,2713.0,1.05,1160.0,1160.0,exeter times advocate,both,,,
exeter times advocate,2538.0,1.05,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Wednesday,106,81,2538.0,1.05,1160.0,1160.0,exeter times advocate,both,,,
exeter times advocate,2621.25,1.05,,1160.0,10.0,161.0,10.0,2016,2014,2,Wednesday,106,81,2621.25,1.05,,1160.0,exeter times advocate,both,,,
exeter times advocate,2704.5,1.05,,1160.0,10.0,161.0,10.0,2017,2015,2,Wednesday,106,81,2704.5,1.05,,1160.0,exeter times advocate,both,,,
exeter times advocate,2787.75,1.05,,118.0,10.0,161.0,10.0,2018,2016,2,Wednesday,106,81,2787.75,1.05,,118.0,exeter times advocate,both,,,
exeter times advocate,2871.0,1.05,,118.0,10.0,161.0,10.0,2019,2018,1,Wednesday,106,81,2871.0,1.05,,118.0,exeter times advocate,both,,,
exeter times advocate weekender,,1.06,335.0,1160.0,10.0,175.0,10.0,2013,0,2013,Friday,107,82,,1.06,335.0,1160.0,exeter times advocate weekender,both,,,
exeter times advocate weekender,,1.16,1160.0,1160.0,10.0,161.0,10,2014,0,2014,Thursday,108,82,,1.16,1160.0,1160.0,exeter times advocate weekender,both,,,
exeter times advocate weekender,,1.16,1160.0,1160.0,10.0,161.0,10.0,2015,0,2015,Thursday,108,82,,1.16,1160.0,1160.0,exeter times advocate weekender,both,,,
exeter times advocate weekender,,1.16,,1160.0,10.0,161.0,10.0,2016,0,2016,Thursday,108,82,,1.16,,1160.0,exeter times advocate weekender,both,,,
exeter times advocate weekender,,1.16,,1160.0,10.0,161.0,10.0,2017,0,2017,Thursday,108,82,,1.16,,1160.0,exeter times advocate weekender,both,,,
exeter times advocate weekender,,1.05,,118.0,10.0,161.0,10.0,2018,0,2018,Thursday,108,82,,1.05,,118.0,exeter times advocate weekender,both,,,
exeter times advocate weekender,,1.05,,118.0,10.0,161.0,10.0,2019,0,2019,Thursday,108,82,,1.05,,118.0,exeter times advocate weekender,both,,,
fergus elora news express,8070.0,1.11,116.0,294.0,10.0,175.0,10.0,2013,2012,1,Wednesday,109,83,8070.0,1.11,116.0,294.0,fergus elora news express,both,,,
fergus elora news express,8172.0,1.21,294.0,294.0,10.0,161.0,10,2014,2013,1,Wednesday,109,83,8172.0,1.21,294.0,294.0,fergus elora news express,both,,,
fergus elora news express,8072.5,1.21,294.0,294.0,10.0,161.0,10.0,2015,2013,2,Wednesday,109,83,8072.5,1.21,294.0,294.0,fergus elora news express,both,,,
fergus elora news express,7973.0,1.21,,294.0,10.0,161.0,10.0,2016,2015,1,Wednesday,109,83,7973.0,1.21,,294.0,fergus elora news express,both,,,
fergus elora news express,,1.21,,294.0,10.0,161.0,10.0,2017,2015,2,Wednesday,109,83,,1.21,,294.0,fergus elora news express,both,,,
fergus wellington advertiser,40314.0,1.61,282.0,282.0,6.0,220.0,5.0,2013,2012,1,Friday,110,84,40314.0,1.61,282.0,282.0,fergus wellington advertiser,both,,,
fergus wellington advertiser,40068.0,1.61,282.0,282.0,6.0,220.0,5,2014,2013,1,Friday,110,84,40068.0,1.61,282.0,282.0,fergus wellington advertiser,both,,,
fergus wellington advertiser,40470.0,1.64,282.0,282.0,6.0,220.0,5.0,2015,2014,1,Friday,110,84,40470.0,1.64,282.0,282.0,fergus wellington advertiser,both,,,
fergus wellington advertiser,40208.0,1.64,,282.0,6.0,220.0,5.0,2016,2015,1,Friday,110,84,40208.0,1.64,,282.0,fergus wellington advertiser,both,,,
fergus wellington advertiser,39929.0,1.71,,282.0,6.0,220.0,5.0,2017,2016,1,Friday,110,84,39929.0,1.71,,282.0,fergus wellington advertiser,both,,,
fergus wellington advertiser,39925.0,1.76,,282.0,6.0,220.0,5.0,2018,2017,1,Friday,110,84,39925.0,1.76,,282.0,fergus wellington advertiser,both,,,
fergus wellington advertiser,40151.0,1.76,,282.0,6.0,220.0,5.0,2019,2018,1,Thursday,111,84,40151.0,1.76,,282.0,fergus wellington advertiser,both,,,
flesherton advance,1335.0,0.82,353.0,353.0,6.0,301.0,1.0,2013,2012,1,Wednesday,112,85,1335.0,0.82,353.0,353.0,flesherton advance,both,,,
flesherton advance,1313.5,0.82,353.0,353.0,6.0,301.0,2,2014,2012,2,Wednesday,112,85,1313.5,0.82,353.0,353.0,flesherton advance,both,,,
flesherton advance,1292.0,0.82,353.0,353.0,6.0,301.0,2.0,2015,2014,1,Wednesday,112,85,1292.0,0.82,353.0,353.0,flesherton advance,both,,,
flesherton advance,,0.82,,353.0,6.0,301.0,2.0,2016,2014,2,Wednesday,112,85,,0.82,,353.0,flesherton advance,both,,,
flesherton advance,,0.82,,353.0,6.0,301.0,2.0,2017,2015,2,Wednesday,112,85,,0.82,,353.0,flesherton advance,both,,,
flesherton advance,,0.82,,353.0,6.0,301.0,2.0,2018,2016,2,Wednesday,112,85,,0.82,,353.0,flesherton advance,both,,,
flesherton advance,,0.82,,353.0,6.0,301.0,2.0,2019,2016,3,Wednesday,112,85,,0.82,,353.0,flesherton advance,both,,,
forest standard,2110.0,0.89,76.0,271.0,6.0,210.0,5.0,2013,2012,1,Thursday,113,86,2110.0,0.89,76.0,271.0,forest standard,both,,,
forest standard,,0.89,76.0,271.0,6.0,210.0,5,2014,2012,2,Thursday,113,86,,0.89,76.0,271.0,forest standard,both,,,
forest standard,,0.91,100.0,271.0,6.0,210.0,5.0,2015,2013,2,Thursday,113,86,,0.91,100.0,271.0,forest standard,both,,,
forest watford standard guide advocate,2069.0,1.2,,282.0,6.0,210.0,5.0,2016,2015,1,Thursday,114,87,2069.0,1.2,,282.0,forest watford standard guide advocate,both,,,
forest watford standard guide advocate,1919.0,1.2,,282.0,6.0,210.0,5.0,2017,2016,1,Thursday,114,87,1919.0,1.2,,282.0,forest watford standard guide advocate,both,,,
forest watford standard guide advocate,1692.5,1.2,,282.0,6.0,210.0,5.0,2018,2016,2,Thursday,114,87,1692.5,1.2,,282.0,forest watford standard guide advocate,both,,,
forest watford standard guide advocate,1466.0,1.2,,282.0,6.0,210.0,5.0,2019,2018,1,Thursday,114,87,1466.0,1.2,,282.0,forest watford standard guide advocate,both,,,
fort erie times,11985.0,0.74,88.0,206.0,9.0,160.0,3.0,2013,2012,1,Saturday,115,88,11985.0,0.74,88.0,206.0,fort erie times,both,,,
fort erie times,12192.0,0.74,88.0,206.0,9.0,160.0,3,2014,2013,1,Thursday,116,88,12192.0,0.74,88.0,206.0,fort erie times,both,,,
fort erie times,12321.0,0.74,88.0,206.0,9.0,160.0,3.0,2015,2014,1,Thursday,116,88,12321.0,0.74,88.0,206.0,fort erie times,both,,,
fort erie times,12482.0,0.74,,206.0,9.0,160.0,3.0,2016,2015,1,Thursday,116,88,12482.0,0.74,,206.0,fort erie times,both,,,
fort erie times,,0.74,,206.0,9.0,160.0,3.0,2017,2015,2,Thursday,116,88,,0.74,,206.0,fort erie times,both,,,
fort frances times,4455.0,1.35,135.0,382.0,6.0,301.0,1.0,2013,2012,1,Wednesday,117,89,4455.0,1.35,135.0,382.0,fort frances times,both,,,
fort frances times,4023.0,1.35,135.0,382.0,6.0,301.0,1,2014,2013,1,Wednesday,117,89,4023.0,1.35,135.0,382.0,fort frances times,both,,,
fort frances times,3708.5,1.39,135.0,388.0,6.0,301.0,1.0,2015,2013,2,Wednesday,117,89,3708.5,1.39,135.0,388.0,fort frances times,both,,,
fort frances times,3394.0,1.42,,388.0,6.0,301.0,1.0,2016,2015,1,Wednesday,117,89,3394.0,1.42,,388.0,fort frances times,both,,,
fort frances times,3816.0,1.45,,395.0,6.0,301.0,1.0,2017,2016,1,Wednesday,117,89,3816.0,1.45,,395.0,fort frances times,both,,,
fort frances times,3420.0,1.52,,395.0,6.0,301.0,1.0,2018,2017,1,Wednesday,117,89,3420.0,1.52,,395.0,fort frances times,both,,,
fort frances times,3059.0,1.55,,400.0,6.0,301.0,1.0,2019,2018,1,Wednesday,117,89,3059.0,1.55,,400.0,fort frances times,both,,,
frontenac gazette,,0.57,1160.0,1160.0,10.0,189.0,10,2014,2012,2,Thursday,118,90,,0.57,1160.0,1160.0,frontenac gazette,both,,,
frontenac gazette,,0.67,1160.0,1160.0,10.0,161.0,10.0,2015,2013,2,Thursday,118,90,,0.67,1160.0,1160.0,frontenac gazette,both,,,
frontenac gazette,,0.67,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,118,90,,0.67,,1160.0,frontenac gazette,both,,,
frontenac gazette,,0.67,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,118,90,,0.67,,1160.0,frontenac gazette,both,,,
frontenac news,8641.0,0.82,335.0,1160.0,6.0,218.0,5.0,2013,2012,1,Thursday,119,91,8919.5,0.85,220.5,697.5,sharbot lake the frontenac news,both,,,
frontenac news,9198.0,0.88,106.0,235.0,6.0,205.0,5.0,2013,2012,1,Thursday,119,91,8919.5,0.85,220.5,697.5,sharbot lake the frontenac news,both,,,
frontenac news,9166.0,1.0,106.0,235.0,6.0,205.0,5,2014,2013,1,Thursday,119,91,9166.0,1.0,106.0,235.0,sharbot lake the frontenac news,both,,,
frontenac news,9210.0,1.0,106.0,235.0,6.0,205.0,5.0,2015,2014,1,Thursday,119,91,9210.0,1.0,106.0,235.0,sharbot lake the frontenac news,both,,,
frontenac news,9159.0,1.02,,259.0,6.0,205.0,5.0,2016,2015,1,Thursday,119,91,9159.0,1.02,,259.0,sharbot lake the frontenac news,both,,,
frontenac news,9135.0,1.02,,259.0,6.0,205.0,5.0,2017,2016,1,Thursday,119,91,9135.0,1.02,,259.0,sharbot lake the frontenac news,both,,,
frontenac news,,1.06,,259.0,6.0,205.0,5.0,2018,2016,2,Thursday,119,91,,1.06,,259.0,sharbot lake the frontenac news,both,,,
frontenac news,,1.12,,259.0,6.0,205.0,5.0,2019,2016,3,Thursday,119,91,,1.12,,259.0,sharbot lake the frontenac news,both,,,
gananoque reporter,,1.08,176.0,429.0,9.0,160.0,3.0,2013,0,2013,Thursday,120,92,,1.08,176.0,429.0,gananoque reporter,both,,,
gananoque reporter,,1.11,176.0,429.0,9.0,160.0,3,2014,0,2014,Thursday,120,92,,1.11,176.0,429.0,gananoque reporter,both,,,
gananoque reporter,,1.11,176.0,429.0,9.0,160.0,3.0,2015,0,2015,Thursday,120,92,,1.11,176.0,429.0,gananoque reporter,both,,,
gananoque reporter,,1.11,,429.0,9.0,160.0,3.0,2016,2014,2,Thursday,120,92,,1.11,,429.0,gananoque reporter,both,,,
gananoque reporter,,1.11,,429.0,9.0,160.0,3.0,2017,2014,3,Thursday,120,92,,1.11,,429.0,gananoque reporter,both,,,
gananoque reporter,,1.11,,429.0,10.0,160.0,10.0,2018,2016,2,Thursday,120,92,,1.11,,429.0,gananoque reporter,both,,,
gananoque reporter,,1.11,,429.0,10.0,160.0,10.0,2019,2016,3,Thursday,120,92,,1.11,,429.0,gananoque reporter,both,,,
georgetown acton independent free press,,2.57,335.0,1160.0,10.0,175.0,10.0,2013,2011,2,Thursday,121,93,,2.57,335.0,1160.0,georgetown acton independent free press,both,,,
georgetown acton independent free press,,2.8,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Thursday,121,93,,2.8,1160.0,1160.0,georgetown acton independent free press,both,,,
georgetown acton independent free press,,2.8,1160.0,1160.0,10.0,161.0,10.0,2015,2013,2,Thursday,121,93,,2.8,1160.0,1160.0,georgetown acton independent free press,both,,,
georgetown acton independent free press,22541.0,2.8,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,121,93,22541.0,2.8,,1160.0,georgetown acton independent free press,both,,,
georgetown acton independent free press,22585.0,2.8,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,121,93,22585.0,2.8,,1160.0,georgetown acton independent free press,both,,,
georgetown acton independent free press,23084.0,2.8,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,121,93,23084.0,2.8,,1160.0,georgetown acton independent free press,both,,,
georgetown acton independent free press,23583.0,2.8,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,121,93,23583.0,2.8,,1160.0,georgetown acton independent free press,both,,,
georgetown acton independent free press,,2.57,335.0,1160.0,10.0,175.0,10.0,2013,2011,2,Tuesday,122,93,,2.57,335.0,1160.0,georgetown acton independent free press,both,,,
georgina advocate,17008.0,1.92,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,123,94,17008.0,1.92,335.0,1160.0,keswick georgina advocate,both,,,
georgina advocate,17139.0,2.1,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,123,94,17139.0,2.1,1160.0,1160.0,keswick georgina advocate,both,,,
georgina advocate,17530.0,2.1,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,123,94,17530.0,2.1,1160.0,1160.0,keswick georgina advocate,both,,,
georgina advocate,17539.0,2.1,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,123,94,17539.0,2.1,,1160.0,keswick georgina advocate,both,,,
georgina advocate,17318.333333333332,2.1,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,123,94,17318.333333333332,2.1,,1160.0,keswick georgina advocate,both,,,
georgina advocate,17097.666666666668,2.1,,1160.0,10.0,161.0,10.0,2018,2015,3,Thursday,123,94,17097.666666666668,2.1,,1160.0,keswick georgina advocate,both,,,
georgina advocate,16877.0,2.1,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,123,94,16877.0,2.1,,1160.0,keswick georgina advocate,both,,,
geraldton times star,,0.72,259.0,0.0,5.0,220.0,4.0,2013,2011,2,Wednesday,124,95,,0.72,259.0,0.0,geraldton times star,both,,,
geraldton times star,,0.73,265.0,0.0,5.0,220.0,4,2014,2012,2,Wednesday,124,95,,0.73,265.0,0.0,geraldton times star,both,,,
geraldton times star,1075.0,0.75,271.0,,5.0,220.0,4.0,2015,2014,1,Wednesday,124,95,1075.0,0.75,271.0,,geraldton times star,both,,,
geraldton times star,770.0,0.81,,,5.0,220.0,4.0,2016,2015,1,Wednesday,124,95,770.0,0.81,,,geraldton times star,both,,,
geraldton times star,,0.86,,,5.0,220.0,4.0,2017,2015,2,Wednesday,124,95,,0.86,,,geraldton times star,both,,,
geraldton times star,,0.98,,,5.0,220.0,4.0,2018,2016,2,Wednesday,124,95,,0.98,,,geraldton times star,both,,,
geraldton times star,,0.99,,,5.0,220.0,4.0,2019,2017,2,Wednesday,124,95,,0.99,,,geraldton times star,both,,,
glanbrook gazette,7663.0,0.78,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,125,96,7663.0,0.78,335.0,1160.0,glanbrook gazette,both,,,
glanbrook gazette,,0.85,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Thursday,125,96,,0.85,1160.0,1160.0,glanbrook gazette,both,,,
glanbrook gazette,,0.85,1160.0,1160.0,10.0,161.0,10.0,2015,2013,2,Thursday,125,96,,0.85,1160.0,1160.0,glanbrook gazette,both,,,
glanbrook gazette,,0.85,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,125,96,,0.85,,1160.0,glanbrook gazette,both,,,
glanbrook gazette,,0.85,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,125,96,,0.85,,1160.0,glanbrook gazette,both,,,
glanbrook gazette,,0.85,,1160.0,10.0,161.0,10.0,2018,2015,3,Thursday,125,96,,0.85,,1160.0,glanbrook gazette,both,,,
glanbrook gazette,,0.85,,1160.0,10.0,161.0,10.0,2019,2015,4,Thursday,125,96,,0.85,,1160.0,glanbrook gazette,both,,,
glencoe transcript free press,1258.0,0.89,76.0,271.0,6.0,210.0,5.0,2013,2012,1,Thursday,126,97,1258.0,0.89,76.0,271.0,glencoe transcript free press,both,,,
glencoe transcript free press,,0.89,76.0,271.0,6.0,210.0,5,2014,2012,2,Thursday,126,97,,0.89,76.0,271.0,glencoe transcript free press,both,,,
glencoe transcript free press,,0.91,100.0,271.0,6.0,210.0,5.0,2015,2013,2,Thursday,126,97,,0.91,100.0,271.0,glencoe transcript free press,both,,,
goderich signal star,4403.0,0.78,88.0,235.0,9.0,160.0,3.0,2013,2012,1,Wednesday,127,98,4403.0,0.78,88.0,235.0,goderich signalstar,both,,,
goderich signal star,4087.5,0.78,88.0,235.0,9.0,160.0,3,2014,2012,2,Wednesday,127,98,4087.5,0.78,88.0,235.0,goderich signalstar,both,,,
goderich signal star,3772.0,0.77,88.0,235.0,9.0,160.0,3.0,2015,2014,1,Wednesday,127,98,3772.0,0.77,88.0,235.0,goderich signalstar,both,,,
goderich signal star,3607.0,0.77,,235.0,9.0,160.0,3.0,2016,2015,1,Wednesday,127,98,3607.0,0.77,,235.0,goderich signalstar,both,,,
goderich signal star,3366.5,0.77,,235.0,9.0,160.0,3.0,2017,2015,2,Wednesday,127,98,3366.5,0.77,,235.0,goderich signalstar,both,,,
goderich signal star,3126.0,0.77,,235.0,9.0,160.0,3.0,2018,2017,1,Wednesday,127,98,3126.0,0.77,,235.0,goderich signalstar,both,,,
goderich signal star,2744.0,0.69,,235.0,10.0,160.0,10.0,2019,2018,1,Wednesday,127,98,2744.0,0.69,,235.0,goderich signalstar,both,,,
grand bend lakeshore advance,1152.0,0.66,88.0,353.0,9.0,160.0,3.0,2013,2012,1,Wednesday,128,99,1152.0,0.66,88.0,353.0,grand bend zurich lakeshore advance,both,,,
grand bend lakeshore advance,1072.0,0.72,88.0,353.0,9.0,160.0,3,2014,2012,2,Wednesday,128,99,1072.0,0.72,88.0,353.0,grand bend zurich lakeshore advance,both,,,
grand bend lakeshore advance,992.0,0.73,88.0,353.0,9.0,160.0,3.0,2015,2014,1,Wednesday,128,99,992.0,0.73,88.0,353.0,grand bend zurich lakeshore advance,both,,,
grand bend lakeshore advance,908.0,0.73,,353.0,9.0,160.0,3.0,2016,2015,1,Wednesday,128,99,908.0,0.73,,353.0,grand bend zurich lakeshore advance,both,,,
grand bend lakeshore advance,,0.73,,353.0,9.0,160.0,3.0,2017,2015,2,Wednesday,128,99,,0.73,,353.0,grand bend zurich lakeshore advance,both,,,
grand bend lakeshore advance,,0.73,,353.0,9.0,160.0,3.0,2018,2015,3,Wednesday,128,99,,0.73,,353.0,grand bend zurich lakeshore advance,both,,,
gravenhurst banner,,1.87,1160.0,1160.0,10.0,161.0,10,2014,0,2014,Thursday,129,100,,1.87,1160.0,1160.0,gravenhurst banner,both,,,
gravenhurst banner,5516.0,1.87,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,129,100,5516.0,1.87,1160.0,1160.0,gravenhurst banner,both,,,
gravenhurst banner,5392.0,1.87,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,129,100,5392.0,1.87,,1160.0,gravenhurst banner,both,,,
gravenhurst banner,,1.87,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,129,100,,1.87,,1160.0,gravenhurst banner,both,,,
gravenhurst banner,,1.87,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,129,100,,1.87,,1160.0,gravenhurst banner,both,,,
gravenhurst banner,,1.87,,1160.0,10.0,161.0,10.0,2019,2016,3,Thursday,129,100,,1.87,,1160.0,gravenhurst banner,both,,,
gravenhurst banner,1546.0,1.14,335.0,1160.0,10.0,301.0,10.0,2013,2012,1,Wednesday,130,100,1546.0,1.14,335.0,1160.0,gravenhurst banner,both,,,
grey bruce this week,,1.47,59.0,59.0,9.0,160.0,3.0,2015,0,2015,Thursday,131,101,,1.47,59.0,59.0,hanover grey bruce this week,both,,,
grey bruce this week,,1.47,,59.0,9.0,160.0,3.0,2016,0,2016,Thursday,131,101,,1.47,,59.0,hanover grey bruce this week,both,,,
grey bruce this week,,1.47,,59.0,9.0,160.0,3.0,2017,2015,2,Thursday,131,101,,1.47,,59.0,hanover grey bruce this week,both,,,
grey bruce this week,,1.47,,59.0,9.0,160.0,3.0,2018,2015,3,Thursday,131,101,,1.47,,59.0,hanover grey bruce this week,both,,,
grey bruce this week,,1.33,,59.0,10.0,160.0,10.0,2019,2015,4,Thursday,131,101,,1.33,,59.0,hanover grey bruce this week,both,,,
grimsby lincoln news,23974.0,2.36,,1160.0,10.0,147.0,10.0,2016,2015,1,Tuesday,132,102,23974.0,2.36,,1160.0,grimsby lincoln news,both,,,
grimsby lincoln news,,2.36,,1160.0,10.0,147.0,10.0,2017,2015,2,Tuesday,132,102,,2.36,,1160.0,grimsby lincoln news,both,,,
grimsby lincoln news,,2.36,,1160.0,10.0,147.0,10.0,2018,2016,2,Tuesday,132,102,,2.36,,1160.0,grimsby lincoln news,both,,,
grimsby lincoln news,23850.0,2.36,1160.0,1160.0,10.0,147.0,10,2014,2013,1,Wednesday,133,102,23850.0,2.36,1160.0,1160.0,grimsby lincoln news,both,,,
grimsby lincoln news,,2.36,1160.0,1160.0,10.0,147.0,10.0,2015,2013,2,Wednesday,133,102,,2.36,1160.0,1160.0,grimsby lincoln news,both,,,
grimsby lincoln west lincoln news now,,1.01,147.0,324.0,6.0,210.0,5,2014,0,2014,Thursday,134,103,,1.01,147.0,324.0,grimsby lincoln west lincoln newsnow,both,,,
grimsby lincoln west lincoln news now,,1.33,147.0,324.0,6.0,160.0,5.0,2015,0,2015,Thursday,134,103,,1.33,147.0,324.0,grimsby lincoln west lincoln newsnow,both,,,
grimsby lincoln west lincoln news now,,1.33,,324.0,6.0,160.0,5.0,2016,0,2016,Thursday,134,103,,1.33,,324.0,grimsby lincoln west lincoln newsnow,both,,,
grimsby lincoln west lincoln news now,,1.33,,324.0,6.0,160.0,5.0,2017,0,2017,Thursday,134,103,,1.33,,324.0,grimsby lincoln west lincoln newsnow,both,,,
grimsby lincoln west lincoln news now,,1.33,,324.0,6.0,160.0,5.0,2018,0,2018,Thursday,134,103,,1.33,,324.0,grimsby lincoln west lincoln newsnow,both,,,
grimsby lincoln west lincoln news now,,1.33,,324.0,6.0,160.0,5.0,2019,0,2019,Thursday,134,103,,1.33,,324.0,grimsby lincoln west lincoln newsnow,both,,,
guelph mercury tribune,,2.22,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Thursday,135,104,39124.0,2.115,1160.0,1160.0,guelph mercury tribune,both,,,
guelph mercury tribune,44326.0,2.22,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,135,104,41738.0,2.115,1160.0,1160.0,guelph mercury tribune,both,,,
guelph mercury tribune,43993.0,2.22,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,135,104,41542.0,2.115,,1160.0,guelph mercury tribune,both,,,
guelph mercury tribune,43754.0,2.22,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,135,104,41337.5,2.115,,1160.0,guelph mercury tribune,both,,,
guelph mercury tribune,43515.0,2.22,,1160.0,10.0,161.0,10.0,2018,2017,1,Thursday,135,104,41133.0,2.115,,1160.0,guelph mercury tribune,both,,,
guelph mercury tribune,43257.0,2.22,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,135,104,40882.5,2.115,,1160.0,guelph mercury tribune,both,,,
guelph mercury tribune,39098.0,1.84,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Tuesday,136,104,39098.0,1.84,335.0,1160.0,guelph mercury tribune,both,,,
guelph mercury tribune,39124.0,2.01,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Tuesday,136,104,39124.0,2.115,1160.0,1160.0,guelph mercury tribune,both,,,
guelph mercury tribune,39150.0,2.01,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Tuesday,136,104,41738.0,2.115,1160.0,1160.0,guelph mercury tribune,both,,,
guelph mercury tribune,39091.0,2.01,,1160.0,10.0,161.0,10.0,2016,2015,1,Tuesday,136,104,41542.0,2.115,,1160.0,guelph mercury tribune,both,,,
guelph mercury tribune,38921.0,2.01,,1160.0,10.0,161.0,10.0,2017,2015,2,Tuesday,136,104,41337.5,2.115,,1160.0,guelph mercury tribune,both,,,
guelph mercury tribune,38751.0,2.01,,1160.0,10.0,161.0,10.0,2018,2017,1,Tuesday,136,104,41133.0,2.115,,1160.0,guelph mercury tribune,both,,,
guelph mercury tribune,38508.0,2.01,,1160.0,10.0,161.0,10.0,2019,2018,1,Tuesday,136,104,40882.5,2.115,,1160.0,guelph mercury tribune,both,,,
hagersville cayuga haldimand press,3134.0,0.84,,294.0,6.0,294.0,2.0,2016,2015,1,Thursday,137,105,3134.0,0.84,,294.0,hagersville cayuga haldimand press,both,,,
hagersville cayuga haldimand press,3073.0,0.84,,294.0,6.0,294.0,2.0,2017,2016,1,Thursday,137,105,3073.0,0.84,,294.0,hagersville cayuga haldimand press,both,,,
hagersville cayuga haldimand press,3610.0,0.77,118.0,294.0,6.0,294.0,2.0,2013,2012,1,Wednesday,138,105,3610.0,0.77,118.0,294.0,hagersville cayuga haldimand press,both,,,
hagersville cayuga haldimand press,3375.0,0.77,118.0,294.0,6.0,294.0,2,2014,2013,1,Wednesday,138,105,3375.0,0.77,118.0,294.0,hagersville cayuga haldimand press,both,,,
hagersville cayuga haldimand press,3152.0,0.72,118.0,294.0,6.0,294.0,2.0,2015,2014,1,Wednesday,138,105,3152.0,0.72,118.0,294.0,hagersville cayuga haldimand press,both,,,
haldimand county haldimand press,3395.0,0.84,,294.0,6.0,294.0,2.0,2018,2017,1,Thursday,139,106,3395.0,0.84,,294.0,the haldimand press,both,,,
haldimand county haldimand press,,0.84,,294.0,6.0,294.0,2.0,2019,2017,2,Thursday,139,106,,0.84,,294.0,the haldimand press,both,,,
haldimand county the sachem,20724.0,1.46,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,140,107,20724.0,1.46,335.0,1160.0,haldimand the sachem,both,,,
