,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,AdvCircAllEds,NatlLineRateAllEds,SpotColourAllEds,ProcessColourAllEds,MarketAndNewspaper,_merge1,Removable,ADVCSD,ADVOwner,EDITION,FreeCirculation,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,Daily,SwapNotInclude,Swap2017Affected,CSDs,first_year,equal_to_previous,FreeCircAllEds,PaidCircAllEds,TotalCircAllEds,EDITION2,_merge2,ID,ID2,EverPaidEDITION,EverFreeEDITION,EverPaid,EverFree,OpCross2017ID,OpCross2017ID2,FreeCirc_Cross17_ID2,PaidCirc_Cross17_ID2,Rate_Cross17_ID2,TotalCirc_Cross17_ID2,OpPost2017,CDs,postmedia,metroland,MetrolandOrPostmedia,Unnamed: 0,GEO UID,Province code,Province name,CD code,CD name,CSD code,CSD name,Population,PopulationGrowth,Age,Income,Education,NofID2,FreeCirculation_Sum_Others,TotalCirculation_Sum_Others,PaidCirculation_Sum_Others,FreeCirculation_Sum_PM,TotalCirculatinn_Sum_PM,PaidCirculation_Sum_PM,PMShare,PMNofID2,MeanMarketRate,PMMeanMarketRate,MeanCirc,PMMeanCirc,mean_MeanMarketRate_before_2017,mean_PMMeanMarketRate_before_2017,mean_NofID2_before_2017,mean_PMNofID2_before_2017,mean_MeanMarketRate_after_2017,mean_PMMeanMarketRate_after_2017,mean_NofID2_after_2017,mean_PMNofID2_after_2017,MeanMarketRate_2013,MeanMarketRate_2014,MeanMarketRate_2015,MeanMarketRate_2016,MeanMarketRate_2017,MeanMarketRate_2018,MeanMarketRate_2019,PMMeanMarketRate_2013,PMMeanMarketRate_2014,PMMeanMarketRate_2015,PMMeanMarketRate_2016,PMMeanMarketRate_2017,PMMeanMarketRate_2018,PMMeanMarketRate_2019,PMMeanMarketRate_PreTrend,MeanMarketRate_PreTrend,PMMeanMarketRate_PostTrend,MeanMarketRate_PostTrend,TMarket
160,burks falls almaguin news,,0.81,,1160.0,10.0,301.0,10.0,2017,2015.0,2.0,Thursday,,0.81,,1160.0,burks falls almaguin news,both,,[nan],,Thursday,95.0,B,burks%20falls,almaguin news,metroland media group ltd.,2123.0,ON,2218.0,metroland media group ltd.,"['burks falls ,ON, Canada']","[(45.619853, -79.4118686)]",almaguin news,,,,,0.0,burks falls,0.0,0.0,0,Burk's Falls,2013.0,0.0,95.0,2123.0,2218.0,Thursday,perfect_match,60,48,1,1,1,1,1,1,1,1,1,1,1,['Parry Sound'],0,1,1,2456,3549022,35,ON,49,Parry Sound,22,Burk's Falls,6.985641817639208,4.619073091157083,4.962844630259907,10.056895099165441,5.043425116919247,1,0.0,0.0,0.0,95.0,2218.0,2123.0,1.0,1.0,0.81,0.81,2218.0,2218.0,0.8150000000000001,0.8150000000000001,1.0,1.0,0.81,0.81,1.0,1.0,0.83,0.81,0.81,0.81,0.81,0.81,0.81,0.83,0.81,0.81,0.81,0.81,0.81,0.81,-0.003999999999999961,-0.003999999999999961,-1.1102230246251565e-16,-1.1102230246251565e-16,0
167,hamilton burlington bay obsdrver,,2.46,,,6.0,216.0,5.0,2017,2012.0,5.0,Monthly,,2.46,,,burlington hamilton the bay observer,both,,[nan],,Monthly,,T,burlington&hamilton,the bay observer,the bay observer,0.0,ON,,the bay observer,"['burlington ,ON, Canada', 'hamilton ,ON, Canada']","[(43.3248924, -79.7966835), (43.2560802, -79.8728583)]",,,,,,0.0,burlington hamilton,0.0,0.0,0,Burlington,2013.0,1.0,,0.0,,Thursday,left_imperfect_match,62,50,0,1,0,1,1,1,0,0,1,0,1,"['Hamilton', 'Halton']",0,0,0,2264,3524002,35,ON,24,Halton,2,Burlington,12.11950117176893,4.647271362006727,4.957937505095806,10.660805999303808,10.74051860342465,4,0.0,0.0,0.0,58732.55555555556,58766.77777777778,34.22222222222222,1.0,1.0,4.05,5.64,58527.66666666667,58527.66666666667,3.279705882352941,5.537058823529412,4.411764705882353,1.0,4.05,5.64,4.0,1.0,3.791666666666667,3.1199999999999997,3.19,3.19,4.05,4.05,4.05,5.123333333333334,5.59,5.64,5.64,5.64,5.64,5.64,0.10833333333333328,0.058666666666666714,-8.881784197001252e-16,-4.440892098500626e-16,0
174,caledon citizen,,0.8,,225.0,8.0,300.0,9.0,2017,2015.0,2.0,Thursday,,0.8,,235.0,caledon citizen,both,,[nan],,Thursday,,T,caledon,caledon citizen,london publishing corporation,0.0,ON,,london publishing corporation,"['caledon ,ON, Canada']","[(43.827060149999994, -79.9061036956765)]",,,,,,0.0,caledon,0.0,0.0,0,Caledon,2013.0,1.0,,0.0,,Thursday,perfect_match,67,52,1,1,1,1,1,1,0,0,1,0,1,['Peel'],0,0,0,2246,3521024,35,ON,21,Peel,24,Caledon,11.106489886107617,4.716711560720999,4.935193098929397,10.635278356688278,9.39099387166944,3,0.0,0.0,0.0,18360.0,18360.0,0.0,1.0,1.0,1.4300000000000002,2.06,18360.0,18360.0,1.3965,1.9929999999999999,2.6,1.0,1.4300000000000004,2.06,3.0,1.0,1.315,1.4,1.415,1.4300000000000002,1.4300000000000002,1.4300000000000002,1.4300000000000002,1.83,2.0,2.03,2.06,2.06,2.06,2.06,0.052000000000000046,0.026000000000000096,-2.220446049250313e-16,-2.220446049250313e-16,0
181,cambridge times,,2.115,,1160.0,10.0,161.0,10.0,2017,2015.0,2.0,Thursday,,2.115,,1160.0,cambridge times,both,,[nan],,Friday,43980.5,T,cambridge,cambridge times,metroland media group ltd.,0.0,ON,43980.5,metroland media group ltd.,"['cambridge ,ON, Canada']","[(43.3600536, -80.3123023)]",,,,,,0.0,cambridge,0.0,0.0,0,Cambridge,2013.0,1.0,43674.5,0.0,43674.5,Friday,right_imperfect_match,71,55,0,1,0,1,0,1,1,0,1,1,0,['Waterloo'],0,1,1,2289,3530010,35,ON,30,Waterloo,10,Cambridge,11.77544356375846,4.629862798578463,4.93806460126142,10.472883925659898,9.672500823760892,2,0.0,0.0,0.0,43980.5,43980.5,0.0,1.0,1.0,2.115,2.115,43674.5,43674.5,2.0516666666666667,2.0516666666666667,1.6666666666666667,1.0,2.115,2.115,2.0,1.0,1.84,2.08,2.08,2.115,2.115,2.115,2.115,1.84,2.08,2.08,2.115,2.115,2.115,2.115,0.05850000000000013,0.05850000000000013,-2.220446049250313e-16,-2.220446049250313e-16,0
188,carleton place almonte canadian gazette,12336.0,0.71,,1160.0,10.0,161.0,10.0,2017,2015.0,2.0,Thursday,12336.0,0.71,,1160.0,carleton placealmonte canadian gazette,both,,[nan],,Thursday,11690.0,T,almonte&carleton%20place,carleton placealmonte canadian gazette,metroland media group ltd.,0.0,ON,11690.0,metroland media group ltd.,"['almonte ,ON, Canada', 'carleton place ,ON, Canada']","[(45.226049, -76.1945277), (45.1403366, -76.1465672)]",,,,,,0.0,almonte carleton place,0.0,0.0,0,Carleton Place,2013.0,0.0,11690.0,0.0,11690.0,Thursday,perfect_match,76,58,0,1,0,1,1,1,1,0,1,1,1,"['Lanark', 'Lanark']",0,1,1,2174,3509028,35,ON,9,Lanark,28,Carleton Place,9.282102738203074,4.686750172980514,4.953712146696635,10.507721548816848,7.240649694255466,1,0.0,0.0,0.0,11690.0,11690.0,0.0,1.0,1.0,0.71,0.71,11690.0,11690.0,0.725,0.725,1.0,1.0,0.71,0.71,1.0,1.0,0.87,0.61,0.71,0.71,0.71,0.71,0.71,0.87,0.61,0.71,0.71,0.71,0.71,0.71,-0.022000000000000006,-0.022000000000000006,-1.1102230246251565e-16,-1.1102230246251565e-16,0
195,millbrook times,,0.91,,388.0,5.0,215.0,4.0,2017,2015.0,2.0,Monthly,,0.91,,388.0,millbrook times,both,,[nan],,Monthly,188.0,T,millbrook,millbrook times,millbrook times,164.0,ON,352.0,millbrook times,"['millbrook ,ON, Canada']","[(44.1511443, -78.4475977)]",millbrook times,,,,,0.0,millbrook,0.0,0.0,0,Cavan Monaghan,2013.0,0.0,752.0,656.0,1408.0,Thursday,left_imperfect_match,269,201,1,1,1,1,1,1,0,0,1,0,1,['Peterborough'],0,0,0,2215,3515013,35,ON,15,Peterborough,13,Cavan Monaghan,9.097059685517216,4.631812116934513,4.963543686562405,10.561214787864813,7.173958319756794,1,188.0,352.0,164.0,0.0,0.0,0.0,0.0,0.0,0.91,,1408.0,,0.9025000000000001,,1.0,0.0,0.91,,1.0,0.0,0.88,0.91,0.91,0.91,0.91,0.91,0.91,,,,,,,,,0.006000000000000026,,-1.1102230246251565e-16,0
202,port stanley the lake erie beacon,,1.98,,469.0,4.0,215.0,8.0,2017,2013.0,4.0,Friday,,1.98,,469.0,port stanley lake erie beacon,both,,[nan],,Friday,,T,port%20stanley,lake erie beacon,andrew hibbert and ted halwa,0.0,ON,,andrew hibbert and ted halwa,"['port stanley ,ON, Canada']","[(42.6660437, -81.2121712)]",lake erie beacon,,,,,0.0,port stanley,0.0,0.0,0,Central Elgin,2013.0,1.0,,0.0,,Friday,perfect_match,383,283,0,1,0,1,0,0,0,0,0,0,0,['Elgin'],0,0,0,2312,3534020,35,ON,34,Elgin,20,Central Elgin,9.449908301704534,4.594109238628667,4.9670316566140235,10.609871736128069,7.489970898834801,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.98,,,,1.98,,1.0,0.0,,,1.0,0.0,1.98,1.98,1.98,1.98,1.98,,,,,,,,,,,1.1080025785759062e-16,,,0
208,frontenac news,9135.0,1.02,,259.0,6.0,205.0,5.0,2017,2016.0,1.0,Thursday,9135.0,1.02,,259.0,sharbot lake the frontenac news,both,,[nan],,Thursday,9274.0,T,sharbot%20lake,the frontenac news,the frontenac news,0.0,ON,9274.0,the frontenac news,"['sharbot lake ,ON, Canada']","[(44.7706987, -76.6901144)]",,,,,,0.0,sharbot lake,0.0,0.0,0,Central Frontenac,2013.0,0.0,9274.0,0.0,9274.0,Thursday,perfect_match,407,302,0,1,0,1,1,1,0,0,1,0,1,['Frontenac'],0,0,0,2180,3510035,35,ON,10,Frontenac,35,Central Frontenac,8.405814603432848,4.564348191467836,4.996536369716754,10.236346124873199,6.421622267806518,1,9274.0,9274.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,,9274.0,,0.9675,,1.0,0.0,1.09,,1.0,0.0,0.85,1.0,1.0,1.02,1.02,1.06,1.12,,,,,,,,,0.03600000000000003,,0.04999999999999993,0
215,clinton news record,,0.73,,353.0,9.0,160.0,3.0,2017,2015.0,2.0,Wednesday,,0.73,,343.0,clinton news record,both,,[nan],,Wednesday,18.0,B,clinton,news record,postmedia network inc.,986.0,ON,1004.0,postmedia network inc.,"['clinton ,ON, Canada']","[(43.617187, -81.539576)]",news record,,,,,0.0,clinton,0.0,0.0,0,Central Huron,2013.0,0.0,18.0,986.0,1004.0,Wednesday,perfect_match,91,69,1,1,1,1,1,1,0,0,1,0,1,['Huron'],1,0,1,2356,3540025,35,ON,40,Huron,25,Central Huron,8.94585385712759,4.604169685654508,4.971201224850849,10.438283576940698,6.7912214627261855,1,0.0,0.0,0.0,18.0,1004.0,986.0,1.0,1.0,0.73,0.73,1004.0,1004.0,0.725,0.725,1.0,1.0,0.6950000000000001,0.6950000000000001,1.0,1.0,0.72,0.72,0.73,0.73,0.73,0.73,0.66,0.72,0.72,0.73,0.73,0.73,0.73,0.66,0.0029999999999999884,0.0029999999999999884,-0.03500000000000009,-0.03500000000000009,0
222,manitoulin expositor,,1.01,,635.0,6.0,225.0,5.0,2017,2015.0,2.0,Wednesday,,1.01,,635.0,manitoulin expositor,both,,[nan],,Wednesday,194.0,T,manitoulin%20island,manitoulin expositor,manitoulin publishing co. ltd.,4345.0,ON,4539.0,manitoulin publishing co. ltd.,"['manitoulin island ,ON, Canada']","[(45.756311499999995, -82.21460502374313)]",,,,,,0.0,manitoulin island,0.0,0.0,0,Central Manitoulin,2013.0,1.0,194.0,4345.0,4539.0,Wednesday,perfect_match,254,190,1,1,1,1,1,1,1,1,1,1,1,['Manitoulin'],0,0,0,2481,3551006,35,ON,51,Manitoulin,6,Central Manitoulin,7.688913336864796,4.667205576907544,5.01926462079431,10.3014243942235,6.063785208687608,1,194.0,4539.0,4345.0,0.0,0.0,0.0,0.0,0.0,1.01,,4539.0,,0.99,,1.0,0.0,1.01,,1.0,0.0,0.97,0.98,1.0,1.01,1.01,1.01,1.01,,,,,,,,,0.011000000000000065,,-1.1102230246251565e-16,0
229,fergus elora news express,,1.21,,294.0,10.0,161.0,10.0,2017,2015.0,2.0,Wednesday,,1.21,,294.0,fergus elora news express,both,,[nan],,Wednesday,,T,fergus&elora,news express,metroland media group ltd.,,ON,,,"['fergus ,ON, Canada', 'elora ,ON, Canada']","[(43.7059439, -80.3779366), (43.681148, -80.429581)]",news express,,,,,0.0,fergus elora,0.0,0.0,0,Centre Wellington,2013.0,0.0,,,,Wednesday,left_only,140,102,1,1,1,1,0,0,0,0,0,0,0,['Wellington'],0,1,1,2258,3523025,35,ON,23,Wellington,25,Centre Wellington,10.25029901185045,4.659658371272161,4.960043507980195,10.598208494084364,8.375629627094451,3,44894.0,44925.66666666666,31.666666666666668,0.0,0.0,0.0,0.0,1.0,1.1333333333333333,1.21,22462.83333333333,,1.405,1.185,2.0,1.0,1.76,,2.0,0.0,1.36,1.4100000000000001,1.4249999999999998,1.4249999999999998,1.1333333333333333,1.76,1.76,1.11,1.21,1.21,1.21,1.21,,,0.02000000000000003,-0.0438333333333334,,0.31333333333333313,0
236,vankleek hill review,3777.3333333333335,0.91,,580.0,8.0,300.0,11.0,2017,2015.0,2.0,Wednesday,3777.3333333333335,0.91,,580.0,vankleek hill hawkesbury the review,both,,[nan],,Wednesday,722.0,B,vankleek%20hill&hawkesbury,the review,ontario inc.,2874.0,ON,3596.0,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']","[(45.5196086, -74.6519669), (45.610281, -74.6055611)]",,,,,,0.0,vankleek hill hawkesbury,0.0,0.0,0,Champlain,2013.0,0.0,722.0,2874.0,3596.0,Wednesday,perfect_match,592,463,1,1,1,1,1,1,1,1,1,1,1,"['Prescott and Russell', 'Prescott and Russell']",0,0,0,2148,3502010,35,ON,2,Prescott and Russell,10,Champlain,9.0831885863157,4.6210435351443815,4.986342601527212,10.479538961219825,7.090076835776092,1,722.0,3596.0,2874.0,0.0,0.0,0.0,0.0,0.0,0.91,,3596.0,,0.89,,1.0,0.0,0.91,,1.0,0.0,0.87,0.89,0.89,0.91,0.91,0.91,0.91,,,,,,,,,0.01000000000000003,,-1.1102230246251565e-16,0
243,,,,,,,,,2017,,,,,,,,chapleau express,,,[nan],,Thursday,1700.0,T,chapleau,express,the chapleau express,0.0,ON,1700.0,the chapleau express,"['chapleau ,ON, Canada']","[(47.845632, -83.4018741)]",express,,,,,0.0,chapleau,0.0,0.0,0,Chapleau,2017.0,0.0,1700.0,0.0,1700.0,Thursday,right_only,83,64,0,1,0,1,1,1,1,0,0,1,1,['Sudbury'],0,0,0,2510,3552092,35,ON,52,Sudbury,92,Chapleau,7.6324011266014535,4.530446639792155,4.969813299576001,10.516400340385468,5.634789603169249,1,1700.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1700.0,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,0
250,blenheim news tribune,,0.54,,176.0,6.0,224.0,5.0,2017,2015.0,2.0,Wednesday,,0.54,,176.0,blenheim newstribune,both,,[nan],,Wednesday,,T,blenheim,newstribune,blenheim publishers,1759.6666666666667,ON,,blenheim publishers,"['blenheim ,ON, Canada']","[(42.3354182, -81.9974055)]",newstribune,,,,,0.0,blenheim,0.0,0.0,0,Chatham-Kent,2013.0,1.0,,1759.6666666666667,,Wednesday,perfect_match,41,32,1,1,1,1,1,1,0,1,1,0,1,['Chatham-Kent'],0,0,0,2317,3536020,35,ON,36,Chatham-Kent,20,Chatham-Kent,11.530244618840696,4.584967478670572,4.96563792816552,10.342484143853085,9.157466882369114,8,19311.0,22165.0,4613.666666666667,75.0,910.0,835.0,0.03943661971830986,3.0,0.72625,0.9233333333333333,4615.0,910.0,0.7152941176470589,0.866343137254902,8.529411764705882,3.7941176470588234,0.7927941176470589,0.9486274509803923,8.529411764705882,3.0,0.6833333333333333,0.7233333333333333,0.72625,0.73125,0.72625,0.7475,0.84375,0.806,0.855,0.9066666666666666,0.9066666666666666,0.9233333333333333,0.98,0.9133333333333334,0.028633333333333347,0.009375000000000003,-0.00500000000000006,0.05874999999999991,0
255,,,,,,,,,2017,,,,,,,,snap south simcoe,,,[nan],,Monthly,,T,south%20simcoe,snap south simcoe,snapd inc.,0.0,ON,,snapd inc.,"['south simcoe ,ON, Canada']","[(44.8944812, -80.1812131)]",,,,,,0.0,south simcoe,0.0,0.0,0,Christian Island 30,2015.0,1.0,,0.0,,Monthly,right_only,454,347,0,1,0,1,1,1,0,0,0,0,1,['Simcoe'],0,0,0,2399,3543069,35,ON,43,Simcoe,69,Christian Island 30,6.570882962339584,3.8958936234982624,4.897839799950911,9.662434580678351,4.74493212836325,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,0
262,,,,,,,,,2017,,,,,,,,rockland vision,,,[nan],,Thursday,,T,rockland,vision,compagnie d'edition andre paquette,0.0,ON,,compagnie d'edition andre paquette,"['rockland ,ON, Canada']","[(45.5485795, -75.2915629)]",vision,,,,,0.0,rockland,0.0,0.0,0,Clarence-Rockland,2014.0,1.0,,0.0,,Thursday,right_only,396,294,0,1,0,1,1,1,0,0,0,0,1,['Prescott and Russell'],0,0,0,2151,3502036,35,ON,2,Prescott and Russell,36,Clarence-Rockland,10.11098940786038,4.660604892876192,4.9459189793765646,10.678928750822154,7.949797216161852,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,1.6666666666666667,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,0
269,clarington this week,25685.666666666668,3.23,,1160.0,10.0,161.0,10.0,2017,2015.0,2.0,Thursday,25685.666666666668,3.23,,1160.0,clarington this week,both,,[nan],,Thursday,,T,clarington,clarington this week,metroland media group ltd.,0.0,ON,,metroland media group ltd.,"['clarington ,ON, Canada']","[(43.96868585, -78.65135738273909)]",,,,,,0.0,clarington,0.0,0.0,0,Clarington,2013.0,1.0,,0.0,,Thursday,perfect_match,89,68,0,1,0,1,1,1,0,0,1,0,1,['Durham'],0,1,1,2228,3518017,35,ON,18,Durham,17,Clarington,11.430771363205453,4.689511334421843,4.933754249760298,10.643518318994923,9.349667437197281,3,0.0,992.0,992.0,0.0,0.0,0.0,0.0,1.0,1.975,3.23,992.0,,1.9080000000000001,3.1759999999999997,2.6,1.0,1.985,3.23,3.0,1.0,1.72,1.955,1.955,1.955,1.975,1.98,1.99,2.96,3.23,3.23,3.23,3.23,3.23,3.23,0.05400000000000006,0.051000000000000066,-4.440892098500626e-16,0.007499999999999618,0
276,creemore echo,,0.69,,118.0,6.0,220.0,5.0,2017,2015.0,2.0,Friday,,0.69,,118.0,creemore echo,both,,[nan],,Friday,3453.0,T,creemore,creemore echo,creemore echo communications,443.0,ON,3896.0,creemore echo communications,"['creemore ,ON, Canada']","[(44.327104, -80.1084149)]",,,,,,0.0,creemore,0.0,0.0,0,Clearview,2013.0,0.0,3453.0,443.0,3896.0,Friday,perfect_match,103,76,1,1,1,1,1,1,0,0,1,0,1,['Simcoe'],0,0,0,2384,3543005,35,ON,43,Simcoe,5,Clearview,9.564582358673212,4.634728988229636,4.960043507980195,10.44228820075763,7.536363938404511,2,3453.0,3896.0,443.0,13051.0,13051.0,0.0,0.7701068035640526,1.0,1.52,2.35,8473.5,13051.0,1.49625,2.3025,2.0,1.0,1.52,2.35,2.0,1.0,1.425,1.52,1.52,1.52,1.52,1.52,1.52,2.16,2.35,2.35,2.35,2.35,2.35,2.35,0.0380000000000001,0.01899999999999999,-2.220446049250313e-16,-2.220446049250313e-16,0
283,northumberland news,22631.0,2.75,,1160.0,10.0,161.0,10.0,2017,2016.0,1.0,Thursday,22631.0,2.75,,1160.0,cobourg port hope colborne northumberland news,both,,[nan],,Friday,22588.833333333336,T,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0.0,ON,22588.833333333336,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']","[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]",,,,,,0.0,cobourg port hope colborne,0.0,0.0,1,Cobourg,2013.0,1.0,22546.666666666668,0.0,22546.666666666668,Friday,right_imperfect_match,92,70,0,1,0,1,1,1,1,0,1,1,1,"['Northumberland', 'Northumberland', 'Northumberland']",0,1,1,2208,3514021,35,ON,14,Northumberland,21,Cobourg,9.880218925596774,4.653960350157523,5.004617221770693,10.424956336400598,8.016317898503415,2,0.0,0.0,0.0,22588.833333333336,22588.833333333336,0.0,1.0,2.0,1.984,1.984,22546.666666666668,22546.666666666668,1.9602499999999998,1.9602499999999998,2.0,2.0,2.75,2.75,1.0,1.0,1.8739999999999999,1.9989999999999999,1.984,1.984,1.984,2.75,2.75,1.8739999999999999,1.9989999999999999,1.984,1.984,1.984,2.75,2.75,0.02050000000000011,0.02050000000000011,0.3829999999999997,0.3829999999999997,1
290,cochrane times post,1316.0,0.87,,386.0,8.0,160.0,3.0,2017,2015.0,2.0,Thursday,1316.0,0.87,,386.0,cochrane timespost,both,,[nan],,Thursday,0.0,T,cochrane,cochrane timespost,postmedia network inc.,1223.0,ON,1223.0,postmedia network inc.,"['cochrane ,ON, Canada']","[(50.630898, -82.1914444)]",,,,,,0.0,cochrane,0.0,0.0,0,Cochrane,2013.0,0.0,0.0,1223.0,1223.0,Thursday,perfect_match,94,71,1,0,1,0,1,1,0,1,1,1,1,['Division No. 6'],1,0,1,2544,3556042,35,ON,56,Cochrane,42,Cochrane,8.598035579260339,4.601162164590552,4.954417614098027,10.445695557530787,5.991464547107982,1,0.0,0.0,0.0,0.0,1223.0,1223.0,1.0,1.0,0.87,0.87,1223.0,1223.0,0.87,0.87,1.0,1.0,0.87,0.87,1.0,1.0,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,2.0761170560490427e-17,2.0761170560490427e-17,-1.1102230246251565e-16,-1.1102230246251565e-16,0
297,collingwood enterprise bulletin,,1.0,,319.0,10.0,287.0,10.0,2017,2014.0,3.0,Friday,,1.0,,319.0,collingwood enterprise bulletin,both,,[nan],,Friday,,B,collingwood,enterprise bulletin,postmedia network inc.,,ON,,postmedia network inc.,"['collingwood ,ON, Canada']","[(44.5027226, -80.2172379)]",enterprise bulletin,,,,,1.0,collingwood,0.0,0.0,1,Collingwood,2013.0,1.0,,,,Friday,perfect_match,95,72,1,1,1,1,0,0,0,0,0,0,0,['Simcoe'],1,0,1,2393,3543031,35,ON,43,Simcoe,31,Collingwood,9.993922230007335,4.730039168033961,4.9856593080260785,10.383286797696996,8.285261134068948,2,0.0,0.0,0.0,11584.0,11584.0,0.0,1.0,2.0,1.675,1.675,11481.1,11481.1,1.64375,1.64375,2.0,2.0,2.35,2.35,1.0,1.0,1.57,1.665,1.665,1.675,1.675,2.35,2.35,1.57,1.665,1.665,1.675,1.675,2.35,2.35,0.02199999999999997,0.02199999999999997,0.3374999999999998,0.3374999999999998,1
304,cornwall express,36541.0,,,,8.0,175.0,12.0,2017,2016.0,1.0,Thursday,36541.0,,,,cornwall express,both,,[nan],,Thursday,36541.0,T,cornwall,express,tc.transcontinental,0.0,ON,36541.0,tc.transcontinental,"['cornwall ,ON, Canada']","[(45.0184417, -74.728703)]",express,,,,,0.0,cornwall,0.0,0.0,0,Cornwall,2017.0,0.0,36541.0,0.0,36541.0,Thursday,perfect_match,99,74,0,1,0,1,1,1,1,0,0,1,1,"['Stormont, Dundas and Glengarry']",0,0,0,2141,3501012,35,ON,1,"Stormont, Dundas and Glengarry",12,Cornwall,10.751263869873119,4.61015772749913,4.971894465779825,10.194065428099934,8.183118079394745,3,36541.0,36541.0,0.0,0.0,0.0,0.0,0.0,0.0,,,36541.0,,1.6000000000000003,,3.0,0.0,,,3.0,0.0,1.6,1.6,,,,,,,,,,,,,,-5.773159728050814e-16,,,0
311,northumberland news,22631.0,2.75,,1160.0,10.0,161.0,10.0,2017,2016.0,1.0,Thursday,22631.0,2.75,,1160.0,cobourg port hope colborne northumberland news,both,,[nan],,Friday,22588.833333333336,T,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0.0,ON,22588.833333333336,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']","[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]",,,,,,0.0,cobourg port hope colborne,0.0,0.0,1,Cramahe,2013.0,1.0,22546.666666666668,0.0,22546.666666666668,Friday,right_imperfect_match,92,70,0,1,0,1,1,1,1,0,1,1,1,"['Northumberland', 'Northumberland', 'Northumberland']",0,1,1,2205,3514014,35,ON,14,Northumberland,14,Cramahe,8.772610303280743,4.650143551630823,4.971201224850849,10.396352850925126,6.565264970035361,2,0.0,0.0,0.0,22588.833333333336,22588.833333333336,0.0,1.0,2.0,1.984,1.984,22546.666666666668,22546.666666666668,1.9602499999999998,1.9602499999999998,2.0,2.0,2.75,2.75,1.0,1.0,1.8739999999999999,1.9989999999999999,1.984,1.984,1.984,2.75,2.75,1.8739999999999999,1.9989999999999999,1.984,1.984,1.984,2.75,2.75,0.02050000000000011,0.02050000000000011,0.3829999999999997,0.3829999999999997,1
318,deep river north renfrew times,1679.5,0.55,,224.0,9.0,196.0,3.0,2017,2015.0,2.0,Wednesday,1679.5,0.55,,224.0,deep river north renfrew times,both,,[nan],,Wednesday,0.0,B,deep%20river,north renfrew times,deep river community assn. inc.,1661.0,ON,1661.0,deep river community assn. inc.,"['deep river ,ON, Canada']","[(46.101328, -77.487602)]",north renfrew times,,,,,0.0,deep river,0.0,0.0,0,Deep River,2013.0,0.0,0.0,1661.0,1661.0,Wednesday,perfect_match,104,77,1,0,1,0,1,1,0,1,1,1,1,['Rdnfrew'],0,0,0,2433,3547096,35,ON,47,Renfrew,96,Deep River,8.344980368770571,4.584967478670572,4.977423159890142,10.79583389183349,7.282761179605593,1,0.0,1661.0,1661.0,0.0,0.0,0.0,0.0,0.0,0.55,,1661.0,,0.515,,1.0,0.0,0.71,,1.0,0.0,0.49,0.51,0.53,0.53,0.55,0.71,0.71,,,,,,,,,0.01400000000000004,,0.0799999999999999,0
325,dryden observer,1958.5,1.66,,315.0,6.0,160.0,5.0,2017,2015.0,2.0,Wednesday,1958.5,1.66,,315.0,dryden observer,both,,[nan],,Wednesday,8.0,B,dryden,dryden observer,norwest printing & publishing group,1667.0,ON,1675.0,alex wilson coldstream ltd.,"['dryden ,ON, Canada']","[(49.785698, -92.835846)]",dryden observer,,,,,0.0,dryden,0.0,0.0,0,Dryden,2013.0,0.0,8.0,1667.0,1675.0,Wednesday,perfect_match,112,82,1,1,1,1,1,1,1,1,1,1,1,['Kenora'],0,0,0,2662,3560027,35,ON,60,Kenora,27,Dryden,8.968141414126814,4.622027303054514,4.967727793084979,10.529746787554442,6.86171134048073,2,8.0,1675.0,1667.0,0.0,0.0,0.0,0.0,0.0,1.775,,1675.0,,1.055,,1.0,0.0,1.68,,1.0,0.0,0.85,0.86,0.87,1.64,1.775,1.68,,,,,,,,,,0.26298999999999996,,-0.09500000000000058,0
